symbol,year,period,capex,cashDividendsPaid,cashInterestPaid,cashTaxesPaid,changeinCash,changesinWorkingCapital,deferredTaxesInvestmentTaxCredit,depreciationAmortization,foreignExchangeEffects,issuanceReductionCapitalStock,issuanceReductionDebtNet,netCashFinancingActivities,netIncomeStartingLine,netInvestingCashFlow,netOperatingCashFlow,otherFundsFinancingItems,otherFundsNonCashItems,otherInvestingCashFlowItemsTotal
CPB,,2020-08-02,-299,-426,287,222,680,33,-6,328,-1,23,-791,-2987,1628,2272,1396,-1793,-587,2571
CPB,,2020-04-26,-330,-425,,,1036,43,-1,338,-4,23,-839,-3028,1534,2693,1375,-1787,-539,3023
CPB,,2020-01-26,-353,-424,,,-145,-81,86,367,-4,4,-1885,-4080,1450,2724,1215,-1775,-607,3077
CPB,,2019-10-27,-371,-423,,,-29,44,-12,405,-4,1,-1462,-1896,183,522,1349,-12,729,893
CPB,,2019-07-28,-384,-423,,,-47,85,14,446,-7,0,-1159,-1591,211,153,1398,-9,642,537
CPB,,2019-04-28,-458,-423,,,7,172,109,477,-12,0,-566,-999,313,-411,1429,-10,358,47
CPB,,2019-01-27,-473,-422,,,7,267,-67,474,-15,0,5633,5106,-164,-6575,1491,-105,981,-6102
CPB,,2018-10-28,-460,-422,,,42,93,-157,434,-10,0,6464,5938,180,-7234,1348,-104,798,-6774
CPB,,2018-07-29,-407,-426,,,-93,23,-133,394,-8,-86,6439,5807,261,-7197,1305,-120,760,-6790
CPB,,2018-04-29,-366,-427,,,-114,-83,-110,350,15,-218,6499,5734,485,-7167,1304,-120,662,-6801
CPB,,2018-01-28,-351,-429,,,-113,-85,-13,325,19,-289,388,-355,1054,-1061,1284,-25,3,-710
CPB,,2017-10-29,-348,-431,,,-127,-104,115,323,11,-409,-153,-1017,870,-379,1258,-24,54,-31
CPB,,2017-07-30,-338,-420,110,320,23,-57,93,318,11,-435,-34,-911,887,-368,1291,-22,50,-30
CPB,,2017-04-30,-311,-410,,,-70,-36,-23,314,-9,-328,-264,-1023,488,-329,1291,-21,548,-18
CPB,,2017-01-29,-307,-400,,,3,4,-16,310,10,-289,-354,-1064,497,-347,1404,-21,609,-40
CPB,,2016-10-30,-318,-390,,,27,77,24,311,7,-222,-477,-1110,661,-338,1468,-21,395,-20
CPB,,2016-07-31,-341,-390,113,325,43,91,-30,308,5,-141,-547,-1099,563,-354,1491,-21,559,-13
CPB,,2016-05-01,-363,-391,,,153,83,-57,308,-1,-168,-101,-695,687,-597,1446,-35,425,-234
CPB,,2016-01-31,-390,-392,,,105,52,-64,306,-17,-194,-32,-655,684,-599,1376,-37,398,-209
CPB,,2015-11-01,-389,-393,,,24,-15,-93,302,-30,-199,28,-601,612,-607,1262,-37,456,-218
CPB,,2015-08-02,-380,-394,111,333,21,-12,-49,303,-32,-235,91,-550,666,-603,1206,-12,298,-223
CPB,,2015-05-03,-391,-395,,,8,-167,30,306,-20,-179,-124,-694,806,-385,1107,4,132,6
CPB,,2015-02-01,-363,-395,,,-92,-160,26,306,-18,-114,-319,-820,807,-374,1120,8,141,-11
CPB,,2014-11-02,-357,-395,,,-66,-170,4,306,-15,-127,-783,-1297,932,183,1063,8,-9,540
CPB,,2014-08-03,-347,-391,,,-101,-337,38,305,-9,-58,-494,-925,855,-134,967,18,106,213
CPB,,2014-04-27,-329,-294,,,-231,-282,-141,311,-44,-71,-391,-736,512,-369,918,20,518,-40
CPB,,2014-01-26,-353,-196,,,-117,-350,-145,336,-55,-126,-275,-573,508,-372,883,24,534,-19
CPB,,2013-10-27,-347,-372,,,-56,-360,-126,383,-37,-71,355,-60,377,-921,962,28,688,-574
CPB,,2013-07-28,-336,-367,,,-2,-381,-171,407,-36,-70,1675,1237,449,-2154,951,-1,647,-1818
CPB,,2013-04-28,-355,-458,,,70,-219,-29,391,-11,-183,1508,866,734,-1931,1146,-1,269,-1576
CPB,,2013-01-27,-336,-551,,,88,-184,-14,357,-6,-163,1580,866,730,-1913,1141,0,252,-1577
CPB,,2012-10-28,-329,-370,,,76,-162,16,297,-16,-228,1469,867,744,-1903,1128,-4,233,-1574
CPB,,2012-07-29,-323,-373,115,300,-149,-158,45,262,-26,-300,-257,-920,764,-323,1120,10,207,0
CPB,,2012-04-29,-312,-375,,,-66,-195,44,263,-20,-168,-331,-864,737,-304,1122,10,273,8
CPB,,2012-01-29,-295,-378,,,-3,-157,15,263,14,-247,-247,-863,748,-291,1137,9,268,4
CPB,,2011-10-30,-280,-379,,,-6,-113,43,266,23,-567,-64,-998,786,-275,1244,12,262,5
CPB,,2011-07-31,-272,-378,142,304,230,-232,46,268,49,-632,295,-700,802,-261,1142,15,258,11
CPB,,2011-05-01,-271,-379,,,369,-290,76,260,49,-735,620,-482,817,-254,1056,12,193,17
CPB,,2011-01-30,-286,-378,,,212,-294,73,258,19,-691,478,-582,799,-269,1044,9,208,17
CPB,,2010-10-31,-298,-371,,,215,-249,36,256,16,-386,160,-588,819,-277,1064,9,202,21
CPB,,2010-08-01,-315,-365,118,333,203,-291,54,251,2,-333,135,-556,844,-300,1057,7,199,15
CPB,,2010-05-02,-346,-359,,,19,-149,51,254,14,-355,-100,-810,800,-404,1219,4,263,-58
CPB,,2010-01-31,-350,-354,,,33,-195,149,253,18,-406,-59,-817,806,-412,1244,2,231,-62
CPB,,2009-11-01,-354,-358,,,13,-275,163,258,18,-484,113,-732,780,-418,1145,-3,219,-64
CPB,,2009-08-02,-345,-350,120,144,-30,-186,144,264,-4,-455,-20,-814,736,-378,1166,11,208,-33
CPB,,2009-05-03,-320,-344,,,11,-383,207,281,-14,-791,420,-700,756,-287,1012,15,151,33
CPB,,2009-02-01,-306,-338,,,-15,-338,61,289,-15,-898,-96,-1315,1114,555,760,17,-366,861
CPB,,2008-11-02,-293,-332,,,-14,-435,51,292,-11,-838,-100,-1249,1155,569,677,21,-386,862
CPB,,2008-08-03,-298,-329,180,521,10,-333,29,294,13,-856,-123,-1300,1165,531,766,8,-389,829
CPB,,2008-04-27,-301,-324,,,-224,-368,-30,290,16,-555,-529,-1402,1137,551,611,6,-418,852
CPB,,2008-01-27,-303,-317,,,-388,-476,73,289,9,-398,-194,-891,822,-276,770,18,62,27
CPB,,2007-10-28,-328,-311,,,-153,-423,68,287,4,-331,-115,-735,833,-258,836,22,71,70
CPB,,2007-07-29,-334,-308,203,365,-586,-507,10,283,0,-975,-605,-1863,854,603,674,25,34,937
CPB,,2007-04-29,-350,-304,,,-256,-321,23,278,-2,-1012,-412,-1697,837,571,872,31,55,921
CPB,,2007-01-28,-345,-301,,,216,-250,-15,284,3,-942,-53,-1275,786,583,905,21,100,928
CPB,,2006-10-29,-317,-296,,,185,-127,-17,284,5,-1002,-126,-1409,755,564,1025,15,130,881
CPB,,2006-07-30,-309,-292,173,303,617,43,29,289,3,-270,233,-318,766,-294,1226,11,99,15
CPB,,2006-04-30,-312,-288,,,498,-35,29,284,0,-97,-16,-396,818,-301,1195,5,99,11
CPB,,2006-01-29,-313,-284,,,216,-76,45,280,-2,-150,-186,-619,798,-302,1139,1,92,11
CPB,,2005-10-30,-323,-280,,,1,-128,41,280,-3,-20,-428,-727,779,-308,1039,1,67,15
CPB,,2005-07-31,-332,-275,176,258,8,-165,47,279,0,-39,-354,-668,707,-314,990,0,122,18
CPB,,2005-05-01,-312,-270,,,4,-202,58,272,2,-38,-345,-653,670,-285,940,0,142,27
CPB,,2005-01-30,-316,-265,,,10,-203,53,269,1,2,-351,-614,666,-289,912,0,127,27
CPB,,2004-10-31,-312,-259,,,5,-245,54,265,7,-32,-297,-588,666,-288,874,0,134,24
CPB,,2004-08-01,-288,-259,168,249,0,-343,51,260,6,-31,-185,-475,647,-275,744,0,129,13
CPB,,2004-05-02,-267,-259,,,1,-385,89,258,5,-27,-210,-496,662,-251,743,,119,16
