symbol,year,accountsPayable,accountsReceivables,accruedLiability,accumulatedDepreciation,cashEquivalents,cashShortTermInvestments,commonStock,currentAssets,currentLiabilities,currentPortionLongTermDebt,deferredIncomeTax,goodwill,intangiblesAssets,inventory,liabilitiesShareholdersEquity,longTermDebt,longTermInvestments,otherCurrentAssets,otherCurrentliabilities,otherEquity,otherLiabilities,otherLongTermAssets,otherReceivables,period,propertyPlantEquipment,retainedEarnings,sharesOutstanding,shortTermDebt,shortTermInvestments,tangibleBookValueperShare,totalAssets,totalDebt,totalEquity,totalLiabilities,totalLongTermDebt,totalReceivables,treasuryStock
MCK,2014,21429,12413,3478,-1179,4193,4193,4,32573,29501,1424,,9927,5022,13308,51759,8949,,,2824,20,2991,2015,1780,2014-03-31,2222,11453,231,346,,-27.8225,51759,10719,8522,43237,8949,14193,-9507
MCK,2013,16108,8552,1912,-1208,2456,2456,4,23170,21357,352,,6405,2270,10335,34786,4521,,,2985,-51,1838,1620,1423,2013-03-31,1321,10402,227,0,,-7.0705,34786,4873,7070,27716,4521,9975,-9363
MCK,2012,16114,8440,2149,-1132,3149,3149,4,23603,21686,508,,5032,1894,10073,33093,3072,,,2515,9,1504,1521,1537,2012-03-31,1043,9451,235,400,,-0.4043,33093,3980,6831,26262,3072,9977,-8204
MCK,2011,14090,7846,1861,-1052,3612,3612,4,22357,18726,417,,4364,1608,9225,30886,3587,,,2358,97,1353,1566,1341,2011-03-31,991,8250,252,0,,4.9524,30886,4004,7220,23666,3587,9187,-6470
MCK,2010,13255,7107,1559,-1007,3731,3731,4,21504,17012,3,,3568,785,9441,28189,2293,,,2195,-6,1352,1481,968,2010-03-31,851,7236,271,0,,11.7306,28189,2296,7532,20657,2293,8075,-4458
MCK,2009,11739,6741,2503,-927,2109,2109,4,18671,15606,219,,3528,882,8527,25267,2290,,,1145,-187,1178,1390,1033,2009-03-31,796,6103,271,0,,6.5793,25267,2509,6193,19074,2290,7774,-4144
MCK,2008,12032,6229,2104,-927,1362,1362,4,17786,15348,2,,3345,860,9000,24603,1795,,0,1210,142,1339,1837,984,2008-03-31,775,5586,277,0,,6.917,24603,1797,6121,18482,1795,7213,-3860
MCK,2007,10873,5613,2109,-822,1954,1954,3,17856,15126,155,,2975,779,8153,23943,1803,,962,1989,12,741,1649,953,2007-03-31,684,4712,295,0,,8.539,23943,1958,6273,17670,1803,6566,-2162
MCK,2006,10055,5654,1593,-860,2142,2142,3,16919,13515,26,,1718,267,7260,20975,965,,962,1841,-20,588,1317,716,2006-03-31,671,3871,304,0,,12.9013,20975,991,5907,15068,965,6370,-1160
MCK,2005,8186,5122,964,-804,1800,1809,3,15332,11793,9,,1452,219,7496,18775,1202,,,2085,-10,506,978,610,2005-03-31,631,3194,299,548,9,12.0535,18775,1759,5275,13500,1202,5732,-196
MCK,2004,6811,4809,895,-723,708,718,3,13004,9456,275,,1406,214,6735,16240,1210,,,922,-59,409,844,610,2004-03-31,600,3421,290,554,10,12.2276,16240,2038,5165,11075,1210,5419,-194
MCK,2003,6631,4021,653,-637,522,534,3,11254,7974,10,,1354,222,6023,14353,1487,,,681,-149,364,682,574,2003-03-31,594,2843,291,0,12,10.1478,14353,1497,4529,9825,1487,4595,-29
MCK,2002,6337,3491,600,-585,558,563,3,10699,7588,141,,1022,212,6012,13324,1485,,,510,-177,311,559,511,2002-03-31,595,2357,288,0,5,9.3958,13324,1626,3940,9384,1485,4002,0
MCK,2001,4603,2879,504,-664,434,446,3,9164,6550,194,,1064,104,5116,11530,1232,,,489,-183,256,471,564,2001-03-31,595,2007,284,759,12,8.1866,11530,2184,3493,8037,1232,3443,-73
MCK,2000,3678,2573,464,-594,549,606,3,7966,5122,16,,1186,92,4149,10373,1440,,,757,-223,246,473,462,2000-03-31,555,2122,283,206,57,8.0848,10373,1661,3566,6807,1440,3035,-27
MCK,1999,3154,2141,470,-681,241,269,3,6500,4800,195,,1228,107,3529,9082,1141,,,539,-165,259,479,443,1999-03-31,694,1465,281,442,28,5.5053,9082,1779,2882,6200,1141,2584,-31
MCK,1998,1859,1191,277,-440,36,114,1,4106,2578,10,0,752,,2584,5608,1194,,,145,-88,429,319,189,1998-03-31,430,1173,93,286,78,7.0323,5608,1490,1407,4201,1194,1380,-5
MCK,1997,1855,1137,310,-406,125,230,0,3761,2637,60,,736,,2260,5173,825,,,101,-64,255,302,88,1997-03-31,374,1063,92,311,105,5.7065,5173,1196,1456,3717,825,1225,-28
MCK,1996,1189,699,181,-420,282,477,0,2665,1723,28,,223,,1379,3504,443,,,118,-50,217,236,82,1996-03-31,380,969,90,207,195,9.3444,3504,678,1065,2439,443,781,-28
MCK,1995,1121,710,237,-397,385,693,0,2699,1738,18,,214,,1160,3479,459,,,165,-52,209,199,69,1995-03-31,366,876,89,197,307,8.9775,3479,674,1014,2466,459,779,-1
MCK,1994,1207,1046,186,-436,96,96,89,2186,1784,19,,,352,994,3193,463,,,62,-22,215,172,0,1994-03-31,482,610,81,311,,2.4815,3193,793,679,2514,463,1046,-124
MCK,1993,1043,842,198,-413,120,120,89,1898,1615,27,,,317,886,2800,347,,,68,-17,200,125,0,1993-03-31,460,547,81,279,,2.1728,2800,653,619,2181,347,842,-121
MCK,1992,935,774,209,-383,161,161,89,1814,1493,,0,,335,848,2757,490,,,37,-202,220,152,0,1992-03-31,457,502,78,312,0,1.1667,2757,802,555,2202,490,774,-168
MCK,1991,902,614,184,-318,146,146,89,1469,1179,,56,,351,695,2461,534,,,0,-210,16,182,0,1991-03-31,458,647,76,93,0,2.5526,2461,627,676,1785,534,614,-193
MCK,1990,606,617,177,-279,157,157,89,1403,1134,,54,,320,618,2323,427,,,20,-219,25,157,0,1990-03-31,443,618,79,331,,2.9494,2323,758,684,1639,427,617,-153
MCK,1989,504,597,179,-247,48,48,89,1221,937,,53,,339,566,2117,414,,,28,-101,22,127,0,1989-03-31,431,586,81,226,0,4.2716,2117,640,692,1425,414,597,-117
MCK,1988,689,615,181,,56,56,89,1240,921,,61,,326,561,2140,438,,,0,-107,17,192,0,1988-03-31,382,547,83,52,0,4.4458,2140,489,702,1437,438,615,-71
MCK,1987,544,613,160,-224,48,48,89,1451,952,,85,,312,734,2208,396,,,36,-55,13,98,0,1987-03-31,348,502,85,213,0,5.2,2208,609,762,1445,396,613,-37
MCK,1986,451,517,144,-200,45,45,43,1263,808,,93,,318,663,2088,490,,,41,-27,0,169,0,1986-03-31,338,510,82,172,0,4.4878,2088,662,696,1392,490,517,-34
MCK,1985,542,441,84,-184,44,44,39,1021,676,,77,,98,512,1545,234,,,41,-26,0,129,0,1985-03-31,297,479,72,8,0,6.2361,1545,242,559,987,234,441,-46
MCK,1984,467,389,86,-147,45,45,39,848,612,,60,,84,398,1411,187,,,28,-8,0,236,0,1984-03-31,244,457,71,31,0,6.4225,1411,218,553,859,187,389,-51
MCK,1983,414,340,76,-117,45,45,38,767,517,,58,,30,369,1348,263,,,13,-6,0,341,0,1983-03-31,210,422,67,14,0,6.9552,1348,277,510,838,263,340,-75
TAP,2019,,714.8,811.5,-3004.6,523.4,523.4,662.4,2184.4,3695.5,921.3,2258.6,7631.4,13656,615.9,28859.8,8049.5,,224.8,387.7,-1091.3,1123.1,687,105.5,2019-12-31,4701,7617,216.3,6.9,,-36.3754,28859.8,9037.7,13419.4,15440.4,8109.5,820.3,-471.4
TAP,2018,,744.4,701.3,-2558.8,1057.9,1057.9,662.8,2766.3,4300.9,1583.1,2128.9,8260.8,13776.4,591.8,30109.8,8893.8,,245.6,388.3,-1089.7,1050.4,698,126.60000000000002,2018-12-31,4608.3,7692.9,216.1,11.4,,-39.47154,30109.8,10488.3,13507.4,16602.4,8893.8,871,-471.4
TAP,2017,,733.8,763.4,-2096.6,418.6,418.6,662.9,2189.7,3399.3,328.4,1896.3,8405.5,14296.5,591.5,30246.9,10598.7,,277.6,352.5,-800.5,1165.3,681.5,168.20000000000005,2017-12-31,4673.7,6958.4,215.4,386.4,,-45.14206,30246.9,11313.5,12978.4,17268.5,10598.7,902,-471.4
TAP,2016,,669.5,831.9,-1499.3,560.9,560.9,681.3,2169.6,3157.5,671.7,1699,8250.1,14031.9,592.7,29341.5,11387.7,0,210.7,343.2,-1475.6,1475.6,382.5,135.79999999999995,2016-12-31,4507.4,6119,214.9,13.1,,-50.55049,29341.5,12072.5,11418.7,17922.8,11387.7,805.3,-471.4
TAP,2015,,407.9,405.5,-1390.1,430.9,430.9,712.9,1258.8,1217.2,28.7,799.8,1983.3,4745.7,179.3,12276.3,2908.7,2441,122.7,223.4,-1694.9,287.5,236.8,118,2015-12-31,1590.8,4496,184.5,0,,1.7019,12276.3,2937.4,7043,5233.3,2908.7,525.9,-471.4
TAP,2014,,489,476,-1343,625,625,772,1579,2325,774,784,2192,5756,202,13996,2337,2389,130,382,-898,664,262,133,2014-12-31,1798,4440,186,75,,-0.4516,13996,3187,7863,6133,2337,622,-321
TAP,2013,,573,484,-1459,442,442,824,1538,2142,587,911,2419,6825,205,15580,3213,2507,162,472,155,650,298,155,2013-12-31,1970,4233,184,0,,-3.288,15580,3800,8639,6941,3213,728,-321
TAP,2012,427,608,459,-1225,624,624,836,1748,2599,1246,949,2453,7235,214,16212,3423,2432,157,467,-72,1251,322,145,2012-12-29,1996,3901,182,0,,-9.456,16212,4668,7967,8245,3423,753,-321
TAP,2011,301,589,451,-1020,1079,1079,837,2118,1277,47,456,1453,4586,207,12424,1915,2488,106,478,162,1086,316,137,2011-12-31,1430,3690,180,0,,8.9389,12424,1962,7648,4776,1915,726,-321
TAP,2010,268,571,446,-927,1218,1218,838,2221,1334,1,467,1489,4655,195,12698,1960,2574,79,619,409,1095,327,159,2010-12-25,1389,3242,187,0,,8.8503,12698,1961,7799,4899,1960,730,0
TAP,2009,210,567,745,-843,734,734,883,1763,1581,300,468,1475,4535,236,12021,1413,2614,75,325,21,1467,294,150,2009-12-26,1293,2735,185,0,,5.7838,12021,1713,7080,4942,1413,717,
TAP,2008,171,473,691,-674,216,216,907,1107,986,0,399,1298,3923,192,10417,1832,2419,63,125,-397,1210,316,162,2008-12-28,1302,2199,184,0,,4.125,10417,1832,5980,4436,1832,635,
TAP,2007,381,759,1189,-2715,377,377,1072,1777,1736,4,605,3346,5039,370,13452,2261,0,159,161,1105,1657,522,112,2007-12-30,2696,1950,181,0,,-6.8287,13452,2265,7149,6302,2261,871,
TAP,2006,420,684,1056,-2615,182,182,1436,1458,1800,4,607,2969,4395,320,11603,2130,,128,320,317,1202,284,145,2006-12-31,2421,1673,155,0,,-9.9806,11603,2134,5817,5786,2130,829,
TAP,2005,372,700,1151,-2664,39,39,1698,1468,2237,334,606,2871,4423,315,11799,2137,,284,365,180,1411,660,130,2005-12-25,2306,1423,149,14,,-13.2215,11799,2485,5325,6475,2137,830,
TAP,2004,326,702,806,-2484,123,123,0,1268,1177,26,150,891,581,235,4658,894,141,33,6,98,799,236,123,2004-12-26,1446,1398,75,13,,1.72,4658,932,1601,3056,894,825,
TAP,2003,396,656,646,-2695,19,19,0,1079,1134,70,196,796,552,209,4486,1160,194,41,,3,730,306,95,2003-12-28,1451,1232,73,21,,-1.1096,4486,1251,1267,3219,1160,751,
TAP,2002,335,642,669,-1893,59,59,10,1054,1148,144,156,727,529,185,4297,1383,191,51,,-134,628,307,63,2002-12-29,1380,1087,73,0,0,-3.7534,4297,1527,982,3316,1383,705,
TAP,2001,222,95,210,-1663,77,310,10,607,518,85,62,7,79,115,1740,20,95,51,,-13,189,82,14,2001-12-30,870,955,72,0,233,12.0139,1740,105,951,788,20,109,
TAP,2000,198,112,182,-1697,120,193,10,498,379,,90,,29,110,1629,105,194,48,0,3,123,173,15,2000-12-31,736,908,74,0,73,12.2027,1629,105,932,697,105,127,
TAP,1999,180,138,205,-1615,164,277,10,613,393,0,79,,31,107,1546,105,3,44,8,1,128,185,22,1999-12-26,714,825,73,0,113,11.0959,1546,105,842,705,105,160,
TAP,1998,144,119,190,-1515,160,256,10,549,384,40,66,,23,103,1461,105,31,51,10,-2,131,143,8,1998-12-27,714,757,73,0,96,10.3014,1461,145,775,686,105,127,
TAP,1997,132,109,186,-1412,169,211,10,517,359,28,76,,23,106,1412,145,47,57,14,-4,95,92,15,1997-12-28,733,731,74,0,42,9.6486,1412,173,737,676,145,124,
TAP,1996,123,101,143,-1314,111,117,10,417,292,17,76,,21,121,1363,176,,46,9,2,103,110,13,1996-12-29,814,672,76,0,6,9.1316,1363,193,715,647,176,114,
TAP,1995,132,106,146,-1219,32,32,10,363,324,36,70,,26,139,1387,195,,60,9,4,103,110,11,1995-12-31,887,648,76,0,,8.8026,1387,231,695,692,195,117,
TAP,1994,165,106,172,-1221,27,27,10,355,380,,72,,21,142,1372,131,,0,0,1,115,74,0,1994-12-25,922,623,74,44,0,8.8378,1372,175,674,697,131,106,0
TAP,1993,121,76,201,-1118,82,82,12,384,377,,53,13,,147,1351,175,,0,4,0,114,70,0,1993-12-26,884,584,74,50,0,8.3649,1351,225,632,719,175,76,-20
TAP,1992,107,109,158,-1019,40,40,12,382,269,,80,13,,152,1373,220,,0,4,0,119,73,0,1992-12-27,905,645,73,0,0,9.2055,1373,220,685,688,220,109,-21
TAP,1991,153,170,228,-1123,15,15,12,543,432,,160,26,,238,1986,220,,,5,0,75,82,0,1991-12-29,1336,1064,72,46,0,14.9167,1986,266,1099,887,220,170,-21
TAP,1990,148,158,158,-1069,64,64,12,522,321,,181,23,,204,1762,110,,,14,1,58,45,0,1990-12-30,1172,1057,72,0,0,14.8472,1762,110,1092,670,110,158,-21
TAP,1989,115,142,133,-957,44,44,12,456,262,,191,23,,172,1531,0,,0,15,0,16,39,0,1989-12-31,1013,1037,71,0,1,14.6197,1531,0,1061,470,0,142,-22
TAP,1988,135,152,121,-855,72,72,12,481,284,,225,22,,171,1571,0,,0,10,0,0,35,0,1988-12-25,1033,1042,71,18,0,14.6479,1571,18,1062,509,0,152,-23
TAP,1987,86,109,114,-755,113,113,12,452,209,,189,3,,155,1456,0,,0,9,0,26,26,0,1987-12-27,976,1014,71,0,0,14.4789,1456,0,1032,425,0,109,-23
TAP,1986,75,100,115,-677,150,150,12,473,201,,181,4,,157,1396,0,,0,11,0,18,18,0,1986-12-28,901,984,70,0,0,14.1857,1396,0,996,400,0,100,-24
TAP,1985,70,91,108,-622,166,166,12,455,183,,165,4,,143,1297,0,,0,5,0,11,11,0,1985-12-29,828,943,68,0,0,13.7206,1297,0,936,360,0,91,-26
TAP,1984,66,75,101,-549,88,88,12,365,172,,136,4,,130,1215,0,,0,5,0,15,11,14,1984-12-30,835,903,68,0,0,13.0441,1215,0,891,324,0,89,-26
TAP,1983,62,73,96,-482,118,118,12,362,174,,110,4,,129,1156,0,,0,16,0,11,7,0,1983-12-25,782,872,68,0,0,12.5882,1156,0,860,295,0,73,-26
MNST,2019,274.045,540.33,326.613,-207.434,797.957,1331.02,3.182,2316.309,661.097,1.485,,1331.643,1052.105,360.731,5150.352,,12.905,,58.954,-32.581,317.974,107.408,0,2019-12-31,329.982,5022.48,536.698,0,533.063,3.33061,5150.352,1.485,4171.281,979.071,0,540.33,-5219.505
MNST,2018,248.76,484.562,298.151,-174.041,637.513,958.163,3.155,1804.17,601.145,,,1331.643,1045.878,277.705,4526.891,,0,,54.234,-32.775,314.845,102.149,0,2018-12-31,243.051,3914.645,543.676,0,320.65,2.26859,4526.891,0,3610.901,915.99,0,484.562,-4512.205
MNST,2017,245.91,449.476,260.56,-138.81,528.622,1201.555,3.146,2086.377,560.351,,,1331.643,1034.085,255.745,4791.012,,2.366,,53.881,-15.818,335.449,106.265,0,2017-12-31,230.276,2928.226,566.298,0,672.933,2.70085,4791.012,0,3895.212,895.8,0,449.476,-3170.129
MNST,2016,193.27,448.051,227.99,-109.909,377.582,598.136,3.116,1432.27,470.589,,,1331.643,1032.635,161.971,4153.471,,2.394,,49.329,-23.056,353.173,181.186,125.00000000000006,2016-12-31,173.343,2107.548,566.566,0,220.554,1.704,4153.471,0,3329.709,823.762,0,573.051,-2808.951
MNST,2015,144.763,352.955,230.493,-92.52,2175.417,2920.027,1.035,3599.532,410.277,,,1279.715,427.986,156.121,5571.277,,15.348,,35.021,-21.878,351.59,151.342,125,2015-12-31,97.354,1394.863,608.70609,0,744.61,5.09558,5571.277,0,4809.41,761.867,0,477.955,-556.467
MNST,2014,127.641,280.755,172.301,-83.579,370.323,1151.457,1.035,1653.154,355.716,,,0,50.748,174.573,1938.875,,42.94,0,55.774,-11.453,68.009,101.877,0,2014-12-31,90.156,2330.51,503.17103,0,781.134,2.91035,1938.875,0,1515.15,423.725,0,280.755,-1231.087
MNST,2013,119.4,291.6,173.4,-64.3,211.3,613.6,1,1183,316,,,,65.8,221.4,1420.5,,9.8,20.9,23.2,-1.2,112.2,73.8,4.599999999999966,2013-12-31,88.1,1847.3,500.5,0,402.2,1.8511,1420.5,0,992.3,428.2,0,296.2,-1222.9
MNST,2012,127.3,236,143.1,-47.2,222.5,319.6,1,835.1,288.5,,,,54.6,203.1,1043.3,,21.4,17,18.2,0.5,110.4,63.1,0.6999999999999886,2012-12-31,69.1,1508.7,497.3,0,97,1.1858,1043.3,0,644.4,398.9,0,236.7,-1155.3
MNST,2011,113.4,218.1,130.1,-37,359.3,770.6,1,1182.7,266.1,,,,48.4,155.6,1362.4,,23.2,16.4,22.6,-1.5,117.2,63,0.5999999999999943,2011-12-31,45.2,1168.6,522.8,0,411.3,1.7804,1362.4,0,979.2,383.2,0,218.7,-418.2
MNST,2010,90.3,166,92.3,-22.3,354.8,599.5,1,963,193.7,,,,43.3,153.2,1147,,44.2,16.8,11.1,1.8,124.9,61.9,0.5,2010-12-31,34.6,882.4,533.9,0,244.6,1.4705,1147,0,828.4,318.6,0,166.5,-241.8
MNST,2009,48.9,104.2,24.8,-12.3,328.3,346.8,0.5,585.5,83.7,0.2,,,33.5,108.1,800.1,,80.8,10.4,9.9,-0.1,131.4,66.9,4.700000000000003,2009-12-31,33.3,670.4,529,0,18.5,1.0423,800.1,0.2,585,215.1,0,108.9,-218.3
MNST,2008,64.8,45.2,121.6,-7.2,256.8,285.9,0.5,561.3,187.3,1,,,28.4,116.3,761.8,,89.6,9.7,0,-10.8,138.2,68.2,90.8,2008-12-31,14.4,461.7,542,0,29.1,0.7528,761.8,1,436.3,325.5,0,136,-132.1
MNST,2007,56.8,76.1,19.2,-4.7,12.4,75.6,0.5,270.1,82.9,0.7,,,24.1,98.1,544.6,,227.1,11.2,6.3,0,39.6,14.7,5.400000000000006,2007-12-31,8.6,353.6,559.2,0,63.1,0.7119,544.6,0.7,422.2,122.4,0,81.5,-28.7
MNST,2006,34.4,54.6,20.9,-3,35.1,136.8,0.5,275.2,62.8,0.3,0,,21.2,77,308.4,0,0,6,7.3,0,20.4,6.4,0,2006-12-31,5.6,204.2,540.4,0,101.7,0.3773,308.4,0.3,225.1,83.3,0,54.6,-28.5
MNST,2005,26.6,28.8,5.8,-2.1,61.7,73.5,0.5,140.3,33,0.5,5.4,,19.1,31.4,163.9,0,,5.5,0,,0,0.8,0,2005-12-31,3.7,106.3,532.7,0,11.9,0.1997,163.9,0.5,125.5,38.4,0,28.8,-0.8
MNST,2004,14.5,12.7,3.4,-2.3,3.7,21,0.1,60.4,18.7,0.4,4.6,,18.4,22.4,82,0.1,,3.7,0.3,,,0.3,0,2004-12-31,3,43.5,523.8,0,17.3,0.0767,82,0.6,58.6,23.5,0.1,12.7,-0.8
MNST,2003,6.5,5.4,2.1,-2.4,1.1,1.1,0.1,26.7,9.5,0.2,3.1,,18.3,17.6,48,0.4,,2.1,0.6,,,0.2,0,2003-12-31,2.8,23.1,500.1,0,,0.0336,48,0.6,35,12.9,0.4,5.4,-0.8
MNST,2002,4.7,5.9,1,-1.9,0.5,0.5,0.1,20.9,6,0.2,2.5,,17.4,11.6,40.5,3.6,,1.1,,,,0.3,0,2002-12-31,1.9,17.2,482.5,0,,0.0228,40.5,3.8,28.4,12.1,3.6,5.9,-0.8
MNST,2001,3.9,4.4,1.3,-1.5,0.2,0.2,0.1,18.5,5.6,0.3,1.8,,17.4,12,38.6,5.9,,0.9,0,,,0.7,0,2001-12-31,1.9,14.2,482.2,0,,0.0166,38.6,6.2,25.3,13.2,5.9,4.4,-0.8
MNST,2000,3.9,6.8,0.9,-1.1,0.1,0.1,0.1,19.5,5.9,0.2,1.3,,16.9,10.9,39,9.7,,0.9,0.9,,,0.7,0,2000-12-31,1.9,11.2,477.2,0,,0.0109,39,10,22.1,16.9,9.7,6.8,-0.8
MNST,1999,5.9,3.8,0.8,-0.9,2,2,0.1,17,8,0.9,1.2,,10.8,9.9,28.7,0.9,,0.7,0.3,,,0.5,0,1999-12-31,0.5,7.2,480.5,0,,0.0164,28.7,1.8,18.6,10.1,0.9,3.8,0
MNST,1998,1.9,1.8,0.9,-0.8,3.8,3.8,0.1,11.7,6.1,2.1,1.2,,10,5.2,22.6,1.3,,0.6,1.3,,,0.2,0,1998-12-31,0.6,2.7,475.8,0,,0.0082,22.6,3.4,13.9,8.6,1.3,1.8,
MNST,1997,2.2,1.5,0.8,-0.6,0.4,0.4,0,6.1,3.6,0.5,0,0,10.2,3.9,16.9,3.4,,,0,-0.1,0,0.2,0,1997-12-31,0.4,-0.9,438.3,0,,-0.0005,16.9,3.9,10,7,3.4,1.5,
MNST,1996,2.1,0.9,0.2,-0.5,0.2,0.2,0,4.6,7.3,4,0,0,10.5,3.1,16.1,0,,,,0.1,0,0.4,0,1996-12-31,0.6,-2.1,437.9,0.9,,-0.0037,16.1,4.9,8.8,7.3,0,0.9,
MNST,1995,3.4,1.7,0.2,-0.3,0.1,0.1,0,5.4,5,0,0,0,10.8,3.1,17.5,4,,,,0,0,0.4,0,1995-12-31,0.8,-2.5,437.9,1.5,,-0.0053,17.5,5.5,8.4,9.1,4,1.7,
MNST,1994,3.4,1,0.4,-0.1,1.1,1.1,0,5.3,3.9,0.1,0,0,11.2,2.7,17.7,4,,,,0,0,0.4,0,1994-12-31,0.7,-1.1,437.9,0,,-0.0032,17.7,4.1,9.8,7.9,4,1,
MNST,1993,1.5,0.7,0.4,0,2.3,2.3,0,5.1,2.1,0.1,0,0,11.6,1.2,17.1,3.9,,,,0,0.7,0.1,0.6000000000000001,1993-12-31,0.2,0.3,421.6,0,,-0.0026,17.1,4,10.5,6.7,3.9,1.3,
MNST,1992,1.1,0.7,0.9,0,0.9,0.9,0,3.1,2.8,0.8,0,0.2,12.3,1.1,16,4.2,,,,0.9,0.6,0.1,0.30000000000000004,1992-12-31,0.1,-0.2,364.6,0,,-0.0115,16,5,8.4,7.6,4.2,1,
MNST,1991,0.1,0,0,0,7,7,0,7,0.1,0,0,0,0,0,7,0,,,,0,0,0,0,1991-12-31,0,-0.2,346.2,0,,0.0199,7,0,6.9,0.1,0,0,
FIZZ,2020,74.369,84.921,52.556,-187.126,304.518,304.518,0.508,460.712,141.688,,14.823,13.145,1.615,63.482,648.646,,,,14.763,-5.42,39.798,4.663,0,2020-05-02,168.511,443.402,46.61613,0,,9.493,648.646,0,452.337,196.309,0,84.921,-19.133
FIZZ,2019,66.202,84.841,28.433,-179.053,156.2,156.2,0.507,321.457,97.037,,15.987,13.145,1.615,70.702,452.193,,,,2.402,-1.543,7.56,4.66,0,2019-04-27,111.316,313.43,46.64554,0,,6.89882,452.193,0,331.609,120.584,0,84.841,-12.9
FIZZ,2018,74.853,84.36,29.718,-174.881,189.864,189.864,0.507,352.967,104.67,,14.502,13.145,1.615,60.92,458.832,,,6.2,0.099,4.601,8.22,5.298,0,2018-04-28,85.807,307.824,46.618,0,,6.89927,458.832,0,331.44,127.392,0,84.36,-12.9
FIZZ,2017,58.1,71.319,28.169,-167.764,136.372,136.372,0.506,268.321,87.206,,12.087,13.145,1.615,53.355,353.983,,,0.602,0.937,-0.604,9.072,5.752,0,2017-04-29,65.15,227.928,46.58335,0,,5.06207,353.983,0,245.618,108.365,0,71.319,-12.9
FIZZ,2016,49.391,61.046,23.195,-160.619,105.577,105.577,0.506,223.671,75.614,,14.474,13.145,1.615,47.922,305.498,0,,4.454,3.028,-1.807,9.258,5.135,0,2016-04-30,61.932,190.733,46.55595,0,,4.21733,305.498,0,206.152,99.346,0,61.046,-12.9
FIZZ,2015,44.896,59.951,18.257,-156.425,52.456,52.456,0.504,167.729,66.251,,15.245,13.145,1.615,42.924,247.75,10,,4.353,3.098,-2.524,8.472,5.079,0,2015-05-02,60.182,129.773,46.38524,0,,2.97189,247.75,10,147.782,99.968,10,59.951,-12.9
FIZZ,2014,45.6,58.2,17.9,-150.5,29.9,29.9,0.5,143.1,64.5,,13.9,13.1,1.6,43.9,222.8,30,,2.7,1,-0.2,8.2,5.4,0,2014-05-03,59.5,80.7,46.3,0,,2.0778,222.8,30,106.2,116.6,30,58.2,-12.9
FIZZ,2013,44.3,64.1,18.2,-143.2,18.3,18.3,0.5,130.9,63.4,,14.3,13.1,1.6,39.2,208.6,50,,3.7,1,-1,10.6,5.6,0,2013-04-27,57.3,37.8,46.3,0,,1.2981,208.6,50,70.3,138.3,50,64.1,-12.9
FIZZ,2012,54.9,61.6,21.3,-137.4,35.6,35.6,0.5,146.1,76.2,,14.2,13.1,1.6,40.9,223,,,3.5,0.1,-0.6,10.9,5.4,0,2012-04-28,56.7,109.2,46.3,0,,2.4147,223,0,121.6,101.4,0,61.6,-12.9
FIZZ,2011,49.3,55.9,26.2,-134.5,7.4,7.4,0.5,106.5,75.6,,14.5,13.1,1.6,33.4,182.8,,,1.5,0.1,2.8,12.3,6.2,0,2011-04-30,55.3,65.2,46.2,0,,1.526,182.8,0,80.3,102.5,0,55.9,-12.9
FIZZ,2010,48.4,53.8,23.2,-128.8,68.6,68.6,0.5,164.6,71.7,,15.6,13.1,1.6,34.7,240.4,,,3.4,0.1,0,11.5,7.6,0,2010-05-01,53.4,130.8,46.2,0,,2.8528,240.4,0,141.6,98.8,0,53.8,-12.9
FIZZ,2009,48,53.7,20.1,-121.8,84.1,84.1,0.5,186.3,68.5,,16.5,13.1,1.9,39.6,265.7,,,3.3,0.3,0,10.7,8.2,0,2009-05-02,56.1,160.2,46,0,0,3.4783,265.7,0,170,95.7,0,53.7,-12.9
FIZZ,2008,49.8,49.2,18,-117.8,51.5,54.5,0.5,157.3,67.9,,16.6,13.1,1.9,38.8,239.1,,,2.9,0.2,,9.9,9.1,0,2008-05-03,57.6,135.5,46,0,3,2.9239,239.1,0,144.6,94.5,0,49.2,-12.9
FIZZ,2007,54.3,52,19.3,-114,65.6,65.6,0.5,173.5,75.8,,15.2,13.1,1.9,44.1,257.6,,,2.2,2.2,,9.2,11.7,0,2007-04-28,57.4,149.9,45.5,0,0,3.2374,257.6,0,157.4,100.3,0,52,-12.9
FIZZ,2006,38,48.2,20.6,-106.4,42.1,42.1,0.4,136,61,,17.8,13.1,1.7,34.4,218.3,,,1.9,2.4,,8.7,11.5,0,2006-04-29,56,125.3,37.5,0,,3.2267,218.3,0,130.9,87.5,0,48.2,-12.9
FIZZ,2005,38,46.1,18.3,-105.9,54.6,54.6,0.4,139.8,57.9,,16,13.1,1.9,29.7,224.6,,,1.8,1.6,,7.4,6.8,0,2005-04-30,62.9,141.1,44.4,0,0,3,224.6,0,143.3,81.3,0,46.1,-12.9
FIZZ,2004,37.1,48.8,17.4,-97.3,34.4,34.4,0.4,121.5,56.5,0,14.9,13.1,1.9,29.8,199.9,0,,1.6,2,,3.1,3.8,0,2004-05-01,59.5,124.2,44.2,0,,2.6063,199.9,0,125.4,74.5,0,48.8,-12.9
