symbol,year,period,capex,cashDividendsPaid,cashInterestPaid,cashTaxesPaid,changeinCash,changesinWorkingCapital,deferredTaxesInvestmentTaxCredit,depreciationAmortization,foreignExchangeEffects,issuanceReductionCapitalStock,issuanceReductionDebtNet,netCashFinancingActivities,netIncomeStartingLine,netInvestingCashFlow,netOperatingCashFlow,otherFundsFinancingItems,otherFundsNonCashItems,otherInvestingCashFlowItemsTotal
CPB,2020,2020-08-02,-299,-426,287,222,680,33,-6,328,-1,23,-791,-2987,1628,2272,1396,-1793,-587,2571
CPB,2019,2019-07-28,-384,-423,367,117,-47,85,14,446,-7,0,-1159,-1591,211,153,1398,-9,642,537
CPB,2018,2018-07-29,-407,-426,152,128,-93,23,-133,394,-8,-86,6439,5807,261,-7197,1305,-120,760,-6790
CPB,2017,2017-07-30,-338,-420,110,320,23,-57,93,318,11,-435,-34,-911,887,-368,1291,-22,50,-30
CPB,2016,2016-07-31,-341,-390,113,325,43,91,-30,308,5,-141,-547,-1099,563,-354,1491,-21,559,-13
CPB,2015,2015-08-02,-380,-394,111,333,21,-12,-49,303,-32,-235,91,-550,666,-603,1206,-12,298,-223
CPB,2014,2014-08-03,-347,-391,122,421,-101,-313,11,305,-9,-58,-494,-925,807,-134,967,18,157,213
CPB,2013,2013-07-28,-336,-367,124,345,-2,-381,-171,407,-36,-70,1675,1237,449,-2154,951,-1,647,-1818
CPB,2012,2012-07-29,-323,-373,115,300,-149,-158,45,262,-26,-300,-257,-920,764,-323,1120,10,207,0
CPB,2011,2011-07-31,-272,-378,142,304,230,-232,46,268,49,-632,295,-700,802,-261,1142,15,258,11
CPB,2010,2010-08-01,-315,-365,118,333,203,-291,54,251,2,-333,135,-556,844,-300,1057,7,199,15
CPB,2009,2009-08-02,-345,-350,120,144,-30,-186,144,264,-4,-455,-20,-814,736,-378,1166,11,208,-33
CPB,2008,2008-08-03,-298,-329,180,521,10,-333,29,294,13,-856,-123,-1300,1165,531,766,8,-389,829
CPB,2007,2007-07-29,-334,-308,203,365,-586,-507,10,283,0,-975,-605,-1863,854,603,674,25,34,937
CPB,2006,2006-07-30,-309,-292,173,303,617,43,29,289,3,-270,233,-318,766,-294,1226,11,99,15
CPB,2005,2005-07-31,-332,-275,176,258,8,-165,47,279,0,-39,-354,-668,707,-314,990,0,122,18
CPB,2004,2004-08-01,-288,-259,168,249,0,-343,51,260,6,-31,-185,-475,647,-275,744,0,129,13
CPB,2003,2003-08-03,-283,-259,173,225,11,-161,72,243,2,-7,-166,-432,595,-432,873,0,124,-149
CPB,2002,2002-07-28,-269,-286,173,222,-3,115,5,319,-6,9,-443,-726,525,-288,1017,-6,53,-19
CPB,2001,2001-07-29,-200,-374,208,310,-3,139,4,266,-2,-594,983,15,649,-1122,1106,,48,-922
CPB,2000,2000-07-30,-200,-384,199,253,21,163,17,251,3,-374,-185,-943,714,-204,1165,,20,-4
CPB,1999,1999-08-01,-297,-386,181,300,-10,-166,78,255,-6,-969,741,-614,724,-322,932,,41,-25
CPB,1998,1998-08-02,-256,-367,187,370,-1,-342,-21,261,-18,-567,-71,-1005,678,-391,1413,,837,-135
CPB,1997,1997-08-03,-331,-350,167,392,-8,-142,-24,328,13,-1590,1030,-910,713,-298,1187,,312,33
CPB,1996,1996-07-28,-416,-338,127,353,-19,-5,32,326,8,-180,-113,-631,802,-609,1213,,58,-193
CPB,1995,1995-07-30,-391,-295,102,290,-43,105,40,294,4,13,708,426,698,-1658,1185,,48,-1267
CPB,1994,1994-07-31,-421,-266,77,271,31,3,34,255,6,-129,-139,-534,630,-409,968,,46,12
CPB,1993,1993-08-01,-366.3,-216.4,87.3,304.8,-49.5,-193.2,-48,242.2,-3.4,-6.8,126,-97.2,8.2,-601.3,652.4,0,643.2,-235
CPB,1992,1992-08-02,-336.5,-166.4,108.5,235.5,-66.8,-21.9,34.4,216.2,5.4,-130.4,-132.6,-429.5,490.5,-387,744.3,-0.1,25.1,-50.5
CPB,1991,1991-07-28,-361.1,-137.5,101.3,199.3,98.2,96.4,35.5,208.6,-8.7,-127.9,45.9,-219.6,401.5,-478.7,805.2,-0.1,63.2,-117.6
CPB,1990,1990-07-29,-387.6,-124.3,116.3,152.8,-40.2,-118.5,3.9,200.9,0.7,-28.7,51.3,-101.8,4.4,-387.5,448.4,-0.1,357.7,0.1
CPB,1989,1989-07-30,-284.1,-86.7,88.9,168.6,35.1,-155.8,-67.8,192.3,-12.1,10.4,215.9,163.1,13.1,-473.2,357.3,23.5,375.5,-189.1
CPB,1988,1988-07-31,-245.3,-104.6,60.6,111.4,-59.2,-19.9,13.4,170.9,-10.8,-28.4,77.9,-52.8,274.1,-462.2,466.6,2.3,28.1,-216.9
CPB,1987,1987-08-02,-303.7,-91.7,59.1,127.9,-28.1,2.7,45.7,144.6,-7.1,1.6,-16.8,-88.3,247.3,-401,468.3,18.6,28,-97.3
CPB,1986,1986-08-03,-235.3,-104.6,50.2,119.4,18,68.2,29,126.8,-3.7,4,28.2,-54.5,223.2,-387.6,463.8,17.9,16.6,-152.3
CASY,2020,2020-04-30,-438.977,-45.951,54.277,9.364,14.979,-82.14,49.81,251.174,,2.958,27.524,-22.693,263.846,-466.642,504.314,-7.224,21.624,-27.665
CASY,2019,2019-04-30,-394.699,-41.43,56.306,-11.433,9.617,19.21,45.337,244.387,,-35.189,19.4,-63.167,203.886,-457.83,530.614,-5.948,17.794,-63.131
CASY,2018,2018-04-30,-577.421,-38.78,48.757,24.274,-23.038,-41.979,-98.178,220.97,,-213.306,423.012,166.5,317.903,-609.335,419.797,-4.426,21.081,-31.914
CASY,2017,2017-04-30,-433.392,-36.758,41.268,52.961,0.942,25.974,45.19,197.629,,-45.536,85.501,-3.606,177.485,-454.725,459.273,-6.813,12.995,-21.333
CASY,2016,2016-04-30,-392.839,-33.527,40.401,60.049,27.234,11.725,55.492,170.937,,3.717,-15.399,-50.184,225.982,-394.968,472.386,-4.975,8.25,-2.129
CASY,2015,2015-04-30,-360.734,-30.175,41.382,64.367,-73.1,-46.14,44.711,156.111,,15.089,-0.553,-15.639,180.628,-399.143,341.682,,6.372,-38.409
CASY,2014,2014-04-30,-308.6,-27.1,36.9,50,80.4,32.1,17.1,131.2,,3.4,125,103.1,126.8,-336.9,314.2,1.8,7,-28.3
CASY,2013,2013-04-30,-305.3,-24.7,35.2,18,-14.6,31.5,31.8,111.8,,4.7,48.3,30.3,103.8,-331.3,286.3,1.9,7.3,-26
CASY,2012,2012-04-30,-240.9,-22.8,35.4,-18,-3.7,26.1,53.1,96.6,,3.2,-2,-20.4,114.7,-278.1,294.9,1.2,4.4,-37.2
