symbol,year,period,costOfGoodsSold,dilutedAverageSharesOutstanding,dilutedEPS,ebit,grossIncome,interestIncomeExpense,netIncome,netIncomeAfterTaxes,period,pretaxIncome,provisionforIncomeTaxes,researchDevelopment,revenue,sgaExpense,totalOperatingExpense,totalOtherIncomeExpenseNet
AMGN,2006,2006-12-31,2095,1190,3.51,3840,12173,180,2950,2950,2006-12-31,4020,1070,3366,14268,3427,8333,
AMGN,2005,2005-12-31,2082,1258,2.95,4848,10348,20,3674,3674,2005-12-31,4868,1194,2314,12430,2848,5500,
AMGN,2004,2004-12-31,1731,1320,2.23,3348,8819,47,2363,2363,2004-12-31,3395,1032,2028,10550,2581,5471,0
AMGN,2003,2003-12-31,1341,1346,1.69,3091,7015,82,2260,2260,2003-12-31,3173,914,1655,8356,1953,3924,-24
AMGN,2002,2002-12-31,736,1154,1.39,-785,4787,100,-1392,-1392,2002-12-31,-685,707,1117,5523,1462,5572,-141
AMGN,2001,2001-12-31,443,1084,1.03,1531,3573,155,1120,1120,2001-12-31,1686,567,865,4016,971,2042,203
AMGN,2000,2000-12-31,408,1085,1.08,1544,3221,130,1139,1139,2000-12-31,1674,536,845,3629,827,1677,-49
AMGN,1999,1999-12-31,402,1078,1.02,1493,2938,73,1096,1096,1999-12-31,1566,470,823,3340,654,1445,-49
AMGN,1998,1998-12-31,345,1057,0.82,1189,2373,36,863,863,1998-12-31,1224,361,663,2718,515,1185,-23
AMGN,1997,1997-12-31,301,1099,0.59,793,2100,69,644,644,1997-12-31,861,217,631,2401,484,1308,157
AMGN,1996,1996-12-31,283,1124,0.61,905,1957,57,680,680,1996-12-31,962,283,528,2240,471,1052,0
AMGN,1995,1995-12-31,273,1141,0.47,744,1667,51,538,538,1995-12-31,794,257,452,1940,418,923,0
AMGN,1994,1994-12-31,238,1129,0.39,579,1410,9,320,320,1994-12-31,588,269,324,1648,360,831,0
AMGN,1993,1993-12-31,220,1155,0.32,584,1154,8,383,375,1993-12-31,592,218,255,1374,328,570,-14
AMGN,1992,1992-12-31,185,1182,0.3,511,908,52,358,358,1992-12-31,563,206,182,1093,292,397,-77
AMGN,1991,1991-12-31,113,1188,0.08,117,569,41,98,98,1991-12-31,158,60,121,682,203,452,129
AMGN,1990,1990-12-31,61,1058,0.04,10,238,15,4,4,1990-12-31,24,20,72,299,101,228,0
AMGN,1989,1989-12-31,17,819,0,10,130,2,4,4,1989-12-31,11,7,63,148,58,121,0
AMGN,1988,1989-03-31,1,807,-0.01,-5,70,-2,-8,-8,1989-03-31,-7,1,51,70,23,74,0
AMGN,1987,1988-03-31,0,832,0,-6,44,8,2,2,1988-03-31,2,0,39,44,10,50,0
AMGN,1986,1987-03-31,,717,0,2,,0,1,1,1987-03-31,2,1,24,35,7,33,
AMGN,1985,1986-03-31,0,559,0,-1,21,2,1,1,1986-03-31,1,0,17,21,5,22,0
AMGN,1984,1985-03-31,0,518,-0.01,-10,7,2,-8,-8,1985-03-31,-8,0,14,7,3,17,0
AMGN,1983,1984-03-31,0,431,-0.01,-8,3,3,-5,-5,1984-03-31,-5,0,9,3,2,11,0
AMGN,1982,1983-03-31,0,111,-0.06,-8,0,1,-7,-7,1983-03-31,-7,0,7,0,1,9,0
VZ,2019,2019-12-31,54726,4140,5.57451,26648,77142,-4624,19265,19788,2019-12-31,22733,2945,,131868,29431,50494,709
VZ,2018,2018-12-31,55205,4132,5.01805,23660,75658,-4925,15528,16039,2018-12-31,19623,3584,,130863,28248,51998,888
VZ,2017,2017-12-31,52892,4089,3.73662,24548,73142,-4728,30101,13789,2017-12-31,20594,6805,,126034,28968,48594,774
VZ,2016,2016-12-31,52701,4086,3.78335,24925,73279,-4415,13127,13608,2016-12-31,20986,7378,,125980,28830,48354,476
VZ,2015,2015-12-31,52557,4093,3.96917,33060,79063,-4891,17879,18375,2015-12-31,28240,9865,,131620,32496,46003,71
VZ,2014,2014-12-31,49904,3981,4.1,18199,77175,-3027,9625,11956,2014-12-31,15270,3314,,127079,33909,58976,98
VZ,2013,2013-12-31,44887,2874,2.18,31968,75663,-2461,11497,23547,2013-12-31,29277,5730,,120550,33599,43695,-230
VZ,2012,2012-12-31,46235,2862,2.09,13160,69611,-2191,875,10557,2012-12-31,9897,-660,,115846,32145,56451,-1072
VZ,2011,2011-12-31,45875,2833,1.71,12880,65000,-6035,-865,6929,2011-12-31,7214,285,,110875,29670,52120,369
VZ,2010,2010-12-31,42008,2833,1.8,14645,64557,-1918,2549,10217,2010-12-31,12684,2467,,106565,29281,49912,-43
VZ,2009,2009-12-31,44299,2841,3.96,14027,63509,-2474,3651,10358,2009-12-31,11568,1210,,107808,32950,49482,15
VZ,2008,2008-12-31,39007,2850,2.87,16884,58347,-7091,6428,6428,2008-12-31,9759,3331,,97354,26898,41463,-34
VZ,2007,2007-12-31,37547,2902,2.22,15578,55922,-6115,5521,5510,2007-12-31,9492,3982,,93469,25967,40344,29
VZ,2006,2006-12-31,34994,2938,1.88,13373,53150,-5614,6197,5480,2006-12-31,8154,2674,,88144,25232,39777,395
VZ,2005,2005-12-31,25469,2817,2.52,14814,49643,-4444,7397,7397,2005-12-31,10607,3210,,75112,21312,34829,237
VZ,2004,2004-12-31,23168,2831,2.59,13117,48115,-3027,7831,7261,2004-12-31,10112,2851,,71283,21088,34998,22
VZ,2003,2003-12-31,21783,2789,1.23,7494,45969,-2771,3077,3509,2003-12-31,4761,1252,,67752,24999,38475,38
VZ,2002,2002-12-31,41952,2745,0.93,14997,25673,-8921,4079,4584,2002-12-31,6202,1618,,67625,,10676,126
VZ,2001,2001-12-31,41651,2730,0.3,11532,25539,-9033,389,590,2001-12-31,2766,2176,,67190,,14007,267
VZ,2000,2000-12-31,39481,2737,3.11,16758,25226,86,11797,10810,2000-12-31,17819,7009,,64707,,8468,975
VZ,1999,1999-12-31,10217,1583,2.66,8495,22957,-1120,4202,4208,1999-12-31,6765,2557,,33174,8241,14462,-610
VZ,1998,1998-12-31,9803,1578,1.87,6627,21763,-1750,2965,2991,1998-12-31,4999,2008,,31566,9266,15136,122
VZ,1997,1997-12-31,9941,1571,1.56,5342,20253,-1354,2455,2455,1997-12-31,3984,1529,,30194,9047,14911,-3
VZ,1996,1996-12-31,3629,879,1.98,2937,9453,-478,1882,1739,1996-12-31,2751,1011,,13081,3922,6516,292
VZ,1995,1995-12-31,3694,877,2.12,3086,9735,-561,1858,1862,1995-12-31,3009,1148,,13430,4022,6649,484
VZ,1994,1994-12-31,4002,874,1.6,2805,9790,-582,-755,1402,1994-12-31,2287,885,,13791,4333,6985,64
VZ,1993,1993-12-31,3620,873,1.7,2798,9370,-612,1403,1482,1993-12-31,2274,792,,12990,4028,6573,88
VZ,1992,1992-12-31,3782,866,1.61,2506,8865,-695,1341,1382,1992-12-31,2026,644,,12647,3942,6359,214
VZ,1991,1991-12-31,7456,790,1.7,2525,4824,-705,-223,1332,1991-12-31,1996,665,,12280,,2298,176
VZ,1990,1990-12-31,7311,787,1.69,2610,4987,-660,1313,1313,1990-12-31,1982,670,,12298,,2377,32
VZ,1989,1989-12-31,7016,792,1.36,2013,4433,-543,1075,1075,1989-12-31,1546,471,,11449,,2420,76
VZ,1988,1988-12-31,6282,792,1.66,2245,4599,-507,1317,1317,1988-12-31,1847,530,,10880,,2354,109
VZ,1987,1987-12-31,5835,796,1.56,2346,4463,-514,1240,1240,1987-12-31,1954,714,,10298,,2117,123
VZ,1986,1986-12-31,5530,798,1.46,2464,4391,-467,1167,1167,1986-12-31,2072,905,,9921,,1927,75
VZ,1985,1985-12-31,5276,799,1.37,2325,3808,-483,1093,1093,1985-12-31,1903,810,,9084,,1484,62
VZ,1984,1984-12-31,4788,783,1.24,2108,3302,-448,973,973,1984-12-31,1705,732,,8090,,1194,45
