symbol,period,numberAnalysts,revenueAvg,revenueHigh,revenueLow
ABBV,2024-12-31,12,71486123009,74345567930,69341539319
ABBV,2023-12-31,12,63847047595,66400929499,61931636167
ABBV,2022-12-31,16,57879655446,59776080000,53642959400
ABBV,2021-12-31,18,54328199190,55548180000,50970456140
ABBV,2020-12-31,18,46279200897,47634000000,43987525080
ABBV,2019-12-31,14,33789511993,34093500000,32176840000
ABBV,2018-12-31,19,33315157884,33732420000,31672410900
ABBV,2017-12-31,21,28435629233,28781584800,26958240000
ABBV,2016-12-31,22,26089882983,26641380000,24757310000
ABBV,2015-12-31,18,23205208241,23501820000,22032580000
ABBV,2014-12-31,17,20186424626,20825340000,18915000000
ABBV,2013-12-31,14,19035361937,19220043600,17945000000
ABBV,2012-12-31,12,18303479775,18566040000,17123410000
ACHC,2024-12-31,4,3954212755,4112381265,3835586373
ACHC,2023-12-31,4,3735021310,3884422162,3622970671
ACHC,2022-12-31,8,3580899872,3667328400,3310028000
ACHC,2021-12-31,13,3430587801,3529077600,3162976000
ACHC,2020-12-31,13,3195537877,3244722000,2996185470
ACHC,2019-12-31,16,3154069636,3186174000,3007388000
ACHC,2018-12-31,18,3059639405,3104869800,2908060000
ACHC,2017-12-31,18,2865239693,2884464120,2715418000
ACHC,2016-12-31,17,2859996224,2892498660,2699510000
ACHC,2015-12-31,19,1812371698,1856298000,1707200000
ACHC,2014-12-31,16,1021084711,1038054000,966386769
ACHC,2013-12-31,14,722776171,730728000,681151460
ACHC,2012-12-31,13,412469427,423912000,388234740
ACHC,2011-12-31,7,319464753,345270000,224867340
AMGN,2024-12-31,21,29487944054,30667461816,28603305732
AMGN,2023-12-31,21,28419356289,29556130541,27566775600
AMGN,2022-12-31,25,27800334522,29552518140,25272955210
AMGN,2021-12-31,29,26922323032,28320388740,24701050000
AMGN,2020-12-31,29,25822574775,26520000000,24267818900
AMGN,2019-12-31,26,23571556008,23924100000,22322610000
AMGN,2018-12-31,23,23712873717,24017124000,22560735300
