symbol,year,period,accountsPayable,accountsReceivables,accruedLiability,accumulatedDepreciation,cashEquivalents,cashShortTermInvestments,commonStock,currentAssets,currentLiabilities,currentPortionLongTermDebt,deferredIncomeTax,goodwill,intangiblesAssets,inventory,liabilitiesShareholdersEquity,longTermDebt,longTermInvestments,otherCurrentAssets,otherCurrentliabilities,otherEquity,otherLiabilities,otherLongTermAssets,otherReceivables,period,propertyPlantEquipment,retainedEarnings,sharesOutstanding,shortTermDebt,shortTermInvestments,tangibleBookValueperShare,totalAssets,totalDebt,totalEquity,totalLiabilities,totalLongTermDebt,totalReceivables,treasuryStock
MMM,2019,2019-12-31,2228,4791,2086,-16791,2353,2921,9,12971,9222,1862,1808,13444,6379,4134,44659,17518,70,249,2092,-8139,5874,1478,172,2019-12-31,10191,42135,575.18484,954,568,-16.96846,44659,20445,10063,34596,17629,4963,-29849
MMM,2018,2018-12-31,2266,5020,1884,-16135,2853,3233,9,13709,7244,745,1553,10051,2657,4366,36500,13411,70,246,1883,-6866,4369,1157,103,2018-12-31,8738,40636,576.57517,466,380,-5.05051,36500,14697,9796,26704,13486,5123,-29626
MMM,2017,2017-12-31,1945,4911,1940,-16048,3053,4129,9,14277,7687,1102,1522,10513,2936,4034,37987,12096,70,195,1949,-7026,5000,1245,71,2017-12-31,8866,39115,594.88424,751,1076,-3.17036,37987,14009,11563,26424,12156,4982,-25887
MMM,2016,2016-12-31,1798,4392,1567,-14983,2398,2678,9,11726,6219,800,389,9166,2320,3385,32906,10678,145,148,1882,-7245,5232,965,109,2016-12-31,8516,37907,596.72628,172,280,-1.99086,32906,11695,10298,22608,10723,4501,-25434
MMM,2015,2015-12-31,1694,4154,1507,-14583,1798,1916,9,10986,7118,1125,705,9249,2601,3518,32883,8753,126,211,1873,-6359,4793,1357,106,2015-12-31,8515,36296,609.33012,919,118,-0.69092,32883,10843,11429,21454,8799,4260,-23308
MMM,2014,2014-12-31,1807,4238,1587,-14352,1897,2523,9,11765,5998,55,660,7050,1435,3706,31269,6731,930,626,2498,-6289,4679,1511,77,2014-12-31,8489,34317,635,51,626,7.2819,31269,6896,13109,18160,6790,4315,-19307
MMM,2013,2013-12-31,1799,4253,1599,-14416,2581,3337,9,12733,7498,97,1010,7345,1688,3864,33550,4326,1575,578,2417,-3911,2710,1461,99,2013-12-31,8652,32416,663,1586,756,12.7738,33550,6067,17502,16048,4384,4352,-15385
MMM,2012,2012-12-31,1762,4061,1537,-14147,2883,4531,9,13630,6200,1085,621,7385,1925,3837,33876,4916,1325,521,1816,-4748,4028,1094,125,2012-12-31,8378,30679,687,0,1648,12.0306,33876,6072,17575,16301,4987,4186,-12407
MMM,2011,2011-12-31,1643,3867,1446,-13500,2219,3680,9,12240,5441,682,251,7047,1916,3416,31616,4405,1051,492,1670,-5019,5578,1696,109,2011-12-31,7666,28348,695,0,1461,9.2906,31616,5166,15420,16196,4484,3976,-11679
MMM,2010,2010-12-31,1580,3615,1617,-12974,3377,4478,9,12215,6089,1269,198,6820,1820,3155,30156,4183,686,320,1623,-3537,3575,1336,92,2010-12-31,7279,25995,712,0,1101,9.8638,30156,5546,15663,14493,4277,3707,-10266
MMM,2009,2009-12-31,1370,3250,1492,-12440,3040,3784,9,10795,4897,613,91,5832,1342,2639,27250,5097,928,355,1422,-3754,3756,1353,110,2009-12-31,7000,23753,711,0,744,7.8622,27250,5817,12764,14486,5204,3360,-10397
MMM,2008,2008-12-31,1301,3195,644,-11926,1849,2222,9,9598,5839,1552,21,5753,1398,3013,25547,5166,638,401,2342,-3703,4218,1274,0,2008-12-31,6886,22248,694,0,373,3.9308,25547,6718,9879,15668,5166,3195,-11676
MMM,2007,2007-12-31,1505,3362,580,-11808,1896,2475,9,9838,5362,901,355,4589,801,2852,24694,4019,778,648,2376,-843,2886,2106,0,2007-12-31,6582,20316,709,0,579,8.9661,24694,4920,11747,12947,4019,3362,-10520
