symbol,year,period,accountsPayable,accountsReceivables,accruedLiability,accumulatedDepreciation,cashEquivalents,cashShortTermInvestments,commonStock,currentAssets,currentLiabilities,currentPortionLongTermDebt,deferredIncomeTax,goodwill,intangiblesAssets,inventory,liabilitiesShareholdersEquity,longTermDebt,longTermInvestments,otherCurrentAssets,otherCurrentliabilities,otherEquity,otherLiabilities,otherLongTermAssets,otherReceivables,period,propertyPlantEquipment,retainedEarnings,sharesOutstanding,shortTermDebt,shortTermInvestments,tangibleBookValueperShare,totalAssets,totalDebt,totalEquity,totalLiabilities,totalLongTermDebt,totalReceivables,treasuryStock
MMC,2009,2009-12-31,,2855,1319,-1464,1777,1777,561,4931,3703,558,,6781,612,,15337,3034,,299,0,-2171,2737,2061,0,2009-12-31,952,7033,530,0,,-2.9528,15337,3592,5828,9509,3034,2855,-806
MMC,2008,2008-12-31,,2755,1224,-1301,1685,1685,561,4784,3386,408,,6825,552,,15206,3194,0,344,66,-2098,2904,2076,0,2008-12-31,969,7237,514,0,,-3.2198,15206,3602,5722,9484,3194,2755,-1223
MMC,2007,2007-12-31,,2874,1467,-1374,2133,2133,561,5454,3493,260,,7388,613,,17359,3604,66,447,96,-351,2440,2846,0,2007-12-31,992,7732,520,0,,-0.3442,17359,3864,7822,9537,3604,2874,-1362
MMC,2006,2006-12-31,,3008,1745,-1563,2089,2089,561,5834,5549,1111,,7328,447,,18137,3860,597,737,216,-1272,2909,2888,0,2006-12-31,1043,5691,552,0,,-3.5435,18137,4971,5819,12318,3860,3008,-299
MMC,2005,2005-12-31,,2730,1746,-1724,2020,2020,561,5262,4351,498,,,7773,,17892,5044,277,512,374,-756,3137,3402,0,2005-12-31,1178,4989,546,0,,-4.4194,17892,5542,5360,12532,5044,2730,-577
MMC,2004,2004-12-31,,2890,1985,-1661,1396,1396,561,4887,4735,636,,,8139,,18337,4691,558,601,280,-370,3855,3366,0,2004-12-31,1387,5044,527,0,,-5.8501,18337,5327,5056,13281,4691,2890,-1495
MMC,2003,2003-12-31,,2703,1693,-1448,665,665,561,3901,4089,447,,,5797,,15053,2910,648,383,438,-279,2603,3318,0,2003-12-31,1389,5386,527,0,,-0.6565,15053,3357,5451,9602,2910,2703,-1518
MMC,2002,2002-12-31,,2478,1568,-1275,546,546,561,3664,3863,543,,,5404,,13855,2891,578,414,346,-452,2083,2901,0,2002-12-31,1308,4490,538,0,,-0.7175,13855,3434,5018,8837,2891,2478,-1007
MMC,2001,2001-12-31,,2692,1088,-1022,537,537,280,3792,3938,757,,,5327,,13293,2334,826,255,746,-227,1848,2113,0,2001-12-31,1235,3723,549,0,,-0.2805,13293,3091,5173,8120,2334,2692,-504
MMC,2000,2000-12-31,,2812,1388,-961,240,240,278,3639,4119,337,,,5476,,13769,2347,976,225,430,-149,2075,2318,0,2000-12-31,1360,3323,552,0,,-0.4493,13769,2684,5228,8541,2347,2812,-142
MMC,1999,1999-12-31,,2323,1157,-898,428,428,269,3283,4318,1131,,5400,142,,13021,2357,687,206,309,-75,2176,2195,0,1999-12-31,1314,2674,534,0,,-2.5693,13021,3488,4170,8851,2357,2323,-109
MMC,1998,1998-12-31,,1909,841,-820,610,610,259,3245,5002,2234,,4685,141,,11871,1590,828,411,489,206,1620,1685,0,1998-12-31,1287,2412,514,0,,-2.2704,11871,3824,3659,8212,1590,1909,-107
MMC,1997,1997-12-31,,1498,564,-798,424,424,172,2569,2379,237,0,2312,105,,7914,1240,720,646,303,-142,1096,1251,0,1997-12-31,957,1975,510,0,,1.5333,7914,1477,3199,4715,1240,1498,-110
MMC,1996,1996-12-31,,1086,392,-696,300,300,77,1749,1556,392,0,453,92,,4545,458,573,363,325,-76,642,908,0,1996-12-31,770,1902,434,0,,3.0945,4545,851,1889,2657,458,1086,-383
MMC,1995,1995-12-31,,1133,257,-639,328,328,77,1679,1570,571,0,637,92,,4330,411,412,219,256,-87,684,600,0,1995-12-31,758,1688,437,0,,2.1419,4330,982,1666,2664,411,1133,-318
MMC,1994,1994-12-31,,955,221,-575,295,295,77,1446,1392,403,0,,701,,3831,409,0,196,272,-105,568,793,0,1994-12-31,740,1508,439,0,,1.7312,3831,812,1461,2370,409,955,-276
MMC,1993,1993-12-31,,853,174,-539,332,332,77,1312,1179,274,0,,660,,3547,410,0,127,287,-158,593,755,0,1993-12-31,688,1346,444,0,,1.5878,3547,684,1365,2181,410,853,-212
MMC,1992,1992-12-31,,809,152,-489,371,371,77,1243,1017,207,0,,688,,3088,411,0,62,264,-107,558,333,0,1992-12-31,708,1212,440,0,,0.9432,3088,619,1103,1986,411,809,-250
MMC,1991,1991-12-31,,690,154,-443,349,349,77,1039,736,10,5,,412,,2382,318,21,0,249,-18,288,177,0,1991-12-31,734,1142,431,0,,1.4455,2382,328,1035,1347,318,690,-342
MMC,1990,1990-12-31,,748,144,-380,305,305,77,1053,733,67,12,,426,,2411,320,46,0,240,-2,262,127,0,1990-12-31,759,1026,441,0,,1.4966,2411,387,1085,1326,320,748,-200
MMC,1989,1989-12-31,,618,144,-337,293,293,76,911,625,34,13,,302,,2035,319,41,0,217,-95,205,100,0,1989-12-31,681,909,435,0,,1.3126,2035,353,873,1162,319,618,-207
MMC,1988,1988-12-31,,536,112,-293,252,252,76,788,626,143,17,,286,,1830,266,39,0,175,-65,166,98,0,1988-12-31,620,794,429,0,,1.0956,1830,409,755,1075,266,536,-242
MMC,1987,1987-12-31,,503,119,-228,344,344,76,847,638,140,64,,294,,1634,16,38,0,202,-52,124,102,0,1987-12-31,353,673,443,0,,1.1242,1634,157,792,843,16,503,-114
MMC,1986,1986-12-31,,544,83,-159,278,278,75,822,658,103,85,,259,,1477,15,36,0,173,-148,80,93,0,1986-12-31,267,536,443,0,,0.8578,1477,118,639,838,15,544,-44
MMC,1985,1985-12-31,,395,75,-136,229,229,37,624,416,60,59,,129,,1030,10,26,0,166,-169,30,47,0,1985-12-31,205,418,440,0,,0.8795,1030,70,515,515,10,395,-14
MMC,1984,1984-12-31,,254,45,-107,245,245,37,499,419,139,27,,100,,827,10,23,0,131,-226,0,33,0,1984-12-31,173,348,436,0,,0.6216,827,149,371,457,10,254,-24
MMC,1983,1983-12-31,,237,37,-91,1412,1412,37,1649,1498,1269,6,,87,,1964,11,22,0,128,-159,0,37,0,1983-12-31,170,373,426,0,,0.8521,1964,1279,450,1515,11,237,-52
MLM,2019,2019-12-31,229.6,559.7,172.5,-3427.5,21,21,0.6,1426.7,838.5,342.8,733,2396.8,486.8,690.8,10131.6,2433.6,,141.2,93.6,-145.8,767.3,133.4,14,2019-12-31,5687.9,2077.2,62.4,0,,39.53846,10131.6,2782.3,5350.8,4780.8,2439.5,573.7,
MLM,2018,2018-12-31,210.808,510.741,124.919,-3137.734,44.892,44.892,0.624,1365.816,786.75,390.042,705.564,2399.118,501.282,663.035,9551.419,2730.439,,134.613,60.981,-143.579,379.254,127.974,12.534999999999968,2018-12-31,5157.229,1693.259,62.515,0,,32.72755,9551.419,3120.481,4946.363,4605.056,2730.439,523.276,
MLM,2017,2017-12-31,183.638,477.683,122.865,-2905.254,1446.364,1446.364,0.628,2631.16,694.216,299.909,410.723,2160.29,506.349,600.591,8992.511,2727.294,,96.965,87.804,-128.824,477.801,101.899,9.557000000000016,2017-12-31,3592.813,1440.069,62.873,0,,32.0163,8992.511,3027.203,4679.6,4312.911,2727.294,487.24,
MLM,2016,2016-12-31,178.598,450.242,116.814,-2692.135,50.038,50.038,0.63,1086.385,546.588,180.036,663.019,2159.337,511.312,521.624,7300.905,1506.153,,56.813,71.14,-129.535,442.555,120.476,7.668000000000006,2016-12-31,3423.395,935.574,63.176,0,,23.25771,7300.905,1686.189,4139.978,3160.927,1506.153,457.91,
MLM,2015,2015-12-31,164.718,401.611,101.888,-2457.198,168.409,168.409,0.643,1081.635,366.658,18.713,583.459,2068.235,510.552,469.141,6957.611,1550.061,,33.164,71.104,-103.644,397.256,141.189,9.310000000000002,2015-12-31,3156,874.436,64.479,10.235,,22.9299,6957.611,1579.009,4057.284,2900.327,1550.061,410.921,
MLM,2014,2014-12-31,202.476,413.939,101.885,-2288.906,108.651,108.651,0.671,1044.178,396.648,14.336,489.945,2068.799,595.205,484.919,7219.754,1571.059,,29.607,77.768,-103.41,409.354,108.802,7.061999999999955,2014-12-31,3402.77,1213.035,67.293,0.183,,25.07188,7219.754,1585.578,4351.166,2868.588,1571.059,421.001,
MLM,2013,2013-12-31,103.6,242.4,49.2,-2177.6,42.4,42.4,0.5,755.4,210.5,12.4,280,616.6,48.6,347.3,3259.8,1018.5,,120.2,42.7,-40.6,175.8,40,3,2013-12-31,1799.2,1148.7,46.3,2.6,,18.8488,3259.8,1033.5,1537.9,1721.9,1018.5,245.4,
MLM,2012,2012-12-31,83.5,220.5,55,-2059.3,25.4,25.4,0.5,700.4,173.3,5.7,225.6,616.2,50.4,332.3,3160.9,1042.2,,118.6,29.1,-102,269.5,40.6,3.5999999999999943,2012-12-31,1753.2,1101.6,46,0,,16.1717,3160.9,1047.9,1410.5,1750.4,1042.2,224.1,
MLM,2011,2011-12-31,92.2,192.3,48.4,-1914.4,13.4,26,0.5,657.9,173.7,7.2,222.1,616.7,54.1,322.6,3147.8,1052.9,,105.5,25.9,-83.9,250.3,44.9,11.399999999999977,2011-12-31,1774.3,1090.9,45.7,0,12.7,16.1597,3147.8,1060.1,1409.3,1738.5,1052.9,203.7,
MLM,2010,2010-12-31,60.3,181.3,47.1,-1880.4,7.1,70.3,0.5,696.2,385.5,248.7,228.7,626.5,17.5,331.9,3074.7,782,,110.6,27.2,-53.7,210.2,46.6,2.0999999999999943,2010-12-31,1687.8,1082.2,45.6,2.1,63.2,17.136,3074.7,1032.9,1425.4,1649.3,782,183.4,
MLM,2009,2009-12-31,52.1,160.4,58.3,-1773.1,8.5,263.6,0.5,856.9,373.6,226.1,195.9,624.2,12.5,332.6,3239.3,1023.5,,97.9,35.3,-75.1,239.9,52.8,2.4000000000000057,2009-12-31,1692.9,1058.7,45.4,1.7,255.1,16.0463,3239.3,1251.3,1365.2,1874,1023.5,162.8,
MLM,2008,2008-12-31,62.9,206.6,46.4,-1630.4,37.8,37.8,0.4,665,348.6,202.5,174.3,622.3,13.9,318,3032.5,1152.4,,96.1,32.1,-101.7,289.9,33.1,6.5,2008-12-31,1690.5,1044.4,41.5,4.7,,9.2892,3032.5,1359.6,1021.7,2010.8,1152.4,213.1,
MLM,2007,2007-12-31,86.9,-3.7,55.5,-1544.8,20,20,0.4,626,506.6,276.1,160.9,574.7,9.4,286.9,2683.8,848.2,,71.2,81.8,-37,222.1,31.7,251.6,2007-12-31,1433.6,931.7,41.3,6.4,,8.7627,2683.8,1130.7,946,1737.8,848.2,247.9,
MLM,2006,2006-12-31,85.2,-4.9,63.4,-1443.8,32.3,32.3,0.4,592.4,315.1,126,159.1,570.5,10.9,256.3,2506.4,579.3,,58.9,32.1,-36.1,199,26.7,249.8,2006-12-31,1295.5,1142.1,44.9,8.4,0,14.9777,2506.4,713.7,1254,1252.4,579.3,244.9,
MLM,2005,2005-12-31,93.4,-5.5,68,-1335.4,76.7,101.7,0.5,602,200.1,0.9,150,569.3,18.7,222.7,2433.3,709.2,,47.5,30.5,-15.3,200.4,49,235.6,2005-12-31,1166.4,948,45.7,7.3,25,12.8162,2433.3,717.3,1173.7,1259.6,709.2,230.1,
MLM,2004,2004-12-31,89.9,-6.5,62.8,-1244.3,161.6,161.6,0.5,624.3,203.8,1,139.2,567.5,18.6,209.3,2355.9,713.7,,29.1,40.6,-9,145.8,53.7,230.7,2004-12-31,1065.2,795.3,47.3,9.5,,11.9937,2355.9,724.2,1153.4,1202.4,713.7,224.2,
MLM,2003,2003-12-31,76.6,-5.2,103.4,-1163,125.1,125.1,0.5,621.5,220.2,1.1,130.1,577.6,25.1,213.8,2330.1,717.1,,48,27.9,-8.7,132.9,63.4,239.79999999999998,2003-12-31,1042.4,702.6,48.7,11.3,,10.8234,2330.1,729.4,1129.8,1200.2,717.1,234.6,
MLM,2002,2002-12-31,73.2,-8.3,77.7,-1078.9,0,0,0.5,526.1,197.8,11.4,108.5,577.4,32,239.7,2258.5,733.5,,53.5,35.3,-7.4,135.7,55.4,241.20000000000002,2002-12-31,1067.6,642.7,48.8,0.3,,9.7049,2258.5,745.2,1083,1175.5,733.5,232.9,
MLM,2001,2001-12-31,79.6,-7.4,70.8,-992.2,1.4,1.4,0.5,496.2,192,4.5,102.7,571.2,35.8,231,2224.6,797.4,,48.7,37.2,0,110.3,39.2,222.6,2001-12-31,1082.2,584.7,48.6,0,,8.5432,2224.6,801.9,1022.2,1202.4,797.4,215.2,
MLM,2000,2000-12-31,59,-5.1,51,-899.5,0,0,0.5,425,189.1,45.2,86.6,375,34.5,207.5,1841.4,601.6,,36.6,29.2,,100.9,92.9,186,2000-12-31,914.1,506.3,46.8,4.8,,9.6966,1841.4,651.5,863.3,978.2,601.6,180.9,
MLM,1999,1999-12-31,55.9,-4.7,51.6,-806.2,3.4,3.4,0.5,403.4,182.7,39.7,81.9,375.3,31.5,172.9,1742.6,602,,29.5,35.5,,102,85.4,202.29999999999998,1999-12-31,847,419.5,46.7,0,,7.863,1742.6,641.7,774,968.6,602,197.6,
MLM,1998,1998-12-31,57.7,-4.4,48.9,-725,14.6,14.6,0.5,369.4,152.2,15.7,75.6,348,28,157.1,1588.6,602.1,,26.2,30,,90.9,65.7,175.9,1998-12-31,777.5,318,46.6,0,,6.2597,1588.6,617.8,667.7,920.9,602.1,171.5,
MLM,1997,1997-12-31,49.6,-4.8,36.2,-651.3,18.7,18.7,0.5,322,108.2,1.4,50,148.5,26.4,132.6,1105.7,310.7,,23.3,21,0,75,17.4,152.20000000000002,1997-12-31,591.4,225.6,46.2,0,,8.3745,1105.7,312.1,561.8,543.9,310.7,147.4,
MLM,1996,1996-12-31,36.4,-0.6,25.8,-572.4,0,0,0.5,271.2,88.1,1.3,13.6,40,23.2,113.8,768.9,125.9,,20.8,20.4,0,60.3,25.8,137.2,1996-12-31,408.8,149.2,46.1,4.3,,9.0629,768.9,131.4,481,287.9,125.9,136.6,
MLM,1995,1995-12-31,26.2,85.3,21,-527.6,0,0,0.5,314.4,173.3,103.7,10.6,37.2,24,113.4,789.4,125,,16.5,19.5,0,56.9,21.6,99.2,1995-12-31,392.2,91.8,46.1,2.9,,7.859,789.4,231.7,423.5,365.8,125,184.5,
MLM,1994,1994-12-31,22.1,104,16.9,-486.3,0,0,0.5,188,55.6,4.5,10.2,,40.1,69,593.9,103.7,,14.4,9.9,0,48.1,74.2,0.7000000000000028,1994-12-31,291.6,44.5,46.1,2.2,,7.2928,593.9,110.4,376.3,217.6,103.7,104.7,
MLM,1993,1993-12-31,40.1,84.5,14.6,-466,0,0,0.4,157.1,68,3.2,7.9,,38.4,61.2,497,232.1,,11.4,8.9,0,43.5,23.2,0,1993-12-31,278.3,1,45,1.2,,2.38,497,236.5,145.4,351.5,232.1,84.5,
MLM,1992,1992-12-31,18.1,61.6,16.8,-451.4,0,0,0,132.6,47.1,3.2,29.4,,34.2,60.9,447.3,10.2,,10.2,4.9,354.9,5.8,18.8,0,1992-12-31,261.7,0,45,4.1,,7.1267,447.3,17.5,354.9,92.4,10.2,61.6,
MAS,2019,2019-12-31,697,999,623,-1018,,697,276,2711,1548,2,,509,264,754,5027,2743,11,173,226,-171,764,478,0,2019-12-31,1054,-332,275.6,0,,-3.65747,5027,2773,-235,5262,2771,999,
MAS,2018,2018-12-31,736,992,570,-957,,552,294,2766,1684,8,,511,298,798,5393,2971,12,342,370,-117,669,921,0,2018-12-31,885,-278,293.9,0,,-3.13032,5393,2979,-111,5504,2971,992,
MAS,2017,2017-12-31,824,1066,662,-1536,,1302,310,3263,1667,116,,841,218,784,5534,2969,13,,65,-53,715,70,0,2017-12-31,1129,-298,310.4,0,108,-3.58247,5534,3085,-53,5587,2969,1066,
MAS,2016,2016-12-31,800,917,626,-1558,,1191,318,2934,1460,2,,832,196,712,5137,2995,18,,32,-220,785,97,0,2016-12-31,1060,-381,318,0,201,-4.16981,5137,2997,-298,5435,2995,917,
MAS,2015,2015-12-31,749,853,650,,,1716,330,3328,2403,1004,,839,160,687,5664,2403,,,,-165,800,310,0,2015-12-31,1027,-300,324.5,0,248,-3.49461,5664,3407,-135,5799,2403,853,
MAS,2014,2014-12-31,950,1040,700,-1780,,1689,345,3863,2211,505,106,1884,181,819,7167,2919,50,244,56,-81,803,50,0,2014-12-31,1139,690,345,0,306,-3.3072,7167,3424,924,6243,2919,1040,
MAS,2013,2013-12-31,902,1004,810,-1738,,1544,349,3468,1782,6,967,1903,149,765,6933,3421,88,0,64,146,0,71,0,2013-12-31,1252,55,350,0,321,-4.3343,6933,3427,535,6398,3421,1004,
MAS,2012,2012-12-31,819,965,810,-1802,,1351,349,3217,1862,206,1057,1894,151,792,6875,3422,95,0,27,92,,87,0,2012-12-31,1429,-102,349,0,,-4.937,6875,3628,322,6553,3422,965,
MAS,2011,2011-12-31,770,914,755,-1779,,1656,348,3429,2363,803,970,1891,120,769,7297,3222,112,20,35,111,,101,0,2011-12-31,1643,38,348,0,,-4.2644,7297,4025,527,6770,3222,914,
MAS,2010,2010-12-31,602,888,792,-1902,,1715,349,3464,1487,66,1039,2383,110,732,8140,4032,174,0,27,247,,111,0,2010-12-31,1896,720,349,0,,-3.1777,8140,4098,1384,6756,4032,888,
MAS,2009,2009-12-31,578,983,812,-1678,,1413,350,3451,1781,364,973,3108,129,743,9175,3604,,,27,366,,345,0,2009-12-31,2142,1871,350,0,,-1.7371,9175,3968,2629,6546,3604,983,
MAS,2008,2008-12-31,531,999,844,-1609,,1028,351,3300,1547,71,1175,3371,299,941,9483,3915,,,101,333,,377,0,2008-12-31,2136,2162,351,0,,-2.3476,9483,3986,2846,6637,3915,999,
MAS,2007,2007-12-31,714,1405,964,-1623,,922,359,3808,1908,122,1008,3938,323,1126,10907,3966,,,108,697,,471,0,2007-12-31,2367,2969,359,0,,-0.6574,10907,4088,4025,6882,3966,1405,
MAS,2006,2006-12-31,815,1613,981,-1477,,1958,384,5115,3389,1446,932,3957,306,1263,12325,3533,,,147,512,,584,0,2006-12-31,2363,3575,384,0,,0.5417,12325,4979,4471,7854,3533,1613,
MAS,2005,2005-12-31,837,1716,1081,-1345,,1964,419,5123,2894,832,902,4171,307,1127,12559,3915,,,144,328,0,785,0,2005-12-31,2173,4286,419,0,,0.8831,12559,4747,4848,7711,3915,1716,
MAS,2004,2004-12-31,837,1732,1090,-1263,,1256,447,4402,2147,80,740,4408,326,1132,12541,4187,,,140,627,44,1133,0,2004-12-31,2272,3880,447,0,,1.5414,12541,4267,5423,7118,4187,1732,
MAS,2003,2003-12-31,715,1674,959,-1258,,795,458,3804,2099,334,746,4491,344,1019,12149,3848,,,91,421,,1171,0,2003-12-31,2339,3299,458,0,,1.3559,12149,4182,5456,6693,3848,1674,
MAS,2002,2002-12-31,542,1546,995,-1146,,1067,489,3950,1932,321,508,4297,354,1056,12050,4316,68,,75,-22,,1067,0,2002-12-31,2315,2783,489,0,,1.3149,12050,4638,5294,6757,4316,1546,
MAS,2001,2001-12-31,322,1204,717,-1013,,312,459,2627,1237,130,199,3523,,913,9183,3628,224,,67,-188,,793,0,2001-12-31,2017,2468,459,0,,1.3007,9183,3757,4120,5064,3628,1204,
MAS,2000,2000-12-31,250,1099,555,-926,,169,445,2308,1078,211,222,2191,,913,7744,3018,621,,62,-170,,717,0,2000-12-31,1907,2520,445,0,0,2.7753,7744,3229,3426,4318,3018,1099,0
MAS,1999,1999-12-31,244,1003,454,-815,,231,444,2110,846,62,221,1743,,770,6635,2431,685,,86,-61,,473,0,1999-12-31,1624,2152,444,0,0,3.1396,6635,2494,3137,3498,2431,1003,0
MAS,1998,1998-12-31,171,700,339,-647,,542,339,1863,847,254,201,1036,,559,5167,1391,659,,83,-17,,445,0,1998-12-31,1164,2112,339,0,0,4.9912,5167,1645,2729,2439,1391,700,0
MAS,1997,1997-12-31,166,559,348,-588,,441,166,1627,620,68,163,729,,515,4334,1321,621,,37,-25,,319,0,1997-12-31,1037,1784,331,0,0,4.5317,4334,1390,2229,2105,1321,559,0
MAS,1996,1996-12-31,150,467,327,-533,,474,161,1430,518,8,107,457,,412,3702,1236,424,,34,3,,298,0,1996-12-31,941,1536,322,0,0,4.2919,3702,1244,1840,1862,1236,467,0
MAS,1995,1995-12-31,125,440,261,-486,,60,160,965,446,26,100,344,,392,3779,1577,265,,34,0,,1349,0,1995-12-31,857,1366,321,0,0,4.0872,3779,1603,1655,2123,1577,440,0
MAS,1994,1994-12-31,201,745,352,-686,,71,157,1891,601,48,83,706,,949,4390,1593,243,,,-14,,318,0,1994-12-31,1232,1925,314,0,10,4.4809,4390,1641,2113,2277,1593,745,
MAS,1993,1993-12-31,161,610,296,-588,,125,153,1644,490,33,114,605,,824,4021,1418,349,,,-29,,328,0,1993-12-31,1095,1805,306,0,5,4.5523,4021,1451,1998,2023,1418,610,
MAS,1992,1992-12-31,133,548,263,,,54,152,1466,492,95,121,627,,782,3987,1487,463,,,-12,,401,0,1992-12-31,1031,1685,305,0,9,4.1311,3987,1582,1887,2100,1487,548,0
MAS,1991,1991-12-31,128,497,253,,,70,153,1376,514,132,104,631,,739,3786,1369,448,,,15,,331,0,1991-12-31,1000,1596,302,0,8,3.8675,3786,1501,1799,1987,1369,497,-31
MAS,1990,1990-12-31,127,481,225,,,69,150,1365,552,200,101,641,,753,3761,1334,569,,,16,,215,0,1990-12-31,970,1638,296,0,18,3.8277,3761,1534,1774,1987,1334,481,-31
MAS,1989,1989-12-31,128,513,240,,,113,158,1393,540,172,90,628,,712,3641,1153,566,,,5,,173,0,1989-12-31,881,1641,311,0,67,3.9582,3641,1325,1858,1782,1153,513,-31
MAS,1988,1988-12-31,123,463,259,,,157,158,1361,516,133,89,604,,663,3367,1017,529,,,9,,107,0,1988-12-31,766,1499,312,0,72,3.6571,3367,1150,1745,1622,1017,463,-30
MA,2019,2019-12-31,489,5557,6177,-1100,6988,7676,0,16902,11904,0,85,4021,1417,,29236,8527,914,3564,5238,-685,2729,3542,0,2019-12-31,1828,33984,1007,0,688,0.45184,29236,8527,5893,23343,8527,5557,-32205
MA,2018,2018-12-31,537,4728,6180,-847,6682,8378,0,16171,11593,500,67,2904,991,,24860,5834,337,3014,4376,-717,1877,3238,0,2018-12-31,921,27283,1031,0,1696,1.4549,24860,6334,5395,19465,5834,4728,-25750
MA,2017,2017-12-31,933,3344,4446,-714,5933,7782,0,13797,8793,,106,3035,1120,,21329,5424,249,2594,3414,-498,1438,2121,0,2017-12-31,829,22364,1054,0,1849,1.24573,21329,5424,5468,15861,5424,3344,-20764
MA,2016,2016-12-31,609,2509,3879,-603,6721,8335,0,13228,7206,,81,1756,722,,18675,5180,132,2266,2718,-926,524,1929,0,2016-12-31,733,19418,1081,0,1614,2.93987,18675,5180,5656,13019,5180,2509,-17021
MA,2015,2015-12-31,472,2147,3329,-491,5747,6738,0,10984,6269,,79,1891,803,,16250,3268,166,2027,2468,-676,572,1571,0,2015-12-31,675,16222,1116,0,991,2.98746,16250,3268,6028,10222,3268,2147,-13522
MA,2014,2014-12-31,419,2161,3105,-437,5137,6305,0,10997,6222,,115,1522,714,,15329,1494,245,2294,2698,-256,674,1147,0,2014-12-31,615,13169,1153,0,1168,3.9497,15329,1494,6790,8539,1494,2161,-9995
MA,2013,2013-12-31,338,2317,2892,-394,3599,6295,0,10950,6032,,117,1122,672,,14242,,240,2298,2802,177,598,654,4,2013-12-31,526,10121,1194,0,2696,4.7655,14242,0,7484,6758,0,2321,-6577
MA,2012,2012-12-31,357,2042,2380,-386,2052,5039,0,9357,4906,,104,1092,672,,12462,,281,2036,2169,61,523,516,163,2012-12-31,472,7354,1232,0,2987,4.1826,12462,0,6917,5545,0,2205,-4139
MA,2011,2011-12-31,360,1409,2298,-370,3734,4949,0,7741,4217,,113,1014,665,,10693,,266,1313,1559,-2,486,543,35,2011-12-31,449,4745,1269,0,1215,3.301,10693,0,5868,4825,0,1444,-2394
MA,2010,2010-12-31,272,1147,1236,-332,3067,4198,0,6454,3143,,74,677,530,,8837,0,142,1109,1635,93,404,595,0,2010-12-31,439,2915,1309,0,1131,3.0542,8837,0,5205,3632,0,1147,-1250
MA,2009,2009-12-31,290,996,1193,-304,2055,2880,0,5003,3167,,80,309,415,,7470,22,518,1128,1683,197,690,776,0,2009-12-31,449,1148,1298,0,824,2.1418,7470,22,3504,3967,22,996,-1250
MA,2008,2008-12-31,262,1153,1011,-278,1505,2247,0,4312,2990,,75,298,394,,6476,19,229,713,1567,132,1460,936,198,2008-12-31,307,-236,1292,149,742,0.9559,6476,169,1927,4548,19,1351,-1250
