symbol,year,period,accountsPayable,accountsReceivables,accruedLiability,accumulatedDepreciation,cashEquivalents,cashShortTermInvestments,commonStock,currentAssets,currentLiabilities,currentPortionLongTermDebt,deferredIncomeTax,goodwill,intangiblesAssets,inventory,liabilitiesShareholdersEquity,longTermDebt,longTermInvestments,otherCurrentAssets,otherCurrentliabilities,otherEquity,otherLiabilities,otherLongTermAssets,otherReceivables,period,propertyPlantEquipment,retainedEarnings,sharesOutstanding,shortTermDebt,shortTermInvestments,tangibleBookValueperShare,totalAssets,totalDebt,totalEquity,totalLiabilities,totalLongTermDebt,totalReceivables,treasuryStock
DPZ,2019,2019-12-29,111.101,210.26,169.48,-252.448,190.615,190.615,0.389,787.617,453.831,43.394,,15.093,73.14,52.955,1382.092,4052.792,11.982,314.658,129.856,-3.742,272.965,22.594,0,2019-12-29,471.666,-3412.649,38.93401,0,,-89.99823,1382.092,4114.449,-3415.759,4797.851,4071.055,210.26,
DPZ,2018,2018-12-30,92.546,190.091,117.944,-252.182,25.438,25.438,0.41,566.951,379.743,35.893,,14.919,63.809,45.975,907.385,3495.691,8.718,279.737,133.36,-4.429,71.872,18.049,0,2018-12-30,234.939,-3036.471,40.97756,0,,-76.10626,907.385,3531.584,-3039.921,3947.306,3495.691,190.091,
DPZ,2017,2017-12-31,106.894,173.677,118.09,-237.279,35.768,35.768,0.429,579.78,398.285,32.324,,15.423,52.823,39.961,836.753,3121.49,8.119,311.985,140.977,-2.03,52.362,11.022,0,2017-12-31,169.586,-2739.437,42.89833,0,,-65.35522,836.753,3153.814,-2735.384,3572.137,3121.49,173.677,
DPZ,2016,2017-01-01,111.51,150.369,118.182,-220.964,42.815,42.815,0.481,495.873,403.698,38.887,,16.058,40.256,40.181,716.295,2148.99,7.26,244.873,135.119,-3.11,46.75,18.314,0,2017-01-01,138.534,-1881.52,48.10014,0,,-40.32123,716.295,2187.877,-1883.143,2599.438,2148.99,150.369,
DPZ,2015,2016-01-03,106.927,131.582,92.41,-204.283,133.449,133.449,0.498,602.637,375.983,59.333,0,16.097,28.505,36.861,799.845,2181.46,6.054,280.099,117.313,-3.548,42.653,14.662,0,2016-01-03,131.89,-1804.143,49.83822,0,,-37.01683,799.845,2240.793,-1800.251,2600.096,2181.46,131.582,
DPZ,2014,2014-12-28,86.552,118.395,77.62,-196.174,30.855,30.855,0.556,428.361,265.608,0.565,0,16.297,20.562,37.944,596.333,1500.599,4.586,208.598,100.871,-2.661,44.003,12.481,0,2014-12-28,114.046,-1246.921,55.55315,0,,-22.61481,596.333,1501.164,-1219.465,1815.798,1500.599,118.395,
DPZ,2013,2013-12-29,83.4,105.8,72.3,-199.9,14.4,14.4,0.6,351.5,254.6,24.1,7.8,16.6,14.5,30.3,525.3,1512.3,3.3,180.9,74.8,-2,40.7,40.9,1.7999999999999972,2013-12-29,97.6,-1289.4,55.8,0,,-23.6792,525.3,1536.4,-1290.2,1815.5,1512.3,107.6,
DPZ,2012,2012-12-30,77.4,94.1,71.8,-191.7,54.8,54.8,0.6,306.3,229.5,24.3,7,16.6,11.4,31.1,478.2,1536.4,2.1,113.2,55.9,-2.4,40.8,47.4,1.9000000000000057,2012-12-30,91.4,-1335.4,56.3,0,,-24.2185,478.2,1560.8,-1335.5,1813.7,1536.4,96,
DPZ,2011,2012-01-01,69.7,87.2,67.2,-188.6,50.3,50.3,0.6,326.8,197.2,0.9,5,16.6,8.2,30.7,480.5,1450.4,1.5,145.5,59.4,-2.4,37.7,29.9,0.8999999999999915,2012-01-01,92.4,-1207.9,57.7,0,,-21.3969,480.5,1451.3,-1209.7,1690.3,1450.4,88.1,
DPZ,2010,2011-01-02,56.6,80.4,72.1,-188.4,47.9,47.9,0.6,305,186.1,0.8,,17.4,7.8,27,460.8,1451.3,1.2,138.4,56.5,-2.7,34,29.4,1.5,2011-01-02,97.4,-1254,60.1,0,,-20.5624,460.8,1452.2,-1210.7,1671.5,1451.3,81.9,
DPZ,2009,2010-01-03,64.1,76.3,67.6,-176.9,42.4,42.4,0.6,278.7,219.4,50.4,,17.6,3.2,25.9,453.8,1522.5,1.4,126.9,37.3,-4.1,32.9,48.1,1.1000000000000085,2010-01-03,102.8,-1342,58.6,0,,-22.8976,453.8,1572.8,-1321,1774.8,1522.5,77.4,
DPZ,2008,2008-12-28,56.9,69.4,60.7,-166.3,45.4,45.4,0.6,254.3,149.6,0.3,,17.7,3.7,24.3,463.8,1704.4,1.3,108.3,31.6,-5.3,34.4,76.8,0.5999999999999943,2008-12-28,108.4,-1421.7,57,0,,-25.3684,463.8,1704.8,-1424.6,1888.4,1704.4,70,
DPZ,2007,2007-12-30,60.4,68.4,68.4,-164.9,11.3,11.3,0.6,226.9,175.5,15.3,,20.8,10.1,24.9,473.2,1704.8,1.9,110.6,31.4,-5.8,43,89.8,0.5,2007-12-30,122.9,-1444.9,59.7,0,,-24.8074,473.2,1720.1,-1450.1,1923.3,1704.8,68.9,
DPZ,2006,2006-12-31,55,65.7,70,-152.5,38.2,38.2,0.6,166.3,155.2,1.5,,21.3,16.1,22.8,380.2,740.1,1.3,24.8,28.6,2.1,49.8,57.4,1,2006-12-31,117.1,-701.5,62.5,0,,-9.6384,380.2,741.6,-564.9,945.1,740.1,66.7,
DPZ,2005,2006-01-01,60.3,74.4,67.8,-140.2,66.9,66.9,0.7,221.3,217.4,35.3,,22.1,20.3,24.2,461.1,702.4,0.5,41.6,54,6.6,52.3,63.5,0.3999999999999915,2006-01-01,131.5,-777.9,67.2,0,,-8.2351,461.1,737.7,-511,972.1,702.4,74.8,
DPZ,2004,2005-01-02,55.4,73.1,65.7,-126.9,40.4,40.4,0.7,189.5,189.7,25.3,,23,24.1,21.5,447.3,755.4,5,39.1,43.4,6.3,52.2,67.5,1.8000000000000114,2005-01-02,136.9,-859.3,68.7,0,,-8.6885,447.3,780.7,-549.9,997.2,755.4,74.9,
DPZ,2003,2003-12-28,53.4,64.6,72.3,-120.6,42.9,42.9,0.4,183,184.3,18.6,,23.4,27.2,19.5,448.6,941.2,4.2,36.3,40,0,41.1,81.9,3.8000000000000114,2003-12-28,127.1,-900.2,65.7,0,,-11.6986,448.6,959.7,-718,1166.5,941.2,68.4,
DPZ,2002,2002-12-29,46.1,57.5,71.6,-103.7,22.6,22.6,0.4,147.1,157.3,2.8,,23.2,28.3,21.8,422.7,599.2,3.2,35,36.7,-6.1,41.6,89.6,3.3999999999999986,2002-12-29,120.5,-750.9,65.7,0,,-7.9893,422.7,602,-375.4,798,599.2,60.9,
DOV,2019,2019-12-31,983.293,1232.084,574.861,-1389.811,397.253,397.253,258.552,2548.43,1749.891,1.794,423.088,3783.347,1055.014,806.141,8669.477,2985.716,,2.892,105.243,-216.026,470.044,285.349,0,2019-12-31,997.337,8211.257,144.30232,84.7,,-12.51332,8669.477,3080.288,3032.66,5636.817,2993.794,1232.084,-6090.842
DOV,2018,2018-12-31,969.531,1241.189,543.594,-1332.453,396.221,396.221,257.822,2503.754,1827.421,0,451.624,3677.328,1134.256,748.796,8365.771,2943.66,,1.874,93.978,-243.096,374.4,243.936,0,2018-12-31,806.497,7815.486,144.91654,220.318,,-14.0972,8365.771,3163.978,2768.666,5597.105,2943.66,1241.189,-5947.562
DOV,2017,2017-12-31,882.007,1183.514,661.929,-1256.879,753.964,753.964,256.992,2790.147,2141.978,350.402,348.201,3686.372,1282.624,677.043,10658.359,2986.702,,0.358,16.94,-194.759,798.298,2111.276,0,2017-12-31,787.94,8455.501,154.82339,230.7,,-3.78377,10658.359,3567.804,4383.18,6275.179,2986.702,1183.514,-5077.039
