symbol,year,period,costOfGoodsSold,dilutedAverageSharesOutstanding,dilutedEPS,ebit,grossIncome,interestIncomeExpense,netIncome,netIncomeAfterTaxes,period,pretaxIncome,provisionforIncomeTaxes,researchDevelopment,revenue,sgaExpense,totalOperatingExpense,totalOtherIncomeExpenseNet
ANET,2019,2019-12-31,866.368,80.879,10.62659,805.774,1544.338,56.571,859.867,859.867,2019-12-31,862.27,2.403,462.759,2410.706,275.805,738.564,-0.075
ANET,2018,2018-12-31,777.992,80.844,7.38819,273.347,1373.377,15.165,328.115,334.215,2018-12-31,288.801,-45.414,442.468,2151.369,252.562,1100.03,0.289
ANET,2017,2017-12-31,584.417,78.977,6.00514,470.272,1061.769,-2.78,423.201,475.001,2017-12-31,474.76,-0.241,349.594,1646.186,241.903,591.497,7.268
ANET,2016,2016-12-31,406.051,73.222,2.49978,243.409,723.116,-3.136,184.189,184.189,2016-12-31,242.225,58.036,273.581,1129.167,206.126,479.70700000000005,1.952
ANET,2015,2015-12-31,294.031,71.411,1.67011,149.308,543.56,-3.152,121.102,121.102,2015-12-31,146.009,24.907,209.448,837.591,184.804,394.252,-0.147
ANET,2014,2014-12-31,192,54.6,1.29,125.5,392.1,-6.3,86.9,86.9,2014-12-31,121.5,34.7,148.9,584.1,117.7,266.6,2.3
ANET,2013,2013-12-31,122.7,30.1,0.72,66.1,238.5,-7.1,42.5,42.5,2013-12-31,58.3,15.8,98.6,361.2,73.8,172.40000000000003,-0.8
ANET,2012,2012-12-31,61.3,24.9,0.39,39.9,132.2,-7.1,21.3,21.3,2012-12-31,33,11.6,55.2,193.4,37.1,92.2,0.1
ANET,2011,2011-12-31,43.4,63.9,0.53,44.4,96.5,-6.4,34,34,2011-12-31,37.6,3.6,26.4,139.8,25.7,52.00000000000001,-0.4
ANET,2010,2010-12-31,27.2,63.9,0.04,16.1,44.5,-12.6,2.4,2.4,2010-12-31,3.3,0.9,16.3,71.7,12.2,28.500000000000004,-0.1
AJG,2019,2019-12-31,4830.9,190.1,3.23461,805.9,2364.1,-179.8,668.8,715.8,2019-12-31,626.1,-89.7,,7195,,1558.2000000000007,
AJG,2018,2018-12-31,4983.9,186.2,3.34211,617.8,1950.1,-138.4,633.5,684.8,2018-12-31,479.4,-205.4,,6934,,1332.3000000000002,
AJG,2017,2017-12-31,4519.3,182.1,2.88962,483.9,1729.7,-124.1,481.3,553.7,2017-12-31,359.8,-193.9,,6249,,1245.8000000000002,
AJG,2016,2016-12-31,4077.9,178.4,2.47562,443.4,1602.6,-109.8,396.8,430.3,2016-12-31,333.6,-96.7,,5680.5,,1159.2000000000003,
AJG,2015,2015-12-31,3780.4,173.2,2.46798,396.5,1612,-103,356.8,389.1,2015-12-31,293.5,-95.6,,5392.4,,1215.4999999999995,
AJG,2014,2014-12-31,3226.5,154.3,2.3,356.4,1400,-89,303.4,303.4,2014-12-31,267.4,-36,,4626.5,,1043.6000000000004,17.5
AJG,2013,2013-12-31,2122.3,128.9,2.3,324.6,1057.3,-50.1,268.6,268.6,2013-12-31,274.5,5.9,,3179.6,,732.6999999999998,1.7
AJG,2012,2012-12-31,1605,122.5,1.57,288.3,915.3,-43,195,195,2012-12-31,245.3,50.3,,2520.3,,627,3.4
AJG,2011,2011-12-31,1358.1,112.5,1.5,248.6,776.6,-40.8,144.1,144.1,2011-12-31,207.8,63.7,,2134.7,,528,-6.2
AJG,2010,2010-12-31,1181.5,105.1,1.62,237.6,682.7,-34.6,174.1,163.3,2010-12-31,203,39.7,,1864.2,,445.0999999999999,-2.6
AJG,2009,2009-12-31,1061,100.6,1.32,239.6,668.3,-28.5,128.6,133.1,2009-12-31,211.1,78,,1729.3,,428.70000000000005,4.1
AJG,2008,2008-12-31,988,94.2,1.18,192.2,657,-28.6,77.3,111.4,2008-12-31,163.6,52.2,,1645,,464.79999999999995,0
AJG,2007,2007-12-31,911.6,97.1,1.59,216.1,711.7,-16,138.8,154.6,2007-12-31,200.1,45.5,,1623.3,,495.6,
AJG,2006,2006-12-31,873.4,98.4,1.31,161.6,660.6,-8.5,128.5,128.5,2006-12-31,153.1,24.6,,1534,0,499.0000000000001,
AJG,2005,2005-12-31,789.9,96.1,1.18,8.8,694,-11.6,30.8,28.6,2005-12-31,-2.8,-31.4,,1483.9,,685.1999999999999,
AJG,2004,2004-12-31,735.4,94.5,1.99,245,744.9,-9.5,188.5,188.5,2004-12-31,235.5,47,,1480.3,,499.9,
AJG,2003,2003-12-31,660.8,93.3,1.57,201.3,603,-8,146.2,146.2,2003-12-31,193.3,47.1,,1263.8,,401.70000000000005,
AJG,2002,2002-12-31,576.5,91.9,1.41,185.3,519.5,,129.7,129.7,2002-12-31,185.3,55.6,,1096,,339.4,
AJG,2001,2001-12-31,477.3,90.1,1.39,141.9,427,,125.3,125.3,2001-12-31,141.9,16.6,,904.2,,290.90000000000003,
AJG,2000,2000-12-31,384.2,83.9,1.05,125.4,356.4,,87.8,87.8,2000-12-31,125.4,37.6,,740.6,,231.00000000000006,
AJG,1999,1999-12-31,312.7,77.1,0.88,104.2,293.1,,67.8,67.8,1999-12-31,104.2,36.5,,605.8,,188.90000000000003,
AJG,1998,1998-12-31,281.5,72.8,0.78,84.5,259.1,,56.5,56.5,1998-12-31,84.5,28,,540.7,,174.60000000000002,
AJG,1997,1997-12-31,249.9,68.2,0.78,80.8,238.1,0,53.3,53.3,1997-12-31,80.8,27.5,,488,,157.29999999999998,
AJG,1996,1996-12-31,239.5,68.5,0.68,69.4,217.2,,45.8,45.8,1996-12-31,69.4,23.6,,456.7,,147.8,
AJG,1995,1995-12-31,218.7,69.7,0.6,62.9,193.3,,41.5,41.5,1995-12-31,62.9,21.4,,412,,130.40000000000003,
AJG,1994,1994-12-31,188.9,63.6,0.54,55,167.5,-1.7,34.5,34.5,1994-12-31,53.2,18.7,,356.4,,112.49999999999997,
AJG,1993,1993-12-31,160.9,64,0.5,53.1,156.7,-1.9,32.3,32.3,1993-12-31,51.2,19,,317.7,,103.70000000000002,
AJG,1992,1992-12-31,141.1,59.6,0.39,38.5,131.6,-2.4,23.5,23.5,1992-12-31,36.1,12.6,,272.7,,93.1,
AJG,1991,1991-12-31,120.4,57.4,0.33,28.7,111.3,-2.3,18.8,18.8,1991-12-31,26.5,7.7,,231.7,,82.6,
AJG,1990,1990-12-31,99,49.8,0.36,29.3,99.2,-2,17.7,17.7,1990-12-31,27.2,9.5,,198.2,,69.9,
AJG,1989,1989-12-31,84.7,48.6,0.35,28.6,88.5,-2,17.3,17.3,1989-12-31,26.5,9.3,,173.2,,59.89999999999999,
AJG,1988,1988-12-31,76.2,51.1,0.33,26.1,79.8,-2.1,16.9,16.9,1988-12-31,24,7.1,,156,,53.7,
AJG,1987,1987-12-31,61.7,50,0.32,28.6,73,-2,16.2,16.2,1987-12-31,26.6,10.4,,134.7,,44.3,
AJG,1986,1986-12-31,53.8,48.8,0.32,27.8,65,-2.1,15.4,15.4,1986-12-31,25.7,10.3,,118.8,,37.3,
AJG,1985,1985-12-31,39.1,44.2,0.22,17.5,42.4,-2.1,9.9,9.9,1985-12-31,15.4,5.6,,81.6,,24.999999999999993,
AJG,1984,1984-12-31,32.6,38.9,0.16,11,31.6,-2.1,6.3,6.3,1984-12-31,8.9,2.6,,64.2,,20.6,
AJG,1983,1983-12-31,28.7,13.7,0.31,7.5,24.7,-1.3,4.3,4.3,1983-12-31,6.1,1.9,,53.4,,17.2,
AIZ,2019,2019-12-31,,62.31347,6.6727,828.1,,-273.6,382.6,386.8,2019-12-31,554.5,167.7,,,3210.1,9261.3,
AIZ,2018,2018-12-31,,59.54552,4.00966,433.8,,-100.3,251,254.1,2018-12-31,333.5,79.4,,,2980.4,7624.4,
AIZ,2017,2017-12-31,,55.31103,6.2066,494,,-49.5,519.6,342.6,2017-12-31,444.5,101.9,,,2710.4,5921.9,
AIZ,2016,2016-12-31,,61.93477,9.44984,906.207,,-57.619,565.35,565.35,2016-12-31,848.588,283.238,,,3442.756,6632.447,
AIZ,2015,2015-12-31,,69.01721,2.10223,256.297,,-55.116,141.555,141.555,2015-12-31,201.181,59.626,,,3924.089,10074.221,
AIZ,2014,2014-12-31,,73,6.44,803,,-58,471,471,2014-12-31,744,273,,,3688,9579,
AIZ,2013,2013-12-31,,78,6.33,867,,-78,489,489,2013-12-31,790,301,,,3034,8185,
AIZ,2012,2012-12-31,,85,5.67,818,,-60,484,484,2012-12-31,758,274,,,2632,7690,
AIZ,2011,2011-12-31,,98,5.58,775,,-60,546,546,2011-12-31,715,169,,,2239,7497,
AIZ,2010,2010-12-31,,111,3.77,667,,-61,279,279,2010-12-31,606,327,,,2333,7861,
AIZ,2009,2009-12-31,,118,3.63,770,,-61,431,431,2009-12-31,710,279,,,2316,7930,
AIZ,2008,2008-12-31,,119,3.76,624,,-61,448,448,2008-12-31,563,115,,,2226,7977,
AIZ,2007,2007-12-31,,122,5.38,1072,,-61,654,654,2007-12-31,1011,357,,,2184,7381,
AIZ,2006,2006-12-31,,129,5.9,1157,,-61,717,716,2006-12-31,1096,380,,,2190,6914,
AIZ,2005,2005-12-31,,137,3.74,717,,-61,479,479,2005-12-31,656,176,,,2146,6781,
AIZ,2004,2004-12-31,,138,2.53,592,,-56,351,351,2004-12-31,536,185,,,2107,6811,
AIZ,2003,2003-12-31,,142,1.3,261,,-1,186,186,2003-12-31,259,74,,,1920,6806,
AIZ,2002,2002-12-31,,142,1.83,370,,0,-1001,260,2002-12-31,370,111,,,1738,6162,
AIZ,2001,2001-12-31,,142,1.49,220,,-14,98,98,2001-12-31,206,108,,,1621,5967,
AIZ,2000,2000-12-31,,142,1.38,219,,-25,90,90,2000-12-31,194,105,,,1801,5993,
T,2019,2019-12-31,84141,7348,2.23066,27955,97052,-8215,13903,14975,2019-12-31,18468,3493,,181193,39490,69097,-1272
T,2018,2018-12-31,79419,6806,2.89205,26922,91337,-8185,19370,19235,2018-12-31,24873,5638,,170756,36678,64415,6136
T,2017,2017-12-31,77810,6183,1.97536,19970,82736,-6405,29450,9576,2017-12-31,15139,5563,,160546,35290,62766,1574
T,2016,2016-12-31,76884,6189,2.2528,24347,86902,-4694,12976,13333,2016-12-31,19812,6479,,163786,36310,62555,-25
T,2015,2015-12-31,67046,5646,2.37588,24785,79755,-4041,13345,13687,2015-12-31,20692,7005,,146801,32954,54970,-52
T,2014,2014-12-31,60611,5221,1.46,11746,71836,-3438,6224,6518,2014-12-31,9960,3442,,132447,39697,60090,1652
T,2013,2013-12-31,51464,5385,3.39,30479,77288,-3298,18249,18553,2013-12-31,27777,9224,,128752,28414,46809,596
T,2012,2012-12-31,55215,5821,1.38,12940,72219,-2557,7264,7539,2012-12-31,10439,2900,,127434,41079,59279,56
T,2011,2011-12-31,57374,5950,1.41,9218,69349,-2581,3944,4184,2011-12-31,6716,2532,,126723,38844,60131,79
T,2010,2010-12-31,52263,5938,3.33,19573,72017,-2232,19864,19400,2010-12-31,18238,-1162,,124280,33065,52444,897
T,2009,2009-12-31,50405,5924,2.19,21390,72613,-2533,12535,12843,2009-12-31,18999,6156,,123018,31407,51223,142
T,2008,2008-12-31,49895,5958,2.3,22596,74133,-2864,12867,12867,2008-12-31,19903,7036,,124028,31187,51537,50
T,2007,2007-12-31,46055,6170,1.94,20404,72873,-2815,11951,11951,2007-12-31,18204,6253,,118928,30892,52469,615
T,2006,2006-12-31,27349,3902,1.89,10288,35706,577,7356,7356,2006-12-31,10881,3525,,63055,15511,25418,16
T,2005,2005-12-31,19190,3379,1.42,6168,24672,-464,4786,4786,2005-12-31,5718,932,,43862,10861,18504,14
T,2004,2004-12-31,17383,3322,1.44,5901,23404,342,5887,4979,2004-12-31,7165,2186,,40787,9299,17503,4
T,2003,2003-12-31,16653,3329,1.44,6469,24190,615,8505,5971,2003-12-31,8901,2930,,40843,9851,17721,42
T,2002,2002-12-31,16362,3348,2.08,8623,26776,1100,5653,7473,2002-12-31,10457,2984,,43138,9575,18153,15
T,2001,2001-12-31,25943,3396,2.17,10888,19965,678,7242,7260,2001-12-31,11357,4097,,45908,,9077,-51
T,2000,2000-12-31,30985,3433,1.91,10743,20491,-416,7967,7967,2000-12-31,12888,4921,,51476,,9748,248
T,1999,1999-12-31,29338,3458,1.9,11598,20151,-518,8159,6573,1999-12-31,10853,4280,,49489,,8553,-227
