symbol,period,numberAnalysts,revenueAvg,revenueHigh,revenueLow
AEP,2024-12-31,5,18406403019,19142659139,17854210928
AEP,2023-12-31,5,17678316456,18385449114,17147966962
AEP,2022-12-31,8,17233715653,18240660000,15974881500
AEP,2021-12-31,11,16842988286,17780640000,15441362100
AEP,2020-12-31,11,15902027837,16629060000,14493272460
AEP,2019-12-31,13,16593549966,17462400000,15169643760
AEP,2018-12-31,16,16256151441,16886705880,15022390000
AEP,2017-12-31,13,15278820933,16555354800,11852430000
AEP,2016-12-31,16,16891139673,18598680000,15445997730
AEP,2015-12-31,18,17725825512,19601340000,15941950000
AEP,2014-12-31,16,17276076261,20596044000,14967681030
AEP,2013-12-31,14,15871570143,17995860000,13951118120
AEP,2012-12-31,15,15686940882,17489940000,13861300000
AEP,2011-12-31,16,15472359874,17641920000,13983064100
AEP,2010-12-31,14,14894603797,16628040000,13554665540
AEP,2009-12-31,8,14327538014,15552960000,13029733550
AEP,2008-12-31,8,14254969067,15378142200,12726303000
AEP,2007-12-31,7,13373096162,14462580000,12039506140
AEP,2006-12-31,8,12903845422,13887300000,11278406310
AEP,2005-12-31,6,12562697376,13445993940,11400410000
AEP,2004-12-31,7,15197087499,15933420000,14205650000
AEP,2003-12-31,6,13884215449,15963000000,12257890000
AEP,2002-12-31,5,51813719999,66300000000,42215370000
AEP,2001-12-31,4,15193534999,15511140000,14259000000
AEP,2000-12-31,2,6788319999,6821760000,6487360000
AEP,1999-12-31,2,6655354999,6688140000,6360290000
AEP,1997-12-31,2,5985454999,6014940000,5720090000
AWK,2024-12-31,7,4602522884,4786623799,4464447197
AWK,2023-12-31,7,4384902816,4560298929,4253355731
AWK,2022-12-31,10,4240236016,4404166200,3893580000
AWK,2021-12-31,14,4045200112,4252563600,3728680000
AWK,2020-12-31,14,3848742467,4014669000,3525950000
AWK,2019-12-31,13,3684891433,3829641000,3467847000
AWK,2018-12-31,16,3473422578,3734811600,3235175040
AWK,2017-12-31,14,3476639366,3665524020,3261137090
AWK,2016-12-31,14,3386329274,3454740000,3204880000
AWK,2015-12-31,17,3214915871,3279300000,3043263450
AWK,2014-12-31,14,3130865335,3534832440,2916305000
AWK,2013-12-31,15,2999290855,3317283780,2798741000
AWK,2012-12-31,14,2929109096,3204004620,2743839000
AWK,2011-12-31,16,2820501356,2944977660,2613180000
AWK,2010-12-31,18,2735269644,2794800000,2526656000
AWK,2009-12-31,11,2489284556,2544390000,2360689000
AWK,2008-12-31,8,2394104657,2443347780,2269800000
