symbol,year,period,accountsPayable,accountsReceivables,accruedLiability,accumulatedDepreciation,cashEquivalents,cashShortTermInvestments,commonStock,currentAssets,currentLiabilities,currentPortionLongTermDebt,deferredIncomeTax,goodwill,intangiblesAssets,inventory,liabilitiesShareholdersEquity,longTermDebt,longTermInvestments,otherCurrentAssets,otherCurrentliabilities,otherEquity,otherLiabilities,otherLongTermAssets,otherReceivables,period,propertyPlantEquipment,retainedEarnings,sharesOutstanding,shortTermDebt,shortTermInvestments,tangibleBookValueperShare,totalAssets,totalDebt,totalEquity,totalLiabilities,totalLongTermDebt,totalReceivables,treasuryStock
IP,2006,2006-12-31,1907,2704,466,-14050,1624,1624,493,8637,4641,692,2233,2929,,1909,24034,6531,641,2400,1576,-1564,2453,2575,0,2006-12-31,9252,3737,453,0,,11.1126,24034,7223,7963,16071,6531,2704,-1438
IP,2005,2005-12-31,,2926,425,-16613,1641,1641,491,7409,4844,1181,726,5043,,2434,28771,11023,625,408,1153,-1935,3616,1703,0,2005-12-31,13991,3172,490,0,,6.751,28771,12204,8351,20420,11023,2926,-4
IP,2004,2004-12-31,,2994,492,-17943,2596,2596,487,9319,4872,506,1697,4994,,2718,34217,14132,679,1011,1595,-1357,3714,1857,0,2004-12-31,17368,2562,488,0,,6.6803,34217,14638,8254,25963,14132,2994,0
IP,2003,2003-12-31,,2894,476,-17624,2363,2363,485,9337,6803,2087,1598,5341,,2983,35525,13450,773,1097,1946,-1690,3637,1730,0,2003-12-31,18344,3082,482,0,,6.0083,35525,15537,8237,27288,13450,2894,-140
IP,2002,2002-12-31,,2780,523,-18097,1074,1074,485,7738,4579,0,1765,5307,,2879,33792,14847,227,1005,2042,-2645,3778,2507,0,2002-12-31,18013,3260,479,0,,4.3152,33792,14847,7374,26418,14847,2780,-219
IP,2001,2001-12-31,,2650,423,-15461,1224,1224,484,8312,5374,957,3977,6543,,2733,37158,14262,239,1705,2275,-1175,1980,3406,0,2001-12-31,18658,4622,482,0,,7.7759,37158,15219,10291,26867,14262,2650,-105
IP,2000,2000-12-31,,3433,511,-14043,1198,1198,484,10455,7413,2115,4699,6310,,3182,42109,14453,269,2642,2674,-1142,2155,3098,0,2000-12-31,21977,6308,482,0,,11.8755,42109,16568,12034,30075,14453,3433,-117
IP,1999,1999-12-31,,3227,423,-15146,453,453,415,7241,4382,920,3344,2596,,3203,30268,9325,1044,358,1169,-739,1332,2085,0,1999-12-31,17302,6613,413,0,,18.6634,30268,10245,10304,19964,9325,3227,-63
IP,1998,1998-12-31,,2469,304,-10567,477,477,308,6010,3636,1074,2860,2625,,2719,26356,8212,1075,345,733,-375,1138,1772,0,1998-12-31,14874,5116,307,0,,20.4463,26356,9286,8902,17454,8212,2469,-24
IP,1997,1997-12-31,,2404,283,-9958,398,398,303,5945,4880,2212,2681,2557,,2760,26754,7604,1166,383,1047,,1236,1748,0,1997-12-31,15338,5186,302,0,,20.3742,26754,9816,8710,18044,7604,2404,-37
IP,1996,1996-12-31,,2553,1172,-9514,352,352,301,5998,5894,3296,2768,2748,,2840,28252,7141,1178,253,0,,1240,1769,0,1996-12-31,16559,5639,300,0,,21.9867,28252,10437,9344,18908,7141,2553,-22
IP,1995,1995-12-31,,2571,1116,-8416,312,312,263,5873,4863,2283,1974,1355,,2784,23977,6396,1420,206,0,,980,1529,0,1995-12-31,13800,5627,261,0,,24.682,23977,8679,7797,16180,6396,2571,-56
IP,1994,1994-12-31,,2241,747,-7051,270,270,256,4830,4034,2083,1612,763,,2075,17836,4464,1032,244,0,,1212,1270,0,1994-12-31,9941,4711,252,0,,22.8214,17836,6547,6514,11322,4464,2241,-111
IP,1993,1993-12-31,,1856,751,-6305,242,242,127,4401,3929,2089,1614,754,,2024,16631,3601,631,279,0,,1262,1187,0,1993-12-31,9658,4553,248,0,,22.0605,16631,5690,6225,10406,3601,1856,-159
IP,1992,1992-12-31,,1861,173,-5654,225,225,127,4366,4531,2356,1417,772,,1938,16459,3096,599,342,743,,1226,1079,0,1992-12-31,9643,4472,245,0,,22.1102,16459,5452,6189,10270,3096,1861,-202
IP,1991,1991-12-31,,1841,216,,238,238,118,4131,3727,1699,1044,816,,1780,14941,3351,383,272,702,,1080,1020,0,1991-12-31,8591,4592,225,0,,21.88,14941,5050,5739,9202,3351,1841,-235
IP,1990,1990-12-31,,1798,195,,256,256,117,3939,3155,1087,1135,687,,1638,13669,3096,103,247,779,,651,902,0,1990-12-31,8038,4581,219,0,,22.5799,13669,4183,5632,8037,3096,1798,-309
IP,1989,1989-12-31,,1517,146,,102,102,117,3096,2730,1017,0,469,,1355,11582,2324,467,122,633,,1379,548,0,1989-12-31,7002,4195,217,0,,21.5576,11582,3341,5149,6433,2324,1517,-326
IP,1988,1988-12-31,,1153,138,,122,122,117,2343,1562,252,0,304,,971,9462,1853,88,97,500,,1168,499,0,1988-12-31,6228,3482,221,0,,19.2443,9462,2105,4879,4583,1853,1153,-191
IP,1987,1987-12-31,,998,106,,233,233,116,2163,1506,495,0,170,,852,8710,1937,109,80,363,,893,363,0,1987-12-31,5905,2933,223,0,,17.4081,8710,2432,4374,4336,1937,998,-125
IP,1986,1986-12-31,,663,114,,200,200,110,1628,1332,393,0,158,,705,7848,1764,150,60,343,,726,341,0,1986-12-31,5571,2619,209,0,,16.7751,7848,2157,4026,3822,1764,663,-146
IP,1985,1985-12-31,,378,79,,271,271,53,1105,755,110,0,79,,425,6039,1191,137,31,204,,595,252,0,1985-12-31,4466,2453,192,0,,16.2292,6039,1301,3498,2541,1191,378,-226
IP,1984,1984-12-31,,454,80,,300,300,50,1231,657,61,0,98,,428,5795,1015,155,49,213,,522,255,0,1984-12-31,4056,2468,200,0,,16,5795,1076,3601,2194,1015,454,-14
IP,1983,1983-12-31,,518,77,,226,226,50,1201,550,57,0,113,,360,5619,940,151,97,179,,504,243,0,1983-12-31,3909,2494,191,0,,16.5864,5617,997,3625,1994,940,518,-10
IPG,2019,2019-12-31,7205.4,7143.3,1008.4,-1116.4,1192.2,1192.2,38.7,8770.7,9420.4,502,,4894.4,1014.3,,17751.9,2771.9,,435.2,652.2,-930,2569.3,720,0,2019-12-31,2352.5,2689.9,387,52.4,,-8.09509,17751.9,3326.3,2775.9,14976,2771.9,7143.3,
IPG,2018,2018-12-31,6698.1,7027.2,806.9,-1034.9,673.4,673.4,38.3,8182.9,8123.9,0.1,,4875.9,1094.8,,15620.3,3660.2,,482.3,545.1,-941.1,1235.5,675.8,0,2018-12-31,790.9,2400.1,383.6,73.7,,-9.32612,15620.3,3734,2393.2,13227.1,3660.2,7027.2,0
IPG,2017,2017-12-31,6420.2,6332.4,674.7,-1036.2,790.9,790.9,38.6,7475.5,7675.3,2,,3820.4,,,12704.7,1285.6,,352.2,493.5,-827.8,1245.4,758.4,0,2017-12-31,650.4,2104.5,383.2,84.9,,-4.19859,12704.7,1372.5,2211.5,10493.2,1285.6,6332.4,-59
IPG,2016,2016-12-31,6303.6,5907.8,794,-961.6,1097.6,1100.6,39.4,7438,7706,323.9,,3674.4,148.1,,12485.2,1280.7,,429.6,198.8,-963.1,1189,602.7,0,2016-12-31,622,1804.3,391.6,85.7,3,-4.61032,12485.2,1690.3,2017.1,10468.1,1280.7,5907.8,-63.3
IPG,2015,2015-12-31,6689.2,5955.4,748.4,-961.9,1502.9,1509.7,40.4,7693.1,7584.3,1.9,,3608.5,148.3,,12585.1,1610.3,,228,11.9,-846.9,1136.8,568,0,2015-12-31,567.2,1437.6,401.3,132.9,6.8,-4.46374,12585.1,1745.1,1965.5,10619.6,1610.3,5955.4,-71
IPG,2014,2014-12-31,6558,5800.8,796,-1070,1660.6,1667.2,41.2,7810.2,7463.3,2.1,,3669.2,0,,12736.6,1612.9,,342.2,0,-637.5,1251.8,534,0,2014-12-31,548.2,1183.3,413.8,107.2,0,-4.17569,12736.6,1722.2,2116.3,10620.3,1612.9,5800.8,-19
IPG,2013,2013-12-31,6914,6102,718,-1112,1637,1642,53,8084,8165,354,,3629,164,,12905,1043,,340,,-412,1110,488,0,2013-12-31,540,865,425,179,5,-3.7129,12905,1663,2215,10690,1130,6102,-1266
IPG,2012,2012-12-31,6585,5815,728,-1135,2575,2591,49,8738,7702,217,,3581,141,,13494,2061,,332,,-288,1048,530,0,2012-12-31,505,738,418,172,16,-3.6411,13494,2450,2421,11073,2061,5815,-765
IPG,2011,2011-12-31,6647,5673,827,-1126,2303,2316,48,8287,8033,405,,3444,134,,12877,1211,,299,,-226,892,551,0,2011-12-31,460,405,450,154,13,-2.9733,12877,1769,2462,10415,1211,5673,-415
IPG,2010,2010-12-31,4475,5535,3113,-1147,2676,2689,48,8454,7741,39,,3369,123,,13071,1583,,229,,-119,889,671,0,2010-12-31,454,-64,489,115,14,-2.4213,13071,1737,2529,10542,1583,5535,-14
IPG,2009,2009-12-31,4004,4857,2593,-1119,2495,2506,47,7638,6906,215,,3321,117,,12263,1638,,275,,-177,905,698,0,2009-12-31,490,-325,486,93,11,-3.0144,12263,1947,2498,9765,1638,4857,-14
IPG,2008,2008-12-31,4023,4846,2522,-1056,2107,2275,46,7488,7131,254,,3221,122,,12125,1533,,367,,-319,986,733,0,2008-12-31,562,-446,477,333,168,-2.9182,12125,2120,2476,9650,1533,4846,-14
IPG,2007,2007-12-31,4124,5343,2691,-1089,2015,2037,46,7686,7330,209,,3232,70,,12458,1835,,305,,-119,961,851,0,2007-12-31,620,-741,471,305,23,-3.172,12458,2349,2332,10126,1835,5343,-14
IPG,2006,2006-12-31,4124,4956,2449,-1017,1956,1957,46,7209,6666,3,,3068,29,,11864,2246,128,71,7,-303,965,806,0,2006-12-31,624,-899,469,83,1,-3.5842,11864,2332,1941,9924,2246,4956,-14
IPG,2005,2005-12-31,4245,4933,2508,-951,2076,2192,43,7497,6860,3,,3031,35,,11945,2180,171,184,47,-365,911,561,0,2005-12-31,650,-841,430,57,116,-4.6953,11945,2240,1945,10000,2180,4933,-14
IPG,2004,2004-12-31,6129,5253,851,-998,1550,1970,43,7637,7563,258,,3142,38,,12272,1936,169,261,,-315,1000,565,0,2004-12-31,723,-578,425,326,420,-4.3176,12272,2520,1718,10554,1936,5253,-14
IPG,2003,2003-12-31,5240,4875,1095,-992,2006,2006,42,7350,6625,245,,3311,42,,12235,2192,249,202,7,-280,742,627,0,2003-12-31,657,406,418,38,,-2.6794,12235,2474,2606,9629,2192,4875,-11
IPG,2002,2002-12-31,5126,4925,1111,-955,933,933,39,6322,7090,604,,3377,82,,11794,1818,357,37,33,-475,716,830,0,2002-12-31,826,858,386,216,,-3.5207,11794,2638,2100,9694,1818,4925,-119
IPG,2001,2001-12-31,4556,4999,1324,-858,935,935,39,6352,6430,35,,,3097,,11375,2481,157,80,98,-562,536,923,0,2001-12-31,848,868,379,419,,-3.314,11375,2934,1840,9535,2481,4999,-290
IPG,2000,2000-12-31,4590,5067,853,-700,708,748,32,6026,6106,,0,,2696,,10238,1505,86,,171,-519,495,770,0,2000-12-31,660,1627,315,492,40,-2.0635,10238,1997,2046,8192,1505,5067,-195
IPG,1999,1999-12-31,4542,4619,676,-481,981,1018,30,5768,5637,,41,,1657,,8727,867,50,,158,-153,475,718,0,1999-12-31,534,1325,288,262,37,-0.1007,8727,1129,1628,7099,867,4619,-312
IPG,1998,1998-12-31,3614,3799,625,-421,809,841,15,4777,4658,,,,1281,,6943,507,48,,206,-242,457,397,0,1998-12-31,440,1116,279,214,32,-0.0573,6943,721,1265,5678,507,3799,-287
IPG,1997,1997-12-31,3014,3176,429,-312,715,746,14,4026,3752,,,,1024,,5703,453,47,,151,-224,359,257,0,1997-12-31,349,1036,287,158,31,0.2892,5703,610,1107,4595,453,3176,-364
IPG,1996,1996-12-31,2627,2776,317,-276,469,504,9,3353,3199,,,,749,,4765,347,103,,134,-143,324,253,0,1996-12-31,307,860,243,122,35,0.5062,4765,469,872,3893,347,2776,-319
IPG,1995,1995-12-31,2291,2428,256,-240,418,457,9,2974,2827,,,,638,,4260,283,119,,117,-142,385,248,0,1995-12-31,279,705,239,163,39,0.4686,4260,446,750,3510,283,2428,-269
IPG,1994,1994-12-31,2090,2178,292,-213,414,442,9,2675,2595,,,,601,,3793,242,64,,84,-140,295,205,0,1994-12-31,248,620,233,129,28,0.206,3793,370,649,3144,242,2178,-223
IPG,1993,1993-12-31,1428,1626,184,-171,292,322,9,2003,1836,,,,491,,2870,226,28,,77,-141,231,131,0,1993-12-31,217,570,225,147,30,0.3244,2870,373,564,2306,226,1626,-209
IPG,1992,1992-12-31,1331,1572,204,-162,256,291,9,1915,1690,,,,398,,2623,200,24,,61,-118,205,106,0,1992-12-31,180,481,225,94,35,0.5022,2623,295,511,2112,200,1572,-169
IPG,1991,1991-12-31,1456,1706,173,-146,240,276,4,2032,1854,,,,451,,2784,170,30,,67,-26,157,85,0,1991-12-31,187,438,226,157,37,0.6018,2784,328,587,2198,170,1706,-117
IPG,1990,1990-12-31,1421,1656,182,-127,179,216,4,1915,1769,,,,380,,2584,144,34,,51,-5,147,77,0,1990-12-31,179,371,220,115,37,0.5909,2584,260,510,2074,144,1656,-99
IPG,1989,1989-12-31,981,1225,134,-94,89,123,4,1373,1210,,,,123,,1741,37,68,,41,-28,113,45,0,1989-12-31,132,316,207,54,34,1.1836,1741,91,368,1373,37,1225,-67
IPG,1988,1988-12-31,889,1093,131,-83,140,180,2,1297,1117,,,,102,,1600,43,45,,50,-27,93,44,0,1988-12-31,112,267,210,47,40,1.1,1600,89,333,1267,43,1093,-30
IPG,1987,1987-12-31,738,931,121,-69,143,181,2,1130,946,,,,63,,1347,21,28,,57,-15,87,43,0,1987-12-31,83,221,199,31,38,1.0905,1347,52,280,1067,21,931,-28
IPG,1986,1986-12-31,555,725,94,-56,122,147,2,887,740,,,,60,,1079,21,18,,51,-18,68,42,0,1986-12-31,72,186,200,41,25,0.915,1079,62,243,836,21,725,-6
IPG,1985,1985-12-31,397,537,72,-46,58,113,1,660,527,,,,40,,802,9,13,,35,-15,55,28,0,1985-12-31,61,159,196,22,55,0.8571,802,31,208,594,9,537,0
IPG,1984,1984-12-31,351,474,69,-39,95,101,1,585,478,,,,42,,714,12,5,,27,-19,45,28,0,1984-12-31,53,134,195,31,6,0.6923,714,42,176,537,12,474,0
IPG,1983,1983-12-31,373,454,56,-37,94,101,1,565,463,,,,39,,683,15,5,,22,-14,45,22,0,1983-12-31,51,112,193,12,7,0.6114,683,27,157,525,15,454,0
INTU,2020,2020-07-31,305,149,531,-1294,6442,7050,3,7980,3529,1338,2,1654,28,,10931,2031,19,455,1355,-38,263,290,12,2020-07-31,960,10885,261.74,0,608,13.08168,10931,3369,5106,5825,2031,161,-11929
INTU,2019,2019-07-31,274,87,385,-1381,2116,2740,3,3594,1966,50,37,1655,54,,6283,386,13,436,1257,-37,145,187,65,2019-07-31,780,9621,260.18,0,624,7.84073,6283,436,3749,2534,386,152,-11611
INTU,2018,2018-07-31,178,98,369,,1464,1716,5338,2422,1743,50,68,1611,61,,5134,388,13,367,1146,-36,119,215,39,2018-07-31,812,8564,258.616,0,252,4.42355,5134,438,2816,2318,388,137,-11050
INTU,2017,2017-07-31,157,103,300,-1389,529,777,3,1415,1944,50,7,1295,22,,4068,438,31,372,1437,-22,325,275,63,2017-07-31,1030,7297,255.668,0,248,0.14472,4068,488,1354,2714,438,166,-10778
INTU,2016,2016-07-31,184,108,300,-1209,638,1080,3,1614,2251,512,7,1282,44,,4250,488,28,304,1255,-32,343,251,20,2016-07-31,1031,6687,257.853,0,442,-0.6399,4250,1000,1161,3089,488,128,-9939
INTU,2015,2015-07-31,190,91,293,-1061,808,1697,3,2560,1744,,50,1266,87,,4968,500,27,594,1261,-30,342,346,84,2015-07-31,682,6027,277.706,0,889,3.52531,4968,500,2332,2636,500,175,-7675
INTU,2014,2014-07-31,145,115,272,-982,849,1914,3,2621,1421,,,1323,133,,5201,499,31,442,1004,-2,203,504,35,2014-07-31,589,5949,285,0,1065,5.6912,5201,499,3078,2123,499,150,-6430
INTU,2013,2013-07-31,137,130,228,-945,1009,1661,3,2396,1280,,,1246,149,,5486,499,83,445,915,2,176,1057,62,2013-07-31,555,5262,299.5,0,652,7.1319,5486,499,3531,1955,499,192,-4952
INTU,2012,2012-07-31,139,142,224,-852,393,744,3,1523,1265,,,1286,207,,4684,499,75,519,902,6,176,1050,53,2012-07-31,543,4612,295.3,0,351,4.2364,4684,499,2744,1940,499,195,-4911
INTU,2011,2011-07-31,129,171,236,-963,722,1421,3,2254,1805,500,,1886,180,,5110,499,63,508,940,13,190,166,72,2011-07-31,561,4031,300.6,0,699,1.8297,5110,999,2616,2494,499,243,-4316
INTU,2010,2010-07-31,143,135,227,-882,214,1622,3,2295,1221,0,,1914,256,,5198,998,91,454,851,11,158,132,27,2010-07-31,510,3397,313.9,0,1408,2.0739,5198,998,2821,2377,998,162,-3315
INTU,2009,2009-07-31,103,135,192,-807,679,1347,3,1968,1084,,,1754,291,,4826,998,97,376,789,7,187,189,67,2009-07-31,527,2849,322.8,0,668,1.5861,4826,998,2557,2269,998,202,-2846
INTU,2008,2008-07-31,115.2,127.2,250.4,-684.6,413.3,827.8,3.2,1773.6,1467.2,,,1698.1,273.1,,4666.6,998,288.3,712.5,1101.6,7.7,121.5,126,60.60000000000001,2008-07-31,507.5,2444,322.6,0,414.5,0.3156,4666.6,998,2073,2593.6,998,187.8,-2786.5
INTU,2007,2007-07-31,119.8,131.7,192.3,-610.3,255.2,1303.7,3.4,1951.9,1160.1,,,1517,292.9,,4252,997.8,0,407.5,848,6.1,57.8,182.9,54.20000000000002,2007-07-31,298.4,1984.9,339.2,0,1048.5,0.6636,4252,997.8,2035,2217,997.8,185.9,-2207.1
INTU,2006,2006-07-31,68.5,88.1,168,-521.6,179.6,1197.2,3.4,1817,1016,,,463.2,44.6,,2770,0,,416.6,779.4,1.1,15.4,242.7,64.20000000000002,2006-07-31,193.6,1588.1,344.2,0,1017.6,3.5744,2770,0,1738.1,1031.9,0,152.3,-1944
INTU,2005,2005-07-31,65.8,86.1,144.8,-431.3,83.8,994.3,1.8,1614.3,1003.4,,,509.5,69.7,,2716.5,,,434.7,792.8,-16.1,17.5,305.1,38.7,2005-07-31,208.5,1291.5,358.5,0,910.4,3.1138,2716.5,0,1695.5,1021,0,124.8,-1557.8
INTU,2004,2004-07-31,68.3,81.6,132,-334.7,26,1018,1.9,1528.8,891.9,,,508.9,93.9,,2730.7,,,366.4,691.6,-22.8,16.4,351.2,0,2004-07-31,232.2,984.4,380.2,0,992,3.208,2730.7,0,1822.4,908.3,0,81.6,-1088.4
INTU,2003,2003-07-31,56.8,88.2,424.7,-275.3,170,1207.7,2,1668.9,796.2,,,591.1,125.4,,2790.3,,,340.8,314.7,-26.6,29.3,196.9,0,2003-07-31,188.3,742.2,398.9,0,1037.6,3.1294,2790.3,0,1964.8,825.4,0,88.2,-672.3
INTU,2002,2002-07-31,71.1,52,387.8,-203.2,408.9,1241.1,2.1,1954.7,679.8,,,428.9,125.5,,2928,,,609.8,220.9,-16.3,32.6,218.5,2.200000000000003,2002-07-31,179.1,511.3,422.3,0,832.1,3.9337,2928,0,2215.6,712.4,0,54.2,-126.1
INTU,2001,2001-07-31,63,26.8,269.4,-146.8,94.3,1298.9,2.1,2048.8,688.8,38.7,,326.8,88.3,,2862.3,12.2,24.1,691.4,317.7,6.5,,186.8,0,2001-07-31,174.7,437.9,421.1,0,1204.6,4.1468,2862.3,50.8,2161.3,700.9,12.2,26.8,-8.5
INTU,2000,2000-07-31,79.1,67.4,226.3,-142.5,412.7,1693.1,2,2074.9,752.9,34.3,0,358.9,80,,2825,0.5,31.2,283.9,413.2,29.1,,105.9,0,2000-07-31,167.7,520.7,408.6,0,1276.1,3.9951,2825,34.8,2071.3,753.7,0.5,67.4,-0.1
INTU,1999,1999-07-31,66.4,63.7,373,-101.9,497.7,1290.7,2,1721.5,879.2,0,0,383.1,98,,2477.5,36.6,81.7,295.7,409.9,79.1,,72.5,0,1999-07-31,119.2,215.2,392.7,29.9,736.4,2.7507,2477.5,66.5,1561.4,916.1,36.6,63.7,
INTU,1998,1998-07-31,44,59.4,23.7,-66.1,115.8,882.1,0.6,980.1,374.7,,0,285.8,85.8,3.7,1498.6,35.6,45.5,0,306.9,182.6,,31.9,0,1998-07-31,69.4,-175.4,355.9,0,744,2.014,1498.6,35.6,1088.4,410.2,35.6,59.4,
INTU,1997,1997-07-31,35.7,42.2,122,-70.6,26.6,395.9,0.5,454.8,211.6,0,0.6,26.9,19.8,3.3,663.7,36.4,,0,53.9,19.4,,78.7,0,1997-07-31,83.4,-163.2,281.7,0,349.1,1.3074,663.7,36.4,415.1,248.6,36.4,42.2,
INTU,1996,1996-07-31,34,49.5,57.7,-50.1,44.6,198,0.5,280.4,110.7,0,2.5,15.2,16.4,4.4,418,5.6,,19.2,19,-0.5,,10.4,0,1996-07-31,95.6,-231.5,274.8,0,153.4,0.9738,418,5.6,299.2,118.8,5.6,49.5,
INTU,1995,1995-07-31,21.5,39,66.9,-29.5,76.3,197.8,0.4,271.5,107.2,0,2.2,46.1,28.3,6.6,398.6,8.8,,23.8,18.9,0.1,,2.8,0,1995-07-31,49.9,-210.8,267.1,0,121.5,0.7712,398.6,8.8,280.4,118.2,8.8,39,
INTU,1994,1994-07-31,12.9,10.1,32.7,-12.5,19.7,83.9,0.2,119.9,50.8,0,7.9,65.3,33.3,2.3,244.6,0,,16.6,5.3,-0.1,,1.8,0,1994-07-31,24.2,-164.3,230.8,0,64.2,0.3774,244.6,0,185.8,58.8,0,10.1,
INTU,1993,1993-09-30,12,24.9,16.2,-5.5,7.9,39.5,0.1,75.5,34,0,0,0,0,2.9,83.3,0,,7.3,5.9,-0.1,,0.3,0,1993-09-30,7.4,12,134.5,0,31.7,0.3658,83.3,0,49.2,34,0,24.9,
INTU,1992,1992-09-30,7.5,8.1,3.4,-3.2,2.7,9,0.7,22.5,12.1,0.2,0,0,0.4,2.6,29.6,0,,2.1,1,-0.1,,1.1,0,1992-09-30,5.6,3.6,77.6,0,6.3,0.0477,29.6,0.4,17.3,12.3,0.2,8.1,
INTU,1991,1991-09-30,4,5.7,1.2,-1.8,3.5,7.2,0.4,15.1,6.9,0.1,0,0,0.2,0.7,19.1,0,,1.3,1.6,0,,0.1,0,1991-09-30,3.7,-1.7,123.4,0,3.6,-0.0122,19.1,0.4,11.9,7.2,0.3,5.7,
ISRG,2019,2019-12-31,123.5,645.2,529.8,-563.1,754.5,3221.7,0.1,4662.6,1030.2,,,307.2,112.1,595.5,9733.2,,2623.5,3.5,376.9,-8,418.3,680.5,0,2019-12-31,1347.3,2494.5,116,0,2054.1,67.625,9733.2,0,8263.8,1469.4,0,645.2,
ISRG,2018,2018-12-31,100.7,682.3,386.5,-436.2,588.5,3063.1,0.1,4333.2,820.6,,,240.6,66.7,409,7846.7,,1771.3,,333.4,-3.5,338.6,622.9,0,2018-12-31,812,1521.7,114.5,0,2205.2,55.64629,7846.7,0,6678.8,1167.9,0,682.3,
ISRG,2017,2017-12-31,82.5,507.9,336.5,,450.5,1960.6,0.1,2808.9,662.8,,,201.1,195.8,241.2,5776.8,,1885.9,,243.8,-4.2,333.6,72,0,2017-12-31,613.1,115,112.3,0,1312.4,39.01959,5776.8,0,4778.8,998,0,507.9,
ISRG,2016,2016-12-31,68.5,430.2,247,-321.9,1036.6,2554.6,0,3250.4,596.5,,,201.1,31.5,182.3,6486.9,,2283.3,,281,-0.3,112.6,262.2,0,2016-12-31,458.4,1574.9,116.4,0,1518,47.6392,6486.9,0,5777.8,709.1,0,430.2,
ISRG,2015,2015-12-31,52.6,394.3,202.3,-267.1,714.6,1559.8,0,2195.5,491.9,,,201.1,49.7,167.9,4907.3,,1788,,237,-5.3,95.9,240.9,0,2015-12-31,432.1,899.2,112.2,0,845.2,36.2629,4907.3,0,4319.5,587.8,0,394.3,
