symbol,year,period,capex,cashDividendsPaid,cashInterestPaid,cashTaxesPaid,changeinCash,changesinWorkingCapital,deferredTaxesInvestmentTaxCredit,depreciationAmortization,foreignExchangeEffects,issuanceReductionCapitalStock,issuanceReductionDebtNet,netCashFinancingActivities,netIncomeStartingLine,netInvestingCashFlow,netOperatingCashFlow,otherFundsFinancingItems,otherFundsNonCashItems,otherInvestingCashFlowItemsTotal
ANET,2019,2019-12-31,-15.751,,0,32.832,461.351,40.798,-75.741,32.849,0.353,-208.764,0,-217.964,859.867,-284.072,963.034,-9.2,105.261,-268.321
ANET,2018,2018-12-31,-23.83,,2.692,17.573,-210.533,103.587,-57.896,27.671,-1.39,53.658,-1.929,42.851,328.115,-755.113,503.119,-8.878,101.642,-731.283
ANET,2017,2017-12-31,-15.279,,2.814,44.216,292.529,102.481,8.426,20.64,0.753,57.111,-1.617,51.469,423.201,-391.32,631.627,-4.025,76.879,-376.041
ANET,2016,2016-12-31,-21.419,,2.916,39.638,-119.199,-68.448,-21.72,19.749,-0.464,35.181,-1.336,32.745,184.189,-325.775,174.295,-1.1,60.525,-304.356
ANET,2015,2015-12-31,-19.989,,2.999,6.591,447.295,80.646,-24.409,13.671,-0.513,27.201,-1.086,25.854,121.102,184.17,237.784,-0.261,46.774,204.159
ANET,2014,2014-12-31,-13.1,,6.4,44.8,126.4,29.5,-6.8,10,-0.1,8,-20.8,244,86.9,-249.4,131.9,256.8,12.3,-236.2
ANET,2013,2013-12-31,-20.3,,0,16.8,25,-14.6,-8.8,5,0,9,0,9.9,42.5,-19.5,34.6,0.9,10.6,0.8
ANET,2012,2012-12-31,-3.3,,0,15.1,17.9,2,-3.7,1.8,0,3.9,0,4,20.3,-12.4,26.3,0.1,6,-9
ANET,2011,2011-12-31,-2.8,,25.5,0.5,56.1,-22.6,-4.2,1.3,0,2.1,44.4,46.5,34,-2.8,12.4,0,4,0
AJG,2019,2019-12-31,-138.8,-321.1,169.2,22.2,387.1,85.1,-150.7,474.4,6.1,101.2,999.2,638.4,715.8,-1376.6,1119.2,-140.9,-5.4,-1237.8
