symbol,year,period,costOfGoodsSold,dilutedAverageSharesOutstanding,dilutedEPS,ebit,grossIncome,interestIncomeExpense,netIncome,netIncomeAfterTaxes,period,pretaxIncome,provisionforIncomeTaxes,researchDevelopment,revenue,sgaExpense,totalOperatingExpense,totalOtherIncomeExpenseNet
INTU,2016,2016-07-31,752,265,3.04151,1242,3942,-32,979,806,2016-07-31,1203,397,881,4694,1807,2700,-7
INTU,2015,2015-07-31,725,286,1.74422,738,3467,-19,365,413,2015-07-31,712,299,798,4192,1771,2729,-7
INTU,2014,2014-07-31,621,291,2.93,1300,3622,-4,907,853,2014-07-31,1300,447,714,4243,1601,2322,4
INTU,2013,2013-07-31,540,303,2.66,1208,3406,-27,858,807,2013-07-31,1185,378,647,3946,1534,2198,4
INTU,2012,2012-07-31,585,305,2.5,1168,3223,-31,792,764,2012-07-31,1138,374,618,3808,1414,2055,1
INTU,2011,2011-07-31,490,317,2.17,1082,2959,-50,634,688,2011-07-31,1042,354,566,3449,1300,1877,10
INTU,2010,2010-07-31,634,325,1.74,904,2769,-52,574,564,2010-07-31,856,292,564,3403,1259,1865,4
INTU,2009,2009-07-31,637,330,1.35,683,2472,-30,447,447,2009-07-31,653,206,556,3109,1191,1789,
INTU,2008,2008-07-31,590,339,1.22,696,2403,-6,477,447,2008-07-31,690,243,593,2993,1131,1707,
INTU,2007,2007-07-31,509.4,355.8,1.23,669.2,2163.5,27.2,440,444.8,2007-07-31,696.4,251.6,472.5,2672.9,1033.5,1494.3000000000002,
INTU,2006,2006-07-31,407.3,360.5,1.07,565.6,1885.7,50.7,417,381.7,2006-07-31,616.2,234.6,385.8,2293,924.8,1320.1000000000001,
INTU,2005,2005-07-31,359.7,376.8,1.03,528.7,1633.4,31.8,381.6,377.6,2005-07-31,560.5,182.9,292.6,1993.1,799.4,1104.7,
INTU,2004,2004-07-31,363.2,400.2,0.85,419.5,1371.4,32.1,317,323.3,2004-07-31,451.6,128.3,276,1734.6,720,1019.5,
INTU,2003,2003-07-31,348.4,421.9,0.67,338.6,1181.3,49.3,343,260.2,2003-07-31,388,127.8,250.7,1529.7,625.6,910.1,
INTU,2002,2002-07-31,461.4,435.8,0.79,50.5,782.3,11.7,140.2,53.6,2002-07-31,70.5,16.9,198.5,1243.7,372.8,800.3000000000001,
INTU,2001,2001-07-31,422,415.9,0.45,-81.4,600.2,-40.5,-82.8,-124.7,2001-07-31,-137.1,-12.5,196.1,1022.2,311.3,755.4000000000001,
INTU,2000,2000-07-31,409.1,422.5,0.34,9.1,536.8,529.6,305.7,322.2,2000-07-31,538.7,216.6,165.9,945.9,295.5,619.1,
INTU,1999,1999-07-31,352.6,399.6,1.11,34.6,542.2,597.5,386.6,386.5,1999-07-31,632,245.6,143.4,894.8,307.1,553.3,
INTU,1998,1998-07-31,257.6,327.8,0.23,-15.7,431.7,12.4,6.2,6.2,1998-07-31,1.1,-5.1,108.6,689.3,255.8,447.29999999999995,
INTU,1997,1997-07-31,257,278.5,0.12,0,341.9,9.8,68.3,-2.9,1997-07-31,9.8,12.7,93,598.9,199.5,342,
INTU,1996,1996-07-31,136.5,270.9,0.07,-5.8,402.1,7.6,-20.7,-14.4,1996-07-31,1.9,16.2,75.6,538.6,282.3,407.9,
INTU,1995,1995-07-31,110.3,248.5,0.14,-65,308.8,45,-44.3,-44.3,1995-07-31,-20,24.3,57.3,419.2,210.9,373.9,
INTU,1994,1994-07-31,73.7,206.7,-0.03,-182.7,136.7,1.2,-184,-184,1994-07-31,-181.5,2.5,26.1,210.4,100.9,319.3,
INTU,1993,1993-09-30,61.8,136.2,0.06,13.2,59.6,0.5,8.4,8.4,1993-09-30,13.8,5.3,12.5,121.4,33.9,46.3,
INTU,1992,1992-09-30,29.1,126.1,0.04,7.9,54.7,0.3,5.3,5.3,1992-09-30,8.1,2.9,8,83.8,38.8,46.800000000000004,
INTU,1991,1991-09-30,15.5,123.4,0.03,6.4,29,0.3,4.3,4.3,1991-09-30,6.7,2.4,5.5,44.5,17.1,22.700000000000003,
INTU,1990,1990-09-30,12,120.2,0.03,5.5,21.1,0.1,3.6,3.6,1990-09-30,5.6,2.1,2.7,33.1,12.9,15.600000000000001,
INTU,1989,1989-09-30,6.9,116.1,0.02,4.3,11.8,0.1,2.7,2.7,1989-09-30,4.4,1.7,0.7,18.7,6.8,7.5,
INTU,1988,1988-09-30,2.2,113.2,0.01,1.4,3.9,0,0.9,0.9,1988-09-30,1.5,0.6,0.5,6.1,2,2.5,
ISRG,2019,2019-12-31,1368.3,119.5,11.54842,1374.5,3110.2,127.7,1379.3,1381.8,2019-12-31,1502.2,120.4,557.3,4478.5,1177.6,1735.7,
ISRG,2018,2018-12-31,1120.1,118.8,9.83299,1199.4,2604.1,80.1,1127.9,1125.5,2018-12-31,1279.5,154,418.1,3724.2,941.4,1404.7000000000003,
ISRG,2017,2017-12-31,936.2,116.3,8.63595,1062.9,2202,41.9,670.9,988.7,2017-12-31,1104.8,116.1,328.6,3138.2,793,1139.1000000000001,
ISRG,2016,2016-12-31,813.6,117.9,6.33899,949.7,1892.9,35.6,738.3,738.3,2016-12-31,985.3,247,239.6,2706.5,691.5,943.1999999999999,
ISRG,2015,2015-12-31,806.5,113.70114,5.26861,740,1577.9,18.5,588.8,588.8,2015-12-31,758.5,169.7,197.4,2384.4,627.3,837.9000000000001,
ISRG,2014,2014-12-31,717.9,113.1,4.26,544.8,1413.8,4.2,418.8,418.8,2014-12-31,549,130.2,178,2131.7,608.6,869.0000000000001,
ISRG,2013,2013-12-31,670.9,120.3,5.58,852.5,1594.2,18.4,671,671,2013-12-31,870.9,199.9,167.7,2265.1,574,741.6999999999999,
ISRG,2012,2012-12-31,608.5,123.3,5.33,878.1,1570.3,15.8,656.6,656.6,2012-12-31,893.9,237.3,170,2178.8,522.2,692.2,
ISRG,2011,2011-12-31,483.5,120.6,4.11,694.8,1273.8,14.9,495.1,495.1,2011-12-31,709.7,214.6,140.2,1757.3,438.8,579,
ISRG,2010,2010-12-31,383,120.9,3.16,555.2,1030,17.1,381.8,381.8,2010-12-31,572.3,190.5,116,1413,358.8,474.79999999999995,
ISRG,2009,2009-12-31,301.1,117.6,1.98,377.4,751.1,18.7,232.6,232.6,2009-12-31,396.1,163.5,95.1,1052.2,278.5,373.6,
ISRG,2008,2008-12-31,254.1,119.8,1.71,310.8,620.8,24.4,204.3,204.3,2008-12-31,335.2,130.9,79.4,874.9,230.6,310,
ISRG,2007,2007-12-31,186.5,117.1,1.26,206.7,414.3,30.5,144.5,144.5,2007-12-31,237.2,92.7,48.9,600.8,158.7,207.60000000000002,
ISRG,2006,2006-12-31,124.8,114.3,0.63,107.4,247.8,12.8,72,72,2006-12-31,120.1,48.1,29.8,372.7,110.7,140.5,
ISRG,2005,2005-12-31,73.8,112.5,0.84,68.8,153.6,5.6,94.1,94.1,2005-12-31,73.8,-20.3,17.4,227.3,67.4,84.8,-0.5
ISRG,2004,2004-12-31,50.8,104.9,0.22,21.2,88,2.8,23.5,23.5,2004-12-31,24.2,0.7,17.8,138.8,49,66.8,0.2
ISRG,2003,2003-12-31,47.6,70.9,-0.14,-11.9,44,1.9,-9.6,-9.6,2003-12-31,-9.6,0,16.2,91.7,39.7,55.99999999999999,0.4
ISRG,2002,2002-12-31,38.1,54.7,-0.34,-20.2,33.9,1.8,-18.4,-18.4,2002-12-31,-18.4,0,16.8,72,37.3,54.1,0
ISRG,2001,2001-12-31,30.2,53.7,-0.31,-20.4,21.5,3.6,-16.7,-16.7,2001-12-31,-16.7,0,13.9,51.7,28,41.89999999999999,0
ISRG,2000,2000-12-31,18,35.7,-0.52,-22.3,8.6,3.9,-18.5,-18.5,2000-12-31,-18.5,0,11.7,26.6,19.1,30.9,-0.1
ISRG,1999,1999-12-31,9.3,7.3,-2.54,-19.5,0.9,1.1,-18.4,-18.4,1999-12-31,-18.4,0,11.1,10.2,9.3,20.4,0
ISRG,1998,1998-12-31,0,5.4,-5.42,-30.8,0,1.3,-29.4,-29.4,1998-12-31,-29.4,0,23.2,0,7.6,30.8,0
ISRG,1997,1997-12-31,0,3.1,-5.59,-24.7,0,1.1,-23.6,-23.6,1997-12-31,-23.6,0,14.3,0,4.4,24.7,
IVZ,2019,2019-12-31,1893,440.5,2.44057,808.2,4224.4,61.3,688.3,737.8,2019-12-31,972.9,235.1,,6117.4,2743.2,3416.2,103.4
IVZ,2018,2018-12-31,1608.2,412.5,2.43322,1204.9,3705.9,-56.3,882.8,896.2,2018-12-31,1138.1,241.9,,5314.1,2364.1,2501,-10.5
IVZ,2017,2017-12-31,1486.5,409.9,2.61036,1279.1,3673.8,-57.7,1127.3,1030.3,2017-12-31,1429.2,398.9,,5160.3,2292.9,2394.7,207.8
IVZ,2016,2016-12-31,1407.2,415,2.05831,1184.6,3335.4,-54.4,854.2,868.3,2016-12-31,1206.6,338.3,,4742.6,2150.8,2150.8,76.4
IVZ,2015,2015-12-31,1579.9,429.3,2.28062,1370.9,3571,-39.9,968.1,964.1,2015-12-31,1362.1,398,,5150.9,2184.6,2200.1,31.1
IVZ,2014,2014-12-31,1630.7,435.6,2.28,1292.3,3531.8,-14.4,988.1,1004.5,2014-12-31,1395.1,390.6,,5162.5,2239.5,2239.5,117.2
IVZ,2013,2013-12-31,1489.2,448.5,1.96,1158.7,3193.9,2.1,940.3,918.3,2013-12-31,1255.2,336.9,,4683.1,2032,2035.2,94.4
IVZ,2012,2012-12-31,1311.8,453.8,1.51,870.7,2865.2,-12,677.1,587.3,2012-12-31,859.5,272.2,,4177,1985.5,1994.5000000000002,0.8
IVZ,2011,2011-12-31,1282.5,464.7,1.55,942.1,2809.7,-15.3,729.7,622,2011-12-31,908.1,286.1,,4092.2,1882.2,1867.6,-18.7
IVZ,2010,2010-12-31,972.7,463.2,1.26,582.9,2515,14.6,465.7,636.8,2010-12-31,833.8,197,,3487.7,1775.1,1932.1000000000001,236.3
IVZ,2009,2009-12-31,693.4,423.6,0.79,476.1,1933.9,-11.7,322.5,209.3,2009-12-31,357.5,148.2,,2627.3,1438.8,1457.7999999999997,-106.9
IVZ,2008,2008-12-31,875.5,399.1,1.26,716.6,2432.1,-1.6,481.7,421,2008-12-31,657,236,,3307.6,1684.3,1715.5,-58
IVZ,2007,2007-12-31,1051.1,411.9,1.66,980.7,2827.8,47.2,673.6,886.5,2007-12-31,1243.8,357.3,,3878.9,1833.5,1847.1,214.3
IVZ,2006,2006-12-31,123.2,406.1,1.17,785.4,3118.2,-54.3,473.8,490.8,2006-12-31,754.6,263.8,,3241.4,1506,1506,27.9
IVZ,2005,2005-12-31,139,402.5,0.67,424.6,2740.3,-61.8,223.6,213.4,2005-12-31,360.1,146.7,,2879.2,1534,1609.7,
IVZ,2004,2004-12-31,1575,401.1,1.22,-199.4,547.1,-52.8,-96.8,-316.9,2004-12-31,-252.2,64.7,,2122.1,,746.5,
IVZ,2003,2003-12-31,1384,405.2,1.38,125.7,507.8,-66.2,227.3,-28.2,2003-12-31,59.5,87.7,,1891.8,,382.20000000000005,
IVZ,2002,2002-12-31,1468.4,409.8,1.31,222.5,550.7,-69,243,25.4,2002-12-31,153.5,128.1,,2019.2,,328.1999999999998,
IVZ,2001,2001-12-31,1579.1,415,0.87,469.3,753.7,-65.5,115.5,222.9,2001-12-31,403.9,180.9,,2332.8,,284.4000000000001,
IVZ,2000,2000-12-31,1651.2,360.4,1.01,727.2,812.5,-52.1,273.4,436.5,2000-12-31,675,238.6,,2463.7,,85.39999999999986,
IVZ,1999,1999-12-31,1163.6,333.5,0.61,510.9,570.3,-53.2,142.3,292.7,1999-12-31,457.7,164.9,,1733.9,,59.40000000000009,
IVZ,1998,1998-12-31,983.3,321.7,0.34,310.7,345.8,-43.1,73.3,155.9,1998-12-31,267.6,111.6,,1329.2,,35.200000000000045,
IVZ,1997,1997-12-31,564.6,283.7,0.4,304.9,304.9,-14.4,113.1,191.7,1997-12-31,290.5,98.8,,869.5,,0,
IVZ,1996,1996-12-31,268.4,163.4,0.31,100.3,100.3,2.7,48.4,70.2,1996-12-31,103,32.7,,368.6,,0,
IVZ,1995,1995-12-31,230.3,138.1,0.27,78,72.8,1.6,37.2,57.1,1995-12-31,79.6,22.4,,303.1,,-5.100000000000023,
IPGP,2019,2019-12-31,708.372,53.839,3.94414,233.793,606.209,14.238,180.234,180.261,2019-12-31,248.376,68.115,129.997,1314.581,185.342,372.41600000000005,0.345
IPGP,2018,2018-12-31,659.606,54.726,7.61578,523.405,800.268,9.057,404.027,416.923,2018-12-31,534.395,117.472,122.769,1459.874,160.244,276.86300000000006,1.933
IPGP,2017,2017-12-31,611.978,54.699,7.25829,551.112,796.911,0.737,347.614,396.995,2017-12-31,551.871,154.876,100.87,1408.889,130.469,245.7990000000001,0.022
IPGP,2016,2016-12-31,453.933,53.797,4.84696,364.313,552.24,1.304,260.752,260.716,2016-12-31,366.565,105.849,78.552,1006.173,104.879,187.92700000000002,0.948
IPGP,2015,2015-12-31,409.388,53.427,4.53243,342.043,491.877,-0.301,242.154,242.027,2015-12-31,341.617,99.59,63.334,901.265,89.06,149.834,-0.125
IPGP,2014,2014-12-31,353.314,52.824,3.79458,283.758,416.518,-0.077,200.445,200.445,2014-12-31,284.474,84.029,53.403,769.832,85.975,132.76,0.793
IPGP,2013,2013-12-31,308.1,52.4,2.97,218.1,339.9,0,155.8,155.8,2013-12-31,218.3,62.5,41.7,648,77.6,121.79999999999995,0.2
IPGP,2012,2012-12-31,257.8,51.5,2.82,208.9,304.7,0.3,145,147.7,2012-12-31,209.2,61.5,31.4,562.5,63.1,95.80000000000001,0
IPGP,2011,2011-12-31,217.2,48.7,2.41,175.5,257.3,-0.7,117.3,121,2011-12-31,174.6,53.6,25.4,474.5,59.2,81.80000000000001,-0.3
IPGP,2010,2010-12-31,152.8,47.6,1.2,80.4,146.5,-1.2,54,54.4,2010-12-31,79.3,24.9,19.2,299.3,47.7,66.1,0
IPGP,2009,2009-12-31,121.6,46.6,0.12,9.1,64.3,-1.3,5.4,5.3,2009-12-31,7.8,2.5,18.5,185.9,35.6,55.20000000000002,0
IPGP,2008,2008-12-31,121.8,46.2,0.79,57.2,107.3,-0.8,36.7,38.5,2008-12-31,56.6,18.1,15.8,229.1,37.1,50.10000000000001,0.1
IPGP,2007,2007-12-31,103.7,45.7,0.65,46.3,85,0.7,29.9,32.1,2007-12-31,47.6,15.5,9.5,188.7,30.3,38.7,0.6
IPGP,2006,2006-12-31,79.9,33,0.27,36,63.3,-1.5,29.2,31.1,2006-12-31,28.1,-3,6.5,143.2,20.7,27.299999999999997,-6.4
IPGP,2005,2005-12-31,62.5,42.9,0.12,14.3,33.9,-1.8,7.4,7.9,2005-12-31,11.9,4.1,5.8,96.4,13.8,19.599999999999994,-0.5
IPGP,2004,2004-12-31,42.3,42.9,-0.01,3.1,18.4,-2.2,2,2.1,2004-12-31,0.5,-1.6,4.8,60.7,10.5,15.300000000000004,-0.4
IPGP,2003,2003-12-31,38.6,42.9,-0.83,-27,-4.8,-1.5,-28.2,-28.3,2003-12-31,-30.5,-2.2,10.1,33.7,12.1,22.199999999999996,-2
IQV,2019,2019-12-31,7300,199.6,1.28945,753,3788,-438,191,236,2019-12-31,352,116,,11088,1734,3035,37
IQV,2018,2018-12-31,6746,208.2,1.31575,739,3666,-406,259,234,2018-12-31,328,94,,10412,1716,2927,-5
IQV,2017,2017-12-31,6301,222.6,1.75337,646,3401,-339,1277,320,2017-12-31,294,-26,,9702,1622,2755,-13
IQV,2016,2016-12-31,4748,152,1.40164,545,2067,-140,72,91,2016-12-31,416,325,,6815,1016,1522,11
IQV,2015,2015-12-31,4136.786,125.63,3.31229,638.832,1600.833,-97.475,387.205,380.006,2015-12-31,538.995,158.989,,5737.619,920.985,962.0010000000002,-2.362
IQV,2014,2014-12-31,3978,131,2.77,590,1482,-97,356,352,2014-12-31,502,150,,5460,882,892,9
IQV,2013,2013-12-31,3763,128,1.96,443,1337,-124,227,227,2013-12-31,323,96,,5100,861,894,4
IQV,2012,2012-12-31,3633,118,1.62,395,1233,-132,178,174,2012-12-31,267,93,,4866,818,837,5
IQV,2011,2011-12-31,3186,118,2.68,299,1142,-103,242,170,2011-12-31,185,15,,4328,762,843,-11
IQV,2010,2010-12-31,2805,118,1.51,395,1119,-156,161,164,2010-12-31,242,78,,3924,698,724,2
IQV,2009,2009-12-31,2784,118,1.88,416,1116,-106,210,212,2009-12-31,301,88,,3900,684,699,-10
IQV,2008,2008-12-31,2755,116,0.56,251,1007,-135,35,25,2008-12-31,148,123,,3762,689,756,15
IRM,2019,2019-12-31,1833.315,287.687,0.92355,781.338,2429.269,-444.15,267.377,268.211,2019-12-31,328.142,59.931,,4262.584,991.664,1647.931,-9.046
