symbol,year,period,accountsPayable,accountsReceivables,accruedLiability,accumulatedDepreciation,cashEquivalents,cashShortTermInvestments,commonStock,currentAssets,currentLiabilities,currentPortionLongTermDebt,deferredIncomeTax,goodwill,intangiblesAssets,inventory,liabilitiesShareholdersEquity,longTermDebt,longTermInvestments,otherCurrentAssets,otherCurrentliabilities,otherEquity,otherLiabilities,otherLongTermAssets,otherReceivables,period,propertyPlantEquipment,retainedEarnings,sharesOutstanding,shortTermDebt,shortTermInvestments,tangibleBookValueperShare,totalAssets,totalDebt,totalEquity,totalLiabilities,totalLongTermDebt,totalReceivables,treasuryStock
FOXA,2020,2020-06-30,485,1888,1029,-1813,4645,4645,6,7486,1906,,,3409,3198,856,21750,7946,618,97,392,-417,1482,5002,0,2020-06-30,2037,674,604.68703,0,,5.76662,21750,7946,10094,11656,7946,1888,
FOXA,2019,2019-06-30,514,1967,835,-1767,3234,3234,7,6478,1712,,0,2691,2851,1129,19509,6751,1626,148,363,-308,899,4550,0,2019-06-30,1313,357,620.59607,0,,7.09801,19509,6751,9947,9562,6751,1967,
FOXA,2018,2018-06-30,380,1833,530,-1658,2500,2500,9513,5580,1759,,1071,2747,2866,1180,13121,,275,67,849,81,422,484,0,2018-06-30,1169,,620.59528,0,,6.41481,13121,0,9594,3527,0,1833,
FOXA,2017,2017-06-30,478,1693,495,-1570,19,19,6152,2807,2042,,1554,2750,3121,1052,10348,,54,43,1069,-59,505,493,0,2017-06-30,1123,,620.59528,0,,0.35772,10348,0,6093,4255,0,1693,
BEN,2019,2019-09-30,,839,502.4,-1032.3,5957.6,5957.6,49.9,,,,120.1,,864.2,,14532.2,696.9,3859.7,,962.1,-431.6,524.6,,0,2019-09-30,683.7,10288.2,499.30327,50.8,,13.84329,14532.2,747.7,9906.5,4625.7,696.9,839,
BEN,2018,2018-09-30,,847.9,405.6,-965.8,6910.6,6910.6,51.9,,,,126.5,,538.6,,14383.5,695.9,3535.9,,1162.5,-377.1,482,,0,2018-09-30,535,10217.9,519.12257,32.6,,14.57421,14383.5,728.5,9899.2,4484.3,695.9,847.9,
BEN,2017,2017-09-30,,1001.9,396.6,-942.6,8749.7,8749.7,55.5,,,,170.6,,540.5,,17534,1097.6,4861,,113.3,-287,586.7,,0,2017-09-30,517.2,12849.3,554.86534,0,,18.72941,17534,1097.6,12620,4914,1097.6,1001.9,
BEN,2016,2016-09-30,,794.3,357.4,-870.8,8483.3,8483.3,57,,,,161.5,,550.1,,16098.8,2083.4,3930,,104.6,-354.2,569.3,,0,2016-09-30,523.2,12226.2,570.34516,0,,17.0502,16098.8,2083.4,11935.8,4163,2083.4,794.3,
BEN,2015,2015-09-30,,838,433.2,-854.7,8368.1,8368.1,60.4,,,,241.4,,595.8,,16335.7,2155.3,4109.1,,92.6,-333.5,625.7,100.7,0,2015-09-30,510.1,12094.8,603.51718,0,,15.88024,16335.7,2155.3,11841,4494.7,2155.3,838,
BEN,2014,2014-09-30,,950,465,-799,7596,7596,62,,,,259,,635,,16357,2149,4678,,,-149,722,98,0,2014-09-30,531,11640,623,0,,14.8604,16357,2149,11584,4773,2149,950,
BEN,2013,2013-09-30,,1039,445,-786,6323,6323,63,,,,273,,658,,15390,2295,4584,,,6,1308,112,0,2013-09-30,564,10004,631,0,,12.225,15390,2295,10073,5317,2295,1039,
BEN,2012,2012-09-30,,850,401,-720,6051,6051,21,,,,276,,601,,14752,2777,4615,,11,62,1257,95,0,2012-09-30,583,9118,637,0,,11.0816,14752,2777,9201,5550,2777,850,
BEN,2011,2011-09-30,,772,401,-685,4788,4788,22,,,55,274,,612,,13776,2084,4802,,129,40,1352,108,0,2011-09-30,590,8463,653,30,,9.7657,13776,2168,8525,5251,2084,772,
BEN,2010,2010-09-30,,684,331,-644,3985,3985,22,,,,238,,562,,10708,950,2849,,99,174,1103,169,0,2010-09-30,549,7531,672,30,,8.5119,10708,980,7727,2981,950,684,
BEN,2009,2009-09-30,,582,211,-576,2983,2983,23,,,,219,,568,,9468,57,2803,,28,103,1015,172,0,2009-09-30,535,7506,688,64,,8.1802,9468,121,7632,1836,57,582,
BEN,2008,2008-09-30,,690,307,-544,2315,2315,23,,,0,146,,580,,9177,256,2934,,66,6,946,205,0,2008-09-30,555,7045,698,13,,7.245,9177,269,7074,2102,256,690,
BEN,2007,2007-09-30,,865,323,-644,3304,3304,25,,,420,215,,602,,9943,403,2195,,120,258,817,340,0,2007-09-30,559,7049,736,0,,7.1658,9943,823,7332,2611,403,865,
BEN,2006,2006-09-30,,629,277,-606,3311,3311,25,,,0,212,,575,,9500,860,1910,,98,140,924,371,0,2006-09-30,506,6334,760,168,,6.1882,9500,1028,6685,2815,860,629,
BEN,2005,2005-09-30,,549,253,-587,3076,3076,25,,,,235,,657,,8894,1448,1674,,26,78,797,432,0,2005-09-30,489,5206,758,169,,4.7982,8894,1617,5684,3210,1448,549,
BEN,2004,2004-09-30,,406,284,-542,2814,2814,25,,,170,236,,672,,8228,1196,1488,,77,75,832,299,0,2004-09-30,471,4752,749,0,,4.0774,8228,1366,5107,3121,1196,406,
BEN,2003,2003-09-30,,338,225,-480,1017,1017,25,,,0,203,,684,,6971,1109,2250,,44,48,941,216,0,2003-09-30,357,4130,738,0,,3.103,6971,1109,4310,2661,1109,338,
BEN,2002,2002-09-30,,292,228,-394,829,829,26,,,8,175,,697,,6423,595,2014,,13,-60,1020,131,0,2002-09-30,394,3703,776,0,,2.8969,6423,603,4267,2156,595,292,
BEN,2001,2001-09-30,,,222,-332,497,497,26,,,8,,,790,,6266,566,1702,,12,-49,1352,104,,2001-09-30,450,3343,782,0,,2.5435,6266,574,3978,2288,566,63,
BEN,2000,2000-09-30,,,181,-256,734,734,24,,,69,,,542,,4042,294,679,,62,9,399,87,,2000-09-30,445,2932,731,0,,2.4569,4042,363,2965,1077,294,27,
BEN,1999,1999-09-30,,,163,-188,811,811,25,,,109,,,542,,3667,294,424,,58,-4,305,103,,1999-09-30,416,2566,753,0,,1.9309,3667,403,2657,1010,294,33,
BEN,1998,1998-09-30,,,156,-133,537,537,25,,,118,,,557,,3480,494,516,,67,-32,287,124,,1998-09-30,349,2195,755,0,,1.3603,3480,612,2281,1199,494,26,0
BEN,1997,1997-09-30,,,154,-97,435,435,13,,,,,,32,,3095,493,226,,32,4,443,120,,1997-09-30,217,1758,756,118,,0.8333,3095,612,1854,1241,493,20,-11
BEN,1996,1996-09-30,,,78,-71,484,484,8,,,,,,0,,2374,399,222,,28,11,468,24,,1996-09-30,162,1371,722,0,,1.0512,2374,400,1401,974,399,55,-90
BEN,1995,1995-09-30,,,53,-58,246,246,8,,,,,,,,2245,382,263,,8,18,553,18,,1995-09-30,119,1091,728,87,,0.6882,2245,470,1161,1084,382,38,-49
BEN,1994,1994-09-30,,,,-44,190,190,8,,,,,,,,1738,384,223,,7,0,206,9,,1994-09-30,94,856,734,84,,0.3433,1738,468,931,807,384,36,-25
BEN,1993,1993-09-30,39,119,,,294,294,8,,,,,,,,1582,455,368,,0,-2,224,10,0,1993-09-30,66,630,739,52,,0.0311,1582,507,720,861,455,119,0
BEN,1992,1992-09-30,0,36,,,302,302,8,,,,,,,,834,156,457,,0,0,184,0,0,1992-09-30,35,478,702,0,,0.6652,834,156,467,367,156,36,-19
BEN,1991,1991-09-30,0,119,,,4,4,4,,,,,,,,579,0,429,,174,0,0,0,0,1991-09-30,22,378,701,6,,0.5178,579,6,363,216,0,119,-19
BEN,1990,1990-09-30,0,83,,,2,2,4,,,,,,,,479,0,370,,154,0,0,0,0,1990-09-30,20,298,706,4,,0.4093,479,4,289,190,0,83,-13
BEN,1989,1989-09-30,0,85,,,1,1,3,,,,,,,,394,0,297,,143,0,0,0,0,1989-09-30,9,226,705,6,,0.3078,394,6,217,177,0,85,-13
BEN,1988,1988-09-30,,23,,,1,1,3,,,,,,,,177,,143,,,,7,,0,1988-09-30,9,159,705,3,,0.2128,177,3,150,27,0,23,-13
BEN,1987,1987-09-30,0,19,,,0,0,3,,,,,,,,138,0,106,,0,0,8,0,0,1987-09-30,10,104,718,4,,0.1462,138,4,105,33,0,19,-4
BEN,1986,1986-09-30,0,18,,,0,0,2,,,,,,,,88,0,59,,0,0,7,0,0,1986-09-30,9,51,715,7,,0.0741,88,7,53,35,0,18,0
BEN,1985,1985-09-30,,7,,,0,0,1,,,,,,,,32,,23,,,,1,,0,1985-09-30,1,22,714,0,,0.0308,32,0,22,10,0,7,
BEN,1984,1984-09-30,0,4,,,1,1,0,,,,,,,,16,0,9,,0,0,0,0,0,1984-09-30,1,9,707,0,,0.0141,16,0,10,6,0,4,0
BEN,1983,1983-09-30,,2,,,0,0,0,,,,,,,,9,,6,,,,0,,0,1983-09-30,,4,707,0,,0.0071,9,0,5,4,0,2,
FCX,2019,2019-12-31,1654,675,619,-71100.3,2020,2020,158,7915,3209,5,4210,,436,4073,40809,9821,303,721,728,-676,6121,2253,426,2019-12-31,29584,-12280,1451,0,,6.10751,40809,9826,9298,31511,9821,1101,-3734
FCX,2018,2018-12-31,1661,826,643,-43095,4217,4217,158,10720,3329,17,4032,,398,4759,42216,11124,316,425,863,-605,5839,2512,493,2018-12-31,28010,-12041,1449,0,,6.48723,42216,11141,9798,32418,11124,1319,-3727
FCX,2017,2017-12-31,1546,1171,652,-41802,4526,4526,158,10626,4914,1414,3663,,307,4149,37302,11815,262,437,1358,-484,5614,2668,343,2017-12-31,22994,-14722,1448,0,,5.29696,37302,13229,7977,29325,11815,1514,-3723
FCX,2016,2016-12-31,1540,1007,520,-40170,4245,4245,157,10435,4265,1232,3768,,305,3642,37317,14795,303,573,933,-544,5232,2852,968,2016-12-31,23293,-16540,1445,0,,3.97647,37317,16027,6051,31266,14795,1975,-3708
FCX,2015,2015-12-31,2251,632,703,-33688,177,177,137,7462,4307,649,3567,,316,4075,46577,19675,327,1094,760,-497,6220,7132,1484,2015-12-31,31079,-12387,1246,0,,6.02889,46577,20324,7828,38749,19675,2116,-3702
FCX,2014,2014-12-31,2439,948,782,-18624,464,464,117,9045,5172,478,6398,,334,5361,58674,18371,328,662,1482,-538,5508,3209,1610,2014-12-31,45494,128,1039,0,,17.27911,58674,18849,18287,40387,18371,2558,-3695
FCX,2013,2013-12-31,2144,1728,865,-11564,1985,1985,117,9972,4773,312,7410,1916,380,5018,63473,20394,178,407,1452,-400,4949,3363,834,2013-12-31,47401,2742,1038,0,,17.9557,63473,20706,20934,42539,20394,2562,-3681
FCX,2012,2012-12-31,1568,927,554,-8651,3705,3705,107,10297,3343,2,3490,,334,4576,35440,3525,632,387,1219,-502,3771,2409,702,2012-12-31,20999,2399,949,0,,18.1338,35440,3527,17543,17897,3525,1629,-3576
FCX,2011,2011-12-31,1353,892,418,-7526,4822,4822,107,10047,2940,4,3255,,325,3869,32070,3533,658,214,1165,-465,3789,1916,250,2011-12-31,18449,546,948,0,,16.1572,32070,3537,15642,16428,3533,1142,-3553
FCX,2010,2010-12-31,1272,2132,336,-6594,3738,3738,107,9851,3763,95,2873,,328,3434,29386,4660,136,254,2060,-323,3530,2086,293,2010-12-31,16785,-2590,945,0,,12.8847,29386,4755,12504,16882,4660,2425,-3441
FCX,2009,2009-12-31,890,1517,301,-5593,2656,2656,55,7433,3002,16,2503,0,347,2870,25996,6330,250,104,1795,-273,3404,1603,286,2009-12-31,16195,-5805,860,0,,6.857,25996,6346,9119,16877,6330,1803,-3413
FCX,2008,2008-12-31,1164,374,265,-4544,872,872,51,5233,3158,67,2339,0,364,2763,23353,7284,,,1662,-305,3471,1754,838,2008-12-31,16002,-8267,768,0,,2.2161,23353,7351,5773,17580,7284,1212,-3402
FCX,2007,2007-12-31,1195,1099,422,-4327,1626,1626,50,5903,3869,31,7300,6105,472,2885,40661,7180,,,2221,42,2839,2466,196,2007-12-31,25715,3601,766,0,,10.0287,40661,7211,18234,22427,7180,1295,-2841
FCX,2006,2006-12-31,,430,22,-3121,907,907,31,2151,972,19,800,0,,724,5390,661,34,,411,-20,298,52,56,2006-12-31,3099,1415,394,0,,3.4137,5390,680,2445,2945,661,486,-2749
FCX,2005,2005-12-31,,632,32,-3001,764,764,30,2022,1369,253,902,,,565,5550,1003,34,0,510,11,210,343,56,2005-12-31,3089,1086,374,0,,1.9866,5550,1256,1843,3707,1003,688,-2596
FCX,2004,2004-12-31,,367,47,-2769,551,551,28,1460,698,78,932,,,467,5087,1874,48,1,186,11,200,307,68,2004-12-31,3199,605,358,0,,0.1788,5087,1952,1164,3923,1874,435,-2434
FCX,2003,2003-12-31,,164,49,-2594,464,464,26,1100,632,152,885,,,397,4718,2076,58,35,118,9,162,298,32,2003-12-31,3262,647,367,0,,2.1144,4718,2228,776,3942,2076,196,-1374
FCX,2002,2002-12-31,,175,29,-2375,8,8,22,638,788,327,707,,,387,4192,2161,45,50,169,11,140,189,16,2002-12-31,3321,534,290,0,,-0.2862,4192,2488,267,3925,2161,191,-1338
FCX,2001,2001-12-31,,103,31,-2123,8,8,22,548,628,205,671,,,369,4212,2596,57,50,84,-1,119,197,16,2001-12-31,3410,407,232,0,,-1.0603,4212,2801,104,4107,2596,119,-1334
FCX,2000,2000-12-31,,128,,-1879,8,8,22,569,634,202,600,,,401,3951,2463,56,0,118,10,113,95,21,2000-12-31,3231,331,232,0,,-1.3448,3951,2665,38,3913,2463,149,-1332
FCX,1999,1999-12-31,,141,,-1606,7,7,22,564,515,115,553,,,368,4083,2521,66,,83,10,115,89,32,1999-12-31,3363,291,258,0,,-0.593,4083,2636,197,3886,2521,173,-1129
FCX,1998,1998-12-31,,181,,-1339,6,6,22,546,518,128,471,,,301,4193,2829,81,,101,10,124,91,48,1998-12-31,3474,191,262,0,,-0.9427,4193,2957,103,4089,2829,229,-1120
FCX,1997,1997-12-31,,90,,-1091,9,9,22,463,476,81,403,,,315,4152,2808,83,,133,10,126,84,40,1997-12-31,3522,108,243,0,,-0.2922,4152,2889,279,3873,2808,130,-861
FCX,1996,1996-12-31,,177,,-889,37,37,22,661,598,137,360,,,376,3866,1926,47,,103,10,201,69,60,1996-12-31,3089,77,217,0,,1.4977,3866,2063,675,3190,1926,237,-420
FCX,1995,1995-12-31,,140,,-721,27,27,21,653,527,87,305,,,355,3582,1580,,,88,10,186,83,116,1995-12-31,2846,79,235,0,,1.3106,3582,1667,882,2700,1580,256,-178
FCX,1994,1994-12-31,0,234,,-598,44,44,21,603,432,24,,,,314,3040,1026,0,0,6,570,588,76,0,1994-12-31,2360,42,280,0,,3.5536,3040,1050,995,2045,1026,234,
FCX,1993,1993-12-31,0,189,,-526,14,14,20,428,288,49,,,,212,2117,444,0,0,21,564,436,42,0,1993-12-31,1647,29,284,0,,3.338,2117,493,948,1169,444,189,
FCX,1992,1992-12-31,0,151,,-451,372,372,20,661,169,79,,,,132,1694,645,0,0,5,224,234,32,0,1992-12-31,993,49,284,0,,2.2746,1694,724,646,1048,645,151,
