symbol,year,period,capex,cashDividendsPaid,cashInterestPaid,cashTaxesPaid,changeinCash,changesinWorkingCapital,deferredTaxesInvestmentTaxCredit,depreciationAmortization,foreignExchangeEffects,issuanceReductionCapitalStock,issuanceReductionDebtNet,netCashFinancingActivities,netIncomeStartingLine,netInvestingCashFlow,netOperatingCashFlow,otherFundsFinancingItems,otherFundsNonCashItems,otherInvestingCashFlowItemsTotal
BEN,2010,2010-09-30,-57.4,-883.5,7.1,533.3,1019.3,-93.1,-12.1,267.4,-4.2,-634,851.5,-594.9,1451.5,-32.7,1651,71.1,37.2,24.7
BEN,2009,2009-09-30,-45.2,-192.8,9.4,395.6,576.9,-582.1,13.2,181.3,-13.8,-352.6,-79.8,-340.6,896.8,289.9,641.4,284.6,132.3,335.1
BEN,2008,2008-09-30,-70.2,-179,42.8,614,-1056.6,-419.2,9.8,215.2,-69.8,-1530,-512.5,-1300,1588.2,-1096.1,1409.2,921.6,15.3,-1025.9
BEN,2007,2007-09-30,-94.1,-142.7,39.5,586.6,-29,-315.8,122,198.6,52.8,-1222.5,-140.1,-1449.2,1772.9,-306.2,1673.6,56.1,-104.1,-212
BEN,2006,2006-09-30,-69.1,-117.7,51.4,450.1,461,-311.4,112,215.3,0,-887.6,-48.7,-853.4,1267.6,36.5,1277.9,200.6,-5.6,105.6
BEN,2005,2005-09-30,-82.3,-598.7,44.7,371.7,235,-99.1,-20.1,212.2,,-39.5,1.9,-596.7,1057.6,-257.6,1089.2,39.6,-61.4,-175.3
BEN,2004,2004-09-30,-25.9,-82,35.3,238.7,1863.5,-49.1,49.2,183.4,,61.3,77.4,-21.5,706.7,941.7,943.4,-78.2,53.2,967.6
BEN,2003,2003-09-30,-52.7,-75.4,19.3,142.8,73.1,-112.6,-20.9,177.4,,-530.9,500.4,-203.5,502.8,-271.4,548,-97.6,1.3,-218.8
BEN,2002,2002-09-30,-53.1,-71.8,16.7,125.1,384.4,55.1,0.6,183.1,,-101.8,27.9,-135.7,432.7,-216.7,736.8,10,65.3,-163.6
BEN,2001,2001-09-30,-107.3,-63.5,17.7,148.3,-177,-99.8,-29.7,223.8,,-170,215.5,49.4,484.7,-779.6,553.2,67.3,-25.8,-672.3
BEN,2000,2000-09-30,-108.4,-58,26.4,180.1,-73.2,-37,-2.1,199.6,,-248.9,-28.9,-339.1,562.1,-435.8,701.7,-3.4,-21,-327.4
BEN,1999,1999-09-30,-135.2,-54.3,30.4,163.4,263.2,-61.5,-9.4,200,,-62.9,-201.8,-348.6,426.7,27.3,584.5,-29.6,28.6,162.5
BEN,1998,1998-09-30,-162.2,-49.3,40.8,104.3,113.3,-26.3,35.4,191.4,,-39.7,-2.3,-101.9,500.5,-478.5,693.7,-10.6,-7.3,-316.3
BEN,1997,1997-09-30,-83,-40.4,42.2,172.9,-59.4,-118.1,4.2,123.9,,-108.9,287.6,105.5,434.1,-593.4,428.5,-32.8,-15.6,-510.5
BEN,1996,1996-09-30,-64.4,-34.7,36.6,122.5,240.5,2.2,19.5,40.5,,-53.4,-68.7,-193.7,314.7,74.6,359.6,-36.9,-17.3,139
BEN,1995,1995-09-30,-40.4,-31.7,28.1,125.5,51.3,-14,0.6,40.9,,-41.4,1.4,-93.2,268.9,-152,296.5,-21.5,,-111.6
BEN,1994,1994-09-30,-39.2,-25.4,31,98.7,-92.6,-4.8,-8.3,36.7,0,-26.3,-38.4,-94,251.3,-273.4,274.8,-3.9,0,-234.2
BEN,1993,1993-09-30,-20.1,-22.3,34.6,95,-5.7,-4.5,4,24.3,0,2,337.4,334.7,175.5,-539.8,199.4,17.6,0,-519.6
BEN,1992,1992-09-30,-16.4,-19.7,11.2,85.3,-1.1,-53.3,-4.4,4.3,0,0.4,149.7,133.3,124.1,-205.1,70.7,2.8,0,-188.7
BEN,1991,1991-09-30,-6.5,-17.4,11.8,56.2,-1,-36.9,3.7,4.7,0,-6.1,1.4,-1.6,98.2,-69.1,69.7,20.6,0,-62.6
BEN,1990,1990-09-30,-12.8,-14.7,12.4,57,0.3,7.7,-0.8,4.4,0,-1.4,-2,-7.3,89.4,-93,100.7,10.7,0,-80.2
BEN,1989,1989-09-30,-2.7,-11.2,11.6,50.1,-0.2,-8.4,1.2,3.9,0,-1.2,-1.9,-12,78.6,-63.4,75.3,2.2,0,-60.8
BEN,1988,1988-09-30,-1.7,-10.1,0.5,46.6,0.6,-5.4,-4.2,3,0,-9.5,-0.9,-20.5,66.3,-39.9,61,,1.2,-38.2
BEN,1987,1987-09-30,-3.8,-5,0.6,49.7,0,-4,3.2,2.5,0,-1.4,-3.2,-9.5,58.9,-54.6,64,,3.4,-50.7
BEN,1986,1986-09-30,-8.9,-2.1,0.1,26.8,0.3,-0.1,6.1,1.2,0,0.8,6.3,5,32.1,-46.5,41.8,0,2.6,-37.7
FCX,2019,2019-12-31,-2652,-291,591,610,-2177,389,29,1412,,0,-1318,-1556,-189,-2103,1482,53,-159,549
FCX,2018,2018-12-31,-1971,-218,500,2000,-255,-588,-404,1754,0,3500,-2085,900,2894,-5018,3863,-297,207,-3047
FCX,2017,2017-12-31,-1410,-2,565,702,290,573,76,1714,0,0,-2857,-3055,2095,-1321,4666,-196,208,89
FCX,2016,2016-12-31,-2813,-6,743,203,4079,87,239,2610,-45,1515,-3944,-3166,-4025,3553,3737,-731,4826,6366
FCX,2015,2015-12-31,-6353,-605,570,900,-240,693,-2039,3497,,1936,1595,2786,-12089,-6246,3220,-140,13158,107
FCX,2014,2014-12-31,-7215,-1305,637,1500,-1521,-615,-929,3863,0,0,-1596,-3351,-745,-3801,5631,-450,4057,3414
FCX,2013,2013-12-31,-5286,-2281,397,1300,-1720,-377,277,2797,,-228,6025,3049,3441,-10908,6139,-467,1,-5622
FCX,2012,2012-12-31,-3494,-1129,111,1800,-1117,-1417,269,1179,,,-157,-1428,3980,-3463,3774,-142,-237,31
FCX,2011,2011-12-31,-2534,-1423,284,3400,1084,-537,523,926,,0,-1265,-3001,5747,-2535,6620,-313,-39,-1
FCX,2010,2010-12-31,-1412,-980,421,2600,1082,-755,286,1128,,0,-1654,-3322,5544,-1869,6273,-688,70,-457
FCX,2009,2009-12-31,-1587,-229,504,1558,1784,-569,135,1137,,740,-1050,-1012,3534,-1601,4397,-473,160,-14
FCX,2008,2008-12-31,-2708,-948,741,2656,-754,-965,-4653,1782,,-500,124,-1806,-11067,-2318,3370,-482,18273,390
FCX,2007,2007-12-31,-1755,-596,504,2660,719,1058,-288,1264,,5619,5555,9355,2977,-14861,6225,-1223,1214,-13106
FCX,2006,2006-12-31,-250.5,-976.3,80.4,1288.4,143.9,-113.9,15.7,227.6,,-99.8,-291.2,-1499.1,1456.5,-223.5,1866.4,-131.8,280.5,27
FCX,2005,2005-12-31,-143,-513,139.8,670.2,212.1,178.8,-32.3,251.5,,-80.4,-493,-1206.1,995.1,-134.3,1552.5,-119.6,159.4,8.6
FCX,2004,2004-12-31,-141,-234.3,144,178.4,87.8,-130.7,76.3,206.4,,72,-17.5,-189.6,202.3,-64,341.4,-9.8,-12.9,77
FCX,2003,2003-12-31,-139.2,-75.4,163.5,268.8,455.8,-17.8,110.7,230.8,,-227.1,258.8,16.6,181.7,-132.8,572.1,60.3,66.8,6.4
FCX,2002,2002-12-31,-188,-37.3,173.7,128.3,0.2,-18.1,51.5,260.4,,-11.7,-321.6,-364.2,164.7,-148.3,512.7,6.4,54.3,39.7
FCX,2001,2001-12-31,-167,-36.6,160.1,139.4,-0.4,22.5,67.1,283.9,,-13.8,-131.2,-208.6,113,-300.8,509,-26.9,22.5,-133.8
FCX,2000,2000-12-31,-171,-37.7,211.4,137,1.3,41.2,49.2,283.6,,-211.8,-18,-333.5,77,-181.2,516,-65.9,65.1,-10.3
FCX,1999,1999-12-31,-157.4,-38,194.5,113.8,0.8,-11.3,60.1,293.2,,-19.9,-318.2,-407.9,136.5,-160,568.8,-31.8,90.3,-2.6
FCX,1998,1998-12-31,-289.4,-74.5,252,91.6,-3.1,-65.4,62.2,277.4,,-259.2,165,-194.8,153.8,-287.1,478.8,-26,50.8,2.3
FCX,1997,1997-12-31,-548.7,-218.9,155.7,259.4,-28.2,52.2,61.7,213.9,,-438.4,745.4,50.9,245.1,-592.6,513.6,-37.2,-59.3,-43.9
FCX,1996,1996-12-31,-453.4,-228.2,142.2,178.3,10.2,61.1,54.2,174,,-221,389.9,-101.6,226.2,-488.7,600.5,-42.3,85,-35.3
FCX,1995,1995-12-31,-577.2,-188.2,91.3,138.4,-17.4,-28.2,22.7,124.1,,-177.8,357.7,207.7,253.6,-618.1,393.1,215.9,20.9,-40.9
FCX,1994,1994-12-31,-743.5,-196.1,26.3,47.6,30.5,-8.3,77.5,75.1,0,253,270,437.7,130.2,-743.5,336.2,110.8,61.6,0
FCX,1993,1993-12-31,-463.5,-160.7,29.1,39.3,-358,-3.1,8.5,67.9,0,561.1,-453.5,-53.1,50.8,-463.5,158.5,0,34.5,0
FCX,1992,1992-12-31,-367.8,-131.4,22.6,50,291.1,-41.9,52.2,48.3,0,392,145.2,618.2,129.9,-579.7,252.6,212.5,64.2,-211.9
FCX,1991,1991-12-31,-240,-109.1,32.5,38.5,36.4,-84.2,17.1,38.4,0,0,311.6,202.4,96.2,-240,73.9,0,6.5,0
FCX,1990,1990-12-31,-187.5,-138.6,21,64.4,-15.9,-35.1,40,35.5,0,91.5,164,116.9,90.2,-279.1,146.3,0,15.7,-91.5
FCX,1989,1989-12-31,-138.8,-111.5,5.3,71.4,-4,-22.7,27.6,24.6,0,0,100,-11.5,98.9,-138.8,146.4,0,17.9,0
FCX,1988,1988-12-31,-66.4,-131.4,3.3,51.6,26.8,4.6,16.5,20.9,0,70.8,0,-60.6,94.2,-66.3,153.7,0,17.6,0.1
FCX,1987,1987-12-31,-28.7,-55.8,2.7,15.1,9,8.1,-5.4,23.3,0,0,16.6,-39.2,43.4,-28.7,76.9,0,7.5,0
FCX,1986,1986-12-31,-19.3,-15.7,1.9,3.3,12,7.8,-0.4,24.4,0,0,-4.8,-20.5,16.7,-19.3,51.8,0,3.2,0
GPS,2020,2020-02-01,-1045,-364,76,176,-39,310,-81,557,4,-175,0,-560,351,-894,1411,-21,274,151
GPS,2019,2019-02-02,-705,-373,76,143,-379,-303,65,578,-10,-352,0,-749,1003,-1001,1381,-24,38,-296
GPS,2018,2018-02-03,-731,-361,76,570,0,-162,61,559,19,-285,-67,-731,848,-668,1380,-18,74,63
GPS,2017,2017-01-28,-524,-367,82,488,413,321,-54,593,0,30,-421,-777,676,-529,1719,-19,183,-5
GPS,2016,2016-01-30,-726,-377,78,452,-145,44,101,592,-19,-922,379,-990,920,-730,1594,-70,-63,-4
GPS,2015,2015-01-31,-714,-383,77,714,5,249,75,564,-21,-1103,-21,-1507,1262,-596,2129,0,-21,118
GPS,2014,2014-02-01,-670,-321,77,805,50,-164,69,536,-27,-826,144,-1004,1280,-624,1705,-1,-16,46
GPS,2013,2013-02-02,-659,-240,83,582,-425,232,-37,559,-36,-822,-419,-1481,1135,-844,1936,0,47,-185
GPS,2012,2012-01-28,-548,-236,45,599,324,-94,-11,592,17,-2017,1662,-602,833,-454,1363,-11,43,94
GPS,2011,2011-01-29,-557,-252,1,677,-787,-247,93,648,25,-1878,3,-2127,1204,-429,1744,0,46,128
GPS,2010,2010-01-30,-334,-234,3,702,633,229,-50,655,13,-487,-50,-771,1102,-537,1928,,-8,-203
GPS,2009,2009-01-31,-431,-243,17,674,-9,-248,10,568,-18,-624,-138,-1005,967,-398,1412,,115,33
GPS,2008,2008-02-02,-682,-252,39,535,-306,645,-51,547,33,-1568,-326,-2146,833,-274,2081,,107,408
GPS,2007,2007-02-03,-572,-265,40,575,-5,-84,-41,530,-3,-837,0,-1102,778,-150,1250,,67,422
GPS,2006,2006-01-28,-600,-179,79,738,-210,-113,-46,625,-7,-1861,0,-2040,1113,286,1551,,-28,886
GPS,2005,2005-01-29,-442,-79,168,891,-16,-122,-80,620,0,-846,-871,-1796,1150,160,1620,,52,602
GPS,2004,2004-01-31,-272,-79,235,616,-766,297,103,664,28,111,-668,-1939,1030,-1026,2171,-1303,77,-754
GPS,2003,2003-02-01,-303.3,-78.4,209,156,2352.8,-187.5,6.1,780.9,27.3,153.3,1303.6,1378.5,477.5,-291.4,1238.4,,161.5,11.9
GPS,2002,2002-02-02,-940.1,-76.4,117,,627,485.2,-28.5,810.5,-11.5,138.3,209.3,271.3,-7.8,-950.6,1317.8,,58.4,-10.5
GPS,2001,2001-02-03,-1858.7,-75.5,104,427,-41.6,-268.7,-38.9,590.4,-13.3,-240.5,871.4,555.5,877.5,-1874.9,1291.2,,130.9,-16.3
GPS,2000,2000-01-29,-1238.7,-75.8,53.8,537.2,-114.9,-299.7,2.4,436.2,-4.2,-630.9,396.6,-310.1,1127.1,-1278.6,1477.9,,211.9,-39.8
GPS,1999,1999-01-30,-797.6,-76.9,47.4,410.9,-347.9,198.1,-34.8,326.4,2.6,-842.7,1.4,-918.3,824.5,-826.4,1394.2,,79.8,-28.8
GPS,1998,1998-01-31,-465.8,-79.5,8.4,320.7,427.5,31.1,-13.7,269.7,-1.6,-562.5,540.4,-101.6,533.9,-313.9,844.7,,23.7,152
GPS,1997,1997-02-01,-371.8,-83.9,2.8,250,-93.9,148.7,-28.9,214.9,2.2,-429.7,18.4,-495.1,452.9,-435.9,835,,47.3,-64.1
GPS,1996,1996-02-03,-302.3,-67,2.3,197.8,165.1,-71.4,-2.5,197.4,-0.5,-54.2,20.8,-100.4,354,-223.1,489.1,,11.4,79.1
GPS,1995,1995-01-28,-232.8,-64.8,7,232.9,-45.8,21,-24.4,168.2,-0.6,-45.4,-79.6,-189.8,320.2,-359.9,504.5,,19.4,-127.1
GPS,1994,1994-01-29,-212.3,-53,7.7,128.3,217,167,-22.4,141.8,-0.1,10.8,7.6,-34.6,258.4,-299.5,551.3,,6.5,-87.2
GPS,1993,1993-01-30,-205.5,-44.1,7.6,135.1,50.7,-35.4,-10.5,114,-0.4,8.7,-5,-40.4,210.7,-215.5,307,,28.2,-10
GPS,1992,1992-02-01,-236.5,-41.1,7.6,135.4,125.9,15,-7,82.1,-2.5,19,62.5,40.4,229.9,-245.7,333.7,,13.8,-9.2
GPS,1991,1991-02-02,-193.7,-29.6,4.5,74.8,27.9,51.2,-5.6,61.5,1.2,0.1,-2.5,-32,144.5,-198.2,256.9,,5.3,-4.5
GPS,1990,1990-02-03,-88.4,-22.9,4.5,73.7,-7.6,-25.7,-4.1,43.8,0.2,-17.4,-2,-42.3,97.6,-83.6,118.1,,6.5,4.8
GPS,1989,1989-01-28,-64.4,-18.2,4.5,38.5,14.3,41.7,4.7,31.4,0.1,-53.3,3.5,-68,74.2,-69.8,152.1,,0,-5.4
GPS,1988,1988-01-30,-67.7,-17.3,4.1,66.9,-34.9,-49.8,-1.5,24.900000000000002,0,8.7,3.5,-5.1,69.6,-74.7,45,,1.8,-7
GPS,1987,1987-01-31,-45.1,-10.6,1.5,48.7,42.7,19.6,-1.6,21.7,0,2.8,-12.3,-20.1,68.1,-51.4,114.2,,6.4,-6.3
GRMN,2019,2019-12-28,-120.408,-417.264,,160.286,-174.167,-352.785,-88.358,106.17500000000001,-5.942,1.236,,-416.028,952.486,-450.746,698.549,,81.031,-330.338
GRMN,2018,2018-12-29,-160.355,-296.148,,67.592,310.046,-6.963,38.978,96.194,-15.81,9.987,,-286.161,694.08,-307.503,919.52,,97.231,-147.148
GRMN,2017,2017-12-30,-151.928,-382.976,,106.146,44.763,-143.686,-90,86.25200000000001,26.716,-65.436,,-448.412,709.007,-194.383,660.842,,99.269,-42.455
GRMN,2016,2016-12-31,-96.675,-481.452,0,115.548,13.667,14.229,3.745,86.34,-8.656,-81.916,,-561.676,517.724,-121.683,705.682,1.692,83.644,-25.008
GRMN,2015,2015-12-26,-84.481,-378.117,0,252.885,-363.198,-344.721,5.897,78.36,-31.594,-119.926,,-500.092,456.227,-111.979,280.467,-2.049,84.704,-27.498
GRMN,2014,2014-12-27,-78.059,-360.075,0,175.465,17.119,-58.367,89.828,77.015,-37.302,-239.463,,-599.622,364.211,131.332,522.711,0,50.024,209.391
GRMN,2013,2013-12-28,-57.2,-351.7,0,73.4,-52,-67.4,7.9,78.8,-0.8,-59.7,,-406.8,612.4,-274.4,630.1,4.6,-1.7,-217.2
GRMN,2012,2012-12-29,-45.2,-253.4,0,127.5,-56,2.3,-32.1,90.4,5.4,4.1,,-249.8,542.4,-496.2,684.7,-0.5,81.7,-451
GRMN,2011,2011-12-31,-45.3,-310.8,0,85.2,26.2,178.7,-42.5,94.5,-0.5,0,,-307.4,520.9,-488.2,822.3,3.3,70.6,-442.9
GRMN,2010,2010-12-25,-36.1,-298.9,1.2,43.9,169.4,-14.6,-0.5,94.7,-17.6,-216.5,,-510.8,584.6,-72.9,770.6,4.5,106.5,-36.8
GRMN,2009,2009-12-26,-56.8,-149.8,0,66.3,395.2,210.8,-25.1,96.5,9.9,-12.8,0,-161.2,704,-547.9,1094.5,1.4,108.3,-491.1
GRMN,2008,2008-12-27,-126.6,-150.3,0.6,134.2,-11.4,-60.8,50.9,78.4,-9.1,-659.9,0,-808.1,732.8,-56.3,862.2,2.1,60.8,70.2
GRMN,2007,2007-12-29,-159.7,-162.5,0.2,55,370.4,-234.4,-57.8,64,0.1,9.2,-0.2,-136.1,855,-175.7,682.1,17.4,55.3,-16
GRMN,2006,2006-12-30,-96,-107.9,0,67,3,-193.7,-35.1,44.4,0.1,-34.4,0,-132.7,514.1,-226.4,361.9,9.7,32,-130.4
GRMN,2005,2005-12-31,-30.7,-54,0,59.8,84.4,-118.8,8.8,43.599999999999994,-0.4,-17,0,-70.9,311.2,-91.2,247,0,2.2,-60.5
GRMN,2004,2004-12-25,-79.9,-54.1,0,27.5,-24.4,-50.7,-8,34.6,2.1,2.9,0,-51.1,205.7,-184.3,208.9,0,27.3,-104.4
GRMN,2003,2003-12-27,-33.4,-54,0.5,38.3,57.6,-38.3,-4.2,20.1,2.6,4.3,-20,-69.8,178.6,-48.7,173.5,,17.3,-15.3
GRMN,2002,2002-12-28,-12.5,0,1.3,40,23.9,1.3,-0.6,16.200000000000003,-0.2,2.1,-12.2,-10.2,142.8,-127.5,161.9,,2.2,-115.1
GRMN,2001,2001-12-29,-27.7,0,2,38.8,-58.9,8.1,-2,10.8,-8,-8.3,-14.2,-22.5,113.4,-158.4,130,,-0.4,-130.7
GRMN,2000,2000-12-30,-29,-29,2.2,28.8,147.7,-28.9,-4.5,7.6,-2.4,104.4,20,95.5,105.7,-28.9,83.5,,3.6,0.1
GRMN,1999,1999-12-25,-32.4,-7.5,0.6,28.7,23.7,-29.4,0.8,5.6,-2.6,0,17.7,10.2,64.2,-32.3,48.5,,7.3,0.1
GRMN,1998,1998-12-26,-8.2,-6,0.6,15,16.1,2,-4.3,4.3,1,0.3,-6.4,-12.1,35.2,-9.3,36.5,,-0.7,-1.1
GRMN,1997,1997-12-31,-2.6,-3.6,0.9,12.9,27.2,1.3,-0.1,3.3000000000000003,-6.7,0,0.2,-3.4,36.1,-2.6,39.9,,-0.7,0
IT,2019,2019-12-31,-149.016,,102.298,119.156,122.173,21.228,-55.787,211.779,3.614,-181.413,-104.579,-285.992,233.29,-160.885,565.436,0,154.926,-11.869
IT,2018,2018-12-31,-126.873,,117.5,95.8,-408.395,57.037,1.524,255.601,-6.489,-246.143,-1010.972,-1257.115,122.456,384.051,471.158,0,34.54,510.924
IT,2017,2017-12-31,-110.765,,98.5,76.1,67.704,134.476,-217.414,240.171,25.902,-29.561,2620.562,2539.83,3.279,-2752.545,254.517,-51.171,94.005,-2641.78
IT,2016,2016-12-31,-49.863,,23.4,86.3,87.247,65.486,-2.648,61.969,-5.64,-49.711,-120,-174.686,193.582,-98.059,365.632,-4.975,47.243,-48.196
IT,2015,2015-12-31,-46.128,,21.2,83.5,7.674,88.65,0.344,47.131,-27.84,-501.55,420,-67.69,175.635,-242.357,345.561,13.86,33.801,-196.229
IT,2014,2014-12-31,-38.486,,10.6,70.1,-58.688,103.063,-0.759,39.412,-34.02,-424.239,200,-208.67,183.766,-162.777,346.779,15.569,21.297,-124.291
IT,2013,2013-12-31,-36.5,,8.5,50.8,124.1,69.7,16.7,34.4,-1.2,-175.7,0,-153.9,182.8,-36.5,315.7,21.8,12.1,0
IT,2012,2012-12-31,-44.3,,9,46.9,157.1,66.1,1,29.8,4.5,-98.9,5,-72.6,165.9,-54.7,279.8,21.3,17.1,-10.3
IT,2011,2011-12-31,-42,,13.3,24.1,22.6,78,-1,32.1,-4.5,-192,-20.2,-186.6,136.9,-42,255.6,25.6,9.6,0
IT,2010,2010-12-31,-21.7,,11.5,25.5,3.6,60.1,-2.6,35.9,3.5,-76.3,-108.8,-171.6,96.3,-33.8,205.5,13.6,15.8,-12.2
IT,2009,2009-12-31,-15.1,,13.9,34.4,-24.4,21.8,5,27,7.2,11.1,-87.3,-73.8,83,-119.7,161.9,2.4,25.2,-104.5
IT,2008,2008-12-31,-24.3,,22.4,20,31,50.3,2.6,27.5,-17.1,-156.1,22.3,-119.8,103.9,-16.5,184.4,14,0,7.9
IT,2007,2007-12-31,-24.2,,24.1,3.6,42.1,30.8,6.7,26.4,11.6,-132.4,24,-93.7,73.6,-24.1,148.3,14.7,10.8,0
IT,2006,2006-12-31,-21.1,,14.9,11.2,-2.5,-2.3,6.8,34.2,4.6,-224,123.3,-91.5,58.2,-21.8,106.3,9.1,9.4,-0.7
IT,2005,2005-12-31,-22.4,,12.3,12,-89.8,-19.3,-5.6,35.7,-6,15.4,55.7,70,-2.4,-181,27.1,-1.1,18.7,-158.6
IT,2004,2004-12-31,-25.1,,2.6,12.5,-69.8,-11.5,-8.6,28.3,8.1,-284.3,190,-97.2,16.9,-29,48.2,-2.8,23.1,-3.9
IT,2003,2003-12-31,-28.9,,0.8,12.9,120.3,61,-4.6,37.3,12.4,-1.8,0,-3,23.7,-25.4,136.3,-1.2,18.9,3.5
IT,2002,2002-12-31,-5.9,,0.2,5.1,-15.1,0.2,-7.4,11.6,2.4,1,0,-12.8,-14.4,-5.9,1.2,-13.9,11.1,0
IT,2001,2002-09-30,-24.2,,0.8,-7.6,87.7,9.7,4.1,44.4,1.7,-24.9,-15,-40.1,48.6,-19.4,145.6,-0.2,38.7,4.8
IT,2000,2001-09-30,-69.6,,1.6,14.7,-24.6,-19.4,-35,53.2,-0.4,-28.8,15,-18.9,-66.2,-44.6,39.3,-5.1,106.6,24.9
IT,1999,2000-09-30,-171.1,,15,13.7,-27.2,10.4,-10.5,56.2,-3.8,-36.8,50,1,25.5,-100,75.6,-12.2,-6.1,71.1
IT,1998,1999-09-30,-89.5,-125,1,47,-68.9,-5.7,6.6,31.6,-0.1,-322.9,250,-198.7,88.3,1.1,128.8,-0.7,8,90.6
IT,1997,1998-09-30,-69.7,,0,7.7,15.3,-29.8,0.9,27.3,-0.2,27.7,0,62.9,88.3,-145.2,97.8,35.2,11,-75.5
IT,1996,1997-09-30,-54.8,,0,6.6,45.7,-9.6,1.6,18.2,-1.8,19.8,0,44.6,73.1,-84.3,87.2,24.8,3.9,-29.5
IT,1995,1996-09-30,-61.8,,0.4,8.5,30.2,-0.9,-1.4,12.9,-0.3,10.6,-6.7,31.6,16.4,-66.8,65.7,27.7,38.7,-5
IT,1994,1995-09-30,-22.3,,0.2,7.3,15.7,20.4,-0.7,8.1,0.2,4.3,-5.8,7.7,25.5,-47.5,55.2,9.2,1.9,-25.2
IT,1993,1994-09-30,-9,,0.2,12.4,40.2,13.1,-2.1,7.3,0,21.2,-2.4,18.8,15,-13.1,34.5,,1.2,-4.1
IT,1992,1993-09-30,-6.2,,2.5,3.4,-5.9,5.8,-0.9,6.5,0,-15,-0.5,-15.5,4,-6.2,15.7,0.1,0.4,0
IT,1991,1992-09-30,-3.8,,5.5,2,7.3,9,-0.1,11.3,0,-5.8,-12.2,-18,-5.5,10.6,14.7,0,0,14.4
IT,1990,1991-09-30,-36.8,,0.4,0,4.9,1.3,0,10,0,6.2,36.9,43,-9.6,-45.5,7.3,0,5.6,-8.7
GD,2019,2019-12-31,-987,-1152,434,572,-61,-1557,92,829,,-231,-850,-1997,3484,-994,2930,236,82,-7
GD,2018,2018-12-31,-690,-1075,312,532,-2020,-1110,-3,763,,-1633,8312,5086,3345,-10234,3128,-518,133,-9544
GD,2017,2017-12-31,-428,-986,93,617,649,2,401,441,,-1395,85,-2399,2912,-791,3839,-103,83,-363
GD,2016,2016-12-31,-392,-911,83,959,-451,-1248,184,453,,-1704,492,-2169,2572,-391,2109,-46,148,1
GD,2015,2015-12-31,-569,-873,90,871,-1603,-1221,213,481,,-2965,-500,-4367,3036,200,2564,-29,55,769
GD,2014,2014-12-31,-521,-822,94,1019,-913,378,136,496,,-2835,0,-3575,2533,-1102,3764,82,221,-581
GD,2013,2013-12-31,-440,-591,94,888,2005,-137,104,556,,-157,0,-725,2357,-367,3097,23,217,73
GD,2012,2012-12-31,-450,-893,186,1155,647,167,-148,620,,-456,-18,-1382,-332,-656,2685,-15,2378,-206
