symbol,year,period,costOfGoodsSold,dilutedAverageSharesOutstanding,dilutedEPS,ebit,grossIncome,interestIncomeExpense,netIncome,netIncomeAfterTaxes,period,pretaxIncome,provisionforIncomeTaxes,researchDevelopment,revenue,sgaExpense,totalOperatingExpense,totalOtherIncomeExpenseNet
FOXA,2020,2020-06-30,7807,616,2.40604,1831,4496,-320,999,1062,2020-06-30,1464,402,,12303,1741,2665,-47
FOXA,2019,2019-06-30,7327,621,2.89083,2160,4062,106,1595,1643,2019-06-30,2224,581,,11389,1419,1902,-42
FOXA,2018,2018-06-30,6505,620.59528,2.58326,2237,3648,,2187,1621,2018-06-30,2170,549,,10153,1209,1411,-67
FOXA,2017,2017-06-30,6100,620.59528,2.50864,2266,3821,,1372,1409,2017-06-30,2241,832,,9921,1092,1555,-25
FOXA,2016,2016-06-30,5559,620.59528,1.8832,1855,3335,,1072,1107,2016-06-30,1843,736,,8894,1149,1480,-12
BEN,2019,2019-09-30,,504.3,2.37812,1557.4,,70,1195.7,1205.5,2019-09-30,1647.8,442.3,,5774.5,4217.1,4217.1,20.4
BEN,2018,2018-09-30,,538,3.19129,2116.9,,73,764.4,1711.5,2018-09-30,2215.2,503.7,,6319.1,4200.5,4202.2,25.3
BEN,2017,2017-09-30,,559.1,3.01352,2263.5,,263.6,1696.7,1789.7,2017-09-30,2549.1,759.4,,6392.2,4127.9,4128.7,22
BEN,2016,2016-09-30,,583.8,2.94492,2354.6,,126.5,1726.7,1757.7,2016-09-30,2499.8,742.1,,6618,4252.3,4263.4,12.5
BEN,2015,2015-09-30,,614.9,3.29238,3017.6,,-4.9,2035.3,2104.7,2015-09-30,3028.4,923.7,,7948.7,4921.1,4931.1,7.4
BEN,2014,2014-09-30,,625.2,3.78,3220.6,,173.1,2384.3,2411.7,2014-09-30,3409.6,997.9,,8491.4,5270.2,5270.8,8.8
BEN,2013,2013-09-30,,634.1,3.39,2918.9,,115.6,2150.2,2170.7,2013-09-30,3026.6,855.9,,7985,5063.7,5066.1,8.1
BEN,2012,2012-09-30,,643.2,2.98,2515.2,,147.1,1931.4,1915.5,2012-09-30,2678.2,762.7,,7101,4585.8,4585.8,15.9
BEN,2011,2011-09-30,,666.3,2.87,2659.8,,-54.1,1923.6,1820.8,2011-09-30,2624.2,803.4,,7140,4480.2,4480.2,18.5
BEN,2010,2010-09-30,2003.5,682.1,2.11,1958.7,3849.5,106,1445.7,1451.5,2010-09-30,2069.8,618.3,,5853,1723.7,1890.8000000000002,5.2
BEN,2009,2009-09-30,1352,694.4,1.29,1202.6,2842.1,78.5,896.8,896.8,2009-09-30,1281.1,384.3,,4194.1,1491.8,1639.5,
BEN,2008,2008-09-30,1937.1,714.8,2.22,2099,4095.3,137.6,1588.2,1588.2,2008-09-30,2236.6,648.4,,6032.4,1804,1996.3000000000002,
BEN,2007,2007-09-30,2160.6,756.4,2.34,2067.5,4045.1,397.8,1772.9,1772.9,2007-09-30,2465.3,692.4,,6205.8,1746.1,1977.6,
BEN,2006,2006-09-30,1641.4,785.2,1.68,1633.4,3409.3,202.2,1267.6,1267.6,2006-09-30,1835.6,568,,5050.7,1524.9,1775.9,
BEN,2005,2005-09-30,1406.1,787.7,1.35,1288.4,2904,132.5,1057.6,1057.6,2005-09-30,1420.9,363.2,,4310.1,1450.6,1615.6,
BEN,2004,2004-09-30,1035.1,780.9,0.88,930.8,2403.1,63,706.7,701.9,2004-09-30,993.9,292,,3438.2,1358.9,1472.3000000000002,
BEN,2003,2003-09-30,760.8,764,0.65,648.1,1863.6,52.1,502.8,502.8,2003-09-30,700.2,197.4,,2624.4,1101.1,1215.6000000000001,
BEN,2002,2002-09-30,716.2,786.2,0.55,585.5,1802.3,-7.2,432.7,432.7,2002-09-30,578.3,145.6,,2518.5,1113.8,1216.8,
BEN,2001,2001-09-30,636.9,761,0.72,512,1718,125.8,484.7,484.7,2001-09-30,637.8,153.1,,2354.8,1053.8,1205.9,
BEN,2000,2000-09-30,623.1,739.9,0.81,663.4,1717,76.1,562.1,562.1,2000-09-30,739.6,177.5,,2340.1,934.2,1053.6,
BEN,1999,1999-09-30,620,758.3,0.67,539.1,1642.5,35,426.7,426.7,1999-09-30,574.1,147.4,,2262.5,929.5,1103.4,
BEN,1998,1998-09-30,841.7,758.8,0.71,642.1,1735.6,34.2,500.5,500.5,1998-09-30,676.3,175.8,,2577.3,966.1,1093.5,
BEN,1997,1997-09-30,712.3,760.4,0.62,591.5,1450.9,24.3,434.1,434.1,1997-09-30,615.7,181.7,,2163.3,738.6,859.5,
BEN,1996,1996-09-30,542.4,753.8,0.44,417.1,980.2,39.1,314.7,314.7,1996-09-30,456.2,141.5,,1522.6,544.8,563.1,
BEN,1995,1995-09-30,,756.3,0.38,368.1,,18.5,268.9,268.9,1995-09-30,386.7,117.7,,845.8,459.4,477.7,
BEN,1994,1994-09-30,529.8,753.4,0.33,366.7,812.8,-4.2,251.3,251.3,1994-09-30,362.5,111.2,,1342.5,427.8,446,
BEN,1993,1993-09-30,0,753.4,0.23,284.9,631.4,-10.5,175.5,175.5,1993-09-30,274.4,98.9,,631.4,329.5,346.5,
BEN,1992,1992-09-30,0,701.7,0.18,197.1,370.9,7.7,124.1,124.1,1992-09-30,204.7,80.7,,370.9,173.8,173.9,
BEN,1991,1991-09-30,0,702,0.14,151.9,300.6,10.9,98.2,98.2,1991-09-30,162.7,64.5,,300.6,148.6,148.8,
BEN,1990,1990-09-30,0,706.1,0.13,124.7,252.5,19.7,89.4,89.4,1990-09-30,144.4,55,,252.5,127.8,127.8,
BEN,1989,1989-09-30,0,704.7,0.11,113.1,225.1,16.7,78.6,78.6,1989-09-30,129.7,51.1,,225.1,112.1,112.1,
BEN,1988,1988-09-30,0,713.1,0.09,98.6,197,10.2,66.3,66.3,1988-09-30,108.8,42.5,,197,98.5,98.5,
BEN,1987,1987-09-30,0,717.6,0.08,106.7,204.2,4.9,58.9,58.9,1987-09-30,111.7,52.8,,204.2,97.4,97.4,
BEN,1986,1986-09-30,0,716.6,0.04,64.1,140.5,2.1,32.1,32.1,1986-09-30,66.3,34.2,,140.5,75.1,76.4,
BEN,1985,1985-09-30,0,709.8,0.02,24.8,61.6,1.5,13.5,13.5,1985-09-30,26.4,12.9,,61.6,36.5,36.7,
BEN,1984,1984-09-30,0,707.5,0.01,11.9,35.6,0.5,6.1,6.1,1984-09-30,12.4,6.3,,35.6,23.5,23.7,
BEN,1983,1983-09-30,0,701.9,0,5,23.2,0.4,3.1,3.1,1983-09-30,5.5,2.4,,23.2,18.1,18.1,
FCX,2019,2019-12-31,13112,1451,-0.34149,1064,1290,-620,-239,-204,2019-12-31,306,510,104,14402,414,226,-138
FCX,2018,2018-12-31,13427,1458,1.60256,4761,5201,-945,2602,2778,2018-12-31,3892,1114,105,18628,443,440,76
FCX,2017,2017-12-31,11995,1454,0.89467,3711,4408,-801,1817,1626,2017-12-31,2902,1276,93,16403,477,697,-8
FCX,2016,2016-12-31,13212,1318,-1.16366,-2703,1618,-755,-4154,-3843,2016-12-31,-3472,371,63,14830,597,4321,-14
FCX,2015,2015-12-31,14286,1082,-3.44709,-13512,321,-617,-12236,-12177,2015-12-31,-14128,-1951,107,14607,558,13833,1
FCX,2014,2014-12-31,14761,1039,1.55111,-225,5240,-606,-1308,-1025,2014-12-31,-800,225,106,20001,580,5465,31
FCX,2013,2013-12-31,14634,1006,2.75,5316,6287,-390,2658,3438,2013-12-31,4913,1475,210,20921,540,971,-13
FCX,2012,2012-12-31,11546,954,3.27,5646,6464,-186,3041,3977,2012-12-31,5487,1510,285,18010,431,818,27
FCX,2011,2011-12-31,10920,955,4.82,9072,9960,-312,4560,5731,2011-12-31,8818,3087,271,20880,415,888,58
FCX,2010,2010-12-31,9390,949,4.62,8987,9592,-447,4336,5544,2010-12-31,8527,2983,143,18982,381,605,-13
FCX,2009,2009-12-31,8049,938,3.01,6455,6991,-561,2749,3534,2009-12-31,5841,2307,90,15040,321,536,-53
FCX,2008,2008-12-31,12980,763,-0.42,-12716,4816,-569,-11067,-10450,2008-12-31,-13294,-2844,292,17796,269,17532,-22
FCX,2007,2007-12-31,9773,794,3.77,6382,7166,-491,2977,3733,2007-12-31,6133,2400,145,16939,466,784,157
FCX,2006,2006-12-31,2752,443,3.32,2837,3038,-69,1457,1625,2006-12-31,2826,1201,12,5791,157,202,28
FCX,2005,2005-12-31,1889,441,2.39,2125,2290,-122,995,1122,2005-12-31,2037,915,9,4179,104,165,28
FCX,2004,2004-12-31,1657,370,0.31,690,715,-146,202,244,2004-12-31,574,331,9,2372,90,25,2
FCX,2003,2003-12-31,1302,318,0.58,789,910,-191,182,246,2003-12-31,584,338,6,2212,80,121,-14
FCX,2002,2002-12-31,1199,293,0.44,640,712,-175,165,204,2002-12-31,450,246,3,1910,68,71,-15
FCX,2001,2001-12-31,1227,290,0.26,543,612,-179,113,156,2001-12-31,359,203,9,1839,59,69,-5
FCX,2000,2000-12-31,1294,309,0.13,494,574,-221,77,114,2000-12-31,273,160,9,1869,71,80,0
FCX,1999,1999-12-31,1205,329,0.31,601,683,-212,136,185,1999-12-31,381,196,11,1887,71,81,-8
FCX,1998,1998-12-31,1082,351,0.34,574,675,-206,154,191,1998-12-31,361,171,13,1757,88,101,-7
FCX,1997,1997-12-31,1222,395,0.53,664,778,-152,245,285,1997-12-31,517,231,18,2001,97,115,4
FCX,1996,1996-12-31,1126,393,0.44,638,779,-117,226,275,1996-12-31,522,247,0,1905,141,141,1
FCX,1995,1995-12-31,1056,409,0.49,594,778,-48,254,311,1995-12-31,545,234,14,1834,170,184,-2
FCX,1994,1994-12-31,815,412,0.15,280,397,0,130,156,1994-12-31,279,123,40,1212,109,117,-1
FCX,1993,1993-12-31,635,396,0.11,155,291,-15,51,70,1993-12-31,137,68,34,926,81,136,-3
FCX,1992,1992-12-31,357,375,0.33,276,357,-19,130,161,1992-12-31,265,104,12,714,68,81,7
