symbol,year,period,costOfGoodsSold,dilutedAverageSharesOutstanding,dilutedEPS,ebit,grossIncome,interestIncomeExpense,netIncome,netIncomeAfterTaxes,period,pretaxIncome,provisionforIncomeTaxes,researchDevelopment,revenue,sgaExpense,totalOperatingExpense,totalOtherIncomeExpenseNet
MMC,2019,2019-12-31,,511,3.93109,2645,,-471,1742,1773,2019-12-31,2439,666,,16652,9734,14007,265
MMC,2018,2018-12-31,,511,3.21918,2761,,-732,1650,1665,2018-12-31,2244,579,,14950,8605,12189,215
MMC,2017,2017-12-31,,519,3.75723,2655,,-213,1492,1970,2017-12-31,2643,673,,14024,8085,11369,201
MMC,2016,2016-12-31,,524,3.37405,2431,,-184,1768,1795,2016-12-31,2480,685,,13211,7694,10780,233
MMC,2015,2015-12-31,,536,2.98321,2419,,-112,1599,1636,2015-12-31,2307,671,,12893,7334,10474,
MMC,2014,2014-12-31,,553,2.78,2164,,-107,1465,1471,2014-12-31,2057,586,,12951,7515,10787,
MMC,2013,2013-12-31,,558,2.52,2053,,-80,1357,1379,2013-12-31,1973,594,,12261,7226,10208,
MMC,2012,2012-12-31,,552,2.13,1829,,-133,1176,1204,2012-12-31,1696,492,,11924,7134,10095,
MMC,2011,2011-12-31,,551,1.91,1566,,-162,993,982,2011-12-31,1404,422,,11526,6969,9960,
MMC,2010,2010-12-31,,544,2.36,939,,-170,855,565,2010-12-31,769,204,,10550,6465,9611,
MMC,2009,2009-12-31,,524,1.7,509,,-226,227,242,2009-12-31,283,41,,10493,6484,9984,
MMC,2008,2008-12-31,,514,0.97,263,,-184,-73,-58,2008-12-31,79,137,,11587,7207,11324,
MMC,2007,2007-12-31,,546,1.1,1019,,-172,2475,552,2007-12-31,847,295,,11187,7030,10331,
MMC,2006,2006-12-31,,557,1.47,1458,,-239,990,831,2006-12-31,1219,388,,11699,7113,10463,
MMC,2005,2005-12-31,,543,0.73,856,,-285,404,379,2005-12-31,571,192,,11469,6945,10796,
MMC,2004,2004-12-31,,535,1.1,648,,-198,176,191,2004-12-31,450,259,,11959,6714,11511,
MMC,2003,2003-12-31,,548,2.81,2496,,-161,1540,1565,2003-12-31,2335,770,,11488,5926,9092,
MMC,2002,2002-12-31,,557,2.45,2274,,-141,1365,1386,2002-12-31,2133,747,,10373,5199,8166,
MMC,2001,2001-12-31,,572,1.7,1763,,-173,974,991,2001-12-31,1590,599,,9943,,8180,
MMC,2000,2000-12-31,,568,2.05,2179,,-224,1181,1202,2000-12-31,1955,753,,10157,,7978,
MMC,1999,1999-12-31,,544,1.31,1459,,-212,726,726,1999-12-31,1247,521,,9157,,7698,
MMC,1998,1998-12-31,,528,1.49,1420,,-115,796,796,1998-12-31,1305,509,,7190,,5770,
MMC,1997,1997-12-31,,502,0.8,745,,-82,399,399,1997-12-31,662,263,,6009,,5264,
MMC,1996,1996-12-31,,442,1.04,715,,-47,459,459,1996-12-31,668,209,,4149,,3434,
MMC,1995,1995-12-31,,442,0.91,695,,-45,403,403,1995-12-31,650,247,,3770,,3075,
MMC,1994,1994-12-31,,442,0.87,670,,-39,372,382,1994-12-31,632,250,,3435,,2765,
MMC,1993,1993-12-31,,441,0.75,593,,-34,332,332,1993-12-31,559,226,,3163,,2571,
MMC,1992,1992-12-31,,433,0.7,541,,-22,264,304,1992-12-31,519,216,,2937,,2396,0
MMC,1991,1991-12-31,,439,0.7,498,,-14,306,306,1991-12-31,527,221,,2779,,2281,43
MMC,1990,1990-12-31,,440,0.69,527,,3,304,304,1990-12-31,529,225,,2723,,2196,-1
MMC,1989,1989-12-31,,431,0.68,510,,8,295,295,1989-12-31,517,222,,2428,,1918,
MMC,1988,1988-12-31,,434,0.68,515,,1,296,296,1988-12-31,516,220,,2272,,1757,
MMC,1987,1987-12-31,,446,0.68,550,,17,302,302,1987-12-31,567,265,,2147,,1597,
MMC,1986,1986-12-31,,443,0.55,481,,21,243,243,1986-12-31,501,258,,1804,,1324,
MMC,1985,1985-12-31,,438,0.37,313,,16,163,163,1985-12-31,330,167,,1368,,1054,
MMC,1984,1984-12-31,,435,0.14,224,,-88,59,59,1984-12-31,136,78,,1112,,888,
MMC,1983,1983-12-31,,425,0.22,203,,-19,94,94,1983-12-31,183,90,,972,,769,
MLM,2019,2019-12-31,3560.1,62.7,9.75134,884.9,1179,-129.3,611.9,612,2019-12-31,748.3,136.3,,4739.1,302.7,294.0999999999999,-7.3
MLM,2018,2018-12-31,3277.688,63.147,7.60444,690.737,966.577,-137.069,469.998,470.376,2018-12-31,576.081,105.705,,4244.265,280.554,275.8399999999997,22.413
MLM,2017,2017-12-31,2993.654,63.217,7.26968,700.381,971.94,-91.487,713.342,455.285,2017-12-31,618.928,163.643,,3965.594,262.128,271.5590000000002,10.034
MLM,2016,2016-12-31,2909.783,63.861,6.6518,667.321,908.966,-81.677,425.386,425.444,2016-12-31,607.028,181.584,,3818.749,248.005,241.64499999999998,21.384
MLM,2015,2015-12-31,2817.803,67.02,4.37854,479.416,721.767,-76.287,288.792,288.938,2015-12-31,413.801,124.863,,3539.57,218.234,242.3510000000001,10.672
MLM,2014,2014-12-31,2435.591,57.088,3.18028,314.873,522.36,-66.057,155.601,154.331,2014-12-31,249.178,94.847,,2957.951,169.245,207.48700000000008,0.362
MLM,2013,2013-12-31,1791.6,46.3,2.64,218,364,-53.5,121.3,120.2,2013-12-31,164.2,44,,2155.6,150.1,146,-0.3
MLM,2012,2012-12-31,1711.8,46,2.47,155,325.9,-53.3,84.5,86,2012-12-31,102.9,17,,2037.7,138.4,170.9000000000001,1.3
MLM,2011,2011-12-31,1411.8,45.8,1.77,161,302,-58.6,82.4,79.6,2011-12-31,100.6,21,18.6,1713.8,119.7,141,-1.8
MLM,2010,2010-12-31,1460.9,45.7,2.1,196.4,322,-68.5,97,98.5,2010-12-31,127.7,29.2,0.2,1782.9,133.2,125.59999999999991,-0.2
MLM,2009,2009-12-31,1364.9,44.2,1.96,187.6,337.7,-73.5,85.5,87.9,2009-12-31,115.3,27.4,0.4,1702.6,139.4,150.0999999999999,1.1
MLM,2008,2008-12-31,1649.7,42,4.09,323.3,470.4,-74.3,176.3,171.5,2008-12-31,243.3,71.8,0.6,2120.1,151.3,147.0999999999999,-5.7
MLM,2007,2007-12-31,1636.2,43.3,6.06,433,571,-60.9,262.7,262.5,2007-12-31,378.6,116.1,0.9,2207.1,155.2,137.89999999999986,6.4
MLM,2006,2006-12-31,1683.9,46.4,5.26,388,522.5,-40.4,245.4,243.8,2006-12-31,350.4,106.6,0.7,2206.4,146.7,134.5,2.8
MLM,2005,2005-12-31,1580.4,47.3,4.14,308.7,423.8,-42.6,192.7,195.5,2005-12-31,268,72.5,0.7,2004.2,130.7,115.09999999999991,1.9
MLM,2004,2004-12-31,1417.4,48.5,2.64,226.6,342.2,-43,129.2,128.2,2004-12-31,184.7,56.5,0.9,1759.6,127.7,115.59999999999991,1.1
MLM,2003,2003-12-31,1411.7,49.1,2.06,185.1,299.8,-42.6,93.6,101.1,2003-12-31,142.1,41,0.6,1711.5,121.4,114.59999999999991,-0.4
MLM,2002,2002-12-31,1401.5,48.9,2,174.7,290.9,-44,86.3,97.8,2002-12-31,144.3,46.5,0.4,1692.4,115.8,116.20000000000005,13.6
MLM,2001,2001-12-31,1414.3,48.1,2.19,197.2,303.8,-46.8,105.4,105.4,2001-12-31,158.4,53.1,0.6,1718.1,105.9,106.5,8
MLM,2000,2000-12-31,1213.9,46.9,2.39,202.5,303.6,-41.9,112,112,2000-12-31,168.8,56.8,2.3,1517.5,98.8,101.09999999999991,8.2
MLM,1999,1999-12-31,948.1,46.9,2.68,215.3,310.7,-39.4,125.8,125.8,1999-12-31,194.3,68.5,2.8,1258.8,92.6,95.39999999999998,18.4
MLM,1998,1998-12-31,776,46.7,2.48,196.6,281.6,-23.8,115.6,115.6,1998-12-31,174.1,58.5,3.1,1057.7,82,85.10000000000002,1.3
MLM,1997,1997-12-31,665.6,46.2,2.13,162.8,235.3,-16.9,98.5,98.5,1997-12-31,151.2,52.7,3.4,900.9,69.1,72.5,5.3
MLM,1996,1996-12-31,539.4,46.1,1.71,120.7,182.5,-10.1,78.6,78.6,1996-12-31,119,40.3,1.9,721.9,59.9,61.89999999999998,8.4
MLM,1995,1995-12-31,497.2,46.1,1.47,107.6,167.2,-9.7,67.6,67.6,1995-12-31,103.8,36.2,1.9,664.4,57.7,59.599999999999966,6
MLM,1994,1994-12-31,362.5,45,1.3,91.9,139.1,-6.9,53.7,58.3,1994-12-31,90.4,32.1,2,501.7,45.3,47.30000000000001,5.4
MLM,1993,1993-12-31,331.6,45,1.07,76.4,121.3,-3.2,30.5,48,1993-12-31,74.1,26.1,2.3,452.9,42.7,44.89999999999998,0.9
MLM,1992,1992-12-31,309.9,45,0.87,55.1,98.4,-1,39,39,1992-12-31,56.5,17.6,2.3,408.3,41,43.30000000000001,2.5
MLM,1991,1991-12-31,276.7,45,0.83,55.4,95,-0.8,37.4,37.4,1991-12-31,54.3,16.9,2.1,371.7,37.5,39.60000000000002,-0.3
MLM,1990,1990-12-31,289.8,45,1.1,69,108,-0.6,49.4,49.4,1990-12-31,72.6,23.2,2.2,397.8,36.8,38.89999999999998,4.2
MLM,1989,1989-12-31,267.7,45,1.24,79.6,116.3,-0.4,55.9,55.9,1989-12-31,83.4,27.5,1.2,384.1,35.5,36.80000000000001,4.3
MAS,2019,2019-12-31,4336,288,2.25508,1088,2371,-153,935,684,2019-12-31,914,230,,6707,1274,1283,-21
MAS,2018,2018-12-31,4327,307,2.07429,1077,2327,-155,733,686,2018-12-31,907,221,,6654,1250,1250,-15
MAS,2017,2017-12-31,3794,318,1.30754,1014,2220,-271,532,456,2017-12-31,718,262,,6014,1191,1206,-25
MAS,2016,2016-12-31,4899,330,1.51871,1087,2462,-218,493,536,2016-12-31,832,296,,7361,1350,1375,-37
MAS,2015,2015-12-31,4889,341,1.05248,914,2253,-228,355,396,2015-12-31,689,293,,7142,1307,1339,3
MAS,2014,2014-12-31,6134,352,2.44,788,2387,-213,856,908,2014-12-31,575,-333,,8521,1578,1599,
MAS,2013,2013-12-31,5918,352,0.89,673,2255,-239,272,323,2013-12-31,434,111,,8173,1582,1582,
MAS,2012,2012-12-31,5794,349,0.13,269,1951,-227,-114,-41,2012-12-31,42,83,,7745,1561,1682,
MAS,2011,2011-12-31,5683,348,-0.18,-295,1784,-177,-575,-423,2011-12-31,-472,-49,,7467,1585,2079,
