symbol,period,numberAnalysts,revenueAvg,revenueHigh,revenueLow
DPZ,2024-12-31,13,5145151883,5350957959,4990797327
DPZ,2023-12-31,13,4850054926,5044057123,4704553278
DPZ,2022-12-31,16,4640461316,4931700000,4151503000
DPZ,2021-12-31,27,4326646904,4585920000,3947318000
DPZ,2020-12-31,27,4123925207,4272780000,3818114000
DPZ,2019-12-31,26,3648907907,3713820000,3451648000
DPZ,2018-12-31,21,3498070523,3573736260,3306730000
DPZ,2017-12-31,21,2845535143,2885274000,2690780000
DPZ,2016-12-31,17,2473564520,2519077680,2261070000
DPZ,2015-12-31,15,2215751090,2252874000,2074830000
DPZ,2014-12-31,14,1996975198,2016540000,1891112000
DPZ,2013-12-31,13,1826681462,1858440000,1738434000
DPZ,2012-12-31,12,1695683918,1760418000,1600635800
DPZ,2011-12-31,13,1687324662,1746240000,1599165280
DPZ,2010-12-31,11,1596787849,1620780000,1502918000
DPZ,2009-12-31,7,1398714152,1410660000,1332586000
DPZ,2008-12-31,5,1444711749,1454754600,1376818000
DPZ,2007-12-31,3,1490121499,1503378000,1418431000
DPZ,2006-12-31,4,1472263589,1494606000,1395362460
DPZ,2005-12-31,3,1583341129,1632000000,1474287480
DPZ,2004-12-31,2,1454088999,1461252000,1389622000
DOV,2024-12-31,5,7784718382,8096107117,7551176831
DOV,2023-12-31,5,7436557517,7734019818,7213460791
DOV,2022-12-31,8,7210527185,7318010400,6785009350
DOV,2021-12-31,17,6977518841,7527600000,6429160000
DOV,2020-12-31,17,6581069920,6666720000,6240010000
DOV,2019-12-31,17,7265322173,7334820000,6906400000
DOV,2018-12-31,18,7076889260,7422540000,6702700000
DOV,2017-12-31,19,7931795898,8020566000,7550654600
DOV,2016-12-31,20,6812119669,6904380000,6356410000
DOV,2015-12-31,20,7021829509,7200180000,6618310000
DOV,2014-12-31,18,8179543066,8241192000,7770670000
DOV,2013-12-31,17,8814678565,8896134000,8296410000
DOV,2012-12-31,15,8283419740,8619816000,7824708700
DOV,2011-12-31,13,8335928623,8535679260,7824990000
DOV,2010-12-31,11,7110036095,7191000000,6760997000
DOV,2009-12-31,4,5797155925,5871650400,5515137730
DOV,2008-12-31,6,7768172376,7894614360,7233669270
DOV,2007-12-31,9,7320854467,7467546480,6922890000
DOV,2006-12-31,8,6685408134,6809214000,6342830000
DOV,2005-12-31,9,6298132560,6414066000,5953860000
DOV,2004-12-31,9,5537129499,5675688000,5194059000
DOV,2003-12-31,8,4536847000,4590000000,4303890000
DOV,2002-12-31,7,4306665300,4369680000,4068180000
DOV,2001-12-31,4,4654316329,4693020000,4418932000
