symbol,year,period,capex,cashDividendsPaid,cashInterestPaid,cashTaxesPaid,changeinCash,changesinWorkingCapital,deferredTaxesInvestmentTaxCredit,depreciationAmortization,foreignExchangeEffects,issuanceReductionCapitalStock,issuanceReductionDebtNet,netCashFinancingActivities,netIncomeStartingLine,netInvestingCashFlow,netOperatingCashFlow,otherFundsFinancingItems,otherFundsNonCashItems,otherInvestingCashFlowItemsTotal
ABBV,2019,2019-12-31,-552,-6366,1794,1447,32635,-1329,,2017,7,-621,26247,18708,7882,596,13324,-552,4754,1148
ABBV,2018,2018-12-31,-638,-5580,1215,35,-2014,-1126,,1765,-39,-11941,3229,-14396,5687,-1006,13427,-104,7101,-368
ABBV,2017,2017-12-31,-529,-4107,1099,1696,4203,9,,1501,29,-1156,-3,-5512,5309,-274,9960,-246,3141,255
ABBV,2016,2016-12-31,-479,-3717,986,3563,-3299,-1689,,1189,-338,-5765,5588,-3928,5953,-6074,7041,-34,1588,-5595
ABBV,2015,2015-12-31,-532,-3294,536,1108,51,504,,836,-300,-7425,16623,5752,5144,-12936,7535,-152,1051,-12404
ABBV,2014,2014-12-31,-612,-2661,419,498,-1247,-788,,786,-577,-427,12,-3293,1774,-926,3549,-217,1777,-314
ABBV,2013,2013-12-31,-491,-2555,283,1305,3694,658,,897,-10,27,-601,-3442,4128,879,6267,-313,584,1370
ABBV,2012,2012-12-31,-333,,,,5874,-621,,1150,16,,15586,1931,5275,-2418,6345,-13655,541,-2085
ABBV,2011,2011-12-31,-356,,,,18,706,,1272,0,,-21,-6783,3433,554,6247,-6762,835,909
ABBV,2010,2010-12-31,-448,,,,10,-866,,1184,0,,-32,65,4178,-5032,4976,97,480,-4584
ABBV,2009,2009-12-31,-313,,,,0,504,,697,,,-35,-4881,4637,-486,5367,-4846,-470,-174
ACHC,2019,2019-12-31,-292.3,,173.239,35.463,73.682,-30.757,1.78,164.044,3.546,-1.649,-52.984,-61.627,110.122,-201.141,332.904,-6.994,87.715,91.159
ACHC,2018,2018-12-31,-359.845,,175.204,6.72,-16.78,36.388,-9.714,158.832,-2.566,-3.407,-61.658,-67.33,-175.486,-360.964,414.08,-2.265,404.06,-1.119
ACHC,2017,2017-12-31,-315.234,,159.098,10.291,10.227,-18.245,31.372,143.01,7.25,-3.455,-57.305,-60.074,199.589,-336.526,399.577,0.686,43.851,-21.292
ACHC,2016,2016-12-31,-348.229,,161.146,15.483,45.848,-22.115,28.647,135.103,-14.106,676.251,-276.924,358.841,4.176,-660.365,361.478,-40.486,215.667,-312.136
ACHC,2015,2015-12-31,-302.669,,87.034,6.911,-82.825,-17.93,43.613,63.55,-2.359,323.546,266.588,563.602,111.476,-884.471,240.403,-26.532,39.694,-581.802
ACHC,2014,2014-12-31,-136.421,0,36.776,32.257,89.471,-6.112,7.215,32.667,-3.013,370.332,481.305,837.972,83.04,-860.774,115.286,-13.665,-1.524,-724.353
ACHC,2013,2013-12-31,-77,0,33.3,17,-44.8,-22,10.1,17.1,,-1.4,136.6,132.6,42.6,-243,65.6,-2.5,17.8,-165.9
ACHC,2012,2012-12-31,-80.8,0,27.2,3.9,-11.7,-8.2,2.8,8,,312.8,170.1,479,20.4,-524.6,33.9,-3.8,10.9,-443.9
ACHC,2011,2011-12-31,-18.3,-74.8,5.1,2.6,52.5,-5.2,-6.4,4.3,,67.2,267.4,298.7,-34.9,-225.6,-20.7,38.9,21.6,-207.3
ACHC,2010,2010-12-31,-1.5,-2.3,0.6,0.7,4.1,-1.7,-0.1,1,,0,-0.3,-2.6,6.2,-1.5,8.2,0,2.8,0
ACHC,2009,2009-12-31,-0.3,0,0.5,0,4.4,-0.1,0,1,,0,-0.8,1.7,2.9,-3.4,6.2,2.5,2.4,-3.1
AMGN,2019,2019-12-31,-618,-3509,1300,1900,-908,-731,-289,2206,,-7702,-4514,-15767,7842,5709,9150,-42,122,6327
AMGN,2018,2018-12-31,-738,-3507,1500,1900,3145,622,-363,1946,,-17794,-1121,-22490,8394,14339,11296,-68,697,15077
AMGN,2017,2017-12-31,-664,-3365,1300,1500,559,7910,-1330,1955,,-3160,71,-6594,1979,-4024,11177,-140,663,-3360
AMGN,2016,2016-12-31,-837,-2998,1300,1100,-903,1,183,2105,,-2910,3593,-2599,7722,-8658,10354,-284,343,-7821
AMGN,2015,2015-12-31,-594,-2396,1100,919,413,1115,-607,2108,,-1867,1065,-3771,6939,-5547,9731,-573,176,-4953
