symbol,year,period,capex,cashDividendsPaid,cashInterestPaid,cashTaxesPaid,changeinCash,changesinWorkingCapital,deferredTaxesInvestmentTaxCredit,depreciationAmortization,foreignExchangeEffects,issuanceReductionCapitalStock,issuanceReductionDebtNet,netCashFinancingActivities,netIncomeStartingLine,netInvestingCashFlow,netOperatingCashFlow,otherFundsFinancingItems,otherFundsNonCashItems,otherInvestingCashFlowItemsTotal
CVX,2019,2019-12-31,-14116,-8959,810,4817,-3570,-289,-1966,29218,332,-2935,-7846,-19758,2845,-11458,27314,-18,-2494,2658
CVX,2018,2018-12-31,-13792,-8502,736,4748,4538,-1740,1050,19419,-91,-604,-4502,-13699,14860,-12290,30618,-91,-2971,1502
CVX,2017,2017-12-31,-13404,-8132,265,3132,-2471,-463,-3203,19349,65,1117,-7461,-14554,9269,-8320,20338,-78,-4614,5084
CVX,2016,2016-12-31,-18109,-8032,158,1935,-3708,-347,-3835,19457,-53,650,7470,25,-431,-16370,12690,-63,-2154,1739
CVX,2015,2015-12-31,-29504,-7992,,4645,-1763,-2623,-1861,21037,-226,211,10724,2815,4710,-23808,19456,-128,-1807,5696
CVX,2014,2014-12-31,-35407,-7928,0,10562,-3460,-1047,1572,16793,-43,-4412,7388,-4999,19310,-29893,31475,-47,-5153,5514
CVX,2013,2013-12-31,-37985,-7474,,12898,-4694,-1603,1876,14186,-266,-4494,8246,-3821,21597,-35609,35002,-99,-1054,2376
CVX,2012,2012-12-31,-30938,-6844,0,17334,5075,1895,2015,13413,39,-4142,2047,-8980,26336,-24796,38812,-41,-4847,6142
CVX,2011,2011-12-31,-26500,-6139,0,17374,1804,1531,1589,12911,-33,-3193,-2369,-11772,27008,-27489,41098,-71,-1941,-989
CVX,2010,2010-12-31,-19612,-5674,34,11749,5344,-629,559,13063,70,-306,882,-5170,19136,-20915,31359,-72,-770,-1303
CVX,2009,2009-12-31,-19843,-5302,0,7537,-631,-3169,467,12110,114,168,1659,-3546,10563,-16572,19373,-71,-598,3271
CVX,2008,2008-12-31,-19666,-5162,0,19130,1985,-2586,598,9528,-166,-6821,1682,-10400,23931,-17081,29632,-99,-1839,2585
CVX,2007,2007-12-31,-16678,-4791,203,12340,-3131,164,261,8708,120,-6389,-3038,-14295,18688,-13933,24977,-77,-2844,2745
CVX,2006,2006-12-31,-13813,-4396,470,13806,450,324,614,7506,194,-4491,-2901,-11848,17138,-12219,24323,-60,-1259,1594
CVX,2005,2005-12-31,-8701,-3778,455,8875,752,-55,1393,5913,-124,-2737,-1055,-7668,14099,-11561,20105,-98,-1245,-2860
CVX,2004,2004-12-31,-6310,-3236,422,6679,5025,-416,-224,4935,58,-1663,-1284,-6224,13328,-3499,14690,-41,-2933,2811
CVX,2003,2003-12-31,-5625,-3033,467,5316,1309,-264,164,5384,95,-18,-3941,-7029,7230,-4072,12315,-37,-199,1553
CVX,2002,2002-12-31,-7597,-2965,533,2916,840,1036,-81,5231,15,43,-1121,-4069,1132,-5047,9941,-26,2623,2550
