symbol,year,period,capex,cashDividendsPaid,cashInterestPaid,cashTaxesPaid,changeinCash,changesinWorkingCapital,deferredTaxesInvestmentTaxCredit,depreciationAmortization,foreignExchangeEffects,issuanceReductionCapitalStock,issuanceReductionDebtNet,netCashFinancingActivities,netIncomeStartingLine,netInvestingCashFlow,netOperatingCashFlow,otherFundsFinancingItems,otherFundsNonCashItems,otherInvestingCashFlowItemsTotal
TSN,1992,1992-10-03,-108,-2.8,103.8,88.5,1.6,-61.6,17.9,148.9,0,0,-156.8,-159.6,160.5,-104.7,265.9,0,0.2,3.3
TSN,1991,1991-09-28,-213.6,-1.7,81.8,63.6,8.5,11.1,3.8,135.79999999999998,0,0,-81.1,-82.9,145.5,-205.7,297.1,0,0.8,7.9
TSN,1990,1990-09-29,-163.8,0,118.2,65.3,-39.5,97.9,14.8,123.4,0,93,-354,-260.4,120,-136.2,357.1,0.6,1,27.6
TSN,1989,1989-09-30,-128.9,0,51.8,55.6,38,-5.4,1.6,84.8,0,0,1358.9,1364.7,100.6,-1508.8,182.1,5.8,0.6,-1379.9
TSN,1988,1988-09-30,-86.3,-9.5,21.1,14,-3.1,-44.5,1.3,70.3,0,0,-5.7,-15.2,81.4,-97.8,110,0,1.4,-11.6
TSN,1987,1987-09-30,-132.9,-1.9,0,0,-86,-126.7,42.4,60.4,0,0,-2.5,-4.4,67.8,-127.6,46.1,0,2.2,5.2
TSN,1986,1986-09-30,-117.5,-1.4,0,0,102.4,57.4,37.6,42.2,0,0,29.4,28,50.3,-112.7,187.1,0,-0.3,4.8
TSN,1985,1985-09-30,-56.6,-0.9,0,0,-7.4,-101.2,24.7,29.7,0,40.1,20.3,59.5,34.8,-55.5,-11.4,0,0.6,1.1
HSY,2019,2019-12-31,-318.192,-610.312,139.504,238.067,-94.736,68.382,-15.072,291.544,3.326,-286.405,-184.738,-1081.455,1146.752,-780.48,1763.873,0,272.267,-462.288
HSY,2018,2018-12-31,-328.601,-562.521,132.486,118.842,207.819,-71.215,36.255,295.144,-5.388,-184.177,934.806,116.108,1171.051,-1502.894,1599.993,-72,168.758,-1174.293
HSY,2017,2017-12-31,-257.675,-526.272,101.874,351.832,83.212,-134.297,18.582,261.853,6.129,-237.024,-80.472,-843.768,756.537,-328.664,1249.515,0,346.84,-70.989
HSY,2016,2016-12-31,-269.476,-499.475,90.951,425.539,-49.562,-55.855,-38.097,301.837,-3.14,-497.719,568.56,-464.396,720.044,-595.454,1013.428,-35.762,85.499,-325.978
HSY,2015,2015-12-31,-356.81,-476.132,88.448,368.926,-28.325,161.625,-38.537,244.928,-10.364,-526.92,254.305,-797.017,512.951,-477.255,1256.311,-48.27,375.344,-120.445
HSY,2014,2014-12-31,-370.789,-440.414,87.801,384.318,-743.654,-220.312,18.796,211.532,-6.156,-454.449,119.124,-719.302,846.912,-862.573,844.377,56.437,-12.551,-491.784
HSY,2013,2013-12-31,-350.9,-393.8,92.6,373.9,390.2,211.1,7.5,201,,-158.3,54.2,-446.6,820.5,-351.6,1188.4,51.3,-51.6,-0.7
HSY,2012,2012-12-31,-278,-341.2,100.3,327.2,34.6,199.5,13.8,210,,-249,-17.7,-586.9,660.9,-473.4,1094.8,21,10.5,-195.4
HSY,2011,2011-12-31,-347.6,-304.1,97.9,292.3,-191,-322.7,33.6,215.8,,-200.1,51.4,-438.8,629,-333,580.9,14,25.2,14.6
HSY,2010,2010-12-31,-201.5,-283.4,97.9,350.9,631,110.6,-18.7,197.1,,-77.1,277.8,-71.1,509.8,-199.3,901.4,11.6,102.5,2.2
HSY,2009,2009-12-31,-145.5,-263.4,91.6,252.2,216.5,451.1,-40.6,182.4,,19,-466.3,-698.9,436,-150.3,1065.7,11.8,36.8,-4.9
HSY,2008,2008-12-31,-283,-262.9,97.4,197.7,-92.1,-132.8,-17.1,249.5,,-23.4,-128.5,-413.5,311.4,-198.2,519.6,1.4,108.6,84.8
HSY,2007,2007-12-31,-203.9,-252.3,126.5,254,32.1,116.7,-124.3,310.9,,-205.8,6.2,-442.4,214.2,-304.4,778.8,9.5,261.3,-100.5
HSY,2006,2006-12-31,-198.5,-235.1,105.3,325.5,30,-40.3,4.2,199.9,,-584.5,332.7,-477.7,559.1,-215.5,723.2,9.3,0.3,-17
HSY,2005,2005-12-31,-194.3,-221.2,88.1,206.7,12.3,-151.5,71,218,,-455.4,445.7,-210.8,493.2,-238.7,461.8,20.2,-169,-44.4
HSY,2004,2004-12-31,-195.9,-205.7,66.2,289.6,-60,98.8,-81.9,189.7,,-619.3,330.4,-494.7,590.9,-362.7,797.5,,0,-166.9
HSY,2003,2003-12-31,-237.1,-184.7,65.3,207.7,-183,-101.3,38.9,180.6,,-359.7,-14.5,-558.9,457.6,-217,592.9,,17.2,20
HSY,2002,2002-12-31,-144.6,-167.8,64.3,57.5,163.6,-115.5,137.8,177.9,,-156.2,-5.1,-329.2,403.6,-132.6,625.3,,21.5,12
HSY,2001,2001-12-31,-170,-154.8,72,171.4,102.2,134.2,-49.3,190.5,,-74.5,-251,-480.2,207.2,-124,706.4,,223.8,46
HSY,2000,2000-12-31,-143,-144.9,81.5,299.1,-86.1,-81.9,-16.4,176,,-127.4,45.8,-226.5,334.5,-271.8,412.2,,0,-128.8
HSY,1999,1999-12-31,-140.8,-136.7,77,218.7,79.1,-122.6,-8.3,163.3,,-299.1,-135.4,-571.3,460.3,322.7,327.7,,-165,463.5
HSY,1998,1998-12-31,-204.2,-129,89,124,-15.2,-192.3,82.2,158.2,,-19.2,-61.7,-210,340.9,-194.9,389.7,,0.7,9.3
HSY,1997,1997-12-31,-172.9,-121.5,64.9,181.4,-7.2,-33.1,16.9,152.8,,-528.3,317.4,-332.5,336.3,-151.6,476.9,,4,21.4
HSY,1996,1996-12-31,-159.4,-114.8,52.1,180.3,29.1,-6.7,22.9,133.5,,-89.7,207.8,3.4,273.2,-438.1,463.7,,40.9,-278.6
HSY,1995,1995-12-31,-140.6,-110.1,43.7,148.6,5.6,33.3,26.4,133.9,,-532.9,298.1,-344.9,281.9,-144.4,494.9,,19.5,-3.8
HSY,1994,1994-12-31,-138.7,-107,36.8,177.9,10.8,-97.3,-2.3,129,0,-44,-34.8,-185.8,184.2,-143.2,339.7,,126.1,-4.5
HSY,1993,1993-12-31,-211.6,-100.5,32.1,171.6,-8.2,29.9,11,113.1,0,-134.1,-36.2,-270.8,193.3,-117.4,380,,32.7,94.2
HSY,1992,1992-12-31,-249.8,-91.4,29.5,151.5,-47,-65.5,21.4,97.1,0,0,170.5,79.1,242.6,-422.3,296.2,,0.6,-172.5
HSY,1991,1991-12-31,-226.1,-83.4,24.5,119,44.5,48,20.7,85.4,0,0,52.2,-31.2,219.5,-271.7,347.3,,-26.2,-45.6
HSY,1990,1990-12-31,-179.4,-87.8,26.8,147.1,-25.8,-64.6,-8.3,73.9,0,0,59.4,-28.3,215.9,-184,186.5,,-30.4,-4.6
HSY,1989,1989-12-31,-162,-65.6,21.3,106.2,-17.6,20.3,3.4,65.7,0,0,-53.3,-118.9,171.1,-164.3,265.6,,5.2,-2.3
HSY,1988,1988-12-31,-101.7,-58.5,29.6,84.9,62.3,-2.5,4.9,51.9,0,0,-52.9,-111.4,144.5,-33.2,206.9,,8.1,68.5
HSY,1987,1987-12-31,-107.7,-51.5,20.5,108.6,-12.7,-58,-9.9,70.6,0,0,118.4,66.9,148.2,-260.4,180.8,,29.9,-152.7
HSY,1986,1986-12-31,-135.8,-48.1,8.5,76.6,-83,-25.2,26.5,59,0,-86.9,99.4,-35.7,132.8,-234.4,187,,-6.1,-98.6
HSY,1985,1985-12-31,-114.4,-43.9,0,0,22.7,-4.8,30.3,52.4,0,0,-12.2,-56.2,120.6,-122,200.9,,2.5,-7.6
HSY,1984,1984-12-31,-87,-38.7,0,0,14.8,16.6,22.5,42.8,0,0,-2,-40.6,110.4,-140.2,195.6,,3.4,-53.1
HSY,1983,1983-12-31,-105.2,-34.5,0,0,38.6,10.7,12.2,37.1,0,0,-25.9,-60.3,101,-75.5,174.4,,13.4,29.8
GIS,2020,2020-05-31,-460.8,-1195.8,418.5,403.3,1227.8,916.3,-29.6,594.7,-20.7,260,-917.2,-1941.5,2210.8,-486.2,3676.2,-88.5,-16,-25.4
GIS,2019,2019-05-26,-537.6,-1181.7,500.1,440.8,51,51.3,93.5,620.1,-23.1,240.3,-1221,-2176.4,1786.2,-556.5,2807,-14,255.9,-18.9
GIS,2018,2018-05-27,-622.7,-1139.7,269.5,489.4,-367.1,472.4,-504.3,618.8,31.8,467.6,6277.4,5445.5,2163,-8685.4,2841,-159.8,91.1,-8062.7
GIS,2017,2017-05-28,-684.4,-1135.1,285.8,551.1,2.4,-204.9,183.9,603.6,-18.5,-1538.9,1034.5,-1747.4,1701.1,-646.9,2415.2,-107.9,131.5,37.5
GIS,2016,2016-05-29,-729.3,-1071.7,292,533.8,429.5,268,120.6,608.1,-8.1,-434.8,-781.7,-2420,1736.8,93.4,2764.2,-131.8,30.7,822.7
GIS,2015,2015-05-31,-712.4,-1017.7,305.3,562.6,-533.1,149.4,25.3,588.3,-88.9,-998.2,597.6,-1384.8,1259.4,-1602.2,2542.8,33.5,520.4,-889.8
GIS,2014,2014-05-25,-663.5,-983.3,288.3,757.2,125.9,-17.9,172.5,585.4,-29.2,-1637.2,801.1,-1824.1,1861.3,-561.8,2541,-4.7,-60.3,101.7
GIS,2013,2013-05-26,-613.9,-867.6,293,569.4,270.2,617.3,81.8,588,-0.2,-744.1,414.3,-1140.2,1892.5,-1515.4,2926,57.2,-253.6,-901.5
GIS,2012,2012-05-27,-675.9,-800.1,344.3,590.6,-148.4,211.6,149.4,541.5,-18.2,-79.5,168.3,-661.4,1589.1,-1870.8,2402,49.9,-89.6,-1194.9
GIS,2011,2011-05-29,-648.8,-729.4,333.1,699.3,-53.6,-691.4,205.3,472.6,71.3,-753.1,450,-936.6,1803.5,-715.1,1526.8,95.9,-263.2,-66.3
GIS,2010,2010-05-30,-649.9,-643.7,384.1,672.5,-76.6,306.9,22.3,457.1,-32.8,-303,-671.1,-1503.8,1535,-721.2,2181.2,114,-140.1,-71.3
GIS,2009,2009-05-31,-562.6,-579.5,292.8,395.3,88.8,260.4,215.8,453.6,-46,-991.2,89.2,-1404.5,1304.4,-288.9,1828.2,77,-406,273.7
GIS,2008,2008-05-25,-522,-529.7,436.6,444.4,243.9,-62.3,98.1,459.2,49.4,-2234,773.2,-1093,1294.7,-442.4,1729.9,897.5,-59.8,79.6
GIS,2007,2007-05-27,-460,-506,407,369,-230,137,26,418,,-1004,47,-1398,1144,-597,1765,65,40,-137
GIS,2006,2006-05-28,-360,-485,378,321,74,234,26,424,,-728,-189,-1405,1090,-292,1771,-3,-3,68
GIS,2005,2005-05-29,-434,-461,450,227,-178,305,9,443,,-576,-2170,-2385,1240,496,1711,822,-286,930
GIS,2004,2004-05-30,-653,-413,490,225,48,-170,109,399,,168,-695,-943,1055,-470,1461,-3,68,183
GIS,2003,2003-05-25,-711,-406,502,248,-272,295,27,365,,67,-616,-885,917,-1018,1631,70,27,-307
GIS,2002,2002-05-26,-506,-358,346,196,911,-9,93,296,,-2297,5746,3269,458,-3271,913,178,75,-2765
GIS,2001,2001-05-27,-307.5,-312.4,214.9,230.8,38.5,-194.6,48.4,223.1,,-119.3,183.2,-238.3,665.1,-460.1,736.9,10.2,-5.1,-152.6
GIS,2000,2000-05-28,-267.7,-329.2,167.3,284.4,21.7,-176.2,43.5,208.8,,-709.6,956.1,-102.3,614.4,-563.7,687.7,-19.6,-2.8,-296
GIS,1999,1999-05-30,-280.9,-331.4,130.1,248.6,-2.5,-132.2,42,194.2,,-247.9,273.8,-313.8,534.5,-374.9,686.2,-8.3,47.7,-94
GIS,1998,1998-05-31,-183.6,-336.3,117.2,185.6,-6.4,21.5,-29.3,194.9,0,-432.4,198.9,-572.6,421.8,-203.3,769.5,-2.8,160.6,-19.7
GIS,1997,1997-05-25,-162.5,-320.7,103.6,230.3,-7.8,-103.4,20.9,182.8,0,-301.3,221.9,-409.5,445.4,-185.6,587.3,-9.4,41.6,-23.1
GIS,1996,1996-05-26,-128.8,-303.6,103.8,194,7.6,-29.1,42.4,186.7,0,2.4,-164.8,-479.2,476.4,-173,659.8,-13.2,-16.6,-44.2
GIS,1995,1995-05-28,-156.5,-297.2,130.9,104.1,-14.8,-235.9,59,191.4,0,-33.4,-312.6,-308.9,259.7,-373.4,667.5,334.3,393.3,-216.9
GIS,1994,1994-05-29,-559.5,-299.4,99,273.8,-99.8,-56.8,-27.8,303.8,,-132.4,287.7,-148.3,469.9,-782.2,830.7,-4.2,141.6,-222.7
GIS,1993,1993-05-30,-623.8,-274.8,,,99.5,44.8,40.8,274.2,,-387.9,585.7,-84.4,506.1,-676,859.9,-7.4,-6,-52.2
GIS,1992,1992-05-31,-695.3,-245.2,70.7,326.4,-39.3,23.9,13.5,247.4,0,-0.8,91,-162.9,505.6,-648,771.6,-7.9,-18.8,47.3
GIS,1991,1991-05-26,-554.6,-210.6,64.7,257.7,39.1,-134.9,0.9,218.4,0,41.5,160.2,-17.3,464.2,-488,544.4,-8.4,-4.2,66.6
GIS,1990,1990-05-27,-540,-180.8,54.6,231.3,-9.9,90.8,12.5,180.1,0,19,57.2,-107.5,373.7,-530.2,627.8,-2.9,-29.3,9.8
GIS,1989,1989-05-28,-442.4,-154.4,41.6,240.2,-4,35.6,24.1,152.3,0,-174.7,-64.3,-510.1,315.3,150.2,355.9,-116.7,-171.4,592.6
GIS,1988,1988-05-29,-410.7,-139.3,38.1,175.4,-165.1,-114.9,28.2,131.1,0,-226.4,346.1,-85.8,282.2,-420,340.7,-66.2,14.1,-9.3
GIS,1987,1987-05-31,-329.1,-110.8,33.5,35.3,-10.6,89.1,9.4,122.8,0,-60.3,-129.1,-207.3,208.3,-217.5,414.2,92.9,-15.4,111.6
GIS,1986,1986-05-25,-244.9,-100.9,0,0,123.5,127,22.8,104.5,0,22,-421.4,-375.8,175.1,148,351.3,124.5,-78.1,392.9
GIS,1985,1985-05-26,-209.7,-100.4,0,0,0.8,-50,-19.5,109,0,-43.8,224.1,125.4,113.7,-188.9,64.3,45.5,-88.9,20.8
GIS,1984,1984-05-27,-282.4,-96,0,0,8,-32.5,-17.2,99,0,-131,-190.8,-238.1,202.7,10,236.1,179.7,-15.9,292.4
KO,2019,2019-12-31,-2054,-6845,921,2126,-2581,366,-280,1365,-72,-91,-1841,-9004,8985,-3976,10471,-227,35,-1922
KO,2018,2018-12-31,-1548,-6644,903,2120,2945,-1240,-413,1086,-262,-436,-2995,-10347,6476,5927,7627,-272,1718,7475
KO,2017,2017-12-31,-1750,-6320,803,1950,-2477,3442,-1252,1260,241,-2087,1055,-7447,1283,-2312,7041,-95,2308,-562
KO,2016,2016-12-31,-2262,-6043,663,1554,1238,-225,-856,1787,-5,-2247,1666,-6545,6550,-1004,8792,79,1536,1258
KO,2015,2015-12-31,-2553,-5741,515,2357,-1649,-157,73,1970,-878,-2319,2696,-5113,7366,-6186,10528,251,1276,-3633
KO,2014,2014-12-31,-2406,-5350,498,1926,-1456,-439,-40,1976,-934,-2630,4712,-3631,7124,-7506,10615,-363,1994,-5100
KO,2013,2013-12-31,-2550,-4969,498,2162,1972,-932,648,1977,-611,-3504,4711,-3745,8626,-4214,10542,17,223,-1664
KO,2012,2012-12-31,-2780,-4595,574,981,-4361,-1080,632,1982,-255,-3070,4218,-3347,9086,-11404,10645,100,25,-8624
KO,2011,2011-12-31,-2920,-4300,573,1612,4286,-1893,1028,1954,-430,-2944,4965,-2234,8634,-2524,9474,45,-249,396
KO,2010,2010-12-31,-2215,-4068,422,1766,1496,370,617,1443,-166,-1295,1848,-3465,11859,-4405,9532,50,-4757,-2190
KO,2009,2009-12-31,-1993,-3800,346,1534,2320,-564,353,1236,576,-856,2363,-2293,6906,-4149,8186,,255,-2156
KO,2008,2008-12-31,-1968,-3521,460,1942,608,-688,-360,1228,-615,-493,29,-3985,5807,-2363,7571,,1584,-395
KO,2007,2007-12-31,-1648,-3149,405,1596,1653,6,109,1163,249,-219,4341,973,5981,-6719,7150,,-109,-5071
KO,2006,2006-12-31,-1407,-2911,212,1601,-2261,-615,-35,938,65,-2268,-1404,-6583,5080,-1700,5957,,589,-293
KO,2005,2005-12-31,-899,-2678,233,1676,-2006,430,-88,932,-148,-1825,-2282,-6785,4872,-1496,6423,,277,-597
KO,2004,2004-12-31,-755,-2429,188,1500,3345,-617,162,893,141,-1546,1714,-2261,4847,-503,5968,,683,252
KO,2003,2003-12-31,-812,-2166,180,1325,1102,-168,-188,850,183,-1342,-93,-3601,4347,-936,5456,,615,-124
KO,2002,2002-12-31,-851,-1987,197,1508,260,-407,40,806,32,-584,-756,-3327,3050,-1187,4742,,1253,-336
KO,2001,2001-12-31,-769,-1791,304,1496,47,-462,56,803,-45,-113,-926,-2830,3969,-1188,4110,,-256,-419
KO,2000,2000-12-31,-733,-1685,458,1425,208,-852,3,773,-140,198,-585,-2072,2177,-1165,3585,0,1484,-432
KO,1999,1999-12-31,-1069,-1580,314,1404,-37,-557,97,792,-28,153,956,-471,2431,-3421,3883,0,1120,-2352
KO,1998,1998-12-31,-863,-1480,298,1559,-89,-550,-38,645,-28,-1261,1408,-1333,3533,-2161,3433,0,-157,-1298
KO,1997,1997-12-31,-1093,-1387,264,982,304,-47,380,626,-134,-1112,-596,-3095,4129,-500,4033,0,-1055,593
KO,1996,1996-12-31,-990,-1247,315,1242,266,36,-145,479,-45,-1397,542,-2102,3492,-1050,3463,0,-399,-60
KO,1995,1995-12-31,-937,-1110,275,1000,-219,-405,157,454,-43,-1710,542,-2278,2986,-1013,3115,0,-77,-76
KO,1994,1994-12-31,-878,-1006,197,785,388,129,58,411,34,-1123,337,-1792,2554,-1037,3183,,31,-159
KO,1993,1993-12-31,-800,-883,158,650,42,54,-62,360,-41,-535,-122,-1540,2176,-885,2508,0,-20,-85
KO,1992,1992-12-31,-1083,-738,174,856,-103,-43,-27,322,-58,-1128,949,-917,1664,-1359,2232,0,316,-276
KO,1991,1991-12-31,-792,-640,160,672,-371,251,-94,261,0,-435,-257,-1332,1618,-1124,2084,0,48,-332
KO,1990,1990-12-31,-593,-553,233,803,334,-134,-75,244,33,-502,510,-545,1382,-440,1284,0,-133,153
KO,1989,1989-12-31,-462,-491,319,537,-49,279,37,184,-23,-1126,-75,-1692,1724,553,1110,,-1114,1015
KO,1988,1988-12-31,-387,-443,250,517,-238,-84,44,170,-30,-431,-852,-1726,1045,335,1180,0,5,722
KO,1987,1987-12-31,-300,-757,275,411,600,273,-27,152,,-564,1092,-229,916,-405,1234,,-80,-105
KO,1986,1986-12-31,-373,-403,,,19,41,95,184,,-59,436,-26,934,-444,489,,-765,-71
KO,1985,1985-12-31,,-389,0,0,83,24,94,196,0,-186,153,-618,678,-280,981,-196,-11,-280
KO,1984,1984-12-31,-260,,0,0,608,-47,85,183,0,-304,227,433,629,-605,780,510,-70,-345
KO,1983,1983-12-31,-376,-365,0,0,351,33,12,220,0,22,35,-308,553,-327,986,0,168,49
JNJ,2019,2019-12-29,-3498,-9917,995,4191,-802,3865,-2476,7009,-9,-5792,-2881,-18015,15119,-6194,23416,575,-101,-2696
JNJ,2018,2018-12-30,-3670,-9494,1049,4570,283,3,-1016,6929,-241,-4919,-3949,-18510,15297,-3167,22201,-148,988,503
JNJ,2017,2017-12-31,-3279,-8943,960,3312,-1148,11241,2406,5642,337,-5296,6754,-7673,1300,-14868,21056,-188,467,-11589
JNJ,2016,2017-01-01,-3226,-8621,730,2843,5240,-1773,-341,3754,-215,-7790,7875,-8551,16540,-4761,18767,-15,587,-1535
JNJ,2015,2016-01-03,-3463,-8173,617,2865,-791,1629,-270,3746,-1489,-4285,1379,-11136,15409,-7735,19569,-57,-945,-4272
JNJ,2014,2014-12-28,-3714,-7768,603,3536,-6404,-827,441,3895,-310,-5581,850,-12499,16323,-12305,18710,0,-1122,-8591
JNJ,2013,2013-12-29,-3595,-7286,596,3155,6016,-941,-607,4104,-204,-889,2028,-6091,13831,-5103,17414,56,1027,-1508
JNJ,2012,2012-12-30,-2934,-6614,616,2507,-9631,-1969,-39,3666,45,-10199,-3666,-20562,10514,-4510,15396,-83,3224,-1576
JNJ,2011,2012-01-01,-2893,-6156,576,2970,5187,1651,-836,3158,-47,-1279,2983,-4452,9672,-4612,14298,,653,-1719
JNJ,2010,2011-01-02,-2384,-5804,491,2442,3545,-870,356,2939,-6,-1571,2395,-4980,13334,-7854,16385,,626,-5470
JNJ,2009,2010-01-03,-2365,-5327,533,2363,5042,1281,-436,2774,161,-1248,2483,-4092,12266,-7598,16571,,686,-5233
JNJ,2008,2008-12-28,-3066,-5024,525,4068,2998,-1725,22,2832,-323,-5165,2725,-7464,12949,-4187,14972,,894,-1121
JNJ,2007,2007-12-30,-2942,-4670,314,4099,3687,1453,-1762,2777,275,-4045,3017,-5698,10576,-6139,15249,,2205,-3197
JNJ,2006,2006-12-31,-2666,-4267,143,4250,-11972,982,-1168,2177,180,-5587,3745,-6109,11053,-20291,14248,,1204,-17625
JNJ,2005,2006-01-01,-2632,-3793,151,3429,6852,-912,-46,2093,-225,-1021,293,-4521,10411,-279,11877,,331,2353
JNJ,2004,2005-01-02,-2175,-3251,222,3880,3826,975,-498,2124,190,-742,-1155,-5148,8509,-2347,11131,,21,-172
JNJ,2003,2003-12-28,-2262,-2746,206,3146,2483,1325,-720,1869,277,-872,-245,-3863,7197,-4526,10595,,924,-2264
JNJ,2002,2002-12-29,-2099,-2381,141,2006,-864,-192,-74,1662,110,-6148,1576,-6953,6597,-2197,8176,,183,-98
JNJ,2001,2001-12-31,-1731,-2047,185,2090,-520,1493,-106,1605,-40,-2056,-1148,-5251,5668,-4093,8864,,204,-2362
JNJ,2000,2000-12-31,-1646,-1724,191,1627,1048,328,-167,1515,-47,-681,-695,-3100,4800,-2368,6563,,87,-722
JNJ,1999,2000-01-02,-1728,-1479,185,1406,369,62,-7,1444,-72,-577,-238,-2294,4167,-2942,5677,,11,-1214
JNJ,1998,1999-01-03,-1460,-1305,89,1310,-826,656,-239,1246,25,-661,1868,-98,3059,-5639,4886,,164,-4179
JNJ,1997,1997-12-28,-1391,-1137,91,1431,742,94,-121,1067,-68,-403,-379,-1919,3303,-1614,4343,,0,-223
JNJ,1996,1996-12-29,-1373,-974,113,1210,810,-2,-3,1009,-21,-263,-131,-1368,2887,-1692,3891,,0,-319
JNJ,1995,1995-12-31,-1256,-827,137,1071,565,185,-63,857,13,-210,-697,-1734,2403,-1096,3382,,,160
JNJ,1994,1995-01-01,-937,-727,133,612,264,311,-66,724,33,-123,662,-188,2006,-2556,2975,,,-1619
JNJ,1993,1994-01-02,-975,-659,118,665,-373,-217,-19,617,-36,-589,4,-1244,1787,-1261,2168,,0,-286
JNJ,1992,1993-01-03,-1103,-587,124,561,156,-36,-8,560,-35,-666,468,-777,1030,-1173,2141,8,595,-70
JNJ,1991,1991-12-29,-987,-513,127,629,-237,-257,-22,493,-11,-156,-204,-873,1461,-1028,1675,0,0,-41
JNJ,1990,1990-12-31,-830,-436,186,509,374,86,-46,474,37,-138,411,-263,1143,-1057,1657,-100,0,-227
JNJ,1989,1989-12-31,-750,-373,122,418,-77,-238,-8,414,-1,-106,50,-429,1082,-897,1250,0,,-147
JNJ,1988,1988-12-31,-664,-327,87,500,-93,-471,-6,391,-22,-556,621,-262,974,-697,888,0,0,-33
JNJ,1987,1987-12-31,-515,-278,90,332,-58,-37,-58,356,54,-174,-220,-672,833,-534,1094,,0,-19
