symbol,year,period,accountsPayable,accountsReceivables,accruedLiability,accumulatedDepreciation,cashEquivalents,cashShortTermInvestments,commonStock,currentAssets,currentLiabilities,currentPortionLongTermDebt,deferredIncomeTax,goodwill,intangiblesAssets,inventory,liabilitiesShareholdersEquity,longTermDebt,longTermInvestments,otherCurrentAssets,otherCurrentliabilities,otherEquity,otherLiabilities,otherLongTermAssets,otherReceivables,period,propertyPlantEquipment,retainedEarnings,sharesOutstanding,shortTermDebt,shortTermInvestments,tangibleBookValueperShare,totalAssets,totalDebt,totalEquity,totalLiabilities,totalLongTermDebt,totalReceivables,treasuryStock
ADBE,2019,2019-11-29,209.499,1598.709,1283.029,-1568.632,2183.28,4176.976,0.061,6494.925,8190.938,3149.135,140.498,10691.199,1720.565,,20762.4,988.924,,187.829,3549.275,-192.237,911.885,562.696,0,2019-11-29,1293.015,14828.562,482.339,0,1526.755,-3.90101,20762.4,4138.059,10530.155,10232.245,988.924,1598.709,-10615.234
ADBE,2018,2018-11-30,186.258,1315.578,1104.844,-1405.836,1274.211,3228.962,0.061,4857.039,4301.126,,46.702,10581.048,2069.001,,18768.682,4115.056,,44.259,3010.024,-122.8,943.684,186.522,0,2018-11-30,1075.072,11815.597,487.663,0,1586.187,-6.74223,18768.682,4115.056,9362.114,9406.568,4115.056,1315.578,-7990.751
ADBE,2017,2017-12-01,114,1218,943,-1267,2306,5820,0,7248,3527,,280,5822,386,,14536,1881,,14,2471,-100,387,144,0,2017-12-01,937,9574,491,0,3514,4.5886,14536,1881,8460,6076,1881,1218,-6084
ADBE,2016,2016-12-02,88,833,691,-1110,803,4761,0,5840,2812,,218,5406,414,,12707,1902,,38,2032,-166,351,150,0,2016-12-02,816,8115,494,0,3750,3.247,12707,1902,7425,5282,1902,833,-5132
ADBE,2015,2015-11-27,,,,,,,,,,0,,,,,,,,,,,,,,2015-11-27,,,,,,,,,,,,,
ADBE,2014,2014-11-28,,,,,,,,,,603.229,,,,,,,,,,,,,,2014-11-28,,,,,,,,,,,,,
ADBE,2013,2013-11-29,62,600,644,-788,835,3174,0,4046,1526,15,376,4772,605,,10380,1499,,114,805,37,255,90,0,2013-11-29,660,6929,496,0,2339,2.7157,10380,1514,6725,3656,1499,600,-3643
ADBE,2012,2012-11-30,50,617,573,-734,1425,3538,0,4331,1272,11,265,4133,545,,9975,1497,,60,638,16,276,93,0,2012-11-30,664,7003,494,0,2113,4.0223,9975,1508,6665,3309,1497,617,-3407
ADBE,2011,2011-12-02,87,634,609,-626,990,2912,0,3771,1251,9,182,3849,546,,8991,1505,21,92,546,24,271,69,0,2011-12-02,528,6529,492,0,1922,2.8211,8991,1514,5783,3208,1505,634,-3530
ADBE,2010,2010-12-03,52,554,551,-525,750,2468,0,3216,1068,9,103,3642,529,,8141,1514,25,83,456,17,264,73,0,2010-12-03,449,5981,502,0,1718,2.0359,8141,1522,5192,2949,1514,554,-3264
ADBE,2009,2009-11-27,59,411,446,-443,999,1904,0,2474,845,0,252,3495,612,,7282,1000,64,77,340,24,295,43,0,2009-11-27,388,5300,523,0,905,1.499,7282,1000,4891,2392,1000,411,-2824
ADBE,2008,2008-11-28,56,467,414,-353,886,2019,0,2735,763,,117,2135,306,,5822,350,77,111,293,57,181,49,46,2008-11-28,313,4913,526,0,1133,3.7452,5822,350,4410,1411,350,513,-2957
ADBE,2007,2007-11-30,67,318,387,-291,946,1994,0,2573,852,,149,2148,403,,5714,,53,216,398,28,62,40,45,2007-11-30,290,4042,571,0,1047,3.676,5714,0,4650,1064,0,363,-1761
ADBE,2006,2006-12-01,55,357,314,-254,773,2281,0,2884,677,,71,2149,506,,5963,,46,195,309,6,63,22,52,2006-12-01,227,3318,587,0,1508,4.2521,5963,0,5152,811,0,409,-624
ADBE,2005,2005-12-02,41,173,227,-209,421,1701,30,2009,480,,79,119,16,,2440,,52,103,212,-1,17,15,32,2005-12-02,104,2839,489,0,1280,3.5358,2440,0,1864,576,0,205,-2324
ADBE,2004,2004-12-03,43,142,203,-207,376,1313,30,1551,451,,79,110,16,,1959,,,70,205,-2,5,55,25,2004-12-03,100,2239,484,0,937,2.6818,1959,0,1423,535,0,167,-2007
ADBE,2003,2003-11-28,37,146,160,-188,190,1097,30,1329,437,,18,96,15,,1555,,,58,239,-1,,38,28,2003-11-28,77,1800,477,0,907,2.0755,1555,0,1101,454,0,174,-1602
ADBE,2002,2002-11-29,38,117,135,-164,184,618,30,814,377,,,100,,,1052,,,50,204,-4,,67,30,2002-11-29,71,1546,464,0,434,1.2392,1052,0,674,377,0,147,-1607
ADBE,2001,2001-11-30,31,124,129,-138,219,582,625,767,314,,0,,,,931,,,43,154,4,,82,18,2001-11-30,81,1366,472,0,363,1.3072,931,0,617,314,0,142,-1379
ADBE,2000,2000-12-01,40,141,182,-136,237,680,531,878,315,,2,,,,1069,,,38,92,-1,,127,19,2000-12-01,64,1173,482,0,443,1.5622,1069,0,753,317,0,160,-950
ADBE,1999,1999-12-03,36,68,160,-152,171,499,369,623,268,,24,,,,804,,,46,72,40,,112,11,1999-12-03,69,896,474,0,328,1.0802,804,0,512,292,0,79,-793
ADBE,1998,1998-11-27,49,141,126,-128,111,273,307,456,251,,0,,,0,767,,,42,76,-3,0,217,0,1998-11-27,94,733,487,0,162,1.0595,767,0,516,251,0,141,-521
ADBE,1997,1997-11-28,58,131,103,-107,268,503,291,679,225,,0,,,,940,,,45,64,-5,0,180,0,1997-11-28,81,664,550,0,235,1.3,940,0,715,225,0,131,-239
ADBE,1996,1996-11-29,43,127,105,-77,111,564,149,737,231,,4,,,0,1012,,,46,83,-5,71,195,0,1996-11-29,80,530,572,0,453,1.236,1012,0,707,306,0,127,
ADBE,1995,1995-12-01,26,133,123,-104,58,516,293,693,186,,0,,,7,885,,,36,38,-4,0,140,0,1995-12-01,52,391,583,0,458,1.1973,885,0,698,186,0,133,0
ADBE,1994,1994-11-25,31,97,107,,190,400,142,532,169,,,,,10,626,,,26,30,-4,0,54,0,1994-11-25,39,320,489,0,210,0.9346,626,0,457,169,0,97,
ADBE,1993,1993-11-26,10,50,40,-39,95,236,50,304,74,,,,,4,353,,,14,24,,7,25,0,1993-11-26,23,223,469,0,142,0.58,353,0,272,81,0,50,
ADBE,1992,1992-11-27,5,49,30,-28,47,160,50,224,57,,0,,,5,281,,,11,22,0,0,36,0,1992-11-27,21,175,356,0,113,0.632,281,0,225,57,0,49,0
