symbol,year,period,capex,cashDividendsPaid,cashInterestPaid,cashTaxesPaid,changeinCash,changesinWorkingCapital,deferredTaxesInvestmentTaxCredit,depreciationAmortization,foreignExchangeEffects,issuanceReductionCapitalStock,issuanceReductionDebtNet,netCashFinancingActivities,netIncomeStartingLine,netInvestingCashFlow,netOperatingCashFlow,otherFundsFinancingItems,otherFundsNonCashItems,otherInvestingCashFlowItemsTotal
MLM,1994,1994-12-31,-47,-10.2,8,32.8,-1,-16.8,-0.9,42.8,0,187.3,-132.8,44.3,53.7,-124.7,79.5,0,0.7,-77.7
MLM,1993,1993-12-31,-45.9,-14.9,1,22.9,2.9,3.3,3.4,37,0,0,-3.2,-18.1,30.5,-69.9,90.9,0,16.7,-24
MLM,1992,1992-12-31,-38.7,-12.5,1.3,19.1,0.3,-8.9,0.2,42,0,0,-2.4,-14.8,39,-54.5,69.7,0,-2.7,-15.8
MLM,1991,1991-12-31,-33.8,-15.6,0.8,18.6,1,-11.1,0,39.3,0,0,-2.8,-18.3,37.4,-41.4,60.8,0,-4.7,-7.6
MAS,2019,2019-12-31,-162,-144,157,384,138,-9,-41,171,14,-869,-209,-1291,980,582,833,-69,-268,744
MAS,2018,2018-12-31,-219,-134,155,231,-635,49,4,177,4,-640,-115,-1020,784,-651,1032,-131,18,-432
MAS,2017,2017-12-31,-173,-129,175,258,204,-139,10,152,55,-331,55,-577,580,-25,751,-172,148,148
MAS,2016,2016-12-31,-180,-128,198,190,-478,-61,130,159,-34,-458,-412,-1109,534,-124,789,-111,27,56
MAS,2015,2015-12-31,-158,-126,216,107,85,-1,212,153,-15,-454,197,-521,394,-189,810,-138,52,-31
MAS,2014,2014-12-31,-128,-117,220,80,160,-66,-406,167,-45,-157,-2,-297,903,-100,602,-21,4,28
MAS,2013,2013-12-31,-126,-107,232,77,183,38,42,186,-3,-35,-202,-382,313,-77,645,-38,66,49
MAS,2012,2012-12-31,-119,-107,269,57,-305,36,50,214,17,-8,-396,-576,-79,-27,281,-65,60,92
MAS,2011,2011-12-31,-151,-107,254,43,-59,-2,-112,263,-18,-30,-63,-219,-533,-61,239,-19,623,90
MAS,2010,2010-12-31,-137,-108,241,47,302,115,168,279,-14,-45,133,-40,-1002,-109,465,-20,905,28
MAS,2009,2009-12-31,-125,-166,226,25,385,235,-83,254,-5,-11,-11,-197,-145,-118,705,-9,444,7
MAS,2008,2008-12-31,-200,-336,232,117,106,161,20,238,-46,-160,-133,-632,-391,-13,797,-3,769,187
MAS,2007,2007-12-31,-248,-347,262,363,-1036,283,-41,248,47,-797,-881,-2006,386,-347,1270,19,394,-99
MAS,2006,2006-12-31,-388,-349,238,496,-6,-57,-42,244,18,-826,151,-1006,488,-226,1208,18,575,162
MAS,2005,2005-12-31,-282,-339,246,457,708,9,75,241,-5,-953,407,-885,940,224,1374,0,109,506
MAS,2004,2004-12-31,-310,-302,219,406,461,-10,91,237,29,-885,-13,-1145,893,123,1454,55,243,433
MAS,2003,2003-12-31,-271,-286,282,328,-272,36,179,244,52,-790,-541,-1617,806,-128,1421,,156,143
MAS,2002,2002-12-31,-284.7,-267.9,204,302,754.6,-12.5,63.5,220.3,58.5,400.8,634.4,767.4,589.7,-1296.2,1224.9,,363.9,-1011.5
MAS,2001,2001-12-31,-274.4,-243.8,246,193,142.6,468.5,-94.9,269.5,0.5,-115.3,201.6,-157.5,198.5,-667.1,966.6,,125.1,-392.6
MAS,2000,2000-12-31,-388,-218.7,203,314,-61.4,-141.1,15.3,238.3,,-103.4,702,379.9,591.7,-1175.1,733.8,,29.7,-787.1
MAS,1999,1999-12-31,-350.9,-165,126,326,-322.4,-217.4,5.2,181.8,,-106.4,579,319.1,569.6,-1132,490.6,11.5,-48.6,-781.2
MAS,1998,1998-12-31,-189,-145.3,85,160,100.4,-151.4,45.9,136.3,,-90.1,327.7,92.3,476,-410.9,419.1,,-87.8,-222
MAS,1997,1997-12-31,-167.4,-131.7,75,178,-32.4,-72.2,34.9,116.1,,0,7.9,-123.8,382.4,-313.6,405,0,-56.1,-146.2
MAS,1996,1996-12-31,-138.5,-123.5,102,201,413.3,15,28.9,99.7,,0,-368.2,-491.7,295.2,564.8,340.1,0,-98.6,703.4
MAS,1995,1995-12-31,-165.1,-116.4,115,170,23.9,-28.5,18.2,90.1,,0,-52.2,-156.1,200.1,-141.3,321.3,12.5,41.4,23.8
MAS,1994,1994-12-31,-190.6,-109,103,175,-58.8,-75.2,-36.1,120.6,0,-61.7,134.2,-36.5,193.7,-333.5,311.2,,108,-142.9
MAS,1993,1993-12-31,-166.5,-99,104,135,74.6,-36.3,-8.5,116,0,0,-131.5,-230.5,221.1,44.2,260.9,,-31.4,210.7
MAS,1992,1992-12-31,-117.7,-92.7,121,97,-16.8,-92.4,11.6,114.5,0,0,80.5,-12.2,183.1,-208.2,203.6,0,-13.2,-90.5
MAS,1991,1991-12-31,-113,-85.2,127,54,11,36.9,-3.6,102.7,0,63.6,-30,-51.5,44.9,-188.3,250.8,0,69.9,-75.3
MAS,1990,1990-12-31,-165.6,-81.1,123,104,4.6,-38.8,6.3,93.5,0,-188.1,169,-100.3,138.8,-99.8,204.7,0,5,65.8
MAS,1989,1989-12-31,-163.7,-74.8,110,106,-38.6,-61.9,-2.1,89.1,0,-109.8,161.7,-23,220.9,-239.4,223.8,0,-22.2,-75.7
MAS,1988,1988-12-31,-126.9,-80.5,98,120,-13.5,-107.3,20.5,86.6,0,-28.9,-114,-223.4,317.6,-13.1,223.1,0,-94.4,113.8
MA,2019,2019-12-31,-728,-1345,199,1644,632,-1698,-7,522,-44,-6371,2224,-5867,8118,-1640,8183,-375,1248,-912
MA,2018,2018-12-31,-504,-1044,153,1790,745,-1313,-244,459,-6,-4829,991,-4966,5859,-506,6223,-84,1462,-2
MA,2017,2017-12-31,-423,-942,135,1893,-681,-177,86,437,200,-3705,-64,-4764,3915,-1781,5664,-53,1403,-1358
MA,2016,2016-12-31,-382,-837,74,1579,1080,-765,-20,373,-50,-3474,1972,-2344,4059,-1163,4637,-5,990,-781
MA,2015,2015-12-31,-342,-727,44,1097,610,-820,-16,366,-260,-3491,1735,-2516,3808,-715,4101,-33,763,-373
MA,2014,2014-12-31,-334,-515,24,2036,1538,-1168,-91,321,-220,-3358,1530,-2339,3617,690,3407,4,728,1024
MA,2013,2013-12-31,-299,-255,2,1215,1547,750,-119,258,45,-2417,35,-2629,3116,-4,4135,8,130,295
MA,2012,2012-12-31,-218,-132,0,1046,-1682,-334,241,230,7,-1717,0,-1798,2758,-2839,2948,51,53,-2621
MA,2011,2011-12-31,-177,-77,0,911,667,707,-175,194,-54,-1129,-21,-1215,1904,-748,2684,12,54,-571
MA,2010,2010-12-31,-151,-79,3,540,1012,-439,248,148,-63,11,0,19,1847,-641,1697,87,-107,-490
MA,2009,2009-12-31,-139.4,-78.7,10.6,457.3,550.3,-674.1,336.7,141.4,21.2,8.7,-149.4,-184.9,1462.6,-664.2,1378.2,34.4,111.6,-524.8
MA,2008,2008-12-31,-170.3,-79.3,14.1,493.2,-154.1,1074.6,-484,112,-17.6,-639.9,-80,-751.4,-253.9,201.7,413.2,47.8,-35.5,371.9
MA,2007,2007-12-31,-156.4,-74,17.1,561.9,474.2,-110.5,-5.5,97.6,46.7,-598.9,0,-657.5,1085.9,315.1,769.9,15.4,-297.6,471.6
MA,2006,2006-12-31,-94.5,-12.4,17,187,639.8,44.2,32.3,99.8,28.3,650,0,637.6,50.2,-676.2,650.2,0,423.7,-581.8
MA,2005,2005-12-31,-82,0,16.8,203.4,216.3,-62,-54,109.9,-22.9,0,,0,266.7,-33.7,272.8,0,12.2,48.3
MA,2004,2004-12-31,-78.2,0,16.7,43.6,80.9,-70.4,40.8,123.3,11.6,0,0,0,238.1,-274.5,343.8,,12,-196.4
MA,2003,2003-12-31,-143.5,,16.8,14.7,37.7,691.6,-240.7,119.6,8.9,,0,0,-385.8,-161.7,190.4,,5.8,-18.2
MA,2002,2002-12-31,-110.6,,5.7,68.2,160.3,85.8,4.4,90.5,1.3,,-34.9,-34.9,116.4,-111.9,305.8,,8.7,-1.3
MA,2001,2001-12-31,-107.6,,6,41.7,-17.2,-27.4,-2.7,70,0,,5.4,5.4,142.1,-219.1,196.5,,14.6,-111.5
MA,2000,2000-12-31,-154.4,,5.8,81.9,-67.9,70.2,3.3,59.400000000000006,0,,-5.8,-5.8,118.1,-322.3,260.1,,9,-167.8
MXIM,2020,2020-06-27,-67.049,-517.162,34.126,98.211,-171.914,-79.341,8.994,108.533,,-415.558,0,-940.72,654.694,-32.049,800.855,-8,107.975,35
MXIM,2019,2019-06-29,-82.823,-505.576,40.376,98.104,213.858,-167.289,13.957,110.745,,-504.265,-500,-1518.893,827.486,856.911,875.84,-9.052,90.941,939.734
MXIM,2018,2018-06-30,-65.782,-438.087,46.625,189.1,-702.637,98.885,27.715,144.974,,-373.948,0,-812.035,467.318,-710.066,819.464,0,80.572,-644.284
MXIM,2017,2017-06-24,-51.421,-373.971,29.375,76.243,140.892,-23.397,-7.895,164.292,,-179.71,250,-307.369,571.613,-325.396,773.657,-3.688,69.044,-273.975
MXIM,2016,2016-06-25,-69.369,-342.023,29.381,43.898,554.264,99.291,-48.138,244.637,,-147.587,250,-230.343,227.475,62.722,721.885,9.267,198.62,132.091
MXIM,2015,2015-06-27,-75.816,-317.909,29.41,40.5,228.493,60.998,-72.507,299.396,,-123.343,-0.437,-429.14,206.038,-36.073,693.706,12.549,199.781,39.743
MXIM,2014,2014-06-28,-132.5,-294.2,22.9,-6.5,147.5,111,-32.2,244.6,,-224.3,493.2,-19.2,354.8,-609.4,776.1,6.1,97.9,-476.9
MXIM,2013,2013-06-29,-216.7,-280.2,10.6,19.1,293.9,29.5,25.4,207.1,,-332.8,190.9,-384.6,454.9,-139.4,817.9,37.5,101,77.3
MXIM,2012,2012-06-30,-264.3,-257.7,10.9,39.8,-81.5,75.2,30.8,211.1,,-192.4,-20.8,-453.4,386.7,-384.8,756.7,17.5,52.9,-120.4
MXIM,2011,2011-06-25,-175.3,-249.1,10.3,-15.5,136,-97.6,140.1,205.1,,-206.2,-1.4,-447.1,489,-278.3,861.5,9.7,124.9,-103.1
MXIM,2010,2010-06-26,-123.9,-243.8,0,217.1,117.2,89.7,29.1,167.5,,-195.6,298.6,-132.1,125.1,-241.6,491,8.6,79.5,-117.7
MXIM,2009,2009-06-27,-135.4,-248.5,0,21.7,-303.8,-8.2,202.4,205.4,,-255.7,-3.8,-557.8,10.5,-191.7,445.8,-49.8,35.8,-56.3
MXIM,2008,2008-06-28,-215.9,-240.4,,202.3,436.1,-120.4,-14.6,161.9,,0,0,-348.5,317.7,265.1,519.4,-108,174.8,481
MXIM,2007,2007-06-30,-401.7,-200.1,,229.3,154.7,-39.6,-103.5,104.6,,-35.1,0,-258.9,286.2,-202.9,616.6,-23.7,368.9,198.8
MXIM,2006,2006-06-24,-201.2,-153,,191.1,236.8,-40.5,-58.9,90.3,,-431.6,,-539.9,387.7,157.6,619.1,44.7,240.4,358.8
MXIM,2005,2005-06-25,-132.4,-123.9,,93.6,37.8,-81.1,45.5,76.8,,-62.5,,-186.4,540.8,-474.8,699.1,,117,-342.4
MXIM,2004,2004-06-26,-231.6,-104.6,,13.3,-63.1,37.8,23.5,61.9,,-417.4,,-522,419.8,-236.6,695.5,,152.5,-5
MXIM,2003,2003-06-28,-84.1,-25.9,,-51.6,37,163.5,48.4,60.3,,-70.3,,-96.2,309.6,-448.6,581.8,,0,-364.5
MXIM,2002,2002-06-29,-90.4,0,,-9.1,80,81.9,6.4,56.3,,-754.7,,-754.7,259.2,431,403.8,,0,521.3
MXIM,2001,2001-06-30,-336.5,-6,,21.8,11.6,178.1,27.4,90.9,,-136.4,,-142.4,334.9,-655.7,809.6,,178.4,-319.1
MXIM,2000,2000-06-24,-176.1,,,-12.7,18.9,166.6,-18.4,19.7,,-177.7,,-177.7,280.6,-287.2,483.8,,35.2,-111
MXIM,1999,1999-06-26,-54.3,,,43.3,17.4,89.2,0.6,17.6,,-62.9,,-62.9,196.1,-226,306.2,,2.7,-171.7
MXIM,1998,1998-06-27,-109.4,,0,8.3,-1.8,100.2,-10.3,15.1,0,-85.9,0,-85.9,178.1,-211.4,295.5,0,12.3,-102
MXIM,1997,1997-06-30,-44.2,,0.1,20,-41.7,32.3,0.8,17,0,-49.5,0,-49.5,137,-179.3,187.1,0,0,-135.1
MXIM,1996,1996-06-30,-75.1,,0,19.4,5.3,-13.3,-4.8,12.9,0,-7.7,0,-7.7,123.3,-106.5,119.5,0,1.3,-31.4
MXIM,1995,1995-06-30,-35.6,,0,25.7,26.9,26.8,-8.4,11.6,0,-2.2,-0.1,-2.3,38.9,-57.7,86.9,0,18,-22.2
MXIM,1994,1994-06-30,-21.8,,0.1,9.8,-0.5,13.5,2.7,7.9,0,-0.1,-0.5,-0.6,24.1,-48.1,48.2,0,0,-26.2
MXIM,1993,1993-06-30,-12.7,,0.1,6.2,5.1,4.6,-0.2,4.6,0,3.5,-1,2.5,17.3,-23.7,26.3,0,0,-11
MXIM,1992,1992-06-30,-4.2,,0.4,4.5,13.7,2.7,0.4,5.9,0,3,-3,0,13.7,-9.1,22.7,0,0,-4.9
MXIM,1991,1991-06-30,-4,,0.8,2.2,4.9,-0.3,1.1,5.9,0,-0.2,-3.1,-3.3,10.1,-8.9,17.1,0,0.3,-4.9
MXIM,1990,1990-06-30,-9.4,,0.9,2.3,-2.8,-5.1,0.2,4.6,0,3.6,-2.6,1.1,7.6,-11.2,7.3,0.1,0,-1.8
MXIM,1989,1989-06-30,-6.2,,0.8,2.6,0.3,-1.7,0.7,3.4,0,0.8,-2.2,-1.4,5.5,-6.1,7.8,0,0,0
MXIM,1988,1988-06-30,-7.3,,0.8,0,5.1,0.6,0,2.2,0,7.3,-1.7,5.6,3.5,-6.7,6.2,0,0,0.6
MXIM,1987,1987-06-30,-0.8,,0.5,0,-0.5,-1.1,0,1.5,0,1.2,-1.1,0.1,0.7,-2,1.4,0,0.2,-1.2
MXIM,1986,1986-06-30,-0.5,,0.5,0,2.1,-2.7,0,1.2,0,6.7,-0.8,5.8,-1.6,-0.8,-3,0,0,-0.3
MKC,2019,2019-11-30,-173.7,-302.2,169.8,137.2,58.8,69.7,20.9,158.8,8.8,-4.2,-406.7,-725.8,702.7,-171,946.8,-12.7,-5.3,2.7
MKC,2018,2018-11-30,-169.1,-273.4,179.8,154.6,-90.2,18,40.1,150.7,-1.8,15.9,-466.5,-751.1,933.4,-158.5,821.2,-27.1,-321,10.6
MKC,2017,2017-11-30,-182.4,-237.6,72.1,155.6,68.4,160.2,24.1,125.2,5.4,445.7,3582.3,3756,477.4,-4508.3,815.3,-34.4,28.4,-4325.9
MKC,2016,2016-11-30,-153.8,-217.8,57.5,151,5.8,118.9,-40,108.7,-13.7,-209.4,55.7,-371.5,472.3,-267.1,658.1,,-1.8,-113.3
MKC,2015,2015-11-30,-128.4,-204.9,52.2,111.5,35.3,66.5,1,105.9,-16.2,-112.7,118,-199.6,401.6,-338.9,590,,15,-210.5
MKC,2014,2014-11-30,-132.7,-192.4,50,129,14.3,-38.4,6.1,102.7,-8.8,-212.6,56.1,-348.9,437.9,-131.6,503.6,,-4.7,1.1
MKC,2013,2013-11-30,-99.9,-179.9,54.2,106.3,-16,-50.6,-15.3,106,4.4,-132.7,66.7,-245.9,389,-239.7,465.2,,36.1,-139.8
MKC,2012,2012-11-30,-110.3,-164.7,54.7,103.3,25.1,-79.4,24.3,102.8,3.4,-79.1,-80.5,-324.3,407.8,-109,455,,-0.5,1.3
MKC,2011,2011-11-30,-96.7,-148.5,49.6,103.5,3.1,-158.9,38,98.3,12.8,-31.3,367.6,187.8,374.2,-537.5,340,,-11.6,-440.8
MKC,2010,2010-11-30,-89,-138.2,49.3,83.2,11.3,-74.6,10.5,95.1,14.6,-8.9,-114,-261.1,370.2,-129.7,387.5,,-13.7,-40.7
MKC,2009,2009-11-30,-82.4,-125.4,54.3,107.1,0.6,1,24,94.3,8.4,35.8,-252.2,-341.8,299.8,-81.8,415.8,,-3.3,0.6
MKC,2008,2008-11-30,-85.8,-113.5,51.6,102.7,-7,-23.7,-8.8,85.6,-8,37.8,509.1,433.4,255.8,-747,314.6,,5.7,-661.2
MKC,2007,2007-11-30,-78.5,-103.6,60.6,112.1,-3.1,-77,-12,82.6,17.3,-114,65.5,-152.1,230.1,-92.8,224.5,,0.8,-14.3
MKC,2006,2006-11-30,-84.8,-95,52.1,70.9,18.7,69.6,-26,86.8,7.2,-109.4,77.2,-127.2,202.2,-172.1,310.8,,-21.8,-87.3
MKC,2005,2005-11-30,-73.8,-86.2,49.1,78.9,-40,64.4,5.9,74.6,-7.8,-140.6,-67.6,-294.4,214.9,-77,339.2,,-20.6,-3.2
MKC,2004,2004-11-30,-69.8,-76.9,41,77.6,45.2,79.3,-1.7,72,15.6,-120.8,19.3,-178.4,214.5,-141.5,349.5,,-14.6,-71.7
MKC,2003,2003-11-30,-91.6,-64.1,39,80.7,-22.2,-68.7,15.6,65.3,19,-83.6,16.4,-131.3,210.8,-100.7,190.8,,-32.2,-9.1
MKC,2002,2002-11-30,-110.7,-58.6,43.1,57.9,16,-22,21.1,66.8,9.5,21.4,-74.4,-111.6,179.8,-105.6,223.7,,-22,5.1
MKC,2001,2001-11-30,-112.1,-55.1,48.5,46.9,7.4,-8,2.2,73,0.2,17.3,-47.6,-85.4,146.6,-111.9,204.5,,-9.3,0.2
MKC,2000,2000-11-30,-53.6,-52.3,39.7,69.8,11.9,25.9,-5.1,61.3,-2.1,-63.3,370.2,254.6,137.5,-442.6,202,,-17.6,-389
