symbol,year,period,capex,cashDividendsPaid,cashInterestPaid,cashTaxesPaid,changeinCash,changesinWorkingCapital,deferredTaxesInvestmentTaxCredit,depreciationAmortization,foreignExchangeEffects,issuanceReductionCapitalStock,issuanceReductionDebtNet,netCashFinancingActivities,netIncomeStartingLine,netInvestingCashFlow,netOperatingCashFlow,otherFundsFinancingItems,otherFundsNonCashItems,otherInvestingCashFlowItemsTotal
AOS,2007,2007-12-31,-71.4,-21.5,26.7,14.1,11.4,34.8,,67.5,,-25.2,-61,-107.7,88.2,-71.4,190.5,,0,0
AOS,2006,2006-12-31,-68.2,-20.1,24.9,37.3,1.8,-8.3,,60.9,,8.3,268.9,257.1,76.2,-385.3,130,,1.2,-317.1
AOS,2005,2005-12-31,-50.6,-19,13,6.9,-1.1,87.4,,52.8,,12.9,-111.8,-117.9,46.5,-69.9,186.7,,0,-19.3
AOS,2004,2004-12-31,-48.4,-18.2,13.5,-2.1,6.4,-22.1,,53.9,,3,5.7,-9.5,35.4,-50.7,66.6,,-0.6,-2.3
AOS,2003,2003-12-31,-44.9,-16.8,12.2,6.7,-14.1,-79,,52.099999999999994,,2.6,24.6,10.4,52.2,-49.7,25.2,,-0.1,-4.8
AOS,2002,2002-12-31,-42.5,-14.3,13.9,-10.6,12.1,10.2,,50.7,,133.2,-156.2,-37.2,51.3,-65.9,115.2,,3,-23.4
AOS,2001,2001-12-31,-35.3,-12.3,16.9,-2.7,5.5,-11.8,,47.1,,1.4,79.4,68.5,14.5,-153.3,90.3,,40.4,-118
AOS,2000,2000-12-31,-40.5,-11.7,24.6,13.1,0.5,-10.1,,45.1,0,0.8,-33.4,-44.3,41.7,-42,86.8,0,10.1,-1.4
AOS,1999,1999-12-31,-32.8,-11.2,13.8,11.6,-22.9,-39.8,,37.3,0,-1.6,225,214,50.3,-285,48,1.8,0.2,-252.2
AOS,1998,1998-12-31,-27.9,-11.1,6.4,6.5,-108.2,-1.3,,31.2,0,-33,24.4,-19.5,44.5,-163.4,74.7,0.2,0.2,-135.6
AOS,1997,1997-12-31,-46.2,-12.7,13,133.6,139.5,15.9,-2.3,26.3,0,-172.8,-143.8,-328.4,37.6,493.8,-25.9,0.9,-103.4,540
AOS,1996,1996-12-31,-40.4,-13.8,15.1,29.9,1.6,31,-3.3,23.6,0,0.5,54.5,41.3,25.2,-233.7,194.1,0,117.5,-193.4
AOS,1995,1995-12-31,-91,-12.1,13.1,,-2.8,-38.8,29.3,55.7,,0,30.5,11.1,61.4,-129.4,115.5,-7.4,7.9,-38.4
AOS,1994,1994-12-31,-18.1,-10.4,13.3,21.7,-3.4,2.6,15.2,21.7,0,1.8,-31.6,-38.1,17.1,-84.8,119.5,2.1,62.8,-66.6
AOS,1993,1993-12-31,-54.7,-12.2,14,12.2,5.9,8.7,11.8,42.6,0,1.8,-23,-52.6,42.7,-56.9,115.4,-19.2,9.6,-2.1
AOS,1992,1992-12-31,-46.9,-8.5,18.4,5.4,-2.9,-14.6,-22.9,39.5,0,3.8,-2.8,-19,-17.3,-51.6,67.7,-11.5,83.1,-4.6
AOS,1991,1991-12-31,-58,-9.8,20.4,4.6,0.4,20.6,0.4,36.2,0,0.5,18.8,9.5,5,-66.8,57.7,,-4.4,-8.8
AOS,1990,1990-12-31,-66.8,-9.9,24.7,6.1,-1.6,-2.7,4.7,33.5,0,-2,4.5,-7.4,30.5,-73.1,78.9,,12.9,-6.3
AOS,1989,1989-12-31,-51.2,-10,28.1,0.7,2.3,12.9,-8.8,31.6,0,-2.5,16.8,4.4,-9.6,-52.3,50.2,0,24.1,-1.1
AOS,1988,1988-12-31,-36.3,-10.3,22,5.6,-1,-30.5,2.4,30.8,0,-6.8,18.4,1.4,19,-37.4,35,0,13.4,-1.1
AOS,1987,1987-12-31,-53.4,-10.5,0,0,-1.9,-8,-2.3,28.2,0,-1.3,-17.8,-29.6,15.4,-69.5,97.2,0,63.8,-16
AOS,1986,1986-12-31,-60.2,-10.2,0,0,-10,-33.5,20.3,25.4,0,27.6,47.1,64.5,26.1,-106,31.6,0,-6.8,-45.8
AOS,1985,1985-12-31,-50,-5.7,0,0,7.2,39.9,5.8,21.2,0,41.3,-23.9,11.7,26.8,-78.2,73.6,0,-20.1,-28.2
AOS,1984,1984-12-31,-32.4,-3,0,0,0,-17.8,-2.3,20.9,0,-0.2,33,29.8,22.1,-40.9,11,0,-11.9,-8.4
ABT,2019,2019-12-31,-1638,-2270,677,930,16,-1331,,3014,-16,-420,-1599,-4289,3687,-1815,6136,0,766,-177
ABT,2018,2018-12-31,-1394,-1974,845,740,-5563,-148,,3278,-116,33,-8450,-10391,2368,-1356,6300,0,802,38
ABT,2017,2017-12-31,-1135,-1849,917,570,-9213,1915,,3021,116,-477,-2942,-5281,477,-9618,5570,-13,157,-8483
ABT,2016,2016-12-31,-1121,-1539,181,620,13619,-1513,,1353,-483,-274,13155,11147,1400,-248,3203,-195,1963,873
ABT,2015,2015-12-31,-1110,-1443,166,631,938,-156,,1472,-198,-1923,1147,-2236,4423,406,2966,-17,-2773,1516
ABT,2014,2014-12-31,-1077,-1342,182,448,588,-490,,1548,-143,-1766,766,-2742,2284,-202,3675,-400,333,875
ABT,2013,2013-12-31,-1145,-882,148,1039,-7327,-1237,,1719,-26,-1210,1792,-6696,2576,-3929,3324,-6396,266,-2784
ABT,2012,2012-12-31,-1795.3,-3182.8,575.9,1366.6,3989.3,-1859.8,,2783.2,40.1,-513.8,4412.7,716.1,5962.9,-6081.3,9314.4,,2428.1,-4286
ABT,2011,2011-12-31,-1491.5,-2938.1,544.6,1781.6,3164.4,1.1,,3043.9,-43,891.8,-3977.1,-6023.5,4728.4,260.8,8970.1,,1196.7,1752.3
ABT,2010,2010-12-31,-1015.1,-2671.5,580.2,809.7,-5161,658.8,,2624.4,-620.9,-538.4,2122.1,-1087.7,4626.2,-12188.3,8736,,826.7,-11173.2
ABT,2009,2009-12-31,-1089,-2414.5,514.3,635.4,4697.3,-341.4,,2089.5,118.8,-317.7,3734.2,1002,5745.8,-3698.7,7275.2,,-218.8,-2609.7
ABT,2008,2008-12-31,-1287.7,-2174.3,561,772,1655.6,-39.7,,1838.8000000000002,-115.2,-73,-1238.7,-3485.9,4880.7,-2087.5,7344.2,,664.3,-799.8
ABT,2007,2007-12-31,-1656.2,-1959.2,563.9,951.6,1935.2,-1063.4,,1854.9,200.3,191,-544.5,-2312.6,3606.3,-1136.3,5183.8,,786,519.9
ABT,2006,2006-12-31,-1337.8,-1777.2,428.9,1281.7,-2372.5,-548.1,,1558.8,74,-251.7,5650.8,3621.9,1716.8,-11397.6,5329.2,,2601.8,-10059.8
ABT,2005,2005-12-31,-1207.5,-1686.5,213.1,746.5,1668.1,143.8,,1358.9,-194,-1078.7,172.8,-2592.3,3372.1,-720.1,5174.4,,299.6,487.4
ABT,2004,2004-12-31,-1291.6,-1599.8,197.6,675.7,230.5,-513.9,,1288.7,184.3,-344.5,806,-1138.3,3235.9,-3923.4,5107.9,,1097.3,-2631.8
ABT,2003,2003-12-31,-1246.7,-1515.7,206.9,897.4,290.7,-496.8,,1274,181,-22.6,-467.9,-2006.2,2753.2,-1630.6,3746.4,,216,-383.9
ABT,2002,2002-12-31,-1296.4,-1427.9,265.7,1032.3,47.1,-30.3,,1177.3,55.7,137,-1019.1,-2310,2793.7,-1881.6,4182.9,,242.2,-585.2
ABT,2001,2001-12-31,-1163.7,-1270.8,232.4,984.1,-256.8,-641.9,,1168,-62.6,152.1,5742.5,4623.8,1550.4,-8384.9,3566.8,,1490.3,-7221.2
ABT,2000,2000-12-31,-1035.9,-1145.9,113.9,1085.1,306.1,-445.2,,827.4,-27.9,-329.3,-672.8,-2147.9,2786,-617.7,3099.6,,-68.6,418.2
ABT,1999,1999-12-31,-987.1,-1003.3,145.1,883,292.9,-420,,828,-19.6,434.2,-857.7,-1426.8,2445.8,-1198.2,2937.5,,83.7,-211.2
ABT,1998,1998-12-31,-990.6,-891.7,153.9,1060.5,78.2,-461.2,,784.2,-0.1,-724.5,382.5,-1233.7,2333.2,-1420.9,2732.9,,76.6,-430.2
ABT,1997,1997-12-31,-1007.3,-809.6,132.6,922.2,119.8,-338.5,,727.8,-2.8,-917,418.1,-1308.5,2094.5,-1197.7,2628.8,,145,-190.4
ABT,1996,1996-12-31,-949,-728.1,89.5,801.1,-171,-239.9,,686.1,-5.5,-699.2,835,-592.3,1882,-1955.2,2382.1,,53.8,-1006.2
ABT,1995,1995-12-31,-947,-653.6,67.9,954.9,-9.1,-337.6,,566.4,-3.1,-694.9,414.6,-933.9,1688.7,-1037.7,1965.6,,48.1,-90.7
ABT,1994,1994-12-31,-929.5,-602.4,50.2,571.2,-10.4,154.5,,510.5,1.5,-579.7,-97.8,-1279.9,1516.7,-944.1,2212.1,,30.4,-14.6
ABT,1993,1993-12-31,-952.7,-548,52.5,332.8,184.1,-2.1,0,484.1,-5.1,-438.3,122.5,-863.9,1399.1,-793.8,1846.9,,-34.2,158.9
ABT,1992,1992-12-31,-1007.2,-488.4,58.7,702.9,56.2,-282.4,0,427.8,-7.6,-533.6,364.5,-657.5,1239.1,-667.6,1388.8,,4.5,339.7
ABT,1991,1991-12-31,-770.6,-410.3,59.9,651.4,26.4,-61.8,0,379,-4.9,-259.9,-109.6,-779.8,1088.7,-642.1,1453.2,,47.2,128.5
ABT,1990,1990-12-31,-641.4,-351.2,94.2,343.6,20.4,-111.2,0,355.9,-4,-554.3,347.3,-558.2,965.8,-618.3,1200.9,,-9.6,23.1
ABT,1989,1989-12-31,-573.1,-301.9,74.4,358.5,-377.3,-212.4,0,307.3,-9.1,-262.9,-371.2,-935.9,859.8,-392.2,959.9,,5.1,181
ABT,1988,1988-12-31,-521.2,-260.1,85.8,363.4,141,-91,0,270.9,-0.6,-115.6,-16.9,-392.6,752,-431.2,965.4,,33.4,90
ABT,1987,1987-12-31,-432.7,-218.7,76.6,235.9,-22.9,-6.2,0,243.7,7.6,-155.4,-14.5,-388.6,632.6,-527.5,885.6,,15.6,-94.8
ABT,1986,1986-12-31,-383.4,-188.6,95.7,150,79.1,17.8,0,199.5,0.6,-467.9,294.1,-362.4,540.5,-319.5,760.3,,2.5,63.9
ABT,1985,1985-12-31,-270.3,-167.9,0,0,-55.9,-95,62.7,155.8,0,-57.7,-177,-402.6,465.3,-270.3,617,,28.2,0
ABT,1984,1984-12-31,-320.3,-144.6,0,0,159.1,7.2,48,128.7,0,-46.4,110.7,-80.3,402.6,-320.3,559.7,,-26.7,0
ABT,1983,1983-12-31,-299.7,-121.5,0,0,31.4,-53.2,56.4,100.6,0,-61.6,87.9,-95.2,347.6,-299.7,426.4,,-25,0
ABBV,2019,2019-12-31,-552,-6366,1794,1447,32635,-1329,,2017,7,-621,26247,18708,7882,596,13324,-552,4754,1148
ABBV,2018,2018-12-31,-638,-5580,1215,35,-2014,-1126,,1765,-39,-11941,3229,-14396,5687,-1006,13427,-104,7101,-368
ABBV,2017,2017-12-31,-529,-4107,1099,1696,4203,9,,1501,29,-1156,-3,-5512,5309,-274,9960,-246,3141,255
ABBV,2016,2016-12-31,-479,-3717,986,3563,-3299,-1689,,1189,-338,-5765,5588,-3928,5953,-6074,7041,-34,1588,-5595
ABBV,2015,2015-12-31,-532,-3294,536,1108,51,504,,836,-300,-7425,16623,5752,5144,-12936,7535,-152,1051,-12404
ABBV,2014,2014-12-31,-612,-2661,419,498,-1247,-788,,786,-577,-427,12,-3293,1774,-926,3549,-217,1777,-314
ABBV,2013,2013-12-31,-491,-2555,283,1305,3694,658,,897,-10,27,-601,-3442,4128,879,6267,-313,584,1370
ABBV,2012,2012-12-31,-333,,,,5874,-621,,1150,16,,15586,1931,5275,-2418,6345,-13655,541,-2085
ABBV,2011,2011-12-31,-356,,,,18,706,,1272,0,,-21,-6783,3433,554,6247,-6762,835,909
ABBV,2010,2010-12-31,-448,,,,10,-866,,1184,0,,-32,65,4178,-5032,4976,97,480,-4584
ABBV,2009,2009-12-31,-313,,,,0,504,,697,,,-35,-4881,4637,-486,5367,-4846,-470,-174
ABMD,2020,2020-03-31,-44.006,,0,9.685,71.32,8.025,32.953,20.43,-0.43,-76.028,,-117.715,203.009,-125.455,314.92,-41.687,50.503,-81.449
ABMD,2019,2019-03-31,-44.004,,0,5.29,78.046,-38.841,-7.745,14.121,-1.921,16.001,0,-55.775,259.016,-116.455,252.197,-71.776,25.646,-72.451
ABMD,2018,2018-03-31,-55.863,,0.302,4.641,3.935,-18.927,42.624,11.005,1.288,11.697,-0.517,-9.137,112.17,-180.762,192.546,-20.317,45.674,-124.899
ABMD,2017,2017-03-31,-50.415,,0.354,1.405,-9.191,5.333,25.803,6.202,-1.841,12.38,-0.446,3.867,52.116,-126.333,115.116,-8.067,25.662,-75.918
ABMD,2016,2016-03-31,-15.624,,,0.848,25.83,-15.6,22.296,3.277,-0.415,10.906,,7.16,38.147,-57.71,76.795,-3.746,28.675,-42.086
ABMD,2015,2015-03-31,-5.188,,0,1.215,1.485,-4.724,-87.094,2.77,-1.465,11.722,0,9.523,113.688,-49.863,43.29,-2.199,18.65,-44.675
ABMD,2014,2014-03-31,-2.8,,,1.3,11.5,-0.5,0.9,2.5,0.6,10.1,,9.6,7.4,-22.3,23.5,-0.4,13.3,-19.5
ABMD,2013,2013-03-31,-2.8,,,,3.5,-2.8,0.8,2.7,-0.9,-11.6,,-11.8,15,-10.3,26.4,-0.3,10.7,-7.4
ABMD,2012,2012-03-31,-1.7,,,0,0.2,-11.7,0.8,4.3,-0.7,14.7,,14.7,1.5,-17.5,3.6,,8.8,-15.7
ABMD,2011,2011-03-31,-1.8,,,0,1,0,1,3.9,0.4,1.4,,1.4,-11.8,-2.4,1.6,0,8.4,-0.5
ABMD,2010,2010-03-31,-3.6,,,0.3,3,-2.8,1,4.9,0.6,1,,1,-19,8.8,-7.4,0,8.6,12.4
ABMD,2009,2009-03-31,-3.8,,,0.2,-0.3,-3.8,0.7,5,-1.4,46.9,,46.2,-31.6,-26.8,-18.3,-0.7,11.4,-23.1
ABMD,2008,2008-03-31,-3.8,,,0,-67.6,-8,0.5,6.1,0.1,3.9,,2.1,-40.9,-40.9,-28.9,-1.9,13.4,-37.1
ABMD,2007,2007-03-31,-2.4,,,0,61.8,-2.5,0.5,3.9,0,66.6,,66.6,-27.9,15.1,-19.8,0,6.1,17.5
ABMD,2006,2006-03-31,-3.1,,,,0.2,2.8,0.3,2.7,0.1,2.1,,2.1,-29.4,7.4,-9.3,,14.3,10.4
ABMD,2005,2005-03-31,-0.7,,,,0.8,-4.1,0,1.2,-0.1,4.1,0,4.1,-2.3,1.9,-5.2,,0.1,2.6
ABMD,2004,2004-03-31,-0.5,,0,0,-37.7,-2.1,,1.4,0.1,1.6,0,1.6,-9.4,-29.2,-10.1,,0,-28.8
ABMD,2003,2003-03-31,-1,,0,0.1,-1.1,-0.2,,1.7,0,0.3,-0.1,0.3,-18.2,14.8,-16.2,,0.5,15.8
ABMD,2002,2002-03-31,-1.6,,,,-44.8,-0.4,,1.8,,1,-0.5,0.5,-21.7,-25.2,-20.1,,0.3,-23.6
ABMD,2001,2001-03-31,-2.6,,,,-11.5,-3.5,,3,,0.9,-0.2,0.6,-11.4,-0.1,-12,,,2.4
ABMD,2000,2000-03-31,-1.4,,,,92.6,1.5,,1.7,,96.3,0.6,96.9,-10.5,3.1,-7.3,,,4.4
ABMD,1999,1999-03-31,-1.6,,,,6.6,-2.1,,1.4,,0.8,0,0.8,-6.7,13.3,-7.4,,,14.8
ABMD,1998,1998-03-31,-2.5,,,0,1.1,-0.2,,0.9,,20.3,,20.3,-2.5,-18.5,-0.7,0,1.2,-16
ABMD,1997,1997-03-31,-1.6,,,,-1.3,-1.4,,0.4,,0.5,,0.5,0.7,-1.6,-0.2,0,0,0
ABMD,1996,1996-03-31,-0.3,,,,2.3,-0.3,,0.4,,0.1,,0.1,0.5,1.6,0.6,0,0,1.9
ABMD,1995,1995-03-31,-0.1,,,,0.1,1.2,,0.4,,0,,0,-0.4,-0.7,0.9,-0.1,-0.3,-0.6
ABMD,1994,1994-03-31,-0.2,,0,0,-0.2,-1.7,,0.3,0,0.1,,0.1,-2,3.1,-3.4,0,0,3.3
ABMD,1993,1993-03-31,-0.3,,0,0,-4,-0.8,,0.3,0,0.1,,0,-3.9,0.4,-4.3,0,0.1,0.6
ABMD,1992,1992-03-31,-0.1,,0,0,-3.4,0.9,,0.6,0,0.1,,0.1,-5.1,-0.1,-3.4,0,0.2,0
ABMD,1991,1991-03-31,-0.2,,0,0,2.7,-0.6,,0.3,0,1.4,,1.4,-6.6,5.2,-3.9,0,3,5.5
ABMD,1990,1990-03-31,-1,,0,0,-5,-0.1,,0.2,0,17.1,,17.1,-1.9,-20.2,-1.9,0,0,-19.2
ABMD,1989,1989-03-31,-0.1,,0,0,0.1,-0.6,,0.2,0,0,,0,-2.2,2.8,-2.7,0,0,2.9
ABMD,1988,1988-03-31,-0.2,,0,0,10.8,-0.3,,0.2,0,11.7,,11.7,-0.6,-0.2,-0.7,0,0,0
ABMD,1987,1987-03-31,-0.2,,0,0,-0.5,-0.5,,0.2,0,0,,0,0.1,-0.2,-0.3,0,0,0
ABMD,1986,1986-03-31,-0.2,,0,0,0.1,0.9,,0.1,0,0,,0,-0.7,-0.2,0.3,0,0,0
ACN,2020,2020-08-31,-599.132,-2035.198,28.493,1360.03,2288.477,131.825,170.951,1773.124,16.936,-1960.539,-6.719,-4049.092,5185.313,-1894.519,8215.152,-46.636,953.939,-1295.387
ACN,2019,2019-08-31,-599.009,-1861.725,22.624,1587.273,1065.493,-21.419,-96.36,892.76,-38.713,-1842.669,-4.772,-3767.171,4846.241,-1755.576,6626.953,-58.005,1005.731,-1156.567
ACN,2018,2018-08-31,-619.187,-1671.072,19.673,1373.244,934.5,-193.196,94,926.776,-133.559,-1885.948,-4.195,-3709.028,4214.594,-1249.604,6026.691,-147.813,984.517,-630.417
ACN,2017,2017-08-31,-515.919,-1498.734,15.751,1288.788,-778.749,-444.067,-364.133,801.789,42.326,-1973.006,-2.12,-3560.235,3634.932,-2233.879,4973.039,-86.375,1344.518,-1717.96
ACN,2016,2016-08-31,-496.566,-1372.179,16.285,1425.48,544.843,-332.842,65.94,729.052,-22.989,-2013.632,-1.059,-3489.218,4349.603,-610.35,4667.4,-102.348,-144.353,-113.784
ACN,2015,2015-08-31,-395.017,-1276.787,14.81,1433.538,-560.539,189.081,-459.109,645.923,-279.996,-1898.84,0.701,-3202.296,3273.789,-1170.384,4092.137,-27.37,442.453,-775.367
ACN,2014,2014-08-31,-321.9,-1254.9,17.6,963,-710.6,-994.8,-74.1,620.7,25.2,-2000.9,0.5,-3165.4,3176,-1056.4,3486.1,89.9,758.2,-734.5
ACN,2013,2013-08-31,-369.6,-1121.7,14,963,-1008.6,-888.5,-209.7,593,-89.9,-2028.5,0.1,-3065.6,3554.5,-1156.2,3303.1,84.6,253.8,-786.6
ACN,2012,2012-08-31,-372,-950.9,15.1,1033.7,939.4,569,-176.1,593.5,-223.2,-1644.5,-6.3,-2558.9,2824.9,-535.4,4256.9,42.7,445.4,-163.4
ACN,2011,2011-08-31,-403.7,-643.6,14.9,824.4,862.8,38.9,-196.4,513.3,245.9,-1614.5,-1.6,-2121.5,2553.2,-703.4,3441.7,138.3,532.8,-299.7
ACN,2010,2010-08-31,-238.2,-824.1,14.7,608,296.6,26.8,58.7,474.7,-92.2,-1633.9,0.7,-2429,2060.5,-273.8,3091.6,28.3,471,-35.6
ACN,2009,2009-08-31,-243.5,-378.4,14.2,813.2,938.9,1.4,-63,498.6,-125.8,-1450.7,-7,-1850.3,1590,-245.2,3160.2,-14.2,1133.2,-1.7
ACN,2008,2008-08-31,-320.4,-333.7,22.9,946.9,288.4,-185,-90,491.4,-29.4,-1820.3,-18,-2161.5,1691.8,-324,2803.2,10.4,895,-3.6
ACN,2007,2007-08-31,-364.4,-293.1,24.8,798.3,247.4,252.3,-107.7,444.5,95,-1819.7,-25.9,-2127.7,1243.1,-350.4,2630.6,10.9,798.3,13.9
ACN,2006,2006-08-31,-306.2,-268,20.8,768.3,583,884.8,-223.6,320.6,102,-1650.1,-18.7,-1934.5,973.3,-252.5,2668,2.3,712.9,53.7
ACN,2005,2005-08-31,-317.8,0,23.6,573,-69,50.2,63.1,282.1,-3.8,-1326.4,-12.6,-1377.5,940.5,-574.8,1887.1,-38.5,551.2,-257
ACN,2004,2004-08-31,-282,0,22,387.5,220.8,195.8,92.9,257.1,49.2,-718.5,-21.9,-687.7,690.8,-896.6,1755.9,52.7,519.4,-614.6
ACN,2003,2003-08-31,-211.6,,20.1,255.2,1015.2,120.1,63,237.2,102.5,-317.8,-22.4,-491.6,498.2,-108.8,1513.1,-151.4,594.5,102.7
ACN,2002,2002-08-31,-262.8,,32.9,716.6,-563.1,-62.5,-138.7,285.4,36.3,-438.9,-130.8,-1414.8,244.9,-248,1063.4,-845.1,734.4,14.8
