symbol,year,period,capex,cashDividendsPaid,cashInterestPaid,cashTaxesPaid,changeinCash,changesinWorkingCapital,deferredTaxesInvestmentTaxCredit,depreciationAmortization,foreignExchangeEffects,issuanceReductionCapitalStock,issuanceReductionDebtNet,netCashFinancingActivities,netIncomeStartingLine,netInvestingCashFlow,netOperatingCashFlow,otherFundsFinancingItems,otherFundsNonCashItems,otherInvestingCashFlowItemsTotal
GOOGL,2017,2017-12-31,-13184,,84,6191,-2203,9246,258,6915,405,-4046,-86,-8298,12662,-31401,37091,-4166,8010,-18217
GOOGL,2016,2016-12-31,-10212,,84,1643,-3631,3300,-38,6144,-170,-3693,-1335,-8332,19478,-31165,36036,-3304,7152,-20953
GOOGL,2015,2015-12-31,-9950,,96,3651,-1798,-409,-179,5063,-434,-1780,-23,-4225,16348,-23711,26572,-2422,5749,-13761
GOOGL,2014,2014-12-31,-11014,,86,3138,-551,672,-104,4979,-433,0,-18,-2087,14136,-21055,23024,-2069,3341,-10041
GOOGL,2013,2013-12-31,-7358,,72,1932,4120,156,-437,3939,-3,0,-557,-857,12733,-13679,18659,-300,2268,-6321
GOOGL,2012,2012-12-31,-3273,,74,2034,4795,898,-266,2962,3,0,1328,1229,10737,-13056,16619,-99,2288,-9783
GOOGL,2011,2011-12-31,-3438,,40,1471,-3647,630,343,1851,22,0,726,807,9737,-19041,14565,81,2004,-15603
GOOGL,2010,2010-12-31,-4018,,0,2175,3432,-99,9,1396,-19,-801,3463,3050,8505,-10680,11081,388,1270,-6662
GOOGL,2009,2009-12-31,-810,,0,1896,1541,486,-268,1524,11,0,0,233,6520,-8019,9316,233,1054,-7209
GOOGL,2008,2008-12-31,-2358,,2,1224,2575,327,-225,1500,-46,0,0,88,4227,-5319,7853,88,2024,-2961
GOOGL,2007,2007-12-31,-2403,,1,883,2537,319,-164,968,40,0,0,403,4204,-3682,5775,403,450,-1279
GOOGL,2006,2006-12-31,-1903,,0,538,-333,42,,572,20,2064,0,2966,3077,-6899,3581,903,-111,-4996
GOOGL,2005,2005-12-31,-853,,0,154,3450,44,,294,-22,4287,-1,4371,1465,-3358,2459,85,656,-2505
GOOGL,2004,2004-12-31,-356,,1,184,278,-253,,149,8,1183,-5,1195,399,-1901,977,16,683,-1545
GOOGL,2003,2003-12-31,-177,,2,247,91,-6,0,50,2,0,-7,8,106,-314,395,15,246,-137
GOOGL,2002,2002-12-31,-37,,2,74,40,15,-10,18,0,0,-8,-5,100,-110,155,2,33,-73
GOOGL,2001,2001-12-31,-13,,2,1,0,0,-2,10,0,1,-5,-2,7,-29,31,1,17,-16
AAPL,2019,2019-09-28,-10495,-14119,3423,15263,24311,-3488,-340,12547,,-66116,-7819,-90976,55256,45896,69391,-2922,5416,56391
AAPL,2018,2018-09-29,-13313,-13712,3022,10417,5624,34694,-32590,10903,,-72069,432,-87876,59531,16066,77434,-2527,4896,29379
AAPL,2017,2017-09-30,-12451,-12769,2092,11591,-195,-4923,5966,10157,,-32345,29014,-17974,48351,-46446,64225,-1874,4674,-33995
AAPL,2016,2016-09-24,-12734,-12150,1316,10444,-636,405,4938,10505,,-29227,22057,-20890,45687,-45977,66231,-1570,4696,-33243
AAPL,2015,2015-09-26,-11488,-11561,514,13252,7276,11647,1382,11257,,-34710,29305,-17716,53394,-56274,81266,-750,3586,-44786
AAPL,2014,2014-09-27,-9813,-11126,339,10026,-415,7047,2347,7946,,-44270,18266,-37549,39510,-22579,59713,-419,2863,-12766
AAPL,2013,2013-09-28,-9076,-10564,,9128,3513,6478,1141,6757,,-22330,16896,-16379,37037,-33774,53666,-381,2253,-24698
AAPL,2012,2012-09-29,-9402,-2488,,7682,931,-299,4405,3277,,665,,-1698,41733,-48227,50856,125,1740,-38825
AAPL,2011,2011-09-24,-7452,0,,3338,-1446,5757,2868,1814,,831,,1444,25922,-40419,37529,613,1168,-32967
AAPL,2010,2010-09-25,-2121,,,2697,5998,1212,1440,1027,,912,,1257,14013,-13854,18595,345,903,-11733
AAPL,2009,2009-09-26,-1213,,,2997,-6612,-586,1040,734,,475,,663,8235,-17434,10159,188,736,-16221
AAPL,2008,2008-09-27,-1199,,,1267,2523,4119,-368,473,,483,,1116,4834,-8189,9596,633,538,-6990
AAPL,2007,2007-09-29,-986,,0,863,2960,1325,78,317,,365,,739,3496,-3249,5470,374,254,-2263
AAPL,2006,2006-09-30,-657,,0,194,2901,-221,53,225,,-37,0,324,1989,357,2220,361,174,1014
AAPL,2005,2005-09-24,-260,,0,17,522,465,52,179,0,543,0,543,1335,-2556,2535,,504,-2296
AAPL,2004,2004-09-25,-176,,10,-7,-427,448,20,150,0,427,-300,127,276,-1488,934,,40,-1312
AAPL,2003,2003-09-27,-164,,20,45,1144,126,-11,113,0,27,,27,69,828,289,,-8,992
AAPL,2002,2002-09-28,-174,,20,11,-58,-103,-34,114,0,105,,105,65,-252,90,,48,-78
AAPL,2001,2001-09-29,-232,,20,42,1119,211,-36,100,0,42,0,42,-25,892,185,,-65,1124
AAPL,2000,2000-09-30,-107,,10,47,-135,184,163,84,0,-31,0,-31,786,-930,826,,-391,-823
AAPL,1999,1999-09-25,-47,,58,33,-155,375,-35,85,0,11,0,11,601,-964,798,,-228,-917
AAPL,1998,1998-09-25,-56,0,59,-15,251,494,1,111,0,41,-22,19,309,-543,775,0,-140,-487
AAPL,1997,1997-09-26,-437,0,61,-11,-322,614,-7,118,0,184,-161,23,-1045,-533,188,,508,-96
AAPL,1996,1996-09-27,-67,-14,49,33,796,1431,-439,156,0,39,371,396,-816,-119,519,,187,-52
AAPL,1995,1995-09-29,-159,-58,49,188,-447,-823,73,127,0,86,167,195,424,-402,-240,0,-41,-243
AAPL,1994,1994-09-30,-160,-57,34,46,527,482,16,168,0,82,-234,-208,310,-2,737,0,-239,158
AAPL,1993,1993-09-24,-213,-56,12,226,178,-1070,-50,166,0,-188,628,336,87,493,-651,-48,216,706
AAPL,1992,1992-09-25,-195,-57,9,98,-106,91,125,217,0,-92,36,-114,530,-913,921,0,-43,-718
AAPL,1991,1991-09-27,-218,-57,10,266,229,-502,8,204,0,12,26,-18,310,58,189,0,169,277
AAPL,1990,1990-09-28,-224,-54,6,212,-64,145,139,203,0,-466,66,-454,475,-574,964,0,2,-349
AAPL,1989,1989-09-29,-239,-50,16,171,66,-109,111,125,0,83,-71,-38,454,-403,507,0,-74,-164
AAPL,1988,1988-09-30,-144,-40,4,120,-19,-274,89,78,,-216,128,-128,400,-186,294,,2,-42
AAPL,1987,1987-09-25,-86,-15,4,143,-11,-127,25,71,,-62,,-78,217,-122,188,,2,-36
AAPL,1986,1986-09-26,-67,0,1,92,239,53,47,51,0,-9,0,-9,154,-67,315,0,9,0
AAPL,1985,1985-09-27,-54,0,0,0,222,128,21,42,0,24,0,24,61,-66,265,0,13,-12
ANET,2019,2019-12-31,-15.751,,0,32.832,461.351,40.798,-75.741,32.849,0.353,-208.764,0,-217.964,859.867,-284.072,963.034,-9.2,105.261,-268.321
ANET,2018,2018-12-31,-23.83,,2.692,17.573,-210.533,103.587,-57.896,27.671,-1.39,53.658,-1.929,42.851,328.115,-755.113,503.119,-8.878,101.642,-731.283
ANET,2017,2017-12-31,-15.279,,2.814,44.216,292.529,102.481,8.426,20.64,0.753,57.111,-1.617,51.469,423.201,-391.32,631.627,-4.025,76.879,-376.041
ANET,2016,2016-12-31,-21.419,,2.916,39.638,-119.199,-68.448,-21.72,19.749,-0.464,35.181,-1.336,32.745,184.189,-325.775,174.295,-1.1,60.525,-304.356
ANET,2015,2015-12-31,-19.989,,2.999,6.591,447.295,80.646,-24.409,13.671,-0.513,27.201,-1.086,25.854,121.102,184.17,237.784,-0.261,46.774,204.159
ANET,2014,2014-12-31,-13.1,,6.4,44.8,126.4,29.5,-6.8,10,-0.1,8,-20.8,244,86.9,-249.4,131.9,256.8,12.3,-236.2
ANET,2013,2013-12-31,-20.3,,0,16.8,25,-14.6,-8.8,5,0,9,0,9.9,42.5,-19.5,34.6,0.9,10.6,0.8
ANET,2012,2012-12-31,-3.3,,0,15.1,17.9,2,-3.7,1.8,0,3.9,0,4,20.3,-12.4,26.3,0.1,6,-9
ANET,2011,2011-12-31,-2.8,,25.5,0.5,56.1,-22.6,-4.2,1.3,0,2.1,44.4,46.5,34,-2.8,12.4,0,4,0
BIDU,2019,2019-12-31,-19121,,2448,4100,4612,-6687,-696,19161,1,-4539,1338,-3873,-2288,-19974,28458,-672,18968,-853
BIDU,2018,2018-12-31,-22362,,1579,5509,18491,3281,-761,16187,1902,13053,20727,15082,22582,-34460,35967,-18698,-5322,-12098
BIDU,2017,2017-12-31,-13951,,758,3300,186,6575,-756,11748,-316,2776,13670,44557,18288,-76935,32880,28111,-2975,-62984
BIDU,2016,2016-12-31,-10509.768,,1110.657,2402.114,938.531,5637.652,-13.561,8327.557,144.313,836.904,6850.83,14446.68,11595.613,-35910.759,22258.297,6758.946,-3288.964,-25400.991
BIDU,2015,2015-12-31,-7774.456,,867.039,2763.119,-3892.793,4237.484,2260.739,5860.912,179.181,-2623.863,10351.119,7778.032,32432.246,-31272.444,19422.438,50.776,-25368.943,-23497.988
BIDU,2014,2014-12-31,-6395.211,,592.759,2798.04,4160.928,3249.126,-693.448,3972.294,79.567,2039.667,7667.834,8611.96,12253.234,-22467.774,17937.175,-1095.541,-844.031,-16072.563
BIDU,2013,2013-12-31,-3681,,302,1657,-2189,967,331,2652,-201,1554,6027,7542,10356,-23323,13793,-39,-513,-19642
BIDU,2012,2012-12-31,-2566,,38,1642,7753,781,-59,1515,-12,57,9361,9519,10391,-13750,11996,100,-633,-11184
BIDU,2011,2011-12-31,-2342,,18,1165,-3654,592,-65,885,-9,23,2359,2426,6620,-14251,8179,44,146,-11908
BIDU,2010,2010-12-31,-976,,1,437,3602,746,-74,441,-6,39,86,125,3525,-1218,4700,0,62,-241
BIDU,2009,2009-12-31,-450,,,150,1838,407,-11,317,-1,95,,95,1485,-536,2279,,81,-86
BIDU,2008,2008-12-31,-477,,,146,1012,337,-14,281,-38,-36,,-36,1048,-661,1746,0,94,-184
BIDU,2007,2007-12-31,-577,,,-12,214,100,-11,181,-48,41,,41,629,-713,935,0,36,-136
BIDU,2006,2006-12-31,-150,,,24,236,111,-3,70,-28,33,,32,302,-294,526,-1,46,-144
BIDU,2005,2005-12-31,-91,,,5,700,47,-4,34,-5,8,,724,48,-181,162,716,38,-90
BIDU,2004,2004-12-31,-39,,,0,137,17,0,10,0,120,,120,12,-39,57,0,17,0
BIDU,2003,2003-12-31,-8,,,,5,12,0,5,0,0,,0,-9,-8,13,0,5,0
BIDU,2002,2002-12-31,-6,,,,-14,3,,3,,0,,0,-19,-6,-8,,4,
BNFT,2019,2019-12-31,-13.248,,12.374,0.028,-59.952,-26.176,,22.351,,0.453,-7.511,-7.415,-45.515,-34.162,-18.375,-0.357,30.965,-20.914
BNFT,2018,2018-12-31,-8.29,,11.884,0.028,135.593,9.033,,15.815,,0.712,140.19,134.902,-52.627,-8.29,8.981,-6,36.76,0
BNFT,2017,2017-12-31,-8.279,,10.911,0.014,-1.518,4.582,,15.906,,3.715,6.983,10.698,-50.294,-6.279,-5.937,0,23.869,2
BNFT,2016,2016-12-31,-12.705,,6.655,0.007,8.779,-21.276,,13.073,,6.87,-0.2,6.089,-40.346,25.516,-22.826,-0.581,25.723,38.221
BNFT,2015,2015-12-31,-14.727,,6.525,0.018,-3,1.289,,11.664,,78.767,2.705,78.79,-62.084,-50.245,-31.545,-2.682,17.586,-35.518
BNFT,2014,2014-12-31,-9.824,,2.449,0.038,-14.571,24.827,,9.493,,2.817,3.669,6.26,-63.179,-1.953,-18.878,-0.226,9.981,7.871
BNFT,2013,2013-12-31,-8.92,,2.15,0.17,45.94,19.38,,8.17,,70.83,-3.57,66.95,-30.36,-22.08,1.07,-0.31,3.88,-13.16
BNFT,2012,2012-12-31,-6.31,,1.97,0.04,3.85,15.44,,8.56,,-0.49,0.32,-2.25,-14.87,-6.31,12.41,-2.08,3.28,0
BNFT,2011,2011-12-31,-5.75,,1.93,0.05,-2.31,8.43,,7.31,,-0.67,-1.77,-2.45,-15.06,-5.75,5.88,0,5.21,0
BNFT,2010,2010-12-31,-3.34,,2.1,0.04,-7.86,-0.43,,6.61,,-0.47,-4.85,-5.32,-2.48,-9.73,7.19,0,3.49,-6.39
CTSH,2019,2019-12-31,-392,-453,25,870,1484,101,-306,526,-34,-2088,-28,-2569,1842,1588,2499,0,336,1980
CTSH,2018,2018-12-31,-377,-468,21,597,-764,-407,8,498,-36,-1080,-141,-1693,2101,-1627,2592,-4,392,-1250
CTSH,2017,2017-12-31,-284,-265,21,587,-109,186,124,443,51,-1700,-20,-1985,1504,-582,2407,,150,-298
CTSH,2016,2016-12-31,-300,0,16,845,-91,-471,-91,379,-30,-336,-407,-743,1553,-963,1645,,275,-663
CTSH,2015,2015-12-31,-273,0,14,579,115,108,-126,330,-19,-329,-353,-682,1624,-1371,2187,,251,-1098
CTSH,2014,2014-12-31,-212.2,,0.1,558.6,-202.9,-221,-99.6,208.1,-18.6,-146.9,1635.8,1503.4,1439.3,-3160.7,1473,14.5,146.2,-2948.5
CTSH,2013,2013-12-31,-261.6,,,481,642.9,-40.9,-88.2,179.9,-19.2,-61.4,,-30.9,1228.6,-730.8,1423.8,30.6,144.3,-469.1
CTSH,2012,2012-12-31,-334.5,,,402.1,259.2,16.1,-117.9,156.6,-0.4,-391.4,,-343,1051.3,-570,1172.6,48.4,66.6,-235.6
CTSH,2011,2011-12-31,-288.2,,,248.2,-230.1,-225.8,-8.6,124.2,0.5,-294.6,,-255.5,883.6,-850.3,875.2,39.1,101.7,-562.1
CTSH,2010,2010-12-31,-185.5,,,127.1,440,-10.6,-51.9,110.2,2.3,48.1,,120,733.5,-446.9,764.7,71.9,-16.6,-261.4
CTSH,2009,2009-12-31,-76.6,,,120.5,365.9,64.1,-26.6,89.4,11.4,45.4,,76.9,535,-394.8,672.3,31.6,10.5,-318.1
CTSH,2008,2008-12-31,-169.4,,,82.8,395.2,-108.9,-5,74.8,-23.5,27,0,44,430.8,-55,429.7,17,38,114.4
CTSH,2007,2007-12-31,-182.5,,,43.3,73.9,-82,25.1,53.9,2.9,-38.3,0,4,350.1,-277.3,344.3,42.3,-2.8,-94.9
CTSH,2006,2006-12-31,-104.7,,,14.1,69,-45.6,-2.3,34.2,5.6,51.4,-1.8,82.9,232.8,-272.3,252.9,33.2,33.8,-167.6
CTSH,2005,2005-12-31,-91.6,,,17.4,-2.4,-31.9,-47.3,21.4,-5,47.5,0,47.5,166.3,-204.5,159.8,0,51.3,-113
CTSH,2004,2004-12-31,-48.1,,,9.6,99.2,-4.4,-22.3,16.4,3.5,36.8,,36.8,100.2,-68.4,127.3,0,37.3,-20.3
CTSH,2003,2003-12-31,-37.8,,,3.3,68,-13.2,-0.6,11.9,4.2,24.7,,21.8,57.4,-37.8,79.9,-3,24.4,
CTSH,2002,2002-12-31,-35.5,,,2.9,41.2,1.6,0,7.8,0,20,,20,34.6,-35.5,56.7,0,12.6,
CTSH,2001,2001-12-31,-15,,,3.8,23,-12.7,7.8,6.4,-0.1,6,,6,22.2,-15,32.1,0,8.4,0
CTSH,2000,2000-12-31,-10.7,,,1.2,19.3,-0.1,6.3,4.5,0,1.8,,1.8,17.7,-12.6,30.2,0,1.8,-2
CTSH,1999,1999-12-31,-5.9,,,2.5,14.2,0.1,4.3,3,0,0.7,,1.6,11.2,-5.9,18.6,0.9,0,0
CTSH,1998,1998-12-31,-3.7,,,0.1,25.7,1.5,3.5,2.2,0,23.6,,16.1,6,-3.7,13.4,-7.5,0.1,0
CTSH,1997,1997-12-31,-3,,,0.2,0.9,-2.7,1.2,1.4,0,0,,5.7,1,-6.4,1.7,5.7,0.8,-3.4
CTSH,1996,1996-12-31,-1.3,,0,0,1.3,-0.6,0.5,0.8,0,0.4,,0.7,0.6,-1.3,1.9,0.3,0.5,0
CTSH,1995,1995-12-31,-1.7,,0,0,0.4,-0.5,0.4,0.4,0,1.1,,1.1,0.5,-1.7,1,0,0.4,0
DXC,2020,2020-03-31,-866,-214,371,247,780,-1554,-56,1960,-90,-725,1657,657,-5358,-2137,2350,-61,7358,-1271
DXC,2019,2019-03-31,-952,-210,308,197,170,-1663,97,2023,-19,-1297,-1263,-1663,1262,69,1783,1107,64,1021
DXC,2018,2018-03-31,-763,-174,288,376,1461,-361,-842,2014,65,6,-1618,-1890,1782,719,2567,-104,-26,1482
DXC,2017,2017-03-31,-487,-78,103,63,87,-61,-92,658,-60,54,82,93,-100,-565,619,35,214,-78
DXC,2016,2016-04-01,-641,-430,124,65,-920,-423,-37,767,-57,9,-2,-485,263,-1180,802,-62,232,-539
DXC,2015,2015-04-03,-648,-128,144,146,-345,72,-449,977,-204,-646,-274,-1078,17,-536,1473,-30,856,112
DXC,2014,2014-03-28,-688,-119,140,122,389,-341,169,1018,-6,-307,-53,-599,968,-566,1560,-120,-254,122
DXC,2013,2013-03-29,-672,-124,186,214,961,-324,101,1134,-25,-228,-202,-589,979,456,1119,-35,-771,1128
DXC,2012,2012-03-30,-975,-124,177,139,-744,-418,-115,1212,-31,15,-465,-581,-4225,-1308,1176,-7,4722,-333
DXC,2011,2011-04-01,-965,-77,173,219,-947,-426,100,1140,57,8,-1586,-1676,759,-892,1564,-21,-9,73
DXC,2010,2010-04-02,-927,0,270,345,487,-418,8,1156,121,97,-544,-487,834,-790,1643,-40,63,137
DXC,2009,2009-04-03,-1026.9,,257.6,323.1,1598.4,-876.9,247.1,1270,-92.1,8.9,732.5,742.1,1115.2,-1038,1986.4,0.7,231,-11.1
DXC,2008,2008-03-28,-1213.6,,176,495.8,-351.2,-485.5,-65.3,1286.4,26.7,-927.2,1902.6,997.9,544.6,-2718.7,1342.9,22.5,62.7,-1505.1
DXC,2007,2007-03-30,-952.8,,144.4,304.8,-240.6,241.4,-207.8,1162,9,-905.2,-62.3,-955.5,397.3,-872.7,1578.6,12,-14.3,80.1
DXC,2006,2006-03-31,-1220.5,,95.1,147.9,280.4,-368.3,48.7,1187.5,3.8,-126.6,-30.9,-150.7,634,-1124,1551.3,6.8,49.4,96.5
DXC,2005,2005-04-01,-1476.8,,173.7,49.3,447.5,-6.3,192.7,1145.5,2,107.8,-1010.5,-900.6,810.2,-595.4,1941.5,2.1,-200.6,881.4
DXC,2004,2004-04-02,-1347.1,,159.7,38.8,310.1,-76.1,182.4,1038.1,-5,35.4,-135.1,-84,519.4,-1278.4,1677.5,15.7,13.7,68.7
DXC,2003,2003-03-28,-886.2,,140.4,46.6,150.5,-320.1,145.9,857.5,16.5,25.6,-45.4,-20.2,440.2,-994,1148.2,-0.4,24.7,-107.8
DXC,2002,2002-03-29,-1202,,135.3,18.7,-35.6,-61.8,129.9,857.6,-1.4,87.8,-226.8,-133.9,344.1,-1205.7,1305.4,5.1,35.6,-3.7
DXC,2001,2001-03-30,-1574.4,,101.7,35.3,-75.7,-214.6,42.3,649.3,-8,36.4,1266.6,1321.5,233.2,-2243.4,854.2,18.5,144,-669
DXC,2000,2000-03-31,-931.4,,59.4,97.6,-345.4,-94.2,68.8,545.7,-3.7,57.1,-152.6,-111.4,402.9,-1176.6,946.3,-15.8,23.1,-245.1
DXC,1999,1999-04-02,-597.8,,45.3,-31,327.9,-72.2,91.2,445,-0.3,45.1,170.9,219.2,341.2,-705.1,814.1,3.2,8.8,-107.2
DXC,1998,1998-04-03,-559.3,0,50.9,30.6,164,-87.4,-94.5,386.9,-4.9,61.5,87.8,162.7,260.4,-577.1,583.3,13.4,117.9,-17.8
DXC,1997,1997-03-28,-502.2,0,37.9,63.9,-3.1,-75.7,5.1,333.2,-2.1,42.9,119.2,175.1,192.4,-676.5,500.4,13,45.4,-174.4
