symbol,year,period,costOfGoodsSold,dilutedAverageSharesOutstanding,dilutedEPS,ebit,grossIncome,interestIncomeExpense,netIncome,netIncomeAfterTaxes,period,pretaxIncome,provisionforIncomeTaxes,researchDevelopment,revenue,sgaExpense,totalOperatingExpense,totalOtherIncomeExpenseNet
AMGN,2013,2013-12-31,3346,765,7.02,5867,15330,-602,5081,5081,2013-12-31,5265,184,4083,18676,4969,9463,113
AMGN,2012,2012-12-31,2907,787,5.97,5577,14358,-568,4345,4345,2012-12-31,5009,664,3330,17265,3178,8781,56
AMGN,2011,2011-12-31,2420,912,5.06,4312,13162,-162,3683,3683,2011-12-31,4150,467,3139,15582,3119,8850,7
AMGN,2010,2010-12-31,2220,965,5.07,5545,12833,-228,4627,4627,2010-12-31,5317,690,2894,15053,2680,7288,-1
AMGN,2009,2009-12-31,2091,1021,4.69,5506,12551,-302,4605,4605,2009-12-31,5204,599,2864,14642,2579,7045,9
AMGN,2008,2008-12-31,2296,1075,4.19,5214,12707,36,4196,4196,2008-12-31,5250,1054,3030,15003,3861,7493,
AMGN,2007,2007-12-31,2548,1123,3.86,3980,12223,-19,3166,3166,2007-12-31,3961,795,3266,14771,3412,8243,
AMGN,2006,2006-12-31,2095,1190,3.51,3840,12173,180,2950,2950,2006-12-31,4020,1070,3366,14268,3427,8333,
AMGN,2005,2005-12-31,2082,1258,2.95,4848,10348,20,3674,3674,2005-12-31,4868,1194,2314,12430,2848,5500,
AMGN,2004,2004-12-31,1731,1320,2.23,3348,8819,47,2363,2363,2004-12-31,3395,1032,2028,10550,2581,5471,0
AMGN,2003,2003-12-31,1341,1346,1.69,3091,7015,82,2260,2260,2003-12-31,3173,914,1655,8356,1953,3924,-24
AMGN,2002,2002-12-31,736,1154,1.39,-785,4787,100,-1392,-1392,2002-12-31,-685,707,1117,5523,1462,5572,-141
AMGN,2001,2001-12-31,443,1084,1.03,1531,3573,155,1120,1120,2001-12-31,1686,567,865,4016,971,2042,203
AMGN,2000,2000-12-31,408,1085,1.08,1544,3221,130,1139,1139,2000-12-31,1674,536,845,3629,827,1677,-49
AMGN,1999,1999-12-31,402,1078,1.02,1493,2938,73,1096,1096,1999-12-31,1566,470,823,3340,654,1445,-49
AMGN,1998,1998-12-31,345,1057,0.82,1189,2373,36,863,863,1998-12-31,1224,361,663,2718,515,1185,-23
AMGN,1997,1997-12-31,301,1099,0.59,793,2100,69,644,644,1997-12-31,861,217,631,2401,484,1308,157
AMGN,1996,1996-12-31,283,1124,0.61,905,1957,57,680,680,1996-12-31,962,283,528,2240,471,1052,0
AMGN,1995,1995-12-31,273,1141,0.47,744,1667,51,538,538,1995-12-31,794,257,452,1940,418,923,0
AMGN,1994,1994-12-31,238,1129,0.39,579,1410,9,320,320,1994-12-31,588,269,324,1648,360,831,0
AMGN,1993,1993-12-31,220,1155,0.32,584,1154,8,383,375,1993-12-31,592,218,255,1374,328,570,-14
AMGN,1992,1992-12-31,185,1182,0.3,511,908,52,358,358,1992-12-31,563,206,182,1093,292,397,-77
AMGN,1991,1991-12-31,113,1188,0.08,117,569,41,98,98,1991-12-31,158,60,121,682,203,452,129
AMGN,1990,1990-12-31,61,1058,0.04,10,238,15,4,4,1990-12-31,24,20,72,299,101,228,0
AMGN,1989,1989-12-31,17,819,0,10,130,2,4,4,1989-12-31,11,7,63,148,58,121,0
AMGN,1988,1989-03-31,1,807,-0.01,-5,70,-2,-8,-8,1989-03-31,-7,1,51,70,23,74,0
AMGN,1987,1988-03-31,0,832,0,-6,44,8,2,2,1988-03-31,2,0,39,44,10,50,0
AMGN,1986,1987-03-31,,717,0,2,,0,1,1,1987-03-31,2,1,24,35,7,33,
AMGN,1985,1986-03-31,0,559,0,-1,21,2,1,1,1986-03-31,1,0,17,21,5,22,0
AMGN,1984,1985-03-31,0,518,-0.01,-10,7,2,-8,-8,1985-03-31,-8,0,14,7,3,17,0
AMGN,1983,1984-03-31,0,431,-0.01,-8,3,3,-5,-5,1984-03-31,-5,0,9,3,2,11,0
AMGN,1982,1983-03-31,0,111,-0.06,-8,0,1,-7,-7,1983-03-31,-7,0,7,0,1,9,0
AMN,2019,2019-12-31,1478.642,47.593,2.39506,176.915,743.465,-28.427,113.988,113.988,2019-12-31,148.488,34.5,,2222.107,508.03,566.55,
AMN,2018,2018-12-31,1439.691,48.668,2.91241,202.828,696.383,-16.143,141.741,141.741,2018-12-31,186.685,44.944,,2136.074,452.318,493.55500000000006,
AMN,2017,2017-12-31,1344.035,49.43,2.39771,212.44,644.419,-19.677,132.558,118.519,2017-12-31,192.763,74.244,,1988.454,399.7,431.9789999999998,
AMN,2016,2016-12-31,1282.501,49.267,2.14825,191.632,619.724,-15.465,105.838,105.838,2016-12-31,176.167,70.329,,1902.225,398.472,428.0920000000001,
AMN,2015,2015-12-31,993.702,48.843,1.67662,128.879,469.363,-7.79,81.891,81.891,2015-12-31,121.089,39.198,,1463.065,319.531,340.4839999999999,
AMN,2014,2014-12-31,719.91,48.086,0.72744,64.79,316.117,-6.124,33.217,33.217,2014-12-31,58.666,25.449,,1036.027,232.221,251.327,
AMN,2013,2013-12-31,714.5,47.8,0.69,65.1,297.3,-9.2,32.9,32.9,2013-12-31,55.8,22.9,,1011.8,218.2,232.20000000000005,
AMN,2012,2012-12-31,683.6,46.7,0.45,43.5,270.4,-16.2,17.1,16.3,2012-12-31,27.3,11,,954,202.9,226.79999999999995,
AMN,2011,2011-12-31,638.1,46,0.15,37.6,249.3,-23.7,-26.3,5,2011-12-31,13.9,8.9,,887.5,195.3,211.69999999999993,
AMN,2010,2010-12-31,497.7,34.8,-0.37,-42.5,191.5,-19.8,-52,-52,2010-12-31,-62.3,-10.3,,689.2,168.1,234.00000000000006,
AMN,2009,2009-12-31,555.4,32.6,0.05,-153.6,204.4,-12,-122.2,-122.2,2009-12-31,-165.6,-43.4,,759.8,157.2,358,
AMN,2008,2008-12-31,900.2,33.8,1.02,71.9,317,-10.7,34.4,34.4,2008-12-31,61.2,26.8,,1217.2,230.7,245.0999999999999,
AMN,2007,2007-12-31,860.9,34.9,1.05,73.2,303.2,-12.5,36.5,36.5,2007-12-31,60.8,24.3,,1164,218.3,229.89999999999998,
AMN,2006,2006-12-31,792.4,34.5,1.02,73.5,289.3,-16.7,35.1,35.1,2006-12-31,56.8,21.7,,1081.7,205.5,215.80000000000007,
AMN,2005,2005-12-31,535.6,32.1,0.69,46.7,170.2,-9.6,22.2,22.2,2005-12-31,37.2,14.9,,705.8,117.3,123.5,
AMN,2004,2004-12-31,484.7,31.4,0.55,36.3,144.4,-8.4,17.3,17.3,2004-12-31,27.9,10.6,,629,102.2,108.00000000000006,
AMN,2003,2003-12-31,552.1,39.8,0.95,64,162.2,-2.3,37.8,37.8,2003-12-31,61.7,23.9,,714.2,93.4,98.10000000000002,
AMN,2002,2002-12-31,586.9,46.8,1.12,86.3,188.8,0.3,52.4,52.4,2002-12-31,86.6,34.3,,775.7,98.7,102.5,
AMN,2001,2001-12-31,388.3,30.6,0.14,11,129.5,-13.9,-4.4,-4.4,2001-12-31,-2.9,1.5,,517.8,105.3,118.5,
AMN,2000,2000-12-31,170.6,22.5,-0.17,4.4,60.2,-10,-3.9,-3.9,2000-12-31,-5.6,-1.7,,230.8,52.4,55.80000000000001,
AMN,1999,1999-12-31,111.8,21.7,-0.24,-1.1,34.7,-5.4,-5.6,-5.6,1999-12-31,-6.5,-0.9,,146.5,33.1,35.8,
AMN,1998,1998-12-31,67.2,17.8,0.09,6.3,20.5,-3.1,1.6,1.6,1998-12-31,3.2,1.6,,87.7,12.8,14.200000000000003,
AMN,1997,1997-12-31,53.6,17.8,0.23,4.6,15.2,-0.4,4,4,1997-12-31,4.2,0.2,,68.8,10.4,10.600000000000001,
AMN,1996,1996-12-31,36.3,17.8,0.25,4.6,11.7,0,4.5,4.5,1996-12-31,4.7,0.2,,48,7,7,
BAX,2019,2019-12-31,6541,519,2.84008,1017,4821,-124,1001,817,2019-12-31,970,153,508,11362,2397,3804,77
BAX,2018,2018-12-31,6305,546,2.4359,1607,4794,-28,1546,1345,2018-12-31,1617,272,599,11099,2387,3187,38
BAX,2017,2017-12-31,6083,555,2.49009,1253,4501,-152,602,1194,2017-12-31,1100,-94,617,10584,2419,3248,-1
BAX,2016,2016-12-31,5929,551,3.03267,4979,4234,-22,4965,4966,2016-12-31,4954,-12,502,10163,2370,-745,-3
BAX,2015,2015-12-31,5832,549,1.35141,322,4136,-106,968,393,2015-12-31,428,35,602,9968,2832,3814,212
BAX,2014,2014-12-31,6191,547,1.0179,631,4528,-145,2497,457,2014-12-31,490,33,608,10719,3182,3897,4
BAX,2013,2013-12-31,7519,549,4.72,2638,7740,-128,2012,2012,2013-12-31,2549,537,1070,15259,3360,5102,39
BAX,2012,2012-12-31,6889,556,4.87,2691,7301,-87,2326,2326,2012-12-31,2889,563,1015,14190,3085,4610,285
BAX,2011,2011-12-31,6847,573,4.58,2809,7046,,2224,2256,2011-12-31,2809,553,946,13893,2937,4237,27
BAX,2010,2010-12-31,6885,594,3.69,1890,5958,,1420,1427,2010-12-31,1890,463,915,12843,2782,4068,53
BAX,2009,2009-12-31,6037,614,3.84,2734,6525,,2205,2215,2009-12-31,2734,519,917,12562,2682,3791,42
BAX,2008,2008-12-31,6218,637,3.18,2549,6130,-72,2014,2014,2008-12-31,2451,437,868,12348,2698,3581,-26
BAX,2007,2007-12-31,5744,654,2.68,2182,5519,-52,1707,1707,2007-12-31,2114,407,760,11263,2521,3337,-16
BAX,2006,2006-12-31,5641,656,2.14,1833,4737,-72,1397,1398,2006-12-31,1746,348,614,10378,2282,2904,-15
BAX,2005,2005-12-31,5756,629,1.41,1639,4093,-118,956,958,2005-12-31,1444,486,533,9849,2030,2454,-77
BAX,2004,2004-12-31,5594,618,1.82,606,3915,-99,388,383,2004-12-31,430,47,517,9509,1960,3309,-77
BAX,2003,2003-12-31,4951,606,1.94,1258,3953,-87,866,907,2003-12-31,1129,222,553,8904,1805,2695,-42
BAX,2002,2002-12-31,4318,618,1.97,1540,3792,-51,778,1033,2002-12-31,1397,364,501,8110,1562,2252,-92
BAX,2001,2001-12-31,4227,609,1.84,1024,3436,-69,612,664,2001-12-31,964,300,427,7663,1469,2412,9
BAX,2000,2000-12-31,3833,597,1.73,1011,3063,-85,740,738,2000-12-31,946,208,379,6896,1385,2052,20
BAX,1999,1999-12-31,3568,590,1.35,1150,2812,-87,797,779,1999-12-31,1052,273,332,6380,1311,1662,-11
BAX,1998,1998-12-31,3623,578,1.14,694,2976,-161,315,315,1998-12-31,549,234,379,6599,1426,2282,16
BAX,1997,1997-12-31,3340,564,1.24,653,2798,-163,300,300,1997-12-31,523,223,392,6138,1356,2145,33
BAX,1996,1996-12-31,3009,554,1.1,911,2429,-103,669,575,1996-12-31,793,218,340,5438,1142,1518,-15
BAX,1995,1995-12-31,2777,564,0.96,615,2271,-96,649,371,1995-12-31,524,153,345,5048,1084,1656,5
BAX,1994,1994-12-31,6032,560,1.53,1023,3292,,789,789,1994-12-31,994,205,343,9324,1859,2269,-29
BAX,1993,1993-12-31,5657,554,0.85,-91,3222,-192,-198,-268,1993-12-31,-330,-62,337,8879,1879,3313,-47
BAX,1992,1992-12-31,5230,558,1.13,1045,3241,,441,561,1992-12-31,753,192,317,8471,1812,2196,-292
BAX,1991,1991-12-31,5651,570,1.11,1088,3270,,591,591,1991-12-31,805,214,289,8921,1825,2182,-283
BAX,1990,1990-12-31,5197,506,0.83,362,2903,,40,40,1990-12-31,105,65,261,8100,1647,2541,-257
BAX,1989,1989-12-31,4754,566,1.37,766,2645,,730,730,1989-12-31,921,191,245,7399,1566,1879,155
BAX,1988,1988-12-31,4367,558,1.21,677,2494,,630,630,1988-12-31,760,130,238,6861,1511,1817,83
BAX,1987,1987-12-31,3981,484,1.12,624,2242,,542,534,1987-12-31,657,123,199,6223,1351,1618,33
BAX,1986,1986-12-31,3526,540,0.4,425,2017,,444,181,1986-12-31,260,79,203,5543,1331,1592,-165
BAX,1985,1985-12-31,1433,354,0.44,234,922,,137,137,1985-12-31,169,32,128,2355,529,688,-65
BAX,1984,1984-12-31,1042,282,0.44,84,758,,29,29,1984-12-31,24,-5,111,1800,418,674,-60
BAX,1983,1983-12-31,986,282,0.94,317,857,,265,265,1983-12-31,317,52,108,1843,432,540,0
BMY,2019,2019-12-31,7804,1712,2.36788,6910,18341,-69,3439,3460,2019-12-31,4975,1515,5845,26145,4870,11431,-1866
BMY,2018,2018-12-31,6436,1637,3.78174,6386,16125,-380,4920,5003,2018-12-31,5968,965,5052,22561,4550,9739,-38
BMY,2017,2017-12-31,5917,1652,3.03729,5244,14859,33,1007,3871,2017-12-31,5131,1260,4823,20776,4687,9615,-146
BMY,2016,2016-12-31,4925,1680,2.38949,5947,14502,15,4457,4507,2016-12-31,5915,1408,4927,19427,4911,8555,-47
BMY,2015,2015-12-31,3825,1679,1.09802,1420,12735,0,1565,1631,2015-12-31,2077,446,5760,16560,4841,11315,461
BMY,2014,2014-12-31,3781,1670,1.41,2376,12098,5,2004,2029,2014-12-31,2381,352,3913,15879,4822,9722,-564
BMY,2013,2013-12-31,4619,1662,1.7,2850,11766,71,2563,2580,2013-12-31,2891,311,3731,16385,4939,8916,-32
BMY,2012,2012-12-31,4610,1688,3.37,2180,13011,107,1960,2501,2012-12-31,2340,-161,3762,17621,5017,10831,-245
BMY,2011,2011-12-31,5598,1717,2.41,6717,15646,227,3709,5260,2011-12-31,6981,1721,3811,21244,5160,8929,-202
BMY,2010,2010-12-31,5277,1727,2.18,5789,14207,243,3102,4513,2010-12-31,6071,1558,3556,19484,4663,8418,-196
BMY,2009,2009-12-31,5140,1978,1.6,4822,13668,420,10612,4420,2009-12-31,5602,1182,3647,18808,5082,8846,-179
BMY,2008,2008-12-31,6396,2001,1.75,4875,14201,437,5247,4151,2008-12-31,5471,1320,3585,20597,6342,9326,-180
BMY,2007,2007-12-31,6218,1980,1.08,2918,13130,343,2165,2731,2007-12-31,3534,803,3282,19348,6320,10212,155
BMY,2006,2006-12-31,5956,1963,0.87,2185,11958,250,1585,2025,2006-12-31,2635,610,3067,17914,6270,9773,69
BMY,2005,2005-12-31,5928,1983,1.41,3814,13279,133,3000,3584,2005-12-31,4516,932,2746,19207,6582,9465,-222
BMY,2004,2004-12-31,5989,1976,1.31,4030,13391,68,2388,2899,2004-12-31,4418,1519,2500,19380,6427,9361,-158
BMY,2003,2003-12-31,7592,1950,1.68,4755,13302,-61,3106,3479,2003-12-31,4694,1215,2279,20894,6076,8547,-56
BMY,2002,2002-12-31,6388,1942,1.57,3027,11731,-410,2066,2212,2002-12-31,2647,435,2218,18119,5218,8704,47
BMY,2001,2001-12-31,5454,1965,2.5,1792,12685,-49,4834,2145,2001-12-31,2218,73,2183,18139,5342,10893,40
BMY,2000,2000-12-31,4759,1997,2.18,5269,13457,49,4711,4096,2000-12-31,5478,1382,1939,18216,5532,8188,209
BMY,1999,1999-12-31,5539,2027,2.06,5790,14683,-23,4167,4167,1999-12-31,5767,1600,1843,20222,6987,8893,63
BMY,1998,1998-12-31,4856,2031,1.84,4134,13428,-67,3141,3141,1998-12-31,4268,1127,1577,18284,6730,9294,-14
BMY,1997,1997-12-31,4464,2042,1.57,4269,12237,-12,3205,3205,1997-12-31,4482,1277,1385,16701,6414,7968,-56
BMY,1996,1996-12-31,3965,2035,1.4,3996,11100,17,2850,2850,1996-12-31,4013,1163,1276,15065,5871,7104,-43
BMY,1995,1995-12-31,3637,2032,1.36,2360,10130,42,1812,1812,1995-12-31,2402,590,1199,13767,5316,7770,-5
BMY,1994,1994-12-31,3122,2040,1.17,2555,8862,,1842,1842,1994-12-31,2555,713,1108,11984,4533,6307,-84
BMY,1993,1993-12-31,3029,2076,1.13,2571,8384,,1959,1959,1993-12-31,2571,612,1128,11413,4353,5813,-168
BMY,1992,1992-12-31,2857,2072,1.07,1987,8299,,1962,1538,1992-12-31,1987,449,1083,11156,4366,6312,-27
BMY,1991,1991-12-31,2930,2084,0.99,2887,8229,,2056,2056,1991-12-31,2887,831,993,11159,4470,5342,-121
BMY,1990,1990-12-31,2874,2100,0.83,2524,7426,,1748,1748,1990-12-31,2524,776,881,10300,4156,4902,-135
BMY,1989,1989-12-31,2418,2092,0.33,1184,6160,,688,688,1989-12-31,1184,496,781,8578,3534,4976,661
BMY,1988,1988-12-31,1804,2102,0.39,1285,4169,,829,829,1988-12-31,1285,456,394,5973,2586,2884,-96
BMY,1987,1987-12-31,1679,2152,0.33,1117,3722,,709,709,1987-12-31,1117,408,342,5401,2383,2605,-120
BMY,1986,1986-12-31,1515,2174,0.27,931,3321,,590,590,1986-12-31,931,341,311,4836,2123,2390,-44
BMY,1985,1985-12-31,1468,2168,0.25,864,2976,,532,532,1985-12-31,864,332,262,4444,1957,2112,-107
BMY,1984,1984-12-31,1409,2152,0.22,781,2780,,473,473,1984-12-31,781,308,212,4189,1848,1999,-61
BMY,1983,1983-12-31,1386,2120,0.19,692,2531,,408,408,1983-12-31,692,284,185,3917,1700,1839,-46
CGIX,2019,2019-12-31,3.701,1.928,-2.56302,-5.703,3.604,-1.173,-6.708,-6.885,2019-12-31,-7.397,-0.512,0,7.305,6.317,9.306999999999999,-0.521
CGIX,2018,2018-12-31,3.09,0.91,-3.01209,-7.689,1.842,3.348,-20.373,-4.205,2018-12-31,-4.205,0,0.154,4.932,7.913,9.531,0.136
CGIX,2017,2017-12-31,18.07,0.6887,-8.24019,-18.622,11.051,-4.029,-20.88,-5.675,2017-12-31,-22.959,-17.284,4.789,29.121,24.884,29.673000000000002,-0.308
CGIX,2016,2016-12-31,17.104,0.52865,-29.89329,-16.724,9.945,1.094,-15.803,-15.803,2016-12-31,-15.803,0,5.967,27.049,20.702,26.669000000000004,-0.173
CGIX,2015,2015-12-31,14.098,0.34323,-58.80565,-21.377,3.942,-0.26,-20.184,-20.184,2015-12-31,-21.368,-1.184,5.483,18.04,19.836,25.319000000000003,0.269
CGIX,2014,2014-12-31,8.45367,0.31494,-52.84448,-19.20908,1.74572,0.01798,-16.64292,-16.64292,2014-12-31,-18.9931,-2.35019,4.62253,10.19939,16.33228,20.9548,0.198
CGIX,2013,2013-12-31,4.92,0.16,-79.57,-8.46,1.69,2.27,-12.37,-12.37,2013-12-31,-13.04,-0.66,2.19,6.61,7.96,10.15,-6.85
CGIX,2012,2012-12-31,3.93,0.04,-149,-7.64,0.37,2.84,-6.67,-6.67,2012-12-31,-6.67,0,2.11,4.3,5.9,8.01,-1.86
CGIX,2011,2011-12-31,3.12,0.17,-115.69,-8.18,-0.1,-11.7,-19.89,-19.89,2011-12-31,-19.89,0,2.07,3.02,6.01,8.079999999999998,0
CGIX,2010,2010-12-31,3.52,0.17,-48.91,-6.32,-0.99,-2.82,-8.41,-8.41,2010-12-31,-8.41,0,1.17,2.52,4.16,5.32,0.73
CGIX,2009,2009-12-31,2.53,0.17,-42.63,-4.29,-0.87,-3.04,-7.33,-7.33,2009-12-31,-7.33,0,1.34,1.67,2.08,3.4200000000000004,0
CGIX,2008,2008-12-31,2.22,0.17,-18.18,-2.88,-0.54,-0.25,-3.12,-3.12,2008-12-31,-3.12,0,0.61,1.68,1.73,2.3399999999999994,0
CGIX,2007,2007-12-31,2.13,0.17,-13.39,-1.96,0.22,-0.06,-2.3,-2.3,2007-12-31,-2.02,0.29,0.25,2.34,1.92,2.17,
CGIX,2006,2006-12-31,0.98,0.17,-5.63,-1.29,-0.15,0.23,-0.97,-0.97,2006-12-31,-1.06,-0.09,0.25,0.83,0.89,1.1400000000000001,
CSII,2020,2020-06-30,48.759,34.27596,-0.71485,-26.772,187.786,-0.233,-27.236,-27.236,2020-06-30,-27.005,0.231,43.355,236.545,169.969,214.558,
CSII,2019,2019-06-30,47.68,33.53576,-0.0076,-0.825,200.337,0.76,-0.255,-0.255,2019-06-30,-0.065,0.19,33.462,248.017,167.7,201.162,
CSII,2018,2018-06-30,39.484,33.61426,0.05093,2.234,177.559,-0.39,1.712,1.712,2018-06-30,1.844,0.132,26.756,217.043,148.569,175.325,
CSII,2017,2017-06-30,39.441,32.37371,-0.05535,-1.542,165.465,-0.117,-1.792,-1.792,2017-06-30,-1.706,0.086,22.911,204.906,144.096,167.007,-0.047
CSII,2016,2016-06-30,35.421,32.53762,-1.51478,-56.077,142.763,0.163,-56.024,-56.024,2016-06-30,-55.932,0.092,25.934,178.184,162.542,198.84,-0.018
CSII,2015,2015-06-30,39.52,31.54771,-1.04039,-32.637,142.024,-0.023,-32.822,-32.822,2015-06-30,-32.822,,30.977,181.544,143.684,174.661,-0.162
CSII,2014,2014-06-30,31,28.3,-1.22,-34.1,105.6,-1.1,-35.3,-35.3,2014-06-30,-35.3,0,21.1,136.6,118,139.8,-0.1
CSII,2013,2013-06-30,24.4,21.7,-1.08,-23,79.5,-0.9,-24,-24,2013-06-30,-24,0,15.2,103.9,86.7,102.5,-0.1
CSII,2012,2012-06-30,19.2,18,-0.93,-14.5,63.3,-1.9,-16.8,-16.8,2012-06-30,-16.8,0,11.4,82.5,66.4,77.8,-0.4
CSII,2011,2011-06-30,16.3,15.9,-0.7,-8.8,62.5,-0.9,-11.1,-11.1,2011-06-30,-11.1,0,8.9,78.8,62.4,71.3,-1.4
CSII,2010,2010-06-30,15,14.7,-1.63,-22.7,49.8,-1,-23.9,-23.9,2010-06-30,-23.9,0,10.3,64.8,62.4,72.6,-0.1
CSII,2009,2009-06-30,16.2,8.1,-0.92,-35.9,40.3,4,-31.9,-31.9,2009-06-30,-31.9,0,14.7,56.5,59.8,76.2,0
CSII,2008,2008-06-30,8.9,4.4,-12.96,-39.4,13.3,0.2,-39.2,-39.2,2008-06-30,-39.2,0,16.1,22.2,35.3,52.7,0
CSII,2007,2007-12-31,,0.3,27.8,2.2,,5.5,7.7,7.7,2007-12-31,7.7,0,43.3,58.6,13,56.3,-0.1
CSII,2006,2006-12-31,,0.1,-249.06,-34.5,,5.9,-29.2,-29.2,2006-12-31,-29.2,0,38.3,16,12.2,50.5,-0.7
CSII,2005,2005-12-31,,0.3,-154.62,-34.1,,0.6,-33.7,-33.7,2005-12-31,-33.7,0,29.2,0.4,5.3,34.5,-0.2
CSII,2004,2004-12-31,,0.3,-84.5,-18.9,,-0.3,-19.2,-19.2,2004-12-31,-19.2,0,16.3,0.8,3,19.7,0
CSII,2003,2003-12-31,,0.3,-57.68,-13.8,,-0.2,-14,-14,2003-12-31,-14,0,12.3,0.7,2.2,14.5,
CPRX,2019,2019-12-31,14.75914,106.02094,0.30065,31.82326,87.5472,,31.87534,31.87534,2019-12-31,33.40903,1.5337,18.84275,102.30634,36.88119,55.72394,1.58577
CPRX,2018,2018-12-31,,102.63388,-0.33131,-35.29517,,0,-34.00351,-34.00351,2018-12-31,-34.00351,0,19.9192,0.5,15.87596,35.79517,1.29165
CPRX,2017,2017-12-31,,85.80249,-0.21459,-18.67964,,-0.1869,-18.41238,-18.41238,2017-12-31,-18.41238,0,11.37524,0,7.3044,18.67964,0.45416
CPRX,2016,2016-12-31,,82.87528,-0.21807,-19.2802,,0.88614,-18.07245,-18.07245,2016-12-31,-18.07245,0,11.36994,0,7.91026,19.2802,0.32161
