symbol,year,period,costOfGoodsSold,dilutedAverageSharesOutstanding,dilutedEPS,ebit,grossIncome,interestIncomeExpense,netIncome,netIncomeAfterTaxes,period,pretaxIncome,provisionforIncomeTaxes,researchDevelopment,revenue,sgaExpense,totalOperatingExpense,totalOtherIncomeExpenseNet
CVX,2019,2019-12-31,80096,1895,1.27311,3093,60060,2860,2924,2848,2019-12-31,5536,2688,770,140156,8279,56967,-417
CVX,2018,2018-12-31,94545,1914,7.73145,15451,64222,5684,14824,14834,2018-12-31,20575,5741,1210,158767,8705,48771,-560
CVX,2017,2017-12-31,75756,1898,3.7803,5206,59023,4015,9195,7249,2017-12-31,9221,1972,864,134779,16779,53817,
CVX,2016,2016-12-31,59290,1873,-0.26535,-4320,51194,2160,-497,-431,2016-12-31,-2160,-1729,1033,110484,16352,55514,
CVX,2015,2015-12-31,69781,1867,2.45688,-146,59867,4988,4587,4710,2015-12-31,4842,132,3340,129648,16473,60013,
CVX,2014,2014-12-31,127840,1898,10.14,23600,72101,7602,19241,19310,2014-12-31,31202,11892,1985,199941,8848,48501,20875
CVX,2013,2013-12-31,143111,1932,10.87,27726,77153,7469,21423,21597,2013-12-31,35905,14308,1861,220264,9081,49427,24299
CVX,2012,2012-12-31,148776,1965,13.39,39492,81863,6840,26179,26336,2012-12-31,46332,19996,1728,230639,9090,42371,18140
CVX,2011,2011-12-31,158008,2001,13.48,40271,86363,7363,26895,27008,2011-12-31,47634,20626,1216,244371,12288,46092,19677
CVX,2010,2010-12-31,125058,2007,9.52,26418,73140,5637,19024,19136,2010-12-31,32055,12919,1147,198198,14367,46722,18095
CVX,2009,2009-12-31,107762,2001,5.4,15212,59640,3316,10483,10563,2009-12-31,18528,7965,1342,167402,14009,44428,16939
CVX,2008,2008-12-31,181243,2050,11.68,37591,83715,5366,23931,23931,2008-12-31,42957,19026,1169,264958,17191,46124,18114
CVX,2007,2007-12-31,143430,2132,8.79,28023,70661,4144,18688,18688,2007-12-31,32167,13479,1323,214091,17986,42638,14263
CVX,2006,2006-12-31,137702,2197,7.8,27721,67190,4255,17138,17138,2006-12-31,31976,14838,1364,204892,16425,39469,13653
CVX,2005,2005-12-31,136687,2155,6.55,21466,56954,3731,14099,14099,2005-12-31,25197,11098,743,193641,16891,35488,11363
CVX,2004,2004-12-31,102387,2122,6.14,17969,48478,2582,13328,13034,2004-12-31,20551,7517,697,150865,16407,30509,7979
CVX,2003,2003-12-31,71583,2128,3.57,11741,48449,1029,7230,7426,2003-12-31,12770,5344,571,120032,22346,37073,8218
CVX,2002,2002-12-31,57249,2127,1.3,4045,41442,111,1132,1132,2002-12-31,4156,3024,591,98691,20844,37397,7601
CVX,2001,2001-12-31,60549,2126,2.2,7147,43860,1144,3288,3931,2001-12-31,8291,4360,1039,104409,19140,36713,6958
