symbol,year,period,accountsPayable,accountsReceivables,accruedLiability,accumulatedDepreciation,cashEquivalents,cashShortTermInvestments,commonStock,currentAssets,currentLiabilities,currentPortionLongTermDebt,deferredIncomeTax,goodwill,intangiblesAssets,inventory,liabilitiesShareholdersEquity,longTermDebt,longTermInvestments,otherCurrentAssets,otherCurrentliabilities,otherEquity,otherLiabilities,otherLongTermAssets,otherReceivables,period,propertyPlantEquipment,retainedEarnings,sharesOutstanding,shortTermDebt,shortTermInvestments,tangibleBookValueperShare,totalAssets,totalDebt,totalEquity,totalLiabilities,totalLongTermDebt,totalReceivables,treasuryStock
T,2012,2012-12-31,12076,12657,6719,-161140,4386,4868,6495,22706,31787,3485,28491,69773,58775,1036,272315,66093,4581,3110,9506,4964,52984,6713,0,2012-12-31,109767,22481,5581,1,482,-6.4838,272315,69844,92362,179953,66358,12657,-32888
T,2011,2011-12-31,,13606,,-153192,3185,3185,6495,23027,30794,3453,25748,70842,59343,,270344,61061,3718,5081,8387,3180,46705,6327,0,2011-12-31,107087,25453,5927,0,,-4.1591,270344,64753,105534,164810,61300,13606,-20750
T,2010,2010-12-31,,13610,,-140637,1437,1437,6495,19951,33951,7196,22070,73601,60520,,268488,58971,4515,3446,7978,3015,41243,6705,0,2010-12-31,103196,31792,5911,0,,-3.7508,268488,66167,111950,156538,58971,13610,-21083
T,2009,2009-12-31,7514,14978,13485,-130459,3802,3802,6495,24334,36705,7328,23803,73259,61823,,268752,64720,2921,3982,8345,-14408,41199,6322,0,2009-12-31,100093,39366,5902,33,,-5.6222,268752,72081,101900,166852,64720,14978,-21260
T,2008,2008-12-31,6921,16047,13111,-119491,1792,1792,6495,22556,42290,9503,19196,71829,63712,,265245,60872,2332,3179,8139,-17057,46540,5728,0,2008-12-31,99088,36591,5893,4616,,-6.6509,265245,74991,96347,168898,60872,16047,-21410
T,2007,2007-12-31,7059,16185,14340,-114628,1970,1970,6495,24686,39274,4939,24939,70713,58402,,275644,57255,2270,5007,11015,-380,38809,23683,0,2007-12-31,95890,33297,6044,1921,,-2.2747,275644,64115,115367,160277,57255,16185,-15683
T,2006,2006-12-31,6919,16194,15187,-107553,2418,2418,6495,25553,40482,4414,27406,67657,59740,,270634,50063,1995,5464,8643,-5314,37143,21093,0,2006-12-31,94596,30375,6239,5319,,-1.9005,270634,59796,115540,155094,50063,16194,-7368
T,2005,2005-12-31,4466,9351,10905,-90511,1224,1224,4065,14654,25418,4027,15713,14055,8503,,145632,26115,33435,3050,5592,-574,23696,16258,0,2005-12-31,58727,29106,3877,428,,8.2879,145632,30570,54690,90942,26115,9351,-5406
T,2004,2004-12-31,2241,5480,6472,-86131,760,859,3433,8541,18934,1337,15621,1625,,,108844,21231,35485,1456,4487,-550,12554,13147,0,2004-12-31,50046,29352,3301,4397,99,11.7779,108844,26965,40504,68340,21231,5480,-4535
T,2003,2003-12-31,3108,6178,6510,-81795,4806,5184,3433,13968,14260,880,15079,1611,,,100166,16060,11003,1846,2763,-1132,16519,14509,0,2003-12-31,52128,27635,3305,999,378,11.0853,100166,17939,38248,61918,16060,6178,-4698
T,2002,2002-12-31,3407,8540,4766,-83265,3567,3568,3433,14089,14683,1354,10726,1643,,,95057,18536,10470,1294,3005,-2451,17913,14443,0,2002-12-31,48490,23802,3318,2151,1,9.5105,95057,22041,33199,61858,18536,8540,-4584
T,2001,2001-12-31,3959,9376,6183,-77697,703,703,3433,12580,23948,2991,8578,3577,,,96322,17133,11967,1569,4773,-1590,14172,12447,0,2001-12-31,49827,22138,3354,6042,,8.6208,96322,26166,32491,63831,17133,9376,-3482
T,2000,2000-12-31,7532,10144,6578,-72558,643,643,3433,23216,30357,2614,6806,,5475,,98651,16492,12378,2311,5777,-1344,14533,10387,9568,2000-12-31,47195,18341,3387,7856,,7.3776,98651,26962,30463,68188,16492,19712,-2071
T,1999,1999-12-31,4834,9378,5402,-69761,495,495,3433,11930,19313,730,4821,,6796,,83215,18475,10648,1406,5703,-1135,13880,7270,0,1999-12-31,46571,13798,3395,2644,,5.8704,83215,21849,26726,56489,18475,9378,-1717
T,1998,1998-12-31,2865,5790,3054,-43546,460,466,1988,7538,9989,507,1990,,3087,,45066,12612,2514,868,2519,-714,7695,2007,0,1998-12-31,29920,3396,1959,1044,6,4.9479,45066,14163,12780,32286,12612,5790,-882
T,1997,1997-12-31,2848,5015,3233,-37947,398,718,934,7062,10252,336,1639,,3269,,42132,13019,2740,980,2218,-693,7330,1722,0,1997-12-31,27339,1146,1837,1617,320,3.6053,42132,14972,9892,32240,13019,5015,-730
T,1996,1996-12-31,1118,2575,1571,-18747,242,755,620,3912,5820,404,784,2485,,116,23449,5505,1955,205,1409,-633,4505,1090,0,1996-12-31,14007,1739,1200,1318,513,3.625,23449,7227,6835,16614,5505,2575,-984
T,1995,1995-12-31,1029,2389,1325,-17801,490,490,621,3679,5056,442,724,2679,,131,22003,5672,1586,513,1023,-581,4295,1069,0,1995-12-31,12988,672,1219,1238,0,2.9336,22003,7352,6256,15747,5672,2389,-481
T,1994,1994-12-31,,2205,,-11940,365,365,621,3493,5191,320,2320,2649,,142,26005,5848,1748,620,241,-367,4291,799,0,1994-12-31,17317,2594,1218,1349,0,4.6856,26005,7517,8356,17650,5848,2205,-463
T,1993,1993-12-31,,2055,,-11079,618,618,603,3620,4489,0,2387,1147,,149,24308,5459,1421,671,227,-40,4404,1028,0,1993-12-31,17092,1891,1200,1386,0,5.3508,24308,6845,7568,16739,5459,2055,-110
T,1992,1992-12-31,,1930,,-10079,505,505,301,3203,4132,0,3528,1323,,130,23810,5716,1249,499,219,0,1130,1135,0,1992-12-31,16899,3635,1199,1279,0,6.6564,23810,6995,9304,14506,5716,1930,-69
T,1991,1991-12-31,,1780,,-9245,328,328,301,2724,4094,0,3518,1358,,87,23179,5675,1081,428,213,0,1032,1506,0,1991-12-31,16510,3209,1201,1599,0,6.2456,23179,7275,8859,14320,5675,1780,-41
T,1990,1990-12-31,,1739,,-8348,250,250,301,2686,3605,0,3504,1237,,94,22196,5483,0,466,207,0,1023,1951,0,1990-12-31,16322,2986,1199,1253,0,6.1259,22196,6736,8581,13614,5483,1739,-54
T,1989,1989-12-31,,1686,,-8451,263,263,301,2494,2819,0,3484,1251,,128,21161,5456,0,277,195,0,1036,1338,0,1989-12-31,16078,2714,1202,606,0,5.9201,21161,6062,8367,12794,5456,1686,-17
T,1988,1988-12-31,,1557,,-7347,207,207,301,2330,3008,0,3402,1283,,177,20985,5039,0,261,198,0,1032,1068,0,1988-12-31,16304,2402,1202,973,0,6.0075,20985,6012,8504,12481,5039,1557,-19
T,1987,1987-12-31,,1589,,,209,209,301,2703,3243,0,3352,1275,,185,21500,5649,0,438,354,0,1065,783,0,1987-12-31,16740,2088,1202,942,0,5.7537,21500,6591,8191,13309,5649,1589,-16
T,1986,1986-12-31,,1616,,,784,784,100,3069,3309,0,3088,0,,208,20300,4912,0,462,364,0,1173,504,0,1986-12-31,16727,1738,1200,1091,0,6.515,20300,6003,7818,12482,4912,1616,0
T,1985,1985-12-31,,1722,,,398,398,100,2711,3019,0,2733,0,,182,19291,5001,0,409,381,0,1141,440,0,1985-12-31,16140,1354,1195,746,0,6.19,19291,5747,7397,11894,5001,1722,0
T,1984,1984-12-31,,1437,,,501,501,100,2508,2588,0,2449,0,,181,18042,4935,0,389,236,0,1075,140,0,1984-12-31,15394,955,1194,483,0,5.8585,18042,5418,6995,11047,4935,1437,0
ATO,2019,2019-09-30,176.581,212.449,195.04,-2392.924,24.55,24.55,0.597,458.031,1209.44,0,1300.015,730.706,,136.054,13367.619,3529.452,101.883,27.961,372.904,-114.715,1578.489,279.231,18.121999999999986,2019-09-30,11787.669,2152.015,119.33893,464.915,,42.06102,13367.619,3994.367,5750.223,7617.396,3529.452,230.571,
ATO,2018,2018-09-30,135.159,205.004,173.711,-2196.226,13.771,13.771,0.556,478.853,1915.131,575,1154.067,730.419,,173.838,11874.437,2493.665,99.385,4.716,455.481,-91.771,1541.623,184.534,48.291,2018-09-30,10371.147,1878.116,111.27368,575.78,,36.30267,11874.437,3644.445,4769.951,7104.486,2493.665,253.295,
ATO,2017,2017-09-30,143.422,197.369,175.905,-2042.122,26.409,26.409,0.531,539.646,1013.443,0,1878.699,730.132,,189.125,10749.596,3067.045,88.409,69.686,246.371,-112.302,891.743,132.227,24.894000000000005,2017-09-30,9259.182,1467.024,106.10463,447.745,,29.86235,10749.596,3514.79,3898.666,6850.93,3067.045,222.263,
ATO,2016,2016-09-30,114.361,176.468,164.045,-1873.9,47.534,47.534,0.52,681.686,1788.281,250,1603.056,726.962,,184.895,10010.889,2188.779,72.701,206.432,430.064,-192.506,967.714,260.934,44.86800000000002,2016-09-30,8268.606,1262.534,103.93056,829.811,,26.3262,10010.889,3268.59,3463.059,6547.83,2188.779,221.336,
ATO,2015,2015-09-30,78.534,254.31,242.924,-1809.52,28.653,28.653,0.507,626.306,1154.823,0,1411.315,742.702,,249.19,9075.072,2437.515,74.2,25.769,375.438,-114.279,876.622,201.284,45.32900000000001,2015-09-30,7430.58,1073.029,101.47882,457.927,,24.16361,9075.072,2895.442,3194.797,5880.275,2437.515,299.639,
ATO,2014,2014-09-30,78,301,317,-1722,42,42,1,776,911,,1287,742,,285,8595,2456,80,75,319,-20,855,271,48,2014-09-30,6726,918,100,197,,23.44,8595,2653,3086,5508,2456,349,
ATO,2013,2013-09-30,70,269,262,-1691,66,66,0,683,978,0,1164,,741,250,7940,2456,73,40,278,33,762,412,36,2013-09-30,6031,775,91,368,,20.2088,7940,2824,2580,5360,2456,305,
ATO,2012,2012-09-30,,211,72,-1659,64,64,0,828,1276,0,1015,741,,262,7496,1956,64,248,418,-53,889,387,25,2012-09-30,5476,661,90,571,,17.9778,7496,2527,2359,5136,1956,236,
ATO,2011,2011-09-30,,257,76,-1669,131,131,0,1011,868,2,960,740,0,294,7283,2206,53,279,291,-51,994,331,28,2011-09-30,5148,570,90,206,,16.8333,7283,2415,2255,5027,2206,285,
ATO,2010,2010-09-30,,273,84,-1749,132,132,0,875,1166,360,829,739,1,323,6764,1810,41,100,330,-23,781,314,23,2010-09-30,4793,487,90,126,,15.9778,6764,2296,2178,4585,1810,296,
ATO,2009,2009-09-30,,233,87,-1648,111,111,0,829,737,0,571,739,1,356,6344,2169,42,89,370,-20,689,294,18,2009-09-30,4439,405,93,73,,15.4516,6344,2242,2177,4167,2169,251,
ATO,2008,2008-09-30,,477,95,-1593,47,47,0,1285,1207,1,441,737,2,581,6387,2120,38,139,365,-36,566,188,25,2008-09-30,4137,344,91,351,,14.4286,6387,2471,2052,4334,2120,502,
ATO,2007,2007-09-30,,380,87,-1559,61,61,0,1069,920,4,371,738,,521,5897,2126,42,55,323,-16,515,211,36,2007-09-30,3837,281,89,151,,13.7978,5897,2281,1966,3931,2126,416,
ATO,2006,2006-09-30,,375,82,-1472,76,111,0,1118,1119,3,306,739,,462,5720,2180,39,95,306,-44,466,195,59,2006-09-30,3629,224,82,382,,11.0976,5720,2566,1648,4071,2180,434,
