symbol,year,period,costOfGoodsSold,dilutedAverageSharesOutstanding,dilutedEPS,ebit,grossIncome,interestIncomeExpense,netIncome,netIncomeAfterTaxes,period,pretaxIncome,provisionforIncomeTaxes,researchDevelopment,revenue,sgaExpense,totalOperatingExpense,totalOtherIncomeExpenseNet
AEP,2019,2019-12-31,3165.2,495.30624,4.08386,2592.3,,-904.1,1921.1,1847.7,2019-12-31,1834.8,-12.9,,15286.5,,9803.900000000001,146.6
AEP,2018,2018-12-31,3427.1,493.75828,4.008,2682.7,,-840.3,1923.8,1847.3,2018-12-31,1973.5,126.2,,15927.1,,10085.9,131.1
AEP,2017,2017-12-31,2965.3,492.61107,3.64565,3525,,-772.9,1912.6,1819.8,2017-12-31,2816.2,996.4,,15195.4,,8934.599999999999,64.1
AEP,2016,2016-12-31,2821.4,491.66201,4.24574,1163.9,,-747.7,610.9,549.3,2016-12-31,475.6,-73.7,,16199.4,,12394.800000000001,59.4
AEP,2015,2015-12-31,2760.1,490.57457,3.59456,3333.5,,-734.1,2047.1,1703.3,2015-12-31,2622.9,919.6,,16328.6,,10359.6,23.5
AEP,2014,2014-12-31,2085.9,488.89984,3.24463,3127.4,,-757.7,1633.8,1500.3,2014-12-31,2402.9,902.6,,16333.7,,11165.300000000001,33.2
AEP,2013,2013-12-31,1491,487,3.35,2855,,-775,1480,1426,2013-12-31,2110,684,,14834,,11011,30
AEP,2012,2012-12-31,1169,485,3.07,2656,,-887,1259,1218,2012-12-31,1822,604,,14945,,11120,53
AEP,2011,2011-12-31,1191,482,4.09,2782,,-808,1946,1549,2011-12-31,2367,818,,15116,,11143,393
AEP,2010,2010-12-31,1000,480,2.85,2663,,-884,1214,1206,2010-12-31,1849,643,,14427,,10764,70
AEP,2009,2009-12-31,1053,459,2.97,2771,,-880,1360,1363,2009-12-31,1938,575,,13489,,9665,47
AEP,2008,2008-12-31,1281,404,2.93,2787,,-859,1380,1369,2008-12-31,2011,642,,14440,,10372,83
AEP,2007,2007-12-31,1138,400,2.79,2319,,-713,1089,1141,2007-12-31,1657,516,,13380,,9923,51
AEP,2006,2006-12-31,856,396,2.74,1966,,-603,1002,992,2006-12-31,1477,485,,12622,,9800,114
AEP,2005,2005-12-31,943,391,2.49,1927,,-529,814,1023,2005-12-31,1453,430,,12111,,9241,55
AEP,2004,2004-12-31,3496,396,2.34,2293,,-616,1089,1127,2004-12-31,1699,572,,14057,,8268,22
AEP,2003,2003-12-31,3557,385,2.36,1632,,-842,110,522,2003-12-31,880,358,,14545,,9356,90
