symbol,year,period,capex,cashDividendsPaid,cashInterestPaid,cashTaxesPaid,changeinCash,changesinWorkingCapital,deferredTaxesInvestmentTaxCredit,depreciationAmortization,foreignExchangeEffects,issuanceReductionCapitalStock,issuanceReductionDebtNet,netCashFinancingActivities,netIncomeStartingLine,netInvestingCashFlow,netOperatingCashFlow,otherFundsFinancingItems,otherFundsNonCashItems,otherInvestingCashFlowItemsTotal
OMC,2004,2004-12-31,-159.7,-163.1,44.6,267.1,-77.9,169.5,,172.10000000000002,43.4,-446.5,-32.5,-650,723.5,-758.9,1287.6,-7.9,222.5,-599.2
OMC,2003,2003-12-31,-141.1,-149.3,56.9,344,861.8,47.5,,160.9,-18.3,-25.9,546.6,354.6,675.9,-528.8,1054.2,-16.8,169.9,-387.7
OMC,2002,2002-12-31,-117.2,-148.4,42.4,338.6,194.8,44.4,,150.3,-2.9,-371.7,432.3,-119.8,643.5,-683.1,1000.6,-32.1,162.4,-565.9
OMC,2001,2001-12-31,-149.4,-135.7,84.7,233.8,-44.7,-101.5,,211,-43.2,-60.1,354.7,170.8,503.1,-947.9,775.6,11.9,163,-798.4
OMC,2000,2000-12-31,-150.3,-122.3,118.1,227.5,-59.6,-110.8,18.4,186.60000000000002,7,-237.1,731.6,282.1,498.8,-1034.6,685.9,-90.1,92.9,-884.3
OMC,1999,1999-12-31,-129.9,-103.9,78.8,235.3,-72.4,316.5,-33.1,167.89999999999998,-3.6,-286.2,-7.5,-201.7,362.9,-768.1,901,195.8,86.8,-638.2
OMC,1998,1998-12-31,-89.7,-82.4,55.9,200.2,91.6,-36.1,21.4,133,-34.2,21.7,262,205.9,285.1,-551.5,471.4,4.5,68.1,-461.7
OMC,1997,1997-12-31,-76.2,-67.6,34.9,133.8,46.2,148.8,15.6,102.8,-36.4,-69.8,166.7,23.5,222.4,-474.6,533.8,-5.9,44.1,-398.5
OMC,1996,1996-12-31,-48.8,-54.3,34.6,112.2,196.3,193.4,-4.1,85.8,-6.2,-103.1,42.2,-127.8,176.3,-163.8,494,-12.5,42.5,-115.1
OMC,1995,1995-12-31,-49.6,-45.9,36.5,109.2,72.2,-27.1,2.4,74.2,7.5,-34.7,74.3,-16.1,140,-145.8,226.6,-9.8,37.2,-96.2
OMC,1994,1994-12-31,-38.5,-41.3,66.5,27,53.4,178.5,-6.4,62.8,13.3,-67.5,-17.5,-126.4,80.1,-172.7,339.2,-0.2,24.3,-134.2
OMC,1993,1993-12-31,-33.6,-35.5,58.9,38.3,62.4,52.5,2.2,53.6,-14.1,-51.9,101.1,13.3,85.3,-146,209.2,-0.5,15.6,-112.4
OMC,1992,1992-12-31,-34.9,-32.6,32.7,58.3,-1.3,45.6,-0.9,49.8,-8.3,-30.1,-42.8,-107.1,69.3,-67.5,181.7,-1.5,17.9,-32.7
OMC,1991,1991-12-31,-32.1,-29.7,35.4,41.2,1.4,18,2.6,46.2,-0.5,26.8,-1.5,-8.1,57.1,-133.5,143.6,-3.7,19.9,-101.4
OMC,1990,1990-12-31,-32.7,-26.5,36.2,48.2,25.5,-0.1,-6.5,46.4,0.5,-12.8,-4.2,-46.4,52,-40.2,111.6,-3,19.8,-7.4
OMC,1989,1989-12-31,-33.4,-24.1,20.3,53.5,2.3,32,-3.6,35.7,-0.6,-8.9,121.6,86.5,46.8,-208.1,124.5,-2,13.6,-174.6
OMC,1988,1988-12-31,-28.4,-24.2,15.6,35.5,14.6,28.7,0.3,28.6,-3.5,-10.7,31,-8.9,39.2,-81.1,108.1,-5,11.2,-52.7
OKE,2019,2019-12-31,-3848.349,-1457.628,435.165,2.69,8.983,-0.42,372.729,476.535,,29.04,3348.087,1830.962,1278.577,-3768.758,1946.779,-88.537,-180.642,79.591
OKE,2018,2018-12-31,-2141.475,-1335.058,418.244,2.225,-25.218,376.933,361.01,428.557,,1203.981,248.45,-97.049,1155.032,-2114.888,2186.719,-214.422,-134.813,26.587
OKE,2017,2017-12-31,-512.393,-829.414,432.21,6.633,-211.682,-25.231,437.917,406.335,,471.358,-299.884,-959.461,593.519,-567.633,1315.412,-301.521,-97.128,-55.24
OKE,2016,2016-12-31,-624.634,-517.601,461.208,0.361,151.256,103.826,211.638,391.585,,21.971,455.897,-586.519,743.499,-615.445,1353.22,-546.786,-97.328,9.189
OKE,2015,2015-12-31,-1188.312,-509.197,367.835,3.324,-75.193,-11.121,137.737,354.62,,396.329,774.797,92.741,379.195,-1190.719,1022.785,-569.188,162.354,-2.407
OKE,2014,2014-12-31,-1779.15,-443.817,340.144,-11.881,27.247,176.217,156.728,306.038,,1132.289,1123.486,1304.499,663.108,-2566.223,1288.971,-507.459,-13.12,-787.073
OKE,2013,2013-12-31,-2256.6,-304.7,294.2,-16.6,-434.3,115.7,151.5,384.4,,604.5,977,913,577,-2642,1294.8,-363.8,66.2,-385.4
OKE,2012,2012-12-31,-1866.2,-262,439.4,0.9,517.7,-178.8,229.4,335.9,,325.6,1608.4,1332.1,743.5,-1814.2,999.8,-339.9,-130.2,52
OKE,2011,2011-12-31,-1336.1,-227,278.2,-68.7,35.6,124.8,256.7,312.3,,-282.2,853,55.4,759.7,-1371.6,1351.8,-288.4,-101.7,-35.6
OKE,2010,2010-12-31,-582.7,-193.5,298.4,16.8,1.6,4.8,142.3,307.3,,343.6,-587.7,-698.1,541.3,-134.4,834,-260.4,-161.7,448.4
OKE,2009,2009-12-31,-791.2,-172.8,314.5,30.6,-480.7,595.9,198.7,289,,258.7,-1004.8,-1145.6,491.2,-787.8,1452.7,-226.7,-122.1,3.5
OKE,2008,2008-12-31,-1473.1,-162.8,237.6,83,491,-338.8,165.2,243.9,,163.4,1651.4,1469.6,311.9,-1454.3,475.7,-182.4,93.4,18.8
OKE,2007,2007-12-31,-883.7,-150.2,253.7,57.3,-49.2,313.7,65,228,,-369.5,781.2,73,304.9,-1151.8,1029.7,-188.5,118.1,-268.1
OKE,2006,2006-12-31,-376.3,-135.5,226,262.5,60.4,180.4,115.4,235.5,,-270.6,-389,-618.8,306.3,-237.4,916.5,176.3,78.9,139
OKE,2005,2005-12-31,-250.5,-110.2,219.9,244.9,-1.5,-597.5,16.4,183.4,,-211.8,1060,711.5,546.5,-533.4,-179.7,-26.5,-328.5,-282.9
OKE,2004,2004-12-31,-264.1,-89.2,37.5,125.1,-2.7,-332,91.2,188.7,,189,42.6,214.9,242.2,-422.4,204.8,72.5,14.7,-158.3
OKE,2003,2003-12-31,-215.1,-71,100.7,-16.3,-61.4,-510.3,111.8,160.9,,-113,743.9,557.4,214.3,-622.8,4.1,-2.6,27.4,-407.7
OKE,2002,2002-12-31,-210.7,-74.3,109.9,-90.3,45.3,335.7,165.7,147.8,,3.7,-621.1,-691.8,156,-75.2,812.3,0,7.1,135.4
OKE,2001,2001-12-31,-341.6,-73.8,132.4,13.1,28,-307.1,134.9,157.3,,10.7,310.7,247.5,101.6,-341.1,121.5,,34.8,0.5
OKE,2000,2000-12-31,-311.4,-70.5,111.1,57.6,0.2,-380.5,26.1,143.4,,-0.5,911.9,840.9,145.6,-745.6,-95.2,,-29.8,-434.2
OKE,1999,1999-12-31,-92.2,-28.1,16.6,0,-4.3,-113.9,28.3,43.2,,-39.6,161.5,93.9,35.3,-91.2,-7,,0,1
OKE,1998,1999-08-31,-210.1,-76.3,50.5,59.5,4.3,-108.9,14.9,129.7,,-24.5,522.8,422,106.4,-549.3,131.6,,-10.5,-339.2
OKE,1997,1998-08-31,-301.5,-54.8,34.6,73.8,-14.3,167.9,-7.6,101.7,0,6.3,-12.6,-61.1,101.8,-299.7,346.5,,-17.2,1.8
OKE,1996,1997-08-31,-90.5,-28,40,34.6,13.8,21,-3,74.5,0,-2.2,-19.2,-49.4,59.3,-88.8,152.1,,0.3,1.7
OKE,1995,1996-08-31,-89.6,-27.9,35.1,40.6,-11.9,-13.1,-2,72.9,0,0,-17.1,-45,52.8,-72,105.1,,-5.5,17.6
OKE,1994,1995-08-31,-81,-30.5,37.6,34.5,7.9,30.2,-15.3,50.4,0,,-7.8,-38.3,42.8,-63.3,109.5,,1.4,17.7
OKE,1993,1994-08-31,-74,-30,34.7,14.9,-5.1,-17.7,10,50.9,0,0,13,-17,36.2,-68.4,80.3,,0.9,5.6
OKE,1992,1993-08-31,-86.8,-28.7,37.1,22.4,7.6,31.2,-2,48,0,-0.2,11.1,-17.8,38.4,-92.8,118.2,,2.6,-6
OKE,1991,1992-08-31,-69.7,-26,33.7,12.7,-3.3,-8.7,3.1,38,0,0.1,25.7,-0.2,32.6,-71.4,68.2,,3.2,-1.8
OKE,1990,1991-08-31,-111.3,-22.2,29.9,13.3,3.5,-29.6,9.3,26.400000000000002,0,-0.1,95.7,73.4,35.9,-112.6,42.6,,0.5,-1.3
OKE,1989,1990-08-31,-68.5,-20.4,32.9,20.2,-5.2,-6.3,7.2,27.4,0,-13.2,32.5,-1.1,33,-70.3,66.2,,5,-1.8
OKE,1988,1989-08-31,-45.6,-13.8,30.1,5.5,-22.2,-17,14.1,26.4,0,-7.2,-21.6,-42.5,36.6,19.7,0.6,,-59.5,65.3
OKE,1987,1988-08-31,-33.5,-18.4,35.7,15.3,22.8,51.6,-27.7,75.8,0,0.2,-47.7,-65.9,21.7,-35.1,123.9,,2.5,-1.7
OKE,1986,1987-08-31,-42.7,-36.2,41,7.7,-9.2,24.3,11.4,44.2,0,6.5,-29.3,-59,19.4,-52.6,102.3,,3.1,-9.9
OKE,1985,1986-08-31,-78.9,-35.5,39,11.1,2.7,-21,24.2,36.5,0,8.8,30.1,3.4,34.5,-77.9,77.2,,2.9,1.1
ORCL,2020,2020-05-31,-1564,-3070,1972,3218,16725,-1187,-851,2968,-125,-18317,15388,-6132,10135,9843,13139,-133,2074,11407
ORCL,2019,2019-05-31,-1660,-2932,2059,2901,-1106,-260,-1191,2919,-158,-34488,-4500,-42056,11083,26557,14551,-136,2000,28217
ORCL,2018,2018-05-31,-1736,-3140,1910,1562,-164,8135,-847,2785,57,-9451,2643,-9982,3587,-5625,15386,-34,1726,-3889
ORCL,2017,2017-05-31,-2021,-2631,1612,1983,1632,1058,-440,2451,-86,-1663,13638,9086,9452,-21494,14126,-258,1605,-19473
ORCL,2016,2016-05-31,-1189,-2541,1616,2331,-1564,1070,-105,2509,-115,-9104,1750,-9980,8901,-5154,13685,-85,1310,-3965
ORCL,2015,2015-05-31,-1391,-2255,1022,3055,3947,1013,-548,2861,-1192,-6285,18342,9606,9938,-19047,14580,-196,1316,-17656
ORCL,2014,2014-05-31,-580,-2178,827,2841,3156,-162,-248,2908,-158,-7678,5566,-4068,10955,-7539,14921,222,1468,-6959
ORCL,2013,2013-05-31,-650,-1433,781,2644,-342,-712,-117,2931,-110,-9494,2024,-8500,10925,-5956,14224,403,1197,-5306
ORCL,2012,2012-05-31,-648,-1205,737,2731,-1208,-83,9,2916,-471,-5123,295,-6099,9981,-8381,13743,-66,920,-7733
ORCL,2011,2011-05-31,-450,-1061,770,2931,6249,-728,-253,2796,600,216,1211,516,8547,-6081,11214,150,852,-5631
ORCL,2010,2010-05-31,-230,-1004,652,2488,919,101,-511,2271,-107,-118,3638,2664,6135,-10319,8681,148,685,-10089
ORCL,2009,2009-05-31,-529,-250,627,2170,733,365,-395,1976,-501,-3212,-1004,-4422,5593,-2599,8255,44,716,-2070
ORCL,2008,2008-05-31,-243,0,347,1687,2044,-149,-135,1480,437,-735,3611,3281,5521,-9076,7402,405,685,-8833
ORCL,2007,2007-05-31,-319,0,354,1197,-441,-667,56,1127,149,-3013,1661,-1139,4274,-4971,5520,213,730,-4652
ORCL,2006,2006-05-31,-236,,74,1413,2765,24,-40,806,56,-1435,3001,1527,3381,-3359,4541,-39,370,-3123
ORCL,2005,2005-05-31,-188,,119,1268,-244,-81,-66,425,73,-747,2675,1884,2886,-5753,3552,-44,388,-5565
ORCL,2004,2004-05-31,-189,,23,1010,-599,41,58,234,74,-1145,-144,-1320,2681,-2548,3195,-31,181,-2359
ORCL,2003,2003-05-31,-291,,20,1149,1642,95,90,286,178,-2297,9,-2481,2307,895,3050,-193,272,1186
ORCL,2002,2002-05-31,-278,,20,1000,-1354,269,-160,363,6,-2460,-5,-2465,2224,-2030,3135,0,439,-1752
ORCL,2001,2001-05-31,-313,,24,2400,-2980,-897,-159,346,-98,-3806,0,-3806,2561,-1200,2124,0,273,-887
ORCL,2000,2000-05-31,-263,,19,976,5643,-19,3056,391,10,-4365,-5,-4183,6297,6893,2923,187,-6802,7156
ORCL,1999,1999-05-31,-379,,21,642,512,49,20,376,-8,-781,0,-485,1290,-802,1807,296,73,-423
ORCL,1998,1998-05-31,-328,,17,430,384,175,23,328,-26,-286,3,-283,814,-918,1610,0,270,-590
ORCL,1997,1997-05-31,-419,,1,521,174,-165,6,238,-22,-354,297,-57,821,-777,1031,,129,-359
ORCL,1996,1996-05-31,-356,,9,439,236,-24,-25,219,-14,-3,-85,-88,603,-551,889,,115,-195
ORCL,1995,1995-05-31,-310,,6,224,75,-61,-13,148,18,-15,-1,-16,442,-496,569,,54,-186
ORCL,1994,1994-05-31,-289,,7,69,120,-7,29,105,-2,-42,-9,-51,284,-270,443,,34,19
ORCL,1993,1993-05-31,-72,,9,32,131,46,0,79,-4,-12,-12,-24,98,-158,317,,94,-86
ORCL,1992,1992-05-31,-88,,20,7,52,79,4,66,2,22,-99,-76,62,-116,242,0,33,-28
ORCL,1991,1991-05-31,-109,,21,25,57,16,-15,71,0,20,54,73,-12,-106,89,0,30,2
ORCL,1990,1990-05-31,-117,,8,34,0,-143,8,44,1,18,55,74,81,-119,44,0,55,-2
ORCL,1989,1989-05-31,-79,,4,29,4,-52,-11,23,-1,11,42,53,68,-85,37,0,9,-6
ORCL,1988,1988-05-31,-35,,2,1,4,-28,8,13,0,5,-2,6,43,-43,41,4,5,-8
ORCL,1987,1987-05-31,-21,,1,0,25,-31,11,5,0,35,4,40,16,-22,6,1,6,-2
OTIS,2019,2019-12-31,-145,,,,113,-32,-8,180,-20,,6,-1133,1267,-203,1469,-1139,62,-58
OTIS,2018,2018-12-31,-172,,,,-225,-8,127,190,-77,,11,-1497,1210,-201,1550,-1508,31,-29
OTIS,2017,2017-12-31,-133,,,,-42,6,-35,177,98,,-1,-1404,809,-186,1450,-1403,493,-53
PCAR,2019,2019-12-31,-1970.8,-1138.6,203.8,586,739.2,-717.7,70.8,1077.3,2.9,-110.2,1271.4,83.4,2387.9,-2207.4,2860.3,60.8,42,-236.6
PCAR,2018,2018-12-31,-1952.3,-804.3,166.5,607.6,1071.2,-326,17.5,1054.1,-61.5,-354.4,1210.5,71.1,2195.1,-1930.7,2992.3,19.3,51.6,21.6
PCAR,2017,2017-12-31,-1846.6,-558.3,127.4,661.4,449,41.1,-173.9,1107.5,91.6,,125.2,-393.8,1675.2,-1964.6,2715.8,39.3,65.9,-118
PCAR,2016,2016-12-31,-1964.9,-829.3,108.2,499.4,-100.7,706.4,30.9,993.1,-13.7,-70.5,46.9,-823.5,521.7,-1564.3,2300.8,29.4,48.7,400.6
PCAR,2015,2015-12-31,-1725.2,-680.5,101.3,879.7,278.8,41.1,-55.2,907.1,-105.8,-201.6,663.8,-196.5,1604,-1974.9,2556,21.8,59,-249.7
PCAR,2014,2014-12-31,-1537.3,-623.8,136.3,689.9,-12.5,-110.7,-98,917.7,-83.7,-42.7,116.9,-520.5,1358.8,-1531.9,2123.6,29.1,55.8,5.4
PCAR,2013,2013-12-31,-1872.8,-283.1,149.3,434,477.7,246.9,97.3,810.7,-20.8,,525.9,273.8,1171.3,-2151,2375.7,31,49.5,-278.2
PCAR,2012,2012-12-31,-1803.4,-809.5,149.9,448.2,-834.3,-499.2,151.7,700.9,25.2,-162.1,1167.2,209.5,1111.6,-2588,1519,13.9,54,-784.6
PCAR,2011,2011-12-31,-1647.3,-217.4,192.1,284,65.9,-417.4,224.1,673.8,-53.8,-337.6,1490.2,946.1,1042.3,-2419,1592.6,10.9,69.8,-771.7
PCAR,2010,2010-12-31,-883.8,-251.7,230.2,82.9,128.8,351.7,46.3,623.2,4.9,0,-730.7,-960.4,457.6,-467.1,1551.4,22,72.6,416.7
PCAR,2009,2009-12-31,-971,-232.1,267.6,67.3,-43.2,387.1,159.7,651.7,89.1,,-1601.7,-1816.2,111.9,310.6,1373.3,17.6,62.9,1281.6
PCAR,2008,2008-12-31,-1550,-629.2,327.1,452,97.1,-595.2,131,649.4,-87.8,-230.6,-19.8,-868.1,1017.9,-251.9,1304.9,11.5,101.8,1298.1
PCAR,2007,2007-12-31,-1267.4,-736.7,339,412.9,5.6,261.7,,526.4,85.5,-360.5,227.9,-838.5,1227.3,-1296.8,2055.4,30.8,40,-29.4
PCAR,2006,2006-12-31,-954.3,-530.4,281.6,611.5,153.6,-172.9,,434.6,84.5,-312,847.2,42.5,1496,-1826.1,1852.7,37.7,95,-871.8
PCAR,2005,2005-12-31,-848.5,-496.9,204,722,84.2,-537.1,,370.1,-121,-367.2,1573.2,721,1133.2,-1502.6,986.8,11.9,20.6,-654.1
PCAR,2004,2004-12-31,-633.5,-270.9,134.4,418.7,267.7,-368.3,,122,66.5,-107.7,879.2,516.3,906.8,-1206.1,891,15.7,230.5,-572.6
PCAR,2003,2003-12-31,-369.3,-171.9,137.9,246,574,-66,,116.1,125.3,0,17.4,-130.7,526.5,-198.9,778.3,23.8,201.7,170.4
PCAR,2002,2002-12-31,-340.2,-123,168.3,111.6,117.8,-104.7,,118,74.5,0,-58.5,-159.1,372,-385.7,588.1,22.4,202.8,-45.5
PCAR,2001,2001-12-31,-309.3,-168.4,210.3,43,118.5,144.7,0,107.5,-29.8,0,-396.1,-552.5,173.6,75.1,625.7,12,199.9,384.4
PCAR,2000,2000-12-31,-367.9,-217.5,245.3,251.6,8.3,-1.4,-12.4,98.8,-11.8,-105.8,388.4,78.1,441.8,-725.4,667.4,13,140.6,-357.5
PCAR,1999,1999-12-31,-406.1,-188.1,182.1,317.3,96,245.4,-2.7,146.9,-37.9,0,709.9,526.5,583.6,-1347.9,955.3,4.7,-17.9,-941.8
PCAR,1998,1998-12-31,-222.8,-163.6,188,228.3,94.5,54.4,,123.9,-11.8,,569.5,412.5,416.8,-973,666.8,6.6,71.7,-750.2
PCAR,1997,1997-12-31,-133,-103.1,143.6,163.6,115,52.1,0,112,31.4,,5.3,-95.5,344.6,-285.9,465,2.3,-43.7,-152.9
PCAR,1996,1996-12-31,-123.2,-155.5,133.3,121.3,38.9,66.7,1,81.1,-2.8,,327.4,171.9,201,-488.5,358.3,,8.5,-365.3
PCAR,1995,1995-12-31,-93.7,-116.6,116,149.1,-127.3,-41.8,-4.6,73.5,-10.4,,421.5,304.9,252.8,-720.1,298.3,,18.4,-626.4
PCAR,1994,1994-12-31,-80.6,-74.5,76.9,130.1,88.1,64.6,-16.7,63.2,-19.2,0,263.6,189.1,204.5,-431.5,349.7,,34.1,-350.9
PCAR,1993,1993-12-31,-109.3,-44,63.9,70.7,-27.2,6.5,-14,56.7,1.3,-1.2,341.3,296.1,142.2,-526.5,201.9,,10.5,-417.2
PCAR,1992,1992-12-31,-100.2,-37.2,74.7,30.9,-44.5,29.4,-4,52.3,-0.9,0,23.4,-13.8,65.2,-162.5,132.7,,-10.2,-62.3
PCAR,1991,1991-12-31,-51.3,-33.8,102.3,19.4,-34.4,33.4,-4.9,55.3,0.1,0,-149.8,-183.6,55.2,17.4,131.7,,-7.3,68.7
PCAR,1990,1990-12-31,-79.6,-87,123.6,88.3,-127.7,-37.8,-1.7,51.8,9.4,-31.8,-28.8,-147.5,63.7,-88.2,98.6,,22.5,-8.6
