symbol,period,numberAnalysts,revenueAvg,revenueHigh,revenueLow
MMM,2024-12-31,9,37976194338,39495242112,36836908508
MMM,2023-12-31,9,36266788238,37717459768,35178784591
MMM,2022-12-31,12,35153841803,36879120000,32941297000
MMM,2021-12-31,19,33619919409,35710200000,30975010000
MMM,2020-12-31,19,32060405150,33445800000,30148038440
MMM,2019-12-31,19,32624529341,32945259480,31067596500
MMM,2018-12-31,16,33204521890,33521280000,31592849560
MMM,2017-12-31,14,31969929086,32319720000,30361000000
MMM,2016-12-31,17,30575275867,30903960000,29136763000
MMM,2015-12-31,16,30647582538,31111020000,29108730000
MMM,2014-12-31,19,32389270672,33150000000,30771310000
MMM,2013-12-31,17,31488187167,32038200000,29877086400
MMM,2012-12-31,15,30238365323,31110000000,28697062000
MMM,2011-12-31,17,30038067132,30325620000,28542250000
MMM,2010-12-31,17,26981964808,27382165200,25640980000
MMM,2009-12-31,11,23176627739,23504880000,21873500000
MMM,2008-12-31,10,25787677573,27052440000,24138867100
MMM,2007-12-31,11,24733088421,24954300000,23494370000
MMM,2006-12-31,11,23260638274,23454900000,22172842000
MMM,2005-12-31,13,21593267791,21796380000,20419470000
MMM,2004-12-31,11,20296092249,20602980000,19225400000
MMM,2003-12-31,13,18297295045,18558900000,17273469000
MMM,2002-12-31,11,16490907999,16660680000,15708180000
MMM,2001-12-31,6,16437721999,16782060000,15520000000
MMM,2000-12-31,5,17194861250,17442000000,16296000000
MMM,1999-12-31,3,15839074999,15932400000,15122300000
MMM,1998-12-31,4,15572129999,16218000000,14575220000
MMM,1997-12-31,2,15277779999,15353040000,14600440000
MMM,1996-12-31,2,14412999999,14484000000,13774000000
AOS,2024-12-31,3,3458519156,3596859923,3354763582
AOS,2023-12-31,3,3270186688,3400994156,3172081087
AOS,2022-12-31,6,3138491446,3288174000,2912522000
AOS,2021-12-31,13,2994321608,3111102000,2788750000
AOS,2020-12-31,13,2806210825,2855184000,2650983810
AOS,2019-12-31,12,3063584040,3092538000,2914074000
AOS,2018-12-31,13,3243635499,3281340000,3077131000
AOS,2017-12-31,13,3040402131,3069067800,2891570000
AOS,2016-12-31,14,2737359508,2772279420,2587960000
AOS,2015-12-31,14,2608082318,2638230000,2460599000
AOS,2014-12-31,11,2376100343,2405670000,2260779000
AOS,2013-12-31,10,2192044638,2230740000,2081620000
AOS,2012-12-31,13,1943973593,1972272000,1835628000
AOS,2011-12-31,10,1749530693,1986960000,1622810000
AOS,2010-12-31,8,2216977210,2241317400,2080844000
AOS,2009-12-31,5,1992985487,2011470600,1895477000
AOS,2008-12-31,5,2354934487,2391900000,2239342000
AOS,2007-12-31,4,2319109220,2335800000,2210154700
AOS,2006-12-31,4,2214662329,2233800000,2108198000
AOS,2005-12-31,4,1707669829,1728594000,1624265000
AOS,2004-12-31,3,1660484174,1673707800,1582070000
AOS,2003-12-31,4,1546975029,1568902800,1458589000
AOS,2002-12-31,5,1486565620,1500603600,1413881700
ABT,2024-12-31,13,46038449709,47879987697,44657296217
ABT,2023-12-31,13,42368661015,44063407456,41097601185
ABT,2022-12-31,16,39576267214,46625348520,35824040000
ABT,2021-12-31,21,37622122609,42752802240,33982980000
ABT,2020-12-31,21,33552538269,34784040000,31230120000
ABT,2019-12-31,19,32328558731,32548200000,30810110000
ABT,2018-12-31,22,31109784418,31661820000,29605905440
ABT,2017-12-31,21,27601826262,28030620000,26196693000
ABT,2016-12-31,19,21211871239,21390420000,20183760000
ABT,2015-12-31,23,20743845827,20943660000,19755965750
